SURVEY:  LOWZ                
SNID: 2001ba 
IAUC: 2001ba
RA:   174.507330 deg
DECL:   -32.330830 deg 
RA_HOST:   174.502040
DEC_HOST:   -32.324690
MWEBV: 0.064 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.029517 +- 0.00015 
REDSHIFT_CMB: 0.0306582 +- 0.00015 
VPEC: 134.332 +- 250.0
HOSTGAL_LOGMASS: 10.97552 +- 0.280891
SEARCH_PEAKMJD:  52034.172
FILTERS: UBVRI
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  97
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
OBS: 52030.602  B  NULL    24570.      407.33      16.524   0.018
OBS: 52030.602  V  NULL    23099.      574.43      16.591   0.027
OBS: 52030.602  I  NULL    21067.      349.26      16.691   0.018
OBS: 52031.559  B  NULL    26595.      489.90      16.438   0.020
OBS: 52031.559  V  NULL    24010.      641.32      16.549   0.029
OBS: 52031.559  I  NULL    20720.      324.43      16.709   0.017
OBS: 52032.590  B  NULL    26693.      368.78      16.434   0.015
OBS: 52032.590  V  NULL    24934.      528.21      16.508   0.023
OBS: 52032.590  I  NULL    21301.      372.76      16.679   0.019
OBS: 52033.578  B  NULL    26940.      471.44      16.424   0.019
OBS: 52033.578  V  NULL    25515.      634.51      16.483   0.027
OBS: 52033.578  I  NULL    21164.      409.35      16.686   0.021
OBS: 52034.590  B  NULL    27089.      399.20      16.418   0.016
OBS: 52034.590  V  NULL    25609.      731.20      16.479   0.031
OBS: 52034.590  I  NULL    20026.      442.68      16.746   0.024
OBS: 52037.578  B  NULL    24412.      494.65      16.531   0.022
OBS: 52037.578  V  NULL    24143.      622.64      16.543   0.028
OBS: 52037.578  I  NULL    17832.      541.99      16.872   0.033
OBS: 52038.559  B  NULL    21837.      1387.8      16.652   0.069
OBS: 52038.559  V  NULL    24479.      1375.3      16.528   0.061
OBS: 52038.559  I  NULL    19125.      2272.3      16.796   0.129
OBS: 52040.609  B  NULL    21399.      650.41      16.674   0.033
OBS: 52040.609  V  NULL    22264.      676.69      16.631   0.033
OBS: 52040.609  I  NULL    15262.      562.26      17.041   0.040
OBS: 52042.590  B  NULL    19953.      624.82      16.750   0.034
OBS: 52042.590  V  NULL    20951.      656.08      16.697   0.034
OBS: 52042.590  I  NULL    14204.      601.77      17.119   0.046
OBS: 52045.711  B  NULL    14642.      687.77      17.086   0.051
OBS: 52045.711  V  NULL    19770.      1074.3      16.760   0.059
OBS: 52045.711  I  NULL    11978.      1346.0      17.304   0.122
OBS: 52046.570  B  NULL    13855.      267.98      17.146   0.021
OBS: 52046.570  V  NULL    17799.      524.60      16.874   0.032
OBS: 52046.570  I  NULL    9926.6      338.28      17.508   0.037
OBS: 52047.570  B  NULL    13086.      1060.6      17.208   0.088
OBS: 52047.570  I  NULL    10423.      1305.6      17.455   0.136
OBS: 52048.660  B  NULL    10894.      301.02      17.407   0.030
OBS: 52048.660  V  NULL    16158.      550.65      16.979   0.037
OBS: 52048.660  I  NULL    9410.2      572.03      17.566   0.066
OBS: 52049.539  B  NULL    10578.      224.08      17.439   0.023
OBS: 52049.539  V  NULL    14481.      346.78      17.098   0.026
OBS: 52049.539  I  NULL    9401.6      320.39      17.567   0.037
OBS: 52051.531  B  NULL    8143.3      232.51      17.723   0.031
OBS: 52051.531  V  NULL    13577.      362.64      17.168   0.029
OBS: 52053.500  B  NULL    6848.6      145.08      17.911   0.023
