SURVEY:  LOWZ                
SNID: 1999aw 
IAUC: 1999aw
RA:   165.401540 deg
DECL:    -6.108780 deg 
RA_HOST:   165.401540
DEC_HOST:    -6.108780
MWEBV: 0.032 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.038 +- 0.001 
REDSHIFT_CMB: 0.03928 +- 0.001 
VPEC: 53.0963 +- 250.0
HOSTGAL_LOGMASS: 7.256355 +- 0.300000
SEARCH_PEAKMJD:  51253.949
FILTERS: UBVRI
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  93
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
OBS: 51245.398  R  NULL    12578.      115.85      17.251   0.010
OBS: 51249.762  B  NULL    16429.      242.10      16.961   0.016
OBS: 51249.762  V  NULL    16144.      118.95      16.980   0.008
OBS: 51249.762  R  NULL    15996.      132.59      16.990   0.009
OBS: 51249.762  I  NULL    12835.      319.18      17.229   0.027
OBS: 51254.660  B  NULL    18063.      382.65      16.858   0.023
OBS: 51254.660  V  NULL    18950.      261.80      16.806   0.015
OBS: 51254.660  R  NULL    19055.      122.85      16.800   0.007
OBS: 51254.660  I  NULL    12337.      170.44      17.272   0.015
OBS: 51255.879  B  NULL    18399.      389.77      16.838   0.023
OBS: 51255.879  V  NULL    18097.      466.70      16.856   0.028
OBS: 51255.879  R  NULL    19107.      351.97      16.797   0.020
OBS: 51257.801  B  NULL    16734.      107.89      16.941   0.007
OBS: 51257.801  V  NULL    18113.      116.78      16.855   0.007
OBS: 51258.660  B  NULL    16263.      74.894      16.972   0.005
OBS: 51258.660  V  NULL    18897.      121.83      16.809   0.007
OBS: 51258.660  R  NULL    18741.      155.35      16.818   0.009
OBS: 51258.660  I  NULL    10784.      158.93      17.418   0.016
OBS: 51258.672  V  NULL    17964.      82.727      16.864   0.005
OBS: 51258.672  R  NULL    19037.      87.669      16.801   0.005
OBS: 51258.672  I  NULL    10755.      118.87      17.421   0.012
OBS: 51259.801  B  NULL    14151.      534.39      17.123   0.041
OBS: 51259.801  V  NULL    17298.      462.03      16.905   0.029
OBS: 51259.801  R  NULL    18810.      415.80      16.814   0.024
OBS: 51265.570  B  NULL    11901.      98.655      17.311   0.009
OBS: 51265.570  V  NULL    14348.      145.37      17.108   0.011
OBS: 51265.570  R  NULL    14521.      160.49      17.095   0.012
OBS: 51265.570  I  NULL    7705.5      184.52      17.783   0.026
OBS: 51266.680  B  NULL    10844.      129.84      17.412   0.013
OBS: 51266.680  V  NULL    13062.      204.51      17.210   0.017
OBS: 51266.680  R  NULL    13527.      236.72      17.172   0.019
OBS: 51266.680  I  NULL    7079.5      195.61      17.875   0.030
OBS: 51272.719  B  NULL    6886.5      101.48      17.905   0.016
OBS: 51272.719  V  NULL    9700.6      482.47      17.533   0.054
OBS: 51272.719  R  NULL    9808.4      180.68      17.521   0.020
OBS: 51272.719  I  NULL    5291.8      238.82      18.191   0.049
OBS: 51274.730  B  NULL    5515.7      157.48      18.146   0.031
OBS: 51274.730  V  NULL    8920.7      262.92      17.624   0.032
OBS: 51274.730  R  NULL    9036.5      141.49      17.610   0.017
OBS: 51274.730  I  NULL    5086.3      163.96      18.234   0.035
OBS: 51275.711  B  NULL    5035.0      92.748      18.245   0.020
OBS: 51275.711  V  NULL    8912.5      394.02      17.625   0.048
OBS: 51275.711  R  NULL    8995.0      405.95      17.615   0.049
OBS: 51275.711  I  NULL    5076.9      210.42      18.236   0.045
OBS: 51275.820  B  NULL    5262.6      266.59      18.197   0.055
OBS: 51275.820  R  NULL    8887.9      212.84      17.628   0.026
OBS: 51276.719  B  NULL    4795.1      39.748      18.298   0.009
OBS: 51276.719  V  NULL    8340.7      61.456      17.697   0.008
OBS: 51276.719  R  NULL    8814.5      97.422      17.637   0.012
