SURVEY:  LOWZ                
SNID: 1990T 
IAUC: 1990T
RA:   299.759540 deg
DECL:   -56.258360 deg 
RA_HOST:   299.747040
DEC_HOST:   -56.257940
MWEBV: 0.053 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.040485 +- 0.00015 
REDSHIFT_CMB: 0.0401421 +- 0.00015 
VPEC: 213.2708 +- 250.0
SEARCH_PEAKMJD:  48083.051
FILTERS: UBVRI
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  61
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
OBS: 48098.500  B  NULL    4361.1      132.55      18.401   0.033
OBS: 48098.500  V  NULL    7523.1      221.73      17.809   0.032
OBS: 48098.500  R  NULL    7351.9      223.46      17.834   0.033
OBS: 48098.500  I  NULL    5370.3      247.31      18.175   0.050
OBS: 48099.691  B  NULL    3715.4      119.77      18.575   0.035
OBS: 48099.691  V  NULL    6950.2      198.44      17.895   0.031
OBS: 48099.691  R  NULL    7092.5      215.57      17.873   0.033
OBS: 48099.691  I  NULL    5970.4      247.45      18.060   0.045
OBS: 48103.691  V  NULL    5818.4      192.92      18.088   0.036
OBS: 48103.691  I  NULL    6498.3      269.33      17.968   0.045
OBS: 48104.789  B  NULL    2054.9      77.600      19.218   0.041
OBS: 48104.789  V  NULL    5171.3      157.18      18.216   0.033
OBS: 48104.789  R  NULL    6474.4      196.78      17.972   0.033
OBS: 48104.789  I  NULL    6087.0      201.83      18.039   0.036
OBS: 48115.672  B  NULL    844.11      38.873      20.184   0.050
OBS: 48115.672  V  NULL    2855.0      89.404      18.861   0.034
OBS: 48115.672  R  NULL    4861.8      138.82      18.283   0.031
OBS: 48115.672  I  NULL    5872.2      183.89      18.078   0.034
OBS: 48124.539  B  NULL    633.29      34.997      20.496   0.060
OBS: 48124.539  V  NULL    1824.7      70.587      19.347   0.042
OBS: 48124.539  R  NULL    2913.4      110.02      18.839   0.041
OBS: 48124.539  I  NULL    3363.6      167.29      18.683   0.054
OBS: 48125.539  B  NULL    593.75      26.796      20.566   0.049
OBS: 48125.539  V  NULL    1749.0      57.993      19.393   0.036
OBS: 48125.539  R  NULL    2831.4      86.058      18.870   0.033
OBS: 48125.539  I  NULL    3376.0      127.49      18.679   0.041
OBS: 48127.672  B  NULL    628.64      27.792      20.504   0.048
OBS: 48127.672  V  NULL    1741.0      57.727      19.398   0.036
OBS: 48127.672  R  NULL    2611.0      81.763      18.958   0.034
OBS: 48127.672  I  NULL    3241.9      113.46      18.723   0.038
OBS: 48144.672  B  NULL    450.40      26.549      20.866   0.064
OBS: 48144.672  V  NULL    1084.4      42.948      19.912   0.043
OBS: 48144.672  R  NULL    1593.7      63.117      19.494   0.043
OBS: 48144.672  I  NULL    1626.3      122.83      19.472   0.082
OBS: 48145.602  B  NULL    440.55      21.911      20.890   0.054
OBS: 48145.602  V  NULL    1140.8      55.687      19.857   0.053
OBS: 48145.602  R  NULL    1452.1      101.65      19.595   0.076
OBS: 48145.602  I  NULL    1739.4      110.54      19.399   0.069
OBS: 48147.500  B  NULL    452.48      42.509      20.861   0.102
OBS: 48147.500  V  NULL    1042.3      56.641      19.955   0.059
OBS: 48147.500  R  NULL    1315.8      82.411      19.702   0.068
OBS: 48147.500  I  NULL    1611.4      173.65      19.482   0.117
OBS: 48149.672  B  NULL    430.53      52.738      20.915   0.133
OBS: 48149.672  V  NULL    1032.8      42.804      19.965   0.045
OBS: 48149.672  R  NULL    1454.8      66.996      19.593   0.050
OBS: 48163.672  B  NULL    352.53      104.55      21.132   0.322
OBS: 48163.672  V  NULL    689.92      77.524      20.403   0.122
OBS: 48163.672  R  NULL    781.27      100.02      20.268   0.139
OBS: 48174.500  B  NULL    339.16      63.412      21.174   0.203
OBS: 48174.500  V  NULL    668.04      61.528      20.438   0.100
OBS: 48174.500  R  NULL    739.95      52.477      20.327   0.077
OBS: 48174.500  I  NULL    699.52      194.57      20.388   0.302
OBS: 48178.578  B  NULL    292.95      20.776      21.333   0.077
OBS: 48178.578  V  NULL    551.06      20.809      20.647   0.041
OBS: 48178.578  R  NULL    560.27      27.350      20.629   0.053
OBS: 48178.578  I  NULL    574.91      40.243      20.601   0.076
OBS: 48184.559  B  NULL    246.60      20.669      21.520   0.091
OBS: 48184.559  V  NULL    496.59      30.644      20.760   0.067
OBS: 48184.559  R  NULL    474.24      49.358      20.810   0.113
OBS: 48218.500  B  NULL    180.14      22.730      21.861   0.137
OBS: 48218.500  V  NULL    312.75      27.941      21.262   0.097
END: 
