SURVEY:  LOWZ                
SNID: 1999cp 
IAUC: 1999cp
RA:   211.630420 deg
DECL:    -5.446940 deg 
RA_HOST:   211.645370
DEC_HOST:    -5.453110
MWEBV: 0.024 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.009417 +- 0.000193 
REDSHIFT_CMB: 0.0103194 +- 0.000193 
VPEC: 50.8364 +- 250.0
SEARCH_PEAKMJD:  51363.211
FILTERS: UBVRI
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  20
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
OBS: 51355.730  B  NULL   0.15066E+06  6521.9      14.555   0.047
OBS: 51355.730  V  NULL   0.13539E+06  1995.2      14.671   0.016
OBS: 51355.730  R  NULL   0.15219E+06  3644.6      14.544   0.026
OBS: 51355.730  I  NULL   0.14682E+06  3786.5      14.583   0.028
OBS: 51365.770  B  NULL   0.23966E+06  1986.6      14.051   0.009
OBS: 51365.770  V  NULL   0.24099E+06  1109.8      14.045   0.005
OBS: 51365.770  R  NULL   0.23594E+06  1955.8      14.068   0.009
OBS: 51365.770  I  NULL   0.16657E+06  2147.8      14.446   0.014
OBS: 51367.750  B  NULL   0.20912E+06  5007.8      14.199   0.026
OBS: 51367.750  V  NULL   0.22930E+06  2323.1      14.099   0.011
OBS: 51367.750  R  NULL   0.22223E+06  3684.2      14.133   0.018
OBS: 51367.750  I  NULL   0.15689E+06  3034.6      14.511   0.021
OBS: 51368.738  B  NULL   0.20835E+06  3262.3      14.203   0.017
OBS: 51368.738  V  NULL   0.22387E+06  1649.6      14.125   0.008
OBS: 51368.738  R  NULL   0.21898E+06  2420.2      14.149   0.012
OBS: 51368.738  I  NULL   0.14204E+06  2223.9      14.619   0.017
OBS: 51383.641  B  NULL    59704.      384.92      15.560   0.007
OBS: 51383.641  V  NULL   0.10578E+06  389.70      14.939   0.004
OBS: 51383.641  R  NULL   0.10607E+06  488.48      14.936   0.005
OBS: 51383.641  I  NULL    93325.      515.73      15.075   0.006
END: 
