SURVEY:  LOWZ                
SNID: 2001bt 
IAUC: 2001bt
RA:   288.444790 deg
DECL:   -59.289670 deg 
RA_HOST:   288.452330
DEC_HOST:   -59.294360
MWEBV: 0.065 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.014917 +- 0.00015 
REDSHIFT_CMB: 0.0147247 +- 0.00015 
VPEC: 22.76 +- 250.0
HOSTGAL_LOGMASS: 10.920564 +- 0.280891
SEARCH_PEAKMJD:  52063.910
FILTERS: UBVRI
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  87
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
OBS: 52055.781  B  NULL    31333.      663.75      16.260   0.023
OBS: 52055.781  V  NULL    36442.      302.08      16.096   0.009
OBS: 52055.781  R  NULL    47119.      650.98      15.817   0.015
OBS: 52061.820  B  NULL    59102.      598.78      15.571   0.011
OBS: 52061.820  V  NULL    68297.      440.33      15.414   0.007
OBS: 52061.820  R  NULL    82414.      1214.5      15.210   0.016
OBS: 52061.820  I  NULL    76630.      917.53      15.289   0.013
OBS: 52061.898  B  NULL    58776.      757.89      15.577   0.014
OBS: 52061.898  V  NULL    68297.      377.42      15.414   0.006
OBS: 52061.898  R  NULL    82262.      757.66      15.212   0.010
OBS: 52061.898  I  NULL    75509.      1043.2      15.305   0.015
OBS: 52064.770  B  NULL    61830.      2221.0      15.522   0.039
OBS: 52064.770  V  NULL    74542.      1304.5      15.319   0.019
OBS: 52064.770  R  NULL    87337.      5872.2      15.147   0.073
OBS: 52064.770  I  NULL    71846.      2779.2      15.359   0.042
OBS: 52067.828  B  NULL    54051.      597.39      15.668   0.012
OBS: 52067.828  V  NULL    74679.      550.26      15.317   0.008
OBS: 52067.828  R  NULL    86696.      1437.3      15.155   0.018
OBS: 52067.828  I  NULL    65464.      844.12      15.460   0.014
OBS: 52070.820  B  NULL    45457.      795.48      15.856   0.019
OBS: 52070.820  V  NULL    69631.      705.45      15.393   0.011
OBS: 52070.820  R  NULL    78271.      1874.3      15.266   0.026
OBS: 52070.820  I  NULL    59320.      1038.1      15.567   0.019
OBS: 52073.922  B  NULL    33205.      917.48      16.197   0.030
OBS: 52073.922  V  NULL    60090.      996.20      15.553   0.018
OBS: 52073.922  I  NULL    49659.      1600.8      15.760   0.035
OBS: 52076.859  B  NULL    25050.      461.43      16.503   0.020
OBS: 52076.859  V  NULL    50910.      375.12      15.733   0.008
OBS: 52076.859  R  NULL    54300.      1150.3      15.663   0.023
OBS: 52076.859  I  NULL    43291.      996.82      15.909   0.025
OBS: 52079.891  B  NULL    16672.      460.68      16.945   0.030
OBS: 52079.891  V  NULL    41039.      642.58      15.967   0.017
OBS: 52079.891  R  NULL    48843.      1259.6      15.778   0.028
OBS: 52079.891  I  NULL    44463.      1433.3      15.880   0.035
OBS: 52082.750  B  NULL    11956.      231.26      17.306   0.021
OBS: 52082.750  V  NULL    35909.      363.80      16.112   0.011
OBS: 52082.750  R  NULL    47468.      961.83      15.809   0.022
OBS: 52082.750  I  NULL    49159.      860.26      15.771   0.019
OBS: 52085.738  B  NULL    8402.3      371.46      17.689   0.048
OBS: 52085.738  V  NULL    30172.      722.52      16.301   0.026
OBS: 52085.738  R  NULL    44916.      1737.5      15.869   0.042
OBS: 52085.738  I  NULL    49614.      1782.1      15.761   0.039
OBS: 52088.699  B  NULL    6686.5      203.23      17.937   0.033
OBS: 52088.699  V  NULL    26278.      459.86      16.451   0.019
OBS: 52088.699  R  NULL    39591.      1130.4      16.006   0.031
OBS: 52088.699  I  NULL    50257.      1435.0      15.747   0.031
OBS: 52091.680  B  NULL    5465.1      226.51      18.156   0.045
OBS: 52091.680  V  NULL    21321.      333.83      16.678   0.017
OBS: 52091.680  R  NULL    34866.      995.49      16.144   0.031
OBS: 52091.680  I  NULL    48128.      1152.5      15.794   0.026
OBS: 52094.809  B  NULL    4325.1      709.08      18.410   0.178
OBS: 52094.809  V  NULL    17783.      769.79      16.875   0.047
OBS: 52094.809  I  NULL    38230.      2781.7      16.044   0.079
OBS: 52096.781  V  NULL    16173.      521.37      16.978   0.035
OBS: 52096.781  R  NULL    24457.      1576.8      16.529   0.070
OBS: 52096.781  I  NULL    31974.      1855.3      16.238   0.063
OBS: 52097.672  B  NULL    3876.1      314.17      18.529   0.088
OBS: 52097.672  V  NULL    14428.      372.08      17.102   0.028
OBS: 52097.672  R  NULL    23637.      1110.3      16.566   0.051
OBS: 52097.672  I  NULL    33113.      1311.4      16.200   0.043
OBS: 52101.750  B  NULL    3718.8      551.44      18.574   0.161
OBS: 52101.750  V  NULL    10874.      610.95      17.409   0.061
OBS: 52101.750  I  NULL    25281.      2444.9      16.493   0.105
OBS: 52106.641  B  NULL    3045.1      246.81      18.791   0.088
OBS: 52106.641  V  NULL    10588.      399.82      17.438   0.041
OBS: 52106.641  R  NULL    15776.      973.53      17.005   0.067
OBS: 52106.641  I  NULL    20267.      1138.7      16.733   0.061
OBS: 52115.859  B  NULL    2744.1      98.569      18.904   0.039
OBS: 52115.859  V  NULL    8606.0      110.97      17.663   0.014
OBS: 52115.859  R  NULL    12190.      280.68      17.285   0.025
OBS: 52115.859  I  NULL    15066.      416.29      17.055   0.030
OBS: 52122.672  B  NULL    2696.5      245.87      18.923   0.099
OBS: 52122.672  V  NULL    7426.8      184.69      17.823   0.027
OBS: 52122.672  R  NULL    10442.      577.07      17.453   0.060
OBS: 52122.672  I  NULL    11535.      892.39      17.345   0.084
OBS: 52123.648  B  NULL    2704.0      127.01      18.920   0.051
OBS: 52123.648  V  NULL    7118.7      72.122      17.869   0.011
OBS: 52123.648  R  NULL    9935.7      219.63      17.507   0.024
OBS: 52123.648  I  NULL    10935.      271.92      17.403   0.027
OBS: 52128.750  B  NULL    2247.0      159.35      19.121   0.077
OBS: 52128.750  V  NULL    6558.4      247.66      17.958   0.041
OBS: 52128.750  R  NULL    8904.3      492.07      17.626   0.060
OBS: 52128.750  I  NULL    9078.2      518.40      17.605   0.062
OBS: 52131.762  B  NULL    2479.7      93.640      19.014   0.041
OBS: 52131.762  V  NULL    6036.7      72.280      18.048   0.013
OBS: 52131.762  R  NULL    7943.3      182.90      17.750   0.025
OBS: 52131.762  I  NULL    7856.0      303.90      17.762   0.042
END: 
