SURVEY:  LOWZ                
SNID: 1990Y 
IAUC: 1990Y
RA:    54.344290 deg
DECL:   -33.042530 deg 
RA_HOST:    54.344120
DEC_HOST:   -33.043030
MWEBV: 0.008 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.039034 +- 9.3e-05 
REDSHIFT_CMB: 0.0386943 +- 9.3e-05 
VPEC: 32.9227 +- 250.0
SEARCH_PEAKMJD:  48116.059
FILTERS: UBVRI
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  40
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
OBS: 48132.898  B  NULL    2689.1      108.97      18.926   0.044
OBS: 48132.898  V  NULL    6391.5      200.15      17.986   0.034
OBS: 48132.898  R  NULL    7537.0      333.21      17.807   0.048
OBS: 48133.879  B  NULL    2694.0      126.54      18.924   0.051
OBS: 48133.879  V  NULL    6504.3      275.57      17.967   0.046
OBS: 48135.852  B  NULL    2244.9      105.45      19.122   0.051
OBS: 48135.852  V  NULL    6036.7      200.16      18.048   0.036
OBS: 48142.898  B  NULL    1027.1      45.406      19.971   0.048
OBS: 48142.898  V  NULL    3840.6      127.34      18.539   0.036
OBS: 48145.809  B  NULL    941.89      33.833      20.065   0.039
OBS: 48145.809  V  NULL    3376.0      102.61      18.679   0.033
OBS: 48145.809  R  NULL    5781.0      207.65      18.095   0.039
OBS: 48145.809  I  NULL    6456.5      243.82      17.975   0.041
OBS: 48148.828  B  NULL    700.16      34.178      20.387   0.053
OBS: 48148.828  V  NULL    2754.2      91.323      18.900   0.036
OBS: 48148.828  R  NULL    4541.5      184.05      18.357   0.044
OBS: 48148.828  I  NULL    5628.6      248.84      18.124   0.048
OBS: 48149.879  B  NULL    718.46      52.276      20.359   0.079
OBS: 48149.879  V  NULL    2679.2      83.899      18.930   0.034
OBS: 48149.879  R  NULL    4751.2      148.78      18.308   0.034
OBS: 48149.879  I  NULL    5685.9      308.98      18.113   0.059
OBS: 48154.852  B  NULL    661.30      91.362      20.449   0.150
OBS: 48154.852  V  NULL    1930.2      80.000      19.286   0.045
OBS: 48154.852  R  NULL    3502.7      154.85      18.639   0.048
OBS: 48154.852  I  NULL    4191.8      343.61      18.444   0.089
OBS: 48174.711  V  NULL    1499.7      93.926      19.560   0.068
OBS: 48174.711  R  NULL    2203.9      101.50      19.142   0.050
OBS: 48174.711  I  NULL    2023.0      178.87      19.235   0.096
OBS: 48178.828  B  NULL    368.47      16.290      21.084   0.048
OBS: 48178.828  V  NULL    1014.8      32.715      19.984   0.035
OBS: 48178.828  R  NULL    1473.7      50.220      19.579   0.037
OBS: 48178.828  I  NULL    1321.9      62.093      19.697   0.051
OBS: 48184.750  B  NULL    345.78      31.848      21.153   0.100
OBS: 48184.750  V  NULL    916.22      44.725      20.095   0.053
OBS: 48188.809  B  NULL    277.46      24.277      21.392   0.095
OBS: 48188.809  V  NULL    755.09      34.773      20.305   0.050
OBS: 48188.809  R  NULL    1002.8      51.721      19.997   0.056
OBS: 48188.809  I  NULL    877.40      91.318      20.142   0.113
OBS: 48218.801  B  NULL    239.00      31.258      21.554   0.142
OBS: 48218.801  V  NULL    441.37      30.082      20.888   0.074
END: 
