   4700.0000000      0.0000000
   4750.0000000      0.0130000
   4800.0000000      0.1140000
   4850.0000000      0.3410000
   4900.0000000      0.5850000
   4950.0000000      0.7670000
   5000.0000000      0.8830000
   5050.0000000      0.9500000
   5100.0000000      0.9850000
   5150.0000000      0.9990000
   5200.0000000      1.0000000
   5250.0000000      0.9910000
   5300.0000000      0.9740000
   5350.0000000      0.9510000
   5400.0000000      0.9220000
   5450.0000000      0.8880000
   5500.0000000      0.8510000
   5550.0000000      0.8080000
   5600.0000000      0.7610000
   5650.0000000      0.7090000
   5700.0000000      0.6540000
   5750.0000000      0.5940000
   5800.0000000      0.5310000
   5850.0000000      0.4680000
   5900.0000000      0.4040000
   5950.0000000      0.3430000
   6000.0000000      0.2840000
   6050.0000000      0.2310000
   6100.0000000      0.1840000
   6150.0000000      0.1430000
   6200.0000000      0.1080000
   6250.0000000      0.0800000
   6300.0000000      0.0580000
   6350.0000000      0.0410000
   6400.0000000      0.0280000
   6450.0000000      0.0190000
   6500.0000000      0.0130000
   6550.0000000      0.0090000
   6600.0000000      0.0060000
   6650.0000000      0.0030000
   6700.0000000      0.0020000
   6750.0000000      0.0010000
   6800.0000000      0.0010000
   6850.0000000      0.0000000
