   4700.0000000      0.0000000
   4750.0000000      0.0121637
   4800.0000000      0.1094276
   4850.0000000      0.3292304
   4900.0000000      0.5649145
   4950.0000000      0.7427813
   5000.0000000      0.8582626
   5050.0000000      0.9277728
   5100.0000000      0.9691424
   5150.0000000      0.9903305
   5200.0000000      1.0000000
   5250.0000000      0.9994805
   5300.0000000      0.9910425
   5350.0000000      0.9758897
   5400.0000000      0.9532361
   5450.0000000      0.9242517
   5500.0000000      0.8891093
   5550.0000000      0.8470288
   5600.0000000      0.7991342
   5650.0000000      0.7437204
   5700.0000000      0.6855928
   5750.0000000      0.6211682
   5800.0000000      0.5542320
   5850.0000000      0.4857464
   5900.0000000      0.4193118
   5950.0000000      0.3539937
   6000.0000000      0.2932660
   6050.0000000      0.2370148
   6100.0000000      0.1885743
   6150.0000000      0.1460458
   6200.0000000      0.1109808
   6250.0000000      0.0823596
   6300.0000000      0.0600289
   6350.0000000      0.0421856
   6400.0000000      0.0295455
   6450.0000000      0.0195443
   6500.0000000      0.0129293
   6550.0000000      0.0096229
   6600.0000000      0.0055709
   6650.0000000      0.0039493
   6700.0000000      0.0023519
   6750.0000000      0.0015563
   6800.0000000      0.0007724
   6850.0000000      0.0007668
   6900.0000000      0.0000000
