   3450.0000000      0.0000000
   3500.0000000      0.0049689
   3550.0000000      0.0330680
   3600.0000000      0.1111111
   3650.0000000      0.2239428
   3700.0000000      0.3478261
   3750.0000000      0.4626087
   3800.0000000      0.5652174
   3850.0000000      0.6561265
   3900.0000000      0.7357860
   3950.0000000      0.8024216
   4000.0000000      0.8576087
   4050.0000000      0.9017713
   4100.0000000      0.9374337
   4150.0000000      0.9649031
   4200.0000000      0.9855072
   4250.0000000      0.9953964
   4300.0000000      1.0000000
   4350.0000000      0.9965017
   4400.0000000      0.9881423
   4450.0000000      0.9741085
   4500.0000000      0.9478261
   4550.0000000      0.9182991
   4600.0000000      0.8780718
   4650.0000000      0.8200093
   4700.0000000      0.7372803
   4750.0000000      0.6389016
   4800.0000000      0.5362319
   4850.0000000      0.4320932
   4900.0000000      0.3398403
   4950.0000000      0.2661397
   5000.0000000      0.2121739
   5050.0000000      0.1566939
   5100.0000000      0.1074169
   5150.0000000      0.0734487
   5200.0000000      0.0468227
   5250.0000000      0.0281574
   5300.0000000      0.0172272
   5350.0000000      0.0130028
   5400.0000000      0.0104670
   5450.0000000      0.0111687
   5500.0000000      0.0126482
   5550.0000000      0.0164512
   5600.0000000      0.0186335
   5650.0000000      0.0161601
   5700.0000000      0.0114416
   5750.0000000      0.0060491
   5800.0000000      0.0022489
   5850.0000000      0.0007432
   5900.0000000      0.0000000
   5950.0000000      0.0000000
