   6900.0000000      0.0000000
   7000.0000000      0.0000000
   7100.0000000      0.0010485
   7200.0000000      0.0754807
   7300.0000000      0.9463907
   7400.0000000      1.0000000
   7500.0000000      0.9926224
   7600.0000000      0.8669120
   7700.0000000      0.9088296
   7800.0000000      0.9248568
   7900.0000000      0.8763976
   8000.0000000      0.7621479
   8100.0000000      0.7306804
   8200.0000000      0.7589930
   8300.0000000      0.7911081
   8400.0000000      0.7905528
   8500.0000000      0.7716179
   8600.0000000      0.7964063
   8700.0000000      0.5938620
   8800.0000000      0.4999771
   8900.0000000      0.2283589
   9000.0000000      0.0074447
   9100.0000000      0.0000000
   9200.0000000      0.0000000
