   5400.0000000      0.0000000
   5500.0000000      0.0000000
   5600.0000000      0.1426601
   5700.0000000      0.7381619
   5800.0000000      0.9662263
   5900.0000000      1.0000000
   6000.0000000      0.9862922
   6100.0000000      0.9594521
   6200.0000000      0.9267965
   6300.0000000      0.8867237
   6400.0000000      0.8414305
   6500.0000000      0.7929789
   6600.0000000      0.7442023
   6700.0000000      0.6942320
   6800.0000000      0.6422503
   6900.0000000      0.5874871
   7000.0000000      0.5317524
   7100.0000000      0.4784212
   7200.0000000      0.4265714
   7300.0000000      0.3777634
   7400.0000000      0.3302746
   7500.0000000      0.2848412
   7600.0000000      0.2413820
   7700.0000000      0.2021259
   7800.0000000      0.1676697
   7900.0000000      0.1378312
   8000.0000000      0.1116976
   8100.0000000      0.0905928
   8200.0000000      0.0728894
   8300.0000000      0.0577516
   8400.0000000      0.0457921
   8500.0000000      0.0362027
   8600.0000000      0.0282125
   8700.0000000      0.0217664
   8800.0000000      0.0161393
   8900.0000000      0.0126334
   9000.0000000      0.0098629
   9100.0000000      0.0071533
   9200.0000000      0.0051459
   9300.0000000      0.0044542
   9400.0000000      0.0031477
   9500.0000000      0.0024917
   9600.0000000      0.0018493
   9700.0000000      0.0012202
   9800.0000000      0.0006039
   9900.0000000      0.0005978
  10000.0000000      0.0005918
  10100.0000000      0.0000000
  10200.0000000      0.0000000
