#lambda transmission
6700.0 0.0
6710.0 0.0
6720.0 0.0
6730.0 0.0
6740.0 0.0
6750.0 0.0
6760.0 0.000595030315812
6770.0 0.000686179265434
6780.0 0.000777453471452
6790.0 0.000867583346306
6800.0 0.000957595952016
6810.0 0.00107483075978
6820.0 0.00119241879869
6830.0 0.00134164809676
6840.0 0.00149053821345
6850.0 0.0016977024478
6860.0 0.00189676841627
6870.0 0.00187605031937
6880.0 0.00220882512995
6890.0 0.00249252595955
6900.0 0.0028707789823
6910.0 0.0034274325231
6920.0 0.00397623987408
6930.0 0.00484107450687
6940.0 0.00568533845163
6950.0 0.00747669173865
6960.0 0.0092625478062
6970.0 0.0136721330184
6980.0 0.0178924943805
6990.0 0.0276156664554
7000.0 0.0376625380616
7010.0 0.0577772542092
7020.0 0.0781860348144
7030.0 0.113512004379
7040.0 0.148057467099
7050.0 0.195680763858
7060.0 0.244209597223
7070.0 0.300566557879
7080.0 0.357175263782
7090.0 0.412678519703
7100.0 0.465172098552
7110.0 0.511981951454
7120.0 0.558835432378
7130.0 0.588706712183
7140.0 0.619514482611
7150.0 0.634227839225
7160.0 0.648733562784
7170.0 0.637572805793
7180.0 0.633137552317
7190.0 0.629946232928
7200.0 0.624283431724
7210.0 0.653259883986
7220.0 0.66320766273
7230.0 0.658763816914
7240.0 0.64358678057
7250.0 0.648899883795
7260.0 0.650894732095
7270.0 0.656432995631
7280.0 0.656993823804
7290.0 0.664510076136
7300.0 0.664439466596
7310.0 0.661959596254
7320.0 0.671652849582
7330.0 0.679745149424
7340.0 0.682486884039
7350.0 0.680074887746
7360.0 0.676185410757
7370.0 0.679908798165
7380.0 0.684529399058
7390.0 0.688663619332
7400.0 0.694530059527
7410.0 0.69800784155
7420.0 0.700382603379
7430.0 0.702402155265
7440.0 0.703532030148
7450.0 0.70363353924
7460.0 0.703619644489
7470.0 0.703333982655
7480.0 0.703380456346
7490.0 0.704077562354
7500.0 0.704434045555
7510.0 0.705020981409
7520.0 0.70591205418
7530.0 0.706427006455
7540.0 0.706908289372
7550.0 0.706168493417
7560.0 0.705431596849
7570.0 0.704070725915
7580.0 0.701431619212
7590.0 0.646879538641
7600.0 0.289373050008
7610.0 0.257165339379
7620.0 0.46060871274
7630.0 0.397672424402
7640.0 0.429747177374
7650.0 0.503254876706
7660.0 0.592635819046
7670.0 0.637959203643
7680.0 0.668062194649
7690.0 0.68725947999
7700.0 0.69741230714
7710.0 0.70280663842
7720.0 0.704470371936
7730.0 0.705771531261
7740.0 0.707226371479
7750.0 0.71001606612
7760.0 0.712687587212
7770.0 0.713813925011
7780.0 0.714872243478
7790.0 0.715114989276
7800.0 0.715352095242
7810.0 0.714794625339
7820.0 0.714042460667
7830.0 0.713253018836
7840.0 0.712340962922
7850.0 0.711904768874
7860.0 0.711060859351
7870.0 0.708928888248
7880.0 0.70786531091
7890.0 0.701790799239
7900.0 0.69994207798
7910.0 0.697957377727
7920.0 0.695893516346
7930.0 0.694280306085
7940.0 0.694638589896
7950.0 0.688812654193
7960.0 0.6790055903
7970.0 0.679839446763
7980.0 0.682828007662
7990.0 0.684795206092
8000.0 0.684758350257
8010.0 0.688535742301
8020.0 0.691668439235
8030.0 0.694113509083
8040.0 0.697514563915
8050.0 0.700156350771
8060.0 0.701721986152
8070.0 0.701994670299
8080.0 0.701303987593
8090.0 0.697390732808
8100.0 0.69338562577
8110.0 0.684359035505
8120.0 0.684822991086
8130.0 0.680569144584
8140.0 0.67499805511
8150.0 0.669365826575
8160.0 0.661645605873
8170.0 0.6669302778
8180.0 0.666729300175
8190.0 0.666153729331
8200.0 0.673307627292
8210.0 0.681643767549
8220.0 0.670605575336
8230.0 0.644616046832
8240.0 0.663584328551
8250.0 0.675302340649
8260.0 0.67478962952
8270.0 0.674853376804
8280.0 0.6697459041
8290.0 0.675767964954
8300.0 0.682151601266
8310.0 0.69165535274
8320.0 0.693552317331
8330.0 0.697070450162
8340.0 0.700932587783
8350.0 0.702909333298
8360.0 0.699377588701
8370.0 0.6971378282
8380.0 0.697235412236
8390.0 0.697602520609
8400.0 0.694278211549
8410.0 0.693350923698
8420.0 0.695115920847
8430.0 0.698402191998
8440.0 0.703897463218
8450.0 0.704574249587
8460.0 0.705325111063
8470.0 0.711841965665
8480.0 0.716387365201
8490.0 0.720421980938
8500.0 0.723695529749
8510.0 0.711932929602
8520.0 0.700912800603
8530.0 0.651388189415
8540.0 0.600732672624
8550.0 0.500826327763
8560.0 0.401121406813
8570.0 0.202953665497
8580.0 0.20468344177
8590.0 0.0811930703635
8600.0 0.0808778552536
8610.0 0.0293135295994
8620.0 0.0294563584872
8630.0 0.0106760807756
8640.0 0.010952685704
8650.0 0.00446957055153
8660.0 0.00433882406905
8670.0 0.00204266714148
8680.0 0.00168943579791
8690.0 0.00133617404289
8700.0 0.0
8710.0 0.0
8720.0 0.0
8730.0 0.0
8740.0 0.0
8750.0 0.0
8760.0 0.0
8770.0 0.0
8780.0 0.0
8790.0 0.0
8800.0 0.0
