#lambda transmission
9250.0 0.0
9260.0 0.0
9270.0 0.0
9280.0 0.0
9290.0 0.0
9300.0 0.0
9310.0 0.00386850545418
9320.0 0.00405511418156
9330.0 0.00424046736552
9340.0 0.00445905320969
9350.0 0.00493089098426
9360.0 0.00573970041399
9370.0 0.00634533990899
9380.0 0.00799509678171
9390.0 0.010745716131
9400.0 0.013374844063
9410.0 0.0155031025774
9420.0 0.0193246257383
9430.0 0.021879481055
9440.0 0.031044951717
9450.0 0.0417089417146
9460.0 0.0430090081519
9470.0 0.0878762744752
9480.0 0.0917880235241
9490.0 0.174739335472
9500.0 0.179521036727
9510.0 0.310660256794
9520.0 0.357417140901
9530.0 0.425713358907
9540.0 0.468218593384
9550.0 0.489167626561
9560.0 0.494818326346
9570.0 0.535903025186
9580.0 0.539683556621
9590.0 0.534029794709
9600.0 0.530946513539
9610.0 0.526769503958
9620.0 0.527609574161
9630.0 0.543288296384
9640.0 0.544626897452
9650.0 0.541893175252
9660.0 0.541316286135
9670.0 0.551734086329
9680.0 0.568638385654
9690.0 0.574681214889
9700.0 0.573457549805
9710.0 0.571608030408
9720.0 0.563322942523
9730.0 0.551989441072
9740.0 0.541476735246
9750.0 0.533372278729
9760.0 0.534585854353
9770.0 0.538976179166
9780.0 0.533869503771
9790.0 0.531561221864
9800.0 0.535695407998
9810.0 0.533323078643
9820.0 0.527378110563
9830.0 0.527336926815
9840.0 0.526306065313
9850.0 0.523413412862
9860.0 0.521376457238
9870.0 0.517623488715
9880.0 0.511059693644
9890.0 0.504389351728
9900.0 0.498345493013
9910.0 0.492973807294
9920.0 0.486118023352
9930.0 0.479073299263
9940.0 0.474083313781
9950.0 0.468774207211
9960.0 0.461664984684
9970.0 0.45415647802
9980.0 0.446848661549
9990.0 0.439804896618
10000.0 0.43223243725
10010.0 0.423690852535
10020.0 0.414318334502
10030.0 0.406557334973
10040.0 0.398709381661
10050.0 0.390495346835
10060.0 0.382643433021
10070.0 0.374462633711
10080.0 0.36483086032
10090.0 0.354882875306
10100.0 0.346335290074
10110.0 0.338481927178
10120.0 0.330885487241
10130.0 0.323191184628
10140.0 0.314676291205
10150.0 0.306033666342
10160.0 0.297958038104
10170.0 0.289812873114
10180.0 0.280760738027
10190.0 0.271553024049
10200.0 0.263391624956
10210.0 0.255361569705
10220.0 0.246635637509
10230.0 0.237985657396
10240.0 0.22950999848
10250.0 0.221699014641
10260.0 0.214169108442
10270.0 0.206318481906
10280.0 0.199439127448
10290.0 0.192682001236
10300.0 0.185132690253
10310.0 0.1774855539
10320.0 0.169938400501
10330.0 0.162340938729
10340.0 0.153710188678
10350.0 0.145049619995
10360.0 0.135968567365
10370.0 0.126906155305
10380.0 0.121732100204
10390.0 0.116529434121
10400.0 0.113073120833
10410.0 0.109622057483
10420.0 0.106526708246
10430.0 0.103432440884
10440.0 0.100280607239
10450.0 0.0971097123587
10460.0 0.0940472939665
10470.0 0.0909787753377
10480.0 0.0881242539141
10490.0 0.0852646049348
10500.0 0.0820912192608
10510.0 0.0789207044557
10520.0 0.0766126287811
10530.0 0.0743233212119
10540.0 0.0726382983394
10550.0 0.0709535266343
10560.0 0.0698218817847
10570.0 0.068656682467
10580.0 0.0669785671423
10590.0 0.0654218575958
10600.0 0.0617308770399
10610.0 0.0579799484271
10620.0 0.0503947310977
10630.0 0.0428518471735
10640.0 0.0337824849602
10650.0 0.0247395681664
10660.0 0.017973543859
10670.0 0.011198690428
10680.0 0.00775877417629
10690.0 0.00433931825705
10700.0 0.0
10710.0 0.0
10720.0 0.0
10730.0 0.0
10740.0 0.0
10750.0 0.0
10760.0 0.0
10770.0 0.0
10780.0 0.0
10790.0 0.0
10800.0 0.0
