SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2006le 
IAUC: 2006le
RA:    75.174960 deg
DECL:    62.255280 deg 
RA_HOST:    75.182120
DEC_HOST:    62.244030
MWEBV: 0.412 (SFD98)
REDSHIFT_HELIO: 0.017439 +- 4e-05 
REDSHIFT_CMB: 0.0172772 +- 4e-05 
VPEC: -370.7789 +- 250.0
HOSTGAL_LOGMASS: 10.9440 +- 3.145
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54048.504
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  228
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54037.21946     f    NULL    10804.384        603.366    17.416     0.059
OBS:  54037.22309     f    NULL    10299.117        495.320    17.468     0.051
OBS:  54039.45156     f    NULL    18484.172       1014.274    16.833     0.058
OBS:  54039.45521     f    NULL    20492.739       1104.588    16.721     0.057
OBS:  54040.33090     f    NULL    21938.150        949.437    16.647     0.046
OBS:  54040.33452     f    NULL    22845.465        988.703    16.603     0.046
OBS:  54040.35255     f    NULL    23334.581        875.710    16.580     0.040
OBS:  54040.35618     f    NULL    22972.063        994.182    16.597     0.046
OBS:  54041.38131     f    NULL    25609.435       1010.071    16.479     0.042
OBS:  54041.38494     f    NULL    27039.584       1170.216    16.420     0.046
OBS:  54043.40941     f    NULL    29785.164       1146.266    16.315     0.041
OBS:  54043.41304     f    NULL    28470.822       1232.157    16.364     0.046
OBS:  54044.34304     f    NULL    29702.978       1861.600    16.318     0.066
OBS:  54044.34669     f    NULL    32870.022       1549.116    16.208     0.050
OBS:  54046.38876     f    NULL    30988.460       1610.218    16.272     0.055
OBS:  54050.48341     f    NULL    25989.624       1025.067    16.463     0.042
OBS:  54050.48707     f    NULL    26448.436       1119.230    16.444     0.045
OBS:  54051.47715     f    NULL    24751.413       1190.380    16.516     0.051
OBS:  54051.48080     f    NULL    25680.295       1434.106    16.476     0.059
OBS:  54052.39961     f    NULL    21419.040       1237.835    16.673     0.061
OBS:  54052.40324     f    NULL    24501.913       1296.916    16.527     0.056
OBS:  54053.43370     f    NULL    20739.582       1421.961    16.708     0.072
OBS:  54053.43734     f    NULL    22573.557       1525.497    16.616     0.071
OBS:  54055.32750     f    NULL    17881.337       1385.037    16.869     0.081
OBS:  54055.33113     f    NULL    19570.413       1613.198    16.771     0.086
OBS:  54056.39496     f    NULL    17060.824       1304.560    16.920     0.080
OBS:  54056.39861     f    NULL    17282.239       1476.343    16.906     0.089
OBS:  54066.30777     f    NULL     5861.382        518.315    18.080     0.092
OBS:  54066.31140     f    NULL     6036.706        570.229    18.048     0.098
OBS:  54069.29603     f    NULL     4122.873       1101.088    18.462     0.257
OBS:  54069.29966     f    NULL     3426.100        983.508    18.663     0.274
OBS:  54070.29786     f    NULL     4006.822       1169.247    18.493     0.278
OBS:  54071.37380     f    NULL     3320.473       1052.733    18.697     0.299
OBS:  54071.37743     f    NULL     3654.265       1101.277    18.593     0.286
OBS:  54078.34021     f    NULL     2333.458        631.373    19.080     0.260
OBS:  54080.36897     f    NULL     2452.449        715.659    19.026     0.278
OBS:  54036.48723     g    NULL     8953.648        293.334    17.620     0.035
OBS:  54037.21642     g    NULL    11230.523        198.260    17.374     0.019
OBS:  54039.44852     g    NULL    16873.299        329.535    16.932     0.021
OBS:  54040.32785     g    NULL    18949.598        281.319    16.806     0.016
OBS:  54040.34949     g    NULL    18741.312        295.753    16.818     0.017
OBS:  54041.37757     g    NULL    20989.399        350.876    16.695     0.018
OBS:  54043.40566     g    NULL    24501.913       1083.946    16.527     0.047
OBS:  54044.33929     g    NULL    25351.286       1145.915    16.490     0.048
OBS:  54045.33531     g    NULL    25374.646       1025.115    16.489     0.043
OBS:  54046.38502     g    NULL    27039.584       1014.753    16.420     0.040
OBS:  54050.47966     g    NULL    25846.396        335.434    16.469     0.014
OBS:  54051.47341     g    NULL    24980.435        277.625    16.506     0.012
OBS:  54052.39588     g    NULL    22490.546        418.130    16.620     0.020
OBS:  54053.42997     g    NULL    23463.889        304.514    16.574     0.014
OBS:  54055.32376     g    NULL    20720.489        230.282    16.709     0.012
OBS:  54056.39120     g    NULL    19462.562        234.435    16.777     0.013
OBS:  54062.23447     g    NULL    12462.352        161.736    17.261     0.014
OBS:  54066.30402     g    NULL     8669.619        128.706    17.655     0.016
OBS:  54069.29229     g    NULL     6767.060        195.998    17.924     0.031
OBS:  54070.29411     g    NULL     6344.538        219.937    17.994     0.037
OBS:  54077.40204     g    NULL     3594.181        314.227    18.611     0.091
OBS:  54078.33647     g    NULL     3081.768        151.189    18.778     0.052
OBS:  54080.36522     g    NULL     2849.706        137.052    18.863     0.051
OBS:  54084.34241     g    NULL     2126.180         79.792    19.181     0.040
OBS:  54086.24729     g    NULL     2083.531         86.170    19.203     0.044
OBS:  54089.41034     g    NULL     2017.437         81.503    19.238     0.043
OBS:  54095.28715     g    NULL     1685.777         79.448    19.433     0.050
OBS:  54114.33833     g    NULL     1279.971         90.280    19.732     0.074
OBS:  54117.25462     g    NULL     1223.489        331.044    19.781     0.260
OBS:  54126.34969     g    NULL      980.844        302.668    20.021     0.292
OBS:  54128.15558     g    NULL     1183.586        343.980    19.817     0.277
OBS:  54036.47272     h    NULL    11282.361        209.755    17.369     0.020
OBS:  54036.48423     h    NULL    11397.248        460.439    17.358     0.043
OBS:  54037.21412     h    NULL    14138.391        223.115    17.124     0.017
OBS:  54039.44620     h    NULL    20100.182        298.401    16.742     0.016
OBS:  54040.32554     h    NULL    22908.677        318.691    16.600     0.015
OBS:  54040.34719     h    NULL    23205.985        279.526    16.586     0.013
OBS:  54041.37527     h    NULL    25917.911        288.044    16.466     0.012
OBS:  54043.40336     h    NULL    29593.750        384.067    16.322     0.014
OBS:  54044.33699     h    NULL    31681.082        529.606    16.248     0.018
OBS:  54046.38271     h    NULL    33388.738        620.743    16.191     0.020
OBS:  54050.47734     h    NULL    35645.113        362.970    16.120     0.011
OBS:  54051.47111     h    NULL    34994.517        323.800    16.140     0.010
OBS:  54052.39355     h    NULL    34897.957        616.077    16.143     0.019
OBS:  54053.42765     h    NULL    33573.761        341.877    16.185     0.011
OBS:  54055.32143     h    NULL    31944.787        295.581    16.239     0.010
OBS:  54056.38889     h    NULL    30283.077        336.557    16.297     0.012
OBS:  54062.23145     h    NULL    22202.404        246.751    16.634     0.012
OBS:  54066.30169     h    NULL    18264.172        202.983    16.846     0.012
OBS:  54069.28998     h    NULL    16687.835        263.347    16.944     0.017
OBS:  54070.29178     h    NULL    16353.097        273.371    16.966     0.018
OBS:  54071.36773     h    NULL    15163.519        239.292    17.048     0.017
OBS:  54072.28535     h    NULL    14125.375        315.715    17.125     0.024
OBS:  54076.27026     h    NULL    12416.523        242.494    17.265     0.021
OBS:  54077.39973     h    NULL    11989.470        370.004    17.303     0.033
