SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2007cq 
IAUC: 2007cq
RA:   333.668460 deg
DECL:     5.080250 deg 
RA_HOST:   333.669540
DEC_HOST:     5.078720
MWEBV: 0.107 (SFD98)
REDSHIFT_HELIO: 0.02604 +- 8e-05 
REDSHIFT_CMB: 0.0248137 +- 8e-05 
VPEC: -83.9674 +- 250.0
HOSTGAL_LOGMASS: 10.0850 +- 0.139
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54281.008
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  111
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54274.45630     g    NULL    23790.304        397.698    16.559     0.018
OBS:  54276.43622     g    NULL    27848.384        439.470    16.388     0.017
OBS:  54277.40803     g    NULL    29214.604        461.030    16.336     0.017
OBS:  54277.45024     g    NULL    29512.092        465.724    16.325     0.017
OBS:  54278.33326     g    NULL    30116.188        503.446    16.303     0.018
OBS:  54279.44461     g    NULL    31390.628        495.369    16.258     0.017
OBS:  54280.30828     g    NULL    31390.628        790.407    16.258     0.027
OBS:  54288.43421     g    NULL    21183.611        373.968    16.685     0.019
OBS:  54292.39547     g    NULL    15674.728        439.148    17.012     0.030
OBS:  54296.38824     g    NULL     9264.031       1530.406    17.583     0.166
OBS:  54348.21132     g    NULL     1058.766         86.220    19.938     0.085
OBS:  54350.35204     g    NULL     1014.846        117.555    19.984     0.119
OBS:  54351.35866     g    NULL      909.494         97.901    20.103     0.111
OBS:  54352.33763     g    NULL     1045.201        135.119    19.952     0.132
OBS:  54353.24868     g    NULL      976.338        155.020    20.026     0.160
OBS:  54354.24199     g    NULL      861.390        172.323    20.162     0.198
OBS:  54355.31262     g    NULL      841.008        187.009    20.188     0.218
OBS:  54356.28772     g    NULL      936.699        111.395    20.071     0.122
OBS:  54357.30932     g    NULL      976.338        132.327    20.026     0.138
OBS:  54361.35282     g    NULL      884.708        209.752    20.133     0.231
OBS:  54363.22006     g    NULL      780.549        125.601    20.269     0.162
OBS:  54377.24700     g    NULL      703.396         84.375    20.382     0.123
OBS:  54381.12142     g    NULL      628.058         91.722    20.505     0.148
OBS:  54383.19151     g    NULL      609.818        139.731    20.537     0.224
OBS:  54402.14079     g    NULL      419.179        129.350    20.944     0.292
OBS:  54404.13752     g    NULL      416.486        123.025    20.951     0.281
OBS:  54274.45397     h    NULL    25398.028        329.615    16.488     0.014
OBS:  54276.43389     h    NULL    29867.578        359.767    16.312     0.013
OBS:  54277.40572     h    NULL    31304.012        377.070    16.261     0.013
OBS:  54277.44793     h    NULL    31885.997        384.080    16.241     0.013
OBS:  54278.33094     h    NULL    32568.668        513.960    16.218     0.017
OBS:  54279.44229     h    NULL    34514.374        415.740    16.155     0.013
OBS:  54280.30596     h    NULL    36107.715        637.433    16.106     0.019
OBS:  54282.36306     h    NULL    35677.959        563.027    16.119     0.017
OBS:  54283.44648     h    NULL    35514.033        527.229    16.124     0.016
OBS:  54288.43191     h    NULL    29187.708        542.640    16.337     0.020
OBS:  54292.39317     h    NULL    24797.049        321.815    16.514     0.014
OBS:  54296.38594     h    NULL    19642.646        662.214    16.767     0.036
OBS:  54296.43054     h    NULL    19971.009        371.289    16.749     0.020
OBS:  54311.34795     h    NULL     8677.607        442.501    17.654     0.054
OBS:  54348.20391     h    NULL     2454.709         99.168    19.025     0.043
OBS:  54350.34833     h    NULL     2203.941        110.254    19.142     0.053
OBS:  54351.35124     h    NULL     2093.148         98.647    19.198     0.050
OBS:  54352.27043     h    NULL     2130.100        158.659    19.179     0.078
OBS:  54354.23460     h    NULL     1953.440        110.990    19.273     0.060
OBS:  54355.30889     h    NULL     1940.886         98.972    19.280     0.054
OBS:  54356.28399     h    NULL     1964.265        109.694    19.267     0.059
OBS:  54357.30192     h    NULL     1937.314        110.073    19.282     0.060
OBS:  54361.34543     h    NULL     1856.949        114.566    19.328     0.065
OBS:  54363.21265     h    NULL     1699.809        136.730    19.424     0.084
OBS:  54377.24330     h    NULL     1217.867        104.037    19.786     0.089
OBS:  54383.18411     h    NULL     1012.978         94.666    19.986     0.097
OBS:  54402.11753     h    NULL      685.488        103.735    20.410     0.153
OBS:  54402.13708     h    NULL      674.217         99.175    20.428     0.149
OBS:  54404.13381     h    NULL      617.163         96.018    20.524     0.157
OBS:  54274.45235     i    NULL    24660.393        412.243    16.520     0.018
OBS:  54276.43227     i    NULL    27797.133        412.667    16.390     0.016
OBS:  54277.40410     i    NULL    30338.912        422.056    16.295     0.015
OBS:  54277.44628     i    NULL    30507.035        395.919    16.289     0.014
OBS:  54278.32932     i    NULL    31074.203        490.376    16.269     0.017
OBS:  54279.44066     i    NULL    32779.325        425.409    16.211     0.014
OBS:  54280.30434     i    NULL    32568.668        605.497    16.218     0.020
OBS:  54282.36142     i    NULL    33174.165        554.566    16.198     0.018
