SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2006lf 
IAUC: 2006lf
RA:    69.622870 deg
DECL:    44.033750 deg 
RA_HOST:    69.618040
DEC_HOST:    44.037110
MWEBV: 0.969 (SFD98)
REDSHIFT_HELIO: 0.013189 +- 1.7e-05 
REDSHIFT_CMB: 0.0129561 +- 1.7e-05 
VPEC: 133.7446 +- 250.0
HOSTGAL_LOGMASS: 10.7170 +- 3.137
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54045.336
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  127
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54039.43477     f    NULL     7284.504       1385.115    17.844     0.189
OBS:  54039.43841     f    NULL     7291.217       1402.390    17.843     0.191
OBS:  54040.31652     f    NULL     7791.122       1362.648    17.771     0.175
OBS:  54036.49964     g    NULL     3407.219        226.908    18.669     0.070
OBS:  54037.19888     g    NULL     4254.025        208.699    18.428     0.052
OBS:  54039.43174     g    NULL     6403.243        167.281    17.984     0.028
OBS:  54040.30984     g    NULL     6692.679        263.968    17.936     0.042
OBS:  54041.36672     g    NULL     7827.084        429.492    17.766     0.058
OBS:  54043.39486     g    NULL     8425.584        397.086    17.686     0.050
OBS:  54044.32911     g    NULL     8790.225        576.764    17.640     0.069
OBS:  54050.46972     g    NULL     7304.660        260.185    17.841     0.038
OBS:  54051.46281     g    NULL     6886.523        205.988    17.905     0.032
OBS:  54052.41590     g    NULL     6391.459        215.476    17.986     0.036
OBS:  54053.39164     g    NULL     5964.856        195.417    18.061     0.035
OBS:  54055.35411     g    NULL     4694.615        104.929    18.321     0.024
OBS:  54056.37951     g    NULL     4191.795        113.471    18.444     0.029
OBS:  54062.22224     g    NULL     2284.546         72.673    19.103     0.034
OBS:  54064.24762     g    NULL     1874.131         68.543    19.318     0.039
OBS:  54070.27771     g    NULL     1215.626        215.243    19.788     0.177
OBS:  54071.45053     g    NULL     1028.016        187.610    19.970     0.182
OBS:  54078.32603     g    NULL      832.530        168.391    20.199     0.200
OBS:  54081.24980     g    NULL      555.137        115.365    20.639     0.205
OBS:  54082.25399     g    NULL      559.758        138.475    20.630     0.240
OBS:  54084.22633     g    NULL      624.022        150.796    20.512     0.235
OBS:  54086.23292     g    NULL      458.353        118.679    20.847     0.250
OBS:  54089.35061     g    NULL      462.594        130.604    20.837     0.270
OBS:  54094.80427     g    NULL      394.094        163.092    21.011     0.376
OBS:  54036.49662     h    NULL     7008.095        216.275    17.886     0.033
OBS:  54037.19657     h    NULL     8605.973        216.696    17.663     0.027
OBS:  54039.42942     h    NULL    11770.638        340.920    17.323     0.031
OBS:  54040.30753     h    NULL    13816.562        243.913    17.149     0.019
OBS:  54041.36370     h    NULL    14941.700        207.860    17.064     0.015
OBS:  54043.39183     h    NULL    15995.580        252.423    16.990     0.017
OBS:  54044.32612     h    NULL    16307.974        303.188    16.969     0.020
OBS:  54050.46670     h    NULL    15907.429        236.156    16.996     0.016
OBS:  54051.45979     h    NULL    15275.661        198.247    17.040     0.014
OBS:  54052.41288     h    NULL    14361.507        375.185    17.107     0.028
OBS:  54053.38862     h    NULL    13893.127        258.293    17.143     0.020
OBS:  54055.35110     h    NULL    11694.994        162.694    17.330     0.015
OBS:  54056.37651     h    NULL    11386.756        190.350    17.359     0.018
OBS:  54062.21923     h    NULL     8441.119        381.551    17.684     0.048
OBS:  54064.24459     h    NULL     7251.035        128.007    17.849     0.019
