SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2005ew 
IAUC: 2005ew
RA:    54.848920 deg
DECL:    35.046940 deg 
RA_HOST:    54.848920
DEC_HOST:    35.046940
MWEBV: 0.513 (SFD98)
REDSHIFT_HELIO: 0.00906 +- 7e-05 
REDSHIFT_CMB: 0.0085784 +- 7e-05 
VPEC: 51.615 +- 250.0
HOSTGAL_LOGMASS: -1.00000 +- 0.0
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53636.184
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  112
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53650.45500     f    NULL    37914.034       1062.211    16.053     0.030
OBS:  53656.39000     f    NULL    23528.812        748.466    16.571     0.034
OBS:  53676.42800     f    NULL     6042.268        355.080    18.047     0.062
OBS:  53677.40400     f    NULL     5685.910        306.479    18.113     0.057
OBS:  53678.41700     f    NULL     5306.400        306.664    18.188     0.061
OBS:  53679.44400     f    NULL     5147.543        347.866    18.221     0.071
OBS:  53680.41500     f    NULL     5133.340        316.704    18.224     0.065
OBS:  53680.41800     f    NULL     5435.006        287.681    18.162     0.056
OBS:  53681.36600     f    NULL     5330.893        292.520    18.183     0.058
OBS:  53681.36900     f    NULL     5330.893        308.079    18.183     0.061
OBS:  53682.41400     f    NULL     4826.141        349.927    18.291     0.076
OBS:  53686.37400     f    NULL     4357.125        303.026    18.402     0.073
OBS:  53692.40100     f    NULL     5209.547        528.974    18.208     0.105
OBS:  53695.40700     f    NULL     4643.014        281.915    18.333     0.064
OBS:  53696.40100     f    NULL     4203.393        375.916    18.441     0.093
OBS:  53706.41400     f    NULL     3290.031        267.920    18.707     0.085
OBS:  53707.34200     f    NULL     3808.904        291.249    18.548     0.080
OBS:  53714.21500     f    NULL     3930.067        491.742    18.514     0.128
OBS:  53650.45200     g    NULL    51903.901        576.845    15.712     0.012
OBS:  53656.38700     g    NULL    33481.122        372.100    16.188     0.012
OBS:  53676.42500     g    NULL     9541.134        159.497    17.551     0.018
OBS:  53677.41100     g    NULL     9471.091        131.756    17.559     0.015
OBS:  53678.42100     g    NULL     9196.022        127.929    17.591     0.015
OBS:  53679.44100     g    NULL     8847.081        123.075    17.633     0.015
OBS:  53680.42200     g    NULL     8441.119        125.314    17.684     0.016
OBS:  53681.37300     g    NULL     8379.151        124.394    17.692     0.016
OBS:  53682.41100     g    NULL     8348.338        123.937    17.696     0.016
OBS:  53686.37800     g    NULL     8456.682        173.103    17.682     0.022
OBS:  53686.39600     g    NULL     8113.346        166.076    17.727     0.022
OBS:  53687.41900     g    NULL     8128.305        174.025    17.725     0.023
OBS:  53688.38700     g    NULL     7719.692        187.094    17.781     0.026
OBS:  53694.40600     g    NULL     6705.019        466.316    17.934     0.073
OBS:  53706.41000     g    NULL     5405.054        100.487    18.168     0.020
OBS:  53707.33800     g    NULL     5455.066        106.537    18.158     0.021
OBS:  53713.38400     g    NULL     5233.594        176.440    18.203     0.036
OBS:  53714.21100     g    NULL     4545.692        131.659    18.356     0.031
OBS:  53737.35200     g    NULL     3101.701        110.479    18.771     0.038
OBS:  53650.44700     h    NULL    91706.475        848.550    15.094     0.010
OBS:  53656.38100     h    NULL    70990.462        722.887    15.372     0.011
OBS:  53676.41900     h    NULL    29950.219        416.649    16.309     0.015
OBS:  53677.40100     h    NULL    28707.806        372.569    16.355     0.014
OBS:  53678.41100     h    NULL    26964.974        375.120    16.423     0.015
OBS:  53679.43500     h    NULL    26644.035        296.114    16.436     0.012
OBS:  53680.41200     h    NULL    24957.438        323.897    16.507     0.014
OBS:  53681.36300     h    NULL    23572.194        327.922    16.569     0.015
OBS:  53682.40500     h    NULL    23485.510        326.716    16.573     0.015
OBS:  53683.40600     h    NULL    21757.050        547.836    16.656     0.027
OBS:  53686.36800     h    NULL    20026.267        428.757    16.746     0.023
OBS:  53686.38600     h    NULL    20361.042        321.314    16.728     0.017
OBS:  53688.37700     h    NULL    18949.598        299.040    16.806     0.017
OBS:  53688.39300     h    NULL    18535.316        466.714    16.830     0.027
OBS:  53692.39900     h    NULL    16795.773        328.021    16.937     0.021
OBS:  53693.40800     h    NULL    16534.840        245.471    16.954     0.016
OBS:  53694.39600     h    NULL    15516.723        493.597    17.023     0.034
OBS:  53696.39800     h    NULL    15790.650        323.226    17.004     0.022
OBS:  53697.30400     h    NULL    14112.371        637.900    17.126     0.048
OBS:  53706.40200     h    NULL    11824.969        164.502    17.318     0.015
OBS:  53707.33100     h    NULL    11835.865        242.273    17.317     0.022
OBS:  53713.17700     h    NULL     9238.469        215.192    17.586     0.025
OBS:  53713.37600     h    NULL     9011.560        303.807    17.613     0.036
OBS:  53714.20400     h    NULL     9835.581        155.213    17.518     0.017
OBS:  53737.34400     h    NULL     5754.399        117.789    18.100     0.022
OBS:  53650.44900     i    NULL    90698.478       1177.082    15.106     0.014
OBS:  53656.38400     i    NULL    73519.069        885.567    15.334     0.013
OBS:  53677.39800     i    NULL    39700.868        700.866    16.003     0.019
OBS:  53678.40800     i    NULL    37119.319        690.100    16.076     0.020
OBS:  53679.43700     i    NULL    36374.749        472.070    16.098     0.014
OBS:  53680.40900     i    NULL    33822.056        628.799    16.177     0.020
OBS:  53681.36000     i    NULL    32062.693        626.184    16.235     0.021
OBS:  53682.40800     i    NULL    32033.176        445.626    16.236     0.015
OBS:  53683.40300     i    NULL    29322.433        683.007    16.332     0.025
OBS:  53686.36500     i    NULL    27567.666        357.772    16.399     0.014
OBS:  53686.38300     i    NULL    27745.976        334.212    16.392     0.013
OBS:  53687.40600     i    NULL    25095.740        608.218    16.501     0.026
OBS:  53688.37400     i    NULL    24683.117        644.831    16.519     0.028
OBS:  53688.39000     i    NULL    24143.487        562.374    16.543     0.025
OBS:  53693.40500     i    NULL    20267.492        548.639    16.733     0.029
OBS:  53694.39300     i    NULL    21517.906        480.945    16.668     0.024
OBS:  53695.40200     i    NULL    20304.860        301.439    16.731     0.016
OBS:  53696.39500     i    NULL    19390.991        342.322    16.781     0.019
OBS:  53697.30700     i    NULL    14374.740        733.017    17.106     0.054
OBS:  53706.40500     i    NULL    14655.478        203.878    17.085     0.015
OBS:  53707.33400     i    NULL    14534.497        215.774    17.094     0.016
OBS:  53713.18000     i    NULL    11344.882        264.256    17.363     0.025
OBS:  53713.37900     i    NULL    11978.433        403.830    17.304     0.036
OBS:  53714.20700     i    NULL    11209.855        197.895    17.376     0.019
OBS:  53737.34700     i    NULL     6200.119        103.646    18.019     0.018
OBS:  53650.45100     j    NULL    43013.026        598.371    15.916     0.015
OBS:  53656.38500     j    NULL    37290.654        449.181    16.071     0.013
OBS:  53676.42300     j    NULL    38690.113        719.303    16.031     0.020
OBS:  53677.40000     j    NULL    36677.523        613.131    16.089     0.018
OBS:  53678.41000     j    NULL    34450.855        608.184    16.157     0.019
OBS:  53679.43900     j    NULL    33052.172        459.802    16.202     0.015
OBS:  53680.41100     j    NULL    30988.460        489.023    16.272     0.017
OBS:  53681.36200     j    NULL    28866.890        482.562    16.349     0.018
OBS:  53682.40900     j    NULL    27365.287        406.256    16.407     0.016
OBS:  53683.40400     j    NULL    26302.680        662.294    16.450     0.027
OBS:  53686.36600     j    NULL    23120.648        408.164    16.590     0.019
OBS:  53686.38400     j    NULL    23856.130        331.872    16.556     0.015
OBS:  53687.40800     j    NULL    21717.008        526.332    16.658     0.026
OBS:  53688.37500     j    NULL    20530.522        497.576    16.719     0.026
OBS:  53688.39200     j    NULL    20835.312        524.627    16.703     0.027
OBS:  53693.40600     j    NULL    18180.256        372.140    16.851     0.022
OBS:  53694.39400     j    NULL    18672.394        540.819    16.822     0.031
OBS:  53695.40300     j    NULL    15805.200        308.675    17.003     0.021
OBS:  53696.39700     j    NULL    15317.927        299.159    17.037     0.021
OBS:  53706.40800     j    NULL    10764.652        169.875    17.420     0.017
OBS:  53707.33600     j    NULL    11209.855        197.895    17.376     0.019
OBS:  53713.18300     j    NULL     7741.052        238.895    17.778     0.033
OBS:  53713.38200     j    NULL     8294.687        511.745    17.703     0.065
OBS:  53714.20900     j    NULL     8294.687        154.210    17.703     0.020
OBS:  53737.34900     j    NULL     4337.106        150.348    18.407     0.037
END:
