SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2007co 
IAUC: 2007co
RA:   275.765000 deg
DECL:    29.897110 deg 
RA_HOST:   275.767210
DEC_HOST:    29.901390
MWEBV: 0.110 (SFD98)
REDSHIFT_HELIO: 0.026962 +- 0.00011 
REDSHIFT_CMB: 0.0265493 +- 0.00011 
VPEC: -221.8228 +- 250.0
HOSTGAL_LOGMASS: 10.3660 +- 3.818
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54265.148
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  122
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54260.38657     f    NULL    12882.496        545.154    17.225     0.045
OBS:  54260.39023     f    NULL    12531.412        578.507    17.255     0.049
OBS:  54261.41361     f    NULL    13158.307        518.982    17.202     0.042
OBS:  54261.41727     f    NULL    13231.223        471.283    17.196     0.038
OBS:  54264.17872     f    NULL    13551.894        573.481    17.170     0.045
OBS:  54265.37550     f    NULL    13292.296        486.143    17.191     0.039
OBS:  54266.31096     f    NULL    11890.497        457.599    17.312     0.041
OBS:  54267.34709     f    NULL    12033.723        474.627    17.299     0.042
OBS:  54267.41093     f    NULL    11587.774        479.246    17.340     0.044
OBS:  54270.20201     f    NULL     9944.890        526.395    17.506     0.056
OBS:  54272.35553     f    NULL     7237.690        341.102    17.851     0.050
OBS:  54273.34052     f    NULL     7184.557        429.217    17.859     0.063
OBS:  54276.33865     f    NULL     5062.908        442.633    18.239     0.091
OBS:  54277.35049     f    NULL     4138.091        509.202    18.458     0.126
OBS:  54277.42759     f    NULL     4409.608        524.402    18.389     0.122
OBS:  54279.35660     f    NULL     4269.726        811.868    18.424     0.189
OBS:  54282.29306     f    NULL     3345.030        643.382    18.689     0.191
OBS:  54288.40734     f    NULL     1335.365        370.717    19.686     0.266
OBS:  54292.31775     f    NULL     1122.018        268.574    19.875     0.233
OBS:  54259.38432     g    NULL    14321.879        226.011    17.110     0.017
OBS:  54260.38282     g    NULL    15545.332        289.009    17.021     0.020
OBS:  54261.40985     g    NULL    16734.009        264.076    16.941     0.017
OBS:  54264.17498     g    NULL    17426.092        323.975    16.897     0.020
OBS:  54265.37175     g    NULL    17652.247        245.567    16.883     0.015
OBS:  54266.30720     g    NULL    17171.174        287.047    16.913     0.018
OBS:  54267.34335     g    NULL    16550.076        245.697    16.953     0.016
OBS:  54267.40720     g    NULL    16611.161        262.137    16.949     0.017
OBS:  54269.46681     g    NULL    15559.656        465.416    17.020     0.032
OBS:  54270.19828     g    NULL    14454.398        228.102    17.100     0.017
OBS:  54272.35179     g    NULL    12382.262        183.823    17.268     0.016
OBS:  54273.33676     g    NULL    11868.614        198.405    17.314     0.018
OBS:  54276.33490     g    NULL     8871.560        189.938    17.630     0.023
OBS:  54277.34674     g    NULL     7530.087        239.537    17.808     0.034
OBS:  54277.42384     g    NULL     7741.052        187.611    17.778     0.026
OBS:  54278.31898     g    NULL     7698.392        244.891    17.784     0.034
OBS:  54279.35284     g    NULL     6619.116        242.083    17.948     0.039
OBS:  54280.29440     g    NULL     5633.782        233.001    18.123     0.044
OBS:  54284.24979     g    NULL     4199.523        392.457    18.442     0.097
OBS:  54288.40359     g    NULL     2495.744        163.756    19.007     0.069
OBS:  54290.19435     g    NULL     2316.328        154.258    19.088     0.070
OBS:  54292.31402     g    NULL     2013.724         98.792    19.240     0.052
OBS:  54292.38101     g    NULL     1919.553        127.835    19.292     0.070
OBS:  54259.38129     h    NULL    16054.619        238.341    16.986     0.016
OBS:  54260.37911     h    NULL    17266.329        256.330    16.907     0.016
OBS:  54261.40613     h    NULL    18080.066        234.643    16.857     0.014
OBS:  54264.17198     h    NULL    20007.831        297.030    16.747     0.016
OBS:  54265.36874     h    NULL    20739.582        249.817    16.708     0.013
OBS:  54266.30419     h    NULL    20304.860        282.469    16.731     0.015
OBS:  54267.34032     h    NULL    20701.413        268.662    16.710     0.014
OBS:  54267.40418     h    NULL    20796.967        269.902    16.705     0.014
OBS:  54268.46827     h    NULL    20248.833        395.459    16.734     0.021
OBS:  54269.45234     h    NULL    20137.242        298.951    16.740     0.016
OBS:  54269.46381     h    NULL    19842.665        331.706    16.756     0.018
OBS:  54270.19527     h    NULL    19355.304        269.259    16.783     0.015
OBS:  54272.34876     h    NULL    18013.579        216.981    16.861     0.013
OBS:  54273.33376     h    NULL    16489.216        198.619    16.957     0.013
OBS:  54276.33189     h    NULL    14709.571        204.631    17.081     0.015
OBS:  54277.34373     h    NULL    13905.929        245.491    17.142     0.019
OBS:  54277.42082     h    NULL    13905.929        219.447    17.142     0.017
OBS:  54278.31596     h    NULL    13194.715        270.088    17.199     0.022
OBS:  54279.34983     h    NULL    12246.162        250.672    17.280     0.022
OBS:  54280.29139     h    NULL    10705.329        269.557    17.426     0.027
OBS:  54282.28629     h    NULL     9514.807        257.565    17.554     0.029
OBS:  54284.24679     h    NULL     9272.567        374.604    17.582     0.043
OBS:  54288.40057     h    NULL     7755.325        195.277    17.776     0.027
OBS:  54290.19134     h    NULL     7008.095        196.341    17.886     0.030
OBS:  54292.31099     h    NULL     5953.879        149.917    18.063     0.027
OBS:  54292.37801     h    NULL     6115.050        182.912    18.034     0.032
OBS:  54295.22670     h    NULL     5016.491        212.285    18.249     0.045
OBS:  54295.25883     h    NULL     5536.050        385.017    18.142     0.073
OBS:  54259.37966     i    NULL    16904.409        250.957    16.930     0.016
OBS:  54260.37681     i    NULL    18314.708        254.783    16.843     0.015
OBS:  54261.40382     i    NULL    19266.375        268.022    16.788     0.015
OBS:  54265.36641     i    NULL    21301.000        256.579    16.679     0.013
OBS:  54266.30190     i    NULL    21419.040        238.045    16.673     0.012
OBS:  54267.33801     i    NULL    21537.734        360.042    16.667     0.018
OBS:  54267.40185     i    NULL    21817.250        262.798    16.653     0.013
OBS:  54268.46594     i    NULL    21517.906        379.870    16.668     0.019
OBS:  54269.45002     i    NULL    20873.727        348.942    16.701     0.018
OBS:  54269.46149     i    NULL    21164.110        413.335    16.686     0.021
OBS:  54270.19295     i    NULL    20230.192        243.681    16.735     0.013
OBS:  54272.34643     i    NULL    18331.584        220.811    16.842     0.013
OBS:  54273.33145     i    NULL    17250.433        191.716    16.908     0.012
OBS:  54276.32956     i    NULL    14454.398        201.081    17.100     0.015
OBS:  54277.34139     i    NULL    13316.804        185.255    17.189     0.015
OBS:  54277.41851     i    NULL    13526.954        226.127    17.172     0.018
OBS:  54278.31366     i    NULL    13194.715        232.935    17.199     0.019
OBS:  54279.34751     i    NULL    11781.484        230.092    17.322     0.021
OBS:  54280.28905     i    NULL    11759.802        240.716    17.324     0.022
OBS:  54282.28397     i    NULL    11598.451        324.946    17.339     0.030
OBS:  54284.24448     i    NULL    11449.855        299.120    17.353     0.028
OBS:  54284.33139     i    NULL    11513.305        257.333    17.347     0.024
OBS:  54288.39826     i    NULL    10375.284        192.891    17.460     0.020
