SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2005cf 
IAUC: 2005cf
RA:   230.384210 deg
DECL:    -7.413190 deg 
RA_HOST:   230.388710
DEC_HOST:    -7.447890
MWEBV: 0.097 (SFD98)
REDSHIFT_HELIO: 0.00643 +- 6e-05 
REDSHIFT_CMB: 0.0070126 +- 6e-05 
VPEC: -21.2471 +- 250.0
HOSTGAL_LOGMASS: 9.24700 +- 4.066
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53534.188
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  110
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53521.24600     f    NULL    44055.486        571.751    15.890     0.014
OBS:  53521.24900     f    NULL    43893.479        528.715    15.894     0.013
OBS:  53522.24680     f    NULL    75718.151        771.028    15.302     0.011
OBS:  53523.26650     f    NULL   122236.245       2157.917    14.782     0.019
OBS:  53523.26950     f    NULL   117381.593       1632.941    14.826     0.015
OBS:  53524.17910     f    NULL   169980.851       1730.893    14.424     0.011
OBS:  53524.18210     f    NULL   170137.482       1890.859    14.423     0.012
OBS:  53525.18560     f    NULL   227824.277       2956.696    14.106     0.014
OBS:  53525.18860     f    NULL   223872.114       2696.632    14.125     0.013
OBS:  53526.18040     f    NULL   282878.539       3143.831    13.871     0.012
OBS:  53526.18340     f    NULL   285233.151       3435.751    13.862     0.013
OBS:  53527.18870     f    NULL   337598.105       4066.508    13.679     0.013
OBS:  53527.19180     f    NULL   336976.799       4059.024    13.681     0.013
OBS:  53528.33200     f    NULL   396278.034       4404.120    13.505     0.012
OBS:  53528.33570     f    NULL   390840.896       4343.693    13.520     0.012
OBS:  53530.17620     f    NULL   442996.199       6162.691    13.384     0.015
OBS:  53530.17920     f    NULL   441773.845       6971.545    13.387     0.017
OBS:  53531.17050     f    NULL   463446.920       5582.409    13.335     0.013
OBS:  53531.17350     f    NULL   459621.145       5108.097    13.344     0.012
OBS:  53534.23630     f    NULL   438530.698       6920.366    13.395     0.017
OBS:  53534.23940     f    NULL   444631.267       6600.846    13.380     0.016
OBS:  53535.24630     f    NULL   425402.463       5520.860    13.428     0.014
OBS:  53535.24930     f    NULL   411907.785       6115.044    13.463     0.016
OBS:  53536.19610     f    NULL   392283.463       3629.754    13.516     0.010
OBS:  53536.19920     f    NULL   393006.741       4001.937    13.514     0.011
OBS:  53543.17590     f    NULL   212617.986       2362.975    14.181     0.012
OBS:  53543.17900     f    NULL   216570.849       2205.313    14.161     0.011
OBS:  53543.18990     f    NULL   208353.116       2704.000    14.203     0.014
OBS:  53543.19290     f    NULL   210280.984       2337.002    14.193     0.012
OBS:  53548.15580     f    NULL   124050.923       1147.829    14.766     0.010
OBS:  53548.15880     f    NULL   123936.720       1146.772    14.767     0.010
OBS:  53549.21250     f    NULL   106071.815       1277.679    14.936     0.013
OBS:  53549.21550     f    NULL   105974.164       1079.121    14.937     0.011
OBS:  53550.15610     f    NULL    94362.622       1048.719    15.063     0.012
OBS:  53550.15920     f    NULL    92044.957        937.282    15.090     0.011
OBS:  53557.18100     f    NULL    42697.259        474.525    15.924     0.012
OBS:  53521.24350     g    NULL    56285.950        783.016    15.624     0.015
OBS:  53522.24130     g    NULL    85270.734       1265.901    15.173     0.016
OBS:  53523.27270     g    NULL   118358.649       2200.452    14.817     0.020
OBS:  53524.18530     g    NULL   151216.785       1821.468    14.551     0.013
OBS:  53525.19180     g    NULL   188799.135       2979.402    14.310     0.017
OBS:  53526.18660     g    NULL   222843.515       3516.649    14.130     0.017
OBS:  53527.19490     g    NULL   255387.714       4748.012    13.982     0.020
OBS:  53528.32890     g    NULL   284184.247       3953.397    13.866     0.015
OBS:  53530.18240     g    NULL   326587.832       6685.067    13.715     0.022
OBS:  53531.17670     g    NULL   340408.190       5371.914    13.670     0.017
OBS:  53534.23390     g    NULL   354813.389       6263.756    13.625     0.019
OBS:  53535.24380     g    NULL   350267.627       4872.708    13.639     0.015
OBS:  53536.19370     g    NULL   336046.982       3421.923    13.684     0.011
OBS:  53543.18210     g    NULL   218172.496       2424.706    14.153     0.012
OBS:  53543.19610     g    NULL   218574.755       2022.447    14.151     0.010
OBS:  53548.16190     g    NULL   142036.512       1843.345    14.619     0.014
OBS:  53549.21880     g    NULL   126124.658       1754.569    14.748     0.015
OBS:  53550.16230     g    NULL   114815.362       1704.510    14.850     0.016
OBS:  53557.17860     g    NULL    58613.816        815.399    15.580     0.015
OBS:  53521.23890     h    NULL    72310.273        871.007    15.352     0.013
OBS:  53522.23590     h    NULL    98991.978       1284.715    15.011     0.014
OBS:  53522.23660     h    NULL    98627.949       1188.014    15.015     0.013
OBS:  53523.26480     h    NULL   129300.439       2040.464    14.721     0.017
OBS:  53524.17750     h    NULL   158343.412       1907.311    14.501     0.013
OBS:  53525.18390     h    NULL   192486.378       2677.752    14.289     0.015
OBS:  53526.17870     h    NULL   225112.702       2921.506    14.119     0.014
OBS:  53527.18700     h    NULL   257513.499       3822.959    13.973     0.016
OBS:  53528.32290     h    NULL   289201.140       4023.189    13.847     0.015
OBS:  53530.17440     h    NULL   328700.224       5802.763    13.708     0.019
OBS:  53531.16880     h    NULL   346417.641       5466.748    13.651     0.017
OBS:  53534.22910     h    NULL   370851.466       6894.644    13.577     0.020
OBS:  53535.23910     h    NULL   372906.540       4491.813    13.571     0.013
OBS:  53536.18890     h    NULL   370510.056       3428.287    13.578     0.010
OBS:  53543.17420     h    NULL   298950.993       3322.455    13.811     0.012
OBS:  53543.18820     h    NULL   297029.784       3577.846    13.818     0.013
OBS:  53548.15410     h    NULL   230356.250       2131.460    14.094     0.010
OBS:  53549.21080     h    NULL   215973.268       2601.487    14.164     0.013
OBS:  53550.15440     h    NULL   205873.288       2671.817    14.216     0.014
OBS:  53557.17380     h    NULL   144277.962       2007.106    14.602     0.015
OBS:  53521.24070     i    NULL    70080.953        909.508    15.386     0.014
OBS:  53522.23830     i    NULL    96116.954       1247.403    15.043     0.014
OBS:  53524.17460     i    NULL   161138.754       1790.850    14.482     0.012
OBS:  53525.18090     i    NULL   195704.134       3088.368    14.271     0.017
OBS:  53526.17570     i    NULL   228454.649       2538.979    14.103     0.012
OBS:  53527.18400     i    NULL   259896.242       4101.371    13.963     0.017
OBS:  53528.32540     i    NULL   290001.337       4034.320    13.844     0.015
OBS:  53530.17140     i    NULL   324489.016       5120.697    13.722     0.017
OBS:  53531.16590     i    NULL   337598.105       4696.457    13.679     0.015
OBS:  53534.23090     i    NULL   358426.408       5656.256    13.614     0.017
OBS:  53535.24080     i    NULL   360412.629       4341.318    13.608     0.013
OBS:  53536.19070     i    NULL   356451.133       2967.013    13.620     0.009
OBS:  53543.17120     i    NULL   275169.313       2802.013    13.901     0.011
OBS:  53543.18520     i    NULL   272144.775       3024.539    13.913     0.012
OBS:  53548.15130     i    NULL   206062.991       2098.313    14.215     0.011
OBS:  53549.20780     i    NULL   197514.962       2195.124    14.261     0.012
OBS:  53550.15150     i    NULL   192841.278       2502.688    14.287     0.014
OBS:  53521.24210     j    NULL    47119.427        479.811    15.817     0.011
OBS:  53522.23980     j    NULL    67050.188        870.175    15.434     0.014
OBS:  53523.26320     j    NULL    96738.645       3077.318    15.036     0.034
OBS:  53524.17600     j    NULL   114077.501       1161.636    14.857     0.011
OBS:  53525.18230     j    NULL   140475.310       2085.449    14.631     0.016
OBS:  53526.17710     j    NULL   161733.506       1797.460    14.478     0.012
OBS:  53527.18540     j    NULL   183315.843       2721.445    14.342     0.016
OBS:  53528.12710     j    NULL   199710.087       2033.622    14.249     0.011
OBS:  53530.17290     j    NULL   210668.693       3324.521    14.191     0.017
OBS:  53531.16730     j    NULL   209893.988       3116.015    14.195     0.016
OBS:  53534.23240     j    NULL   197333.128       2929.541    14.262     0.016
OBS:  53535.24230     j    NULL   191073.298       2479.743    14.297     0.014
OBS:  53536.19220     j    NULL   185012.043       1025.245    14.332     0.006
OBS:  53543.17260     j    NULL   134152.880       1241.301    14.681     0.010
OBS:  53543.18670     j    NULL   134029.377       1489.564    14.682     0.012
OBS:  53548.15270     j    NULL   104712.855        968.896    14.950     0.010
OBS:  53549.20920     j    NULL   103752.842       1056.502    14.960     0.011
OBS:  53550.15290     j    NULL   105487.257       1270.637    14.942     0.013
END:
