SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2007F 
IAUC: 2007F
RA:   195.812830 deg
DECL:    50.618810 deg 
RA_HOST:   195.817120
DEC_HOST:    50.620750
MWEBV: 0.016 (SFD98)
REDSHIFT_HELIO: 0.023619 +- 1.2e-05 
REDSHIFT_CMB: 0.0242025 +- 1.2e-05 
VPEC: 9.672 +- 250.0
HOSTGAL_LOGMASS: 10.0840 +- 0.473
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54124.004
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  127
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54115.54307     g    NULL    27089.438        452.849    16.418     0.018
OBS:  54116.53899     g    NULL    30116.188        475.258    16.303     0.017
OBS:  54117.46888     g    NULL    33728.731        532.266    16.180     0.017
OBS:  54122.53105     g    NULL    42461.956        670.084    15.930     0.017
OBS:  54126.46472     g    NULL    40364.539        674.766    15.985     0.018
OBS:  54128.41119     g    NULL    36812.897        684.403    16.085     0.020
OBS:  54128.41488     g    NULL    37531.852        662.575    16.064     0.019
OBS:  54128.41852     g    NULL    37635.700        699.700    16.061     0.020
OBS:  54128.55167     g    NULL    36914.756        617.097    16.082     0.018
OBS:  54128.55534     g    NULL    37670.380        700.345    16.060     0.020
OBS:  54129.48528     g    NULL    35350.861        624.072    16.129     0.019
OBS:  54135.35874     g    NULL    24434.306        569.148    16.530     0.025
OBS:  54137.45388     g    NULL    20455.024        418.703    16.723     0.022
OBS:  54138.34251     g    NULL    18281.002        374.202    16.845     0.022
OBS:  54138.43310     g    NULL    18247.358        356.370    16.847     0.021
OBS:  54141.31884     g    NULL    13639.549        253.578    17.163     0.020
OBS:  54148.30034     g    NULL     6886.523        140.963    17.905     0.022
OBS:  54150.43615     g    NULL     5691.150        127.203    18.112     0.024
OBS:  54152.39512     g    NULL     4755.542        115.255    18.307     0.026
OBS:  54154.46282     g    NULL     4238.381        106.721    18.432     0.027
OBS:  54165.44749     g    NULL     2379.030        505.001    19.059     0.209
OBS:  54170.34573     g    NULL     2135.994        104.790    19.176     0.052
OBS:  54178.21681     g    NULL     2039.858         80.455    19.226     0.042
OBS:  54193.34471     g    NULL     1605.462        166.278    19.486     0.107
OBS:  54198.26178     g    NULL     1422.984         80.850    19.617     0.060
OBS:  54204.21225     g    NULL     1457.471         91.345    19.591     0.066
OBS:  54210.26829     g    NULL     1355.189         84.935    19.670     0.066
OBS:  54115.54005     h    NULL    25965.698        288.575    16.464     0.012
OBS:  54116.53597     h    NULL    29840.081        303.858    16.313     0.011
OBS:  54117.46587     h    NULL    32299.812        298.866    16.227     0.010
OBS:  54122.52804     h    NULL    41995.233        466.723    15.942     0.012
OBS:  54126.46171     h    NULL    41686.938        463.297    15.950     0.012
OBS:  54128.40819     h    NULL    39409.416        474.703    16.011     0.013
OBS:  54128.54863     h    NULL    39445.730        438.388    16.010     0.012
OBS:  54129.48226     h    NULL    38868.699        468.189    16.026     0.013
OBS:  54135.35571     h    NULL    30507.035        424.395    16.289     0.015
OBS:  54137.45087     h    NULL    26254.273        316.244    16.452     0.013
OBS:  54141.31584     h    NULL    21577.444        259.909    16.665     0.013
OBS:  54148.26980     h    NULL    15645.880        217.656    17.014     0.015
OBS:  54148.29733     h    NULL    15502.438        201.190    17.024     0.014
OBS:  54150.43314     h    NULL    14164.459        197.047    17.122     0.015
OBS:  54152.39210     h    NULL    12717.449        176.917    17.239     0.015
OBS:  54154.45980     h    NULL    11376.273        168.888    17.360     0.016
OBS:  54158.40073     h    NULL     9358.365        182.769    17.572     0.021
OBS:  54159.49719     h    NULL     8598.051        159.850    17.664     0.020
OBS:  54160.33980     h    NULL     8363.730        242.243    17.694     0.031
OBS:  54161.38498     h    NULL     8203.515        260.959    17.715     0.034
OBS:  54162.35308     h    NULL     7092.511        341.103    17.873     0.051
OBS:  54165.44448     h    NULL     6779.536        254.425    17.922     0.040
OBS:  54168.44163     h    NULL     5775.638        107.377    18.096     0.020
OBS:  54170.34271     h    NULL     5490.350        122.714    18.151     0.024
OBS:  54178.21381     h    NULL     4421.809         98.832    18.386     0.024
OBS:  54188.23455     h    NULL     3385.322        195.642    18.676     0.061
OBS:  54193.34169     h    NULL     2981.261        123.299    18.814     0.044
OBS:  54198.25806     h    NULL     2873.426         99.609    18.854     0.037
OBS:  54204.20854     h    NULL     2509.574         86.996    19.001     0.037
OBS:  54209.32185     h    NULL     2187.762         80.014    19.150     0.039
OBS:  54210.26457     h    NULL     2147.830         82.658    19.170     0.041
OBS:  54221.32567     h    NULL     2017.437        492.137    19.238     0.237
OBS:  54115.53845     i    NULL    24389.337        362.076    16.532     0.016
OBS:  54116.53436     i    NULL    27593.069        332.370    16.398     0.013
OBS:  54117.46424     i    NULL    30422.857        366.456    16.292     0.013
OBS:  54122.52641     i    NULL    39445.730        511.925    16.010     0.014
OBS:  54126.46010     i    NULL    39228.346        472.522    16.016     0.013
OBS:  54128.40655     i    NULL    37774.611        596.114    16.057     0.017
OBS:  54128.54704     i    NULL    37809.419        525.981    16.056     0.015
OBS:  54129.48064     i    NULL    36846.819        547.015    16.084     0.016
OBS:  54135.35407     i    NULL    27390.503        406.630    16.406     0.016
OBS:  54137.44924     i    NULL    23593.914        372.331    16.568     0.017
OBS:  54138.42846     i    NULL    22181.964        350.049    16.635     0.017
OBS:  54141.31424     i    NULL    20758.693        288.782    16.707     0.015
OBS:  54148.26817     i    NULL    18862.532        280.027    16.811     0.016
OBS:  54148.29571     i    NULL    18484.172        257.140    16.833     0.015
OBS:  54150.43148     i    NULL    17881.337        232.063    16.869     0.014
OBS:  54152.39046     i    NULL    16919.986        235.380    16.929     0.015
OBS:  54154.45818     i    NULL    15545.332        216.257    17.021     0.015
OBS:  54158.39913     i    NULL    12823.306        226.378    17.230     0.019
OBS:  54159.49557     i    NULL    12000.518        200.610    17.302     0.018
OBS:  54160.33818     i    NULL    11418.262        244.462    17.356     0.023
OBS:  54161.38335     i    NULL    10636.531        247.757    17.433     0.025
OBS:  54162.35146     i    NULL     9990.794        317.814    17.501     0.034
OBS:  54163.50021     i    NULL    10734.949        609.933    17.423     0.060
OBS:  54165.44287     i    NULL     8685.604        243.338    17.653     0.030
OBS:  54168.44001     i    NULL     7776.783        122.724    17.773     0.017
OBS:  54170.34109     i    NULL     7271.098        148.835    17.846     0.022
OBS:  54178.21219     i    NULL     5770.321        118.115    18.097     0.022
OBS:  54188.23293     i    NULL     4218.907        174.485    18.437     0.044
OBS:  54193.34008     i    NULL     3749.730        169.493    18.565     0.048
OBS:  54198.25506     i    NULL     3067.609         85.943    18.783     0.030
OBS:  54204.20553     i    NULL     2774.598         93.540    18.892     0.036
OBS:  54209.31882     i    NULL     2212.076         87.247    19.138     0.042
OBS:  54210.26154     i    NULL     2139.932         82.354    19.174     0.041
OBS:  54221.32266     i    NULL     2062.529        572.589    19.214     0.266
OBS:  54115.53683     j    NULL    19107.330        319.413    16.797     0.018
OBS:  54116.53274     j    NULL    21837.353        344.611    16.652     0.017
OBS:  54117.46262     j    NULL    23463.889        348.337    16.574     0.016
OBS:  54122.52480     j    NULL    24099.054        357.766    16.545     0.016
OBS:  54126.45849     j    NULL    21938.150        387.289    16.647     0.019
OBS:  54128.40494     j    NULL    20663.315        345.425    16.712     0.018
OBS:  54128.54543     j    NULL    20758.693        327.589    16.707     0.017
OBS:  54129.47903     j    NULL    19570.413        345.489    16.771     0.019
OBS:  54135.35247     j    NULL    13576.881        316.246    17.168     0.025
OBS:  54137.44762     j    NULL    11449.855        212.869    17.353     0.020
OBS:  54138.42685     j    NULL    10984.998        204.226    17.398     0.020
OBS:  54141.31259     j    NULL    10954.688        193.390    17.401     0.019
OBS:  54148.26655     j    NULL    12787.923        261.762    17.233     0.022
OBS:  54148.29410     j    NULL    12752.637        249.059    17.236     0.021
OBS:  54150.42987     j    NULL    13589.391        227.171    17.167     0.018
OBS:  54152.38885     j    NULL    13564.382        239.461    17.169     0.019
OBS:  54154.45656     j    NULL    13589.391        201.744    17.167     0.016
OBS:  54158.39751     j    NULL    11523.914        203.439    17.346     0.019
OBS:  54159.49395     j    NULL    10804.384        241.488    17.416     0.024
OBS:  54160.33656     j    NULL    10055.415        205.829    17.494     0.022
OBS:  54161.38172     j    NULL     9375.620        191.914    17.570     0.022
OBS:  54162.34984     j    NULL     8978.422        285.609    17.617     0.034
OBS:  54165.44125     j    NULL     7331.621        177.689    17.837     0.026
OBS:  54166.33218     j    NULL     6943.845        253.959    17.896     0.039
OBS:  54168.43838     j    NULL     6269.025        140.119    18.007     0.024
OBS:  54170.33947     j    NULL     5839.827        147.045    18.084     0.027
OBS:  54178.21059     j    NULL     4218.907        130.199    18.437     0.033
OBS:  54188.23132     j    NULL     3070.436        198.452    18.782     0.068
OBS:  54193.33847     j    NULL     2314.195        138.254    19.089     0.063
OBS:  54198.25205     j    NULL     1923.092        109.265    19.290     0.060
OBS:  54204.20252     j    NULL     1682.674         82.551    19.435     0.052
OBS:  54209.31581     j    NULL     1341.529         85.392    19.681     0.067
OBS:  54210.25852     j    NULL     1362.699         86.740    19.664     0.067
OBS:  54221.31964     j    NULL      853.493        373.381    20.172     0.394
END:
