SURVEY:  PS1_LOWZ_COMBINED(CFA3K)
SNID: 2005ke 
IAUC: 2005ke
RA:    53.768120 deg
DECL:   -24.944110 deg 
RA_HOST:    53.755580
DEC_HOST:   -24.933220
MWEBV: 0.024 (SFD98)
REDSHIFT_HELIO: 0.00488 +- 7e-06 
REDSHIFT_CMB: 0.0044888 +- 7e-06 
VPEC: -67.5086 +- 250.0
HOSTGAL_LOGMASS: -1.00000 +- 0.0
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53699.113
FILTERS:  abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> fghij       
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  113
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53696.32200     f    NULL    80241.678       2248.075    15.239     0.030
OBS:  53696.32600     f    NULL    72710.980       2382.114    15.346     0.035
OBS:  53706.29500     f    NULL    29160.838        872.251    16.338     0.032
OBS:  53706.29900     f    NULL    28787.238        861.076    16.352     0.032
OBS:  53707.26800     f    NULL    24728.627        763.144    16.517     0.033
OBS:  53707.27200     f    NULL    24888.573        768.080    16.510     0.033
OBS:  53708.28400     f    NULL    21737.020        691.468    16.657     0.034
OBS:  53708.28800     f    NULL    22039.412        701.088    16.642     0.034
OBS:  53711.25500     f    NULL    14900.471        587.695    17.067     0.042
OBS:  53714.27700     f    NULL    12752.637        675.013    17.236     0.056
OBS:  53725.20400     f    NULL     9664.959        455.495    17.537     0.050
OBS:  53725.20700     f    NULL    10558.446        446.806    17.441     0.045
OBS:  53726.19200     f    NULL     9170.647        485.413    17.594     0.056
OBS:  53726.19600     f    NULL     8733.735        411.608    17.647     0.050
OBS:  53728.28600     f    NULL     9061.498        550.197    17.607     0.064
OBS:  53729.24900     f    NULL     9204.496        424.921    17.590     0.049
OBS:  53729.25200     f    NULL     7171.335        505.815    17.861     0.074
OBS:  53730.13300     f    NULL     8887.917        522.308    17.628     0.062
OBS:  53731.18700     f    NULL     8061.206        450.175    17.734     0.059
OBS:  53731.19100     f    NULL     8717.661        486.834    17.649     0.059
OBS:  53765.09800     f    NULL     4345.102        494.392    18.405     0.117
OBS:  53765.10200     f    NULL     3634.126        406.047    18.599     0.115
OBS:  53766.10500     f    NULL     3760.105        340.047    18.562     0.094
OBS:  53766.10900     f    NULL     3561.230        325.640    18.621     0.095
OBS:  53693.32300     g    NULL    73519.069       1160.190    15.334     0.017
OBS:  53694.31400     g    NULL    82717.995       1382.780    15.206     0.018
OBS:  53695.31400     g    NULL    89701.561       1583.561    15.118     0.019
OBS:  53704.22200     g    NULL    70080.953       1302.902    15.386     0.020
OBS:  53706.29200     g    NULL    51808.379       1011.816    15.714     0.021
OBS:  53707.26500     g    NULL    44874.539        918.556    15.870     0.022
