        5990.            0.
     5990.337   2.027176E-5
     5990.679   4.080744E-5
     5991.018   6.116701E-5
      5991.36   8.173182E-5
     5991.706   1.024725E-4
     5992.044   1.228318E-4
     5992.386   1.433669E-4
     5992.725   1.637259E-4
     5993.064   1.840848E-4
      5993.41   2.048544E-4
     5993.749   2.252130E-4
     5994.087   2.455717E-4
      5994.43   2.661355E-4
     5994.772   2.866992E-4
     5995.111   3.070575E-4
     5995.457   3.278263E-4
     5995.795   3.481844E-4
     5996.138   3.687477E-4
     5996.477   3.891348E-4
     5996.816   4.094926E-4
     5997.158   4.300556E-4
     5997.501   4.506477E-4
     5997.843   4.712105E-4
     5998.186   4.917732E-4
     5998.525   5.121597E-4
     5998.864   5.325460E-4
     5999.207   5.531084E-4
     5999.546   5.734945E-4
     5999.892   5.942622E-4
     6000.231   6.012858E-4
      6000.57   6.020381E-4
     6000.916   6.028044E-4
     6001.255   6.035566E-4
     6001.595   6.043088E-4
     6001.941   6.050762E-4
      6002.28   6.058284E-4
      6002.62   6.065806E-4
     6002.962   6.073405E-4
     6003.302   6.080926E-4
     6003.645   6.088524E-4
     6003.991   6.096196E-4
      6004.33   6.103718E-4
     6004.673   6.111316E-4
     6005.012   6.118836E-4
     6005.352   6.126370E-4
     6005.695   6.133967E-4
     6006.038   6.141564E-4
     6006.377   6.149096E-4
      6006.72   6.156693E-4
     6007.063   6.164301E-4
     6007.406   6.171898E-4
     6007.746   6.179429E-4
     6008.089   6.187024E-4
     6008.432   6.194633E-4
     6008.771   6.202153E-4
     6009.111   6.209686E-4
     6009.455   6.217293E-4
     6009.794   6.224824E-4
     6010.138   6.235495E-4
     6010.484   6.250869E-4
     6010.824   6.265963E-4
     6011.167   6.281208E-4
     6011.507   6.296300E-4
     6011.847   6.311394E-4
      6012.19   6.326638E-4
     6012.533   6.341882E-4
     6012.874   6.356995E-4
      6013.22   6.372393E-4
      6013.56   6.387484E-4
       6013.9   6.402574E-4
     6014.244   6.417841E-4
