SURVEY:              DES 
SNID: 1291794 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    55.169327
DECL:   -28.711853
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57274.691406    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.3956 +- 0.0005 
REDSHIFT_CMB: 0.3951236 +- 0.0005 
VPEC: 5.078962 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.01220 
MWEBV_ERR:   0.00060 

HOSTGAL_OBJID:       3318 
HOSTGAL_PHOTOZ:      0.3486 +- 0.0714 
HOSTGAL_SPECZ:       0.3956 +- -9.0000 
HOSTGAL_SNSEP:       1.11 
HOSTGAL_LOGMASS:      10.935 +- 0.035    #  OVERRIDE 
HOSTGAL_MAG:         22.42 20.96 20.45 20.08 
HOSTGAL_SB_FLUXCAL:  16.37 63.57 109.04 154.65 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57311.263000 
PRIVATE(DES_mjd_trigger):        57276.354000 

# ---------------------- 
NOBS: 107
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57252.289 g C2    0.163    4.888   99.000 30.6190 3.1000 7.5300 3.5800     0 0.89 
OBS: 57252.291 r C2   -6.054    6.985   99.000 30.7000 2.6300 12.3500 3.5200     0 1.03 
OBS: 57252.293 i C2   -2.528    9.612   99.000 30.9740 2.6100 23.8000 3.7200     0 1.00 
OBS: 57252.296 z C2   14.623   13.301   99.000 30.6963 2.7329 23.5946 3.9210     0 0.92 
OBS: 57256.281 r C2    4.768    9.673   99.000 30.7180 3.9400 11.4500 3.4700     0 0.95 
OBS: 57256.283 i C2  -24.727   13.244   99.000 30.9850 3.6600 22.0000 3.7100     0 0.97 
OBS: 57256.285 z C2   -3.074   15.737   99.000 30.6916 3.4358 21.2869 3.9400     0 0.94 
OBS: 57257.309 g C2   -0.314    5.564   99.000 30.5310 3.1900 7.4400 3.5500     0 0.94 
OBS: 57257.311 r C2    8.756    7.126   99.000 30.5870 2.7500 10.8600 3.4800     0 1.05 
OBS: 57257.313 i C2    8.749    8.548   99.000 30.8590 2.6300 18.4400 3.6600     0 0.96 
OBS: 57257.316 z C2   29.371    9.906   99.000 30.6196 2.3884 17.3958 3.9198     0 0.95 
OBS: 57266.270 g C2   40.249   20.184   99.000 30.5930 2.8200 32.8400 3.8800     0 0.99 
OBS: 57266.273 r C2  104.800   16.307   99.000 30.6890 2.6100 29.5700 3.6600     0 1.02 
OBS: 57266.275 i C2   68.091   10.674   99.000 30.9650 2.4400 30.3300 3.7600     0 0.90 
OBS: 57266.277 z C2   93.306    9.008   99.000 30.6400 2.1445 18.2292 3.9648     0 0.91 
OBS: 57276.356 r C2  182.616    9.883   99.000 30.7340 3.9800 10.5700 3.3700     0 0.89 
OBS: 57276.358 i C2  129.192    8.630   99.000 30.9810 3.1800 16.8800 3.6300     0 0.94 
OBS: 57276.360 z C2  110.856   10.335   99.000 30.6409 2.8178 15.3719 3.9395     0 0.93 
OBS: 57277.392 g C2   72.083    4.080   99.000 30.7100 2.5300 7.8700 3.5700     0 0.94 
OBS: 57277.395 r C2  162.905    6.065   99.000 30.7330 2.3400 11.3600 3.4900     0 1.02 
OBS: 57277.397 i C2  144.944    7.354   99.000 30.9850 2.3800 19.8200 3.6800     0 1.04 
OBS: 57277.399 z C2  124.727   10.622   99.000 30.6945 2.4818 19.7009 3.9600     0 0.90 
OBS: 57284.338 g C2   39.931    9.171   99.000 29.7760 2.5200 7.7800 3.6400     0 0.85 
OBS: 57284.341 r C2  138.965   11.439   99.000 29.9830 2.3400 11.7000 3.5600     0 1.01 
OBS: 57284.343 i C2  125.606   15.888   99.000 29.8360 2.0900 19.0200 3.7500     0 1.10 
OBS: 57288.210 g C2   38.608   20.393   99.000 30.6080 4.1300 17.8300 3.8000     0 1.10 
OBS: 57288.213 r C2  124.940   13.382   99.000 30.7000 4.1300 17.0500 3.5700     0 0.97 
OBS: 57288.215 i C2  120.943   13.602   99.000 30.9330 3.8900 21.0800 3.7300     0 0.98 
OBS: 57288.217 z C2  100.433   14.136   99.000 30.6513 3.7612 17.0321 3.8948     0 0.94 
OBS: 57297.174 g C2   38.448   21.147   99.000 30.5400 3.3600 25.0900 3.8300     0 1.03 
OBS: 57297.178 i C2   89.512   23.206   99.000 30.7540 3.2100 39.3100 3.8100     0 0.96 
OBS: 57297.181 z C2   39.737   15.558   99.000 30.6110 2.9282 25.1694 3.9434     0 0.93 
OBS: 57302.291 g C2   14.115    3.954   99.000 30.7100 2.8600 6.8600 3.6300     0 0.99 
OBS: 57302.293 r C2   59.969    6.692   99.000 30.7390 2.8200 10.6200 3.4200     0 1.05 
OBS: 57302.295 i C2   76.522    8.050   99.000 30.9760 2.6700 18.6100 3.6600     0 0.97 
OBS: 57302.298 z C2   65.117   10.980   99.000 30.6604 2.7843 17.1330 3.9250     0 0.86 
OBS: 57311.256 g C2   10.371    3.657   99.000 30.6850 2.6100 7.2800 3.5200     0 0.98 
OBS: 57311.259 r C2   28.771    5.318   99.000 30.7030 2.3600 10.6900 3.4700     0 1.01 
OBS: 57311.261 i C2   77.958    5.107   99.000 30.9620 1.9200 16.3200 3.6600     0 1.06 
