SURVEY:              DES 
SNID: 1338387 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    40.451336
DECL:    -0.368567
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57359.957031    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.585 +- 0.005 
REDSHIFT_CMB: 0.5838242 +- 0.005 
VPEC: -13.624842 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.02860 
MWEBV_ERR:   0.00040 

HOSTGAL_OBJID:       -888 
HOSTGAL_PHOTOZ:      -9.0000 +- -9.0000 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       -9.00 
HOSTGAL_LOGMASS:      2.0 +- 2.0    #  OVERRIDE 
HOSTGAL_MAG:         888.00 888.00 888.00 888.00 
HOSTGAL_SB_FLUXCAL:  0.45 0.68 -0.20 -0.32 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57403.104000 
PRIVATE(DES_mjd_trigger):        57355.210000 

# ---------------------- 
NOBS: 58
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57304.205 g S2   -9.655    5.188   99.000 30.6260 3.4700 7.3100 4.0700     0 1.10 
OBS: 57304.208 r S2   -5.056    7.357   99.000 30.7250 2.9600 11.1900 3.7900     0 1.05 
OBS: 57304.210 i S2   -7.030    8.389   99.000 30.9800 2.9800 19.3400 3.9200     0 0.95 
OBS: 57304.212 z S2  -25.435   14.737   99.000 30.6700 2.9900 25.1600 4.1200     0 1.01 
OBS: 57311.294 g S2   -4.057    4.694   99.000 30.6510 2.4500 7.9500 4.1100     0 0.92 
OBS: 57311.296 r S2   -1.648    6.237   99.000 30.7120 2.2300 12.2600 3.8200     0 1.01 
OBS: 57311.298 i S2  -11.650    5.386   99.000 30.9730 1.9400 18.0500 3.9100     0 0.99 
OBS: 57311.301 z S2   -3.858    7.196   99.000 30.6670 1.9955 16.8323 4.1349     0 0.92 
OBS: 57315.206 g S2   -0.934    5.934   99.000 30.4400 3.1900 7.8300 4.1100     0 1.00 
OBS: 57315.208 r S2    0.369    9.461   99.000 30.4600 2.9400 12.3200 3.8400     0 0.98 
OBS: 57315.210 i S2   -4.453    9.162   99.000 30.8240 2.6800 21.1500 4.0200     0 1.00 
OBS: 57315.213 z S2    7.023   12.184   99.000 30.5894 3.0240 19.9117 4.1553     0 0.98 
OBS: 57319.134 r S2  -22.422   13.266   99.000 30.6920 2.4900 26.7900 3.8900     0 0.96 
OBS: 57319.137 i S2    6.207   13.212   99.000 30.9430 2.7300 32.7500 3.9800     0 0.95 
OBS: 57319.137 z S2   23.724   18.676   99.000 30.6300 2.5500 36.3100 4.1500 65536 1.01 
OBS: 57325.106 g S2  -28.688   28.996   99.000 30.6170 2.6200 33.0000 4.3400     0 0.92 
OBS: 57325.112 z S2  -97.038   30.986   99.000 30.6323 2.0999 36.0659 3.9428     0 1.06 
OBS: 57329.169 g S2   -4.000    4.444   99.000 30.6530 2.3000 7.4700 4.0800     0 1.00 
OBS: 57329.171 r S2    7.980    6.579   99.000 30.7040 2.4500 12.0200 3.8300     0 0.95 
OBS: 57329.173 i S2    7.570    7.313   99.000 30.9600 2.2600 22.0500 3.9500     0 1.06 
OBS: 57329.175 z S2   29.593   10.360   99.000 30.6279 2.3593 20.8973 4.1509     0 1.01 
OBS: 57339.117 g S2   -1.067    5.815   99.000 30.6240 3.2400 7.5600 4.1300     0 0.87 
OBS: 57339.120 r S2   14.622    8.929   99.000 30.6930 3.4400 11.8500 3.7800     0 0.96 
OBS: 57339.122 i S2   -1.815    9.107   99.000 30.9490 2.9900 21.0500 4.0100     0 1.05 
OBS: 57339.124 z S2   -4.229   10.650   99.000 30.6758 2.7592 20.1818 4.1348     0 0.97 
OBS: 57345.227 g S2   25.256    5.365   99.000 30.6370 2.8500 7.7600 4.1100     0 1.00 
OBS: 57345.229 r S2   30.493    7.406   99.000 30.7040 2.8300 11.5100 3.7900     0 1.05 
OBS: 57345.231 i S2   41.378   10.074   99.000 30.9710 3.2200 21.2200 3.9900     0 1.11 
OBS: 57345.234 z S2   14.618   12.561   99.000 30.6570 3.1100 21.2374 4.1353     0 0.93 
OBS: 57355.210 g S2   74.996   13.015   99.000 30.5710 2.1300 23.7800 4.3000     0 1.03 
OBS: 57355.212 r S2   76.597    9.580   99.000 30.6860 1.9100 22.8800 3.9500     0 1.02 
OBS: 57355.214 i S2   72.954    8.582   99.000 30.9470 1.7900 30.4200 3.9800     0 0.98 
OBS: 57355.217 z S2   66.356    8.849   99.000 30.6181 1.6958 24.3902 4.1257     0 1.07 
OBS: 57365.107 g S2   26.585    3.998   99.000 30.6560 1.8600 7.4000 4.1200     0 1.00 
OBS: 57365.110 r S2   81.063    4.658   99.000 30.7040 1.6100 10.7400 3.8000     0 1.07 
OBS: 57365.112 i S2   81.411    4.922   99.000 30.9510 1.5200 18.6800 3.9300     0 0.94 
OBS: 57365.114 z S2   89.019    6.015   99.000 30.5805 1.4597 15.5791 4.1646     0 0.99 
OBS: 57372.100 g S2   19.608    5.434   99.000 30.6570 2.8100 8.5000 4.1800     0 1.05 
OBS: 57372.102 r S2   78.943    6.806   99.000 30.7110 2.4300 11.5500 3.7900     0 0.94 
OBS: 57372.104 i S2   88.862    6.723   99.000 30.9520 2.1600 19.9000 3.9200     0 1.05 
OBS: 57372.107 z S2   81.207    8.440   99.000 30.6246 2.0163 18.7347 4.2155     0 0.91 
OBS: 57385.064 g S2    5.016    4.341   99.000 30.6820 2.3500 7.1900 4.0700     0 0.94 
OBS: 57385.067 r S2   41.256    5.078   99.000 30.7360 1.9300 10.2200 3.7900     0 1.03 
OBS: 57385.069 i S2   54.266    5.776   99.000 30.9780 1.9000 19.3600 3.9300     0 0.95 
OBS: 57385.072 z S2   49.276    7.126   99.000 30.6620 1.7099 18.4116 4.1556     0 0.97 
OBS: 57389.109 g S2    4.466    4.611   99.000 30.6540 2.5000 7.8700 4.1100     0 1.10 
OBS: 57389.111 r S2   33.961    6.063   99.000 30.7150 2.2500 11.5200 3.8000     0 0.91 
OBS: 57389.113 i S2   51.114    7.729   99.000 30.9720 2.3200 22.4100 3.9800     0 0.98 
OBS: 57389.116 z S2   51.762    9.347   99.000 30.6125 2.1439 21.1106 4.1651     0 1.05 
OBS: 57396.096 g S2    7.166    5.120   99.000 30.6510 2.4600 8.1400 4.1100     0 1.05 
OBS: 57396.099 r S2   22.650    6.354   99.000 30.7080 2.2500 12.1400 3.8400     0 0.93 
OBS: 57396.101 i S2   17.784    7.778   99.000 30.9580 2.0900 24.2400 3.9400     0 0.91 
OBS: 57396.103 z S2   50.038   10.562   99.000 30.5751 2.1227 23.1506 4.1347     0 0.94 
OBS: 57403.097 g S2   -6.289   10.456   99.000 30.6370 2.0000 16.0000 4.2900     0 1.07 
OBS: 57403.099 r S2   31.980   10.881   99.000 30.6970 1.6900 19.1300 3.8700     0 0.96 
OBS: 57403.101 i S2   35.160    8.938   99.000 30.9500 1.6400 29.7200 4.0000     0 0.93 
OBS: 57403.104 z S2   44.759   10.319   99.000 30.6137 1.6830 27.2178 4.1430     0 1.02 
OBS: 57428.056 g S2   -2.850    6.127   99.000 30.5650 2.8000 8.6800 4.2100     0 1.13 
