SURVEY:              DES 
SNID: 1334879 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    52.408852
DECL:   -28.216372
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57334.789062    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.64 +- 0.005 
REDSHIFT_CMB: 0.6393573 +- 0.005 
VPEC: 2.772652 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00740 
MWEBV_ERR:   0.00040 

HOSTGAL_OBJID:       -888 
HOSTGAL_PHOTOZ:      -9.0000 +- -9.0000 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       -9.00 
HOSTGAL_LOGMASS:      9.666 +- 0.025    #  OVERRIDE 
HOSTGAL_MAG:         888.00 888.00 888.00 888.00 
HOSTGAL_SB_FLUXCAL:  -0.10 0.34 0.14 -0.45 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57406.117000 
PRIVATE(DES_mjd_trigger):        57327.095000 

# ---------------------- 
NOBS: 80
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57268.254 g C3   15.431   10.731   99.000 30.7293 2.5668 16.2658 4.1763     0 0.97 
OBS: 57276.323 r C3   -0.442    2.015   99.000 31.8154 3.0095 8.8315 3.9217     0 0.83 
OBS: 57277.322 z C3    2.718    1.983   99.000 31.2243 1.6503 10.2339 3.9159     0 0.92 
OBS: 57277.368 i C3    0.711    1.813   99.000 31.6313 1.9226 10.9499 3.9985     0 0.87 
OBS: 57278.247 g C3   -0.984    2.122   99.000 30.8013 2.1972 4.2858 3.8967     0 0.98 
OBS: 57283.275 r C3   -1.017    1.647   99.000 31.8035 2.0375 11.4120 3.9594     0 0.89 
OBS: 57284.354 i C3    0.642    2.170   99.000 31.5604 2.0785 11.3352 4.0240 32768 0.89 
OBS: 57287.189 z C3   -2.806    3.818   99.000 31.1714 3.2281 9.4849 3.9153     0 0.91 
OBS: 57287.253 g C3   -2.052    2.858   99.000 30.8264 3.3720 4.4445 3.9254     0 0.94 
OBS: 57287.352 r C3   -2.268    2.145   99.000 31.8153 3.2131 9.0779 3.9334     0 0.82 
OBS: 57288.297 r C3   -3.537    2.507   99.000 31.8205 3.8020 9.0158 3.9371     0 0.74 
OBS: 57288.317 i C3   -2.822    2.943   99.000 31.6201 3.1858 11.2275 3.9857     0 0.91 
OBS: 57291.206 r C3    3.058    7.159   99.000 31.6808 2.5592 29.2726 4.1100     0 0.90 
OBS: 57292.180 z C3    4.057    5.525   99.000 31.2080 3.3233 14.6591 3.8867 32768 0.96 
OBS: 57292.226 i C3   -0.604    5.017   99.000 31.6171 2.8738 20.2228 4.1140     0 0.93 
OBS: 57297.248 g C3   -0.767    7.659   99.000 30.8248 3.1844 13.1582 4.1457     0 1.07 
OBS: 57297.346 r C3   -7.208    4.682   99.000 31.8008 2.8798 19.9528 4.0616     0 0.99 
OBS: 57297.364 i C3   -2.292    3.454   99.000 31.6253 2.6239 16.1449 4.0823     0 0.96 
OBS: 57299.157 z C3    3.248    7.150   99.000 30.3073 2.3313 12.6450 3.9533     0 1.03 
OBS: 57302.241 g C3    1.279    1.984   99.000 30.8423 2.2421 3.9586 3.9122     0 0.91 
OBS: 57302.251 r C3    0.053    1.731   99.000 31.7929 2.4864 9.1759 3.9500     0 0.91 
OBS: 57302.267 i C3   -3.304    2.329   99.000 31.6278 2.6266 10.3901 4.0019     0 0.88 
OBS: 57304.304 z C3    1.407    4.526   99.000 30.7762 2.5418 9.3364 3.9508     0 0.97 
OBS: 57311.207 g C3   -0.779    2.011   99.000 30.8175 2.1331 4.0761 3.8934     0 0.94 
OBS: 57311.216 r C3    0.989    1.226   99.000 31.7931 1.9505 8.5388 3.9364     0 0.79 
OBS: 57311.233 i C3    2.765    1.396   99.000 31.6157 1.7848 8.6675 3.9534     0 0.85 
OBS: 57311.304 z C3    3.222    2.237   99.000 31.0850 1.6563 9.7079 3.9316     0 0.96 
OBS: 57317.161 g C3    4.708    4.305   99.000 30.8012 2.2122 9.6762 4.1233     0 0.98 
OBS: 57317.190 r C3    8.066    2.162   99.000 31.7826 2.0169 14.3023 4.0138     0 0.92 
OBS: 57318.107 i C3   14.865    4.284   99.000 31.5881 2.8301 16.5644 4.0828     0 0.90 
OBS: 57318.131 z C3   18.653    3.440   99.000 31.1797 2.5549 12.7544 3.9204     0 1.00 
OBS: 57325.182 r C3   28.103    3.561   99.000 31.7831 1.7340 23.6097 4.1100     0 0.91 
OBS: 57327.086 g C3   10.031    2.438   99.000 30.7573 2.7181 4.3436 3.9631     0 0.94 
OBS: 57327.096 i C3   41.152    2.356   99.000 31.5966 2.1120 12.9660 4.0408     0 0.93 
OBS: 57327.134 z C3   36.240    2.470   99.000 31.1895 1.8595 11.0683 3.9224     0 0.92 
OBS: 57329.195 r C3   36.131    2.005   99.000 31.7924 2.6595 9.5856 3.9774     0 0.83 
OBS: 57331.191 g C3    9.237    2.033   99.000 30.8454 2.2378 4.0395 3.9066     0 0.93 
OBS: 57331.216 i C3   50.736    2.407   99.000 31.6281 2.5600 11.0659 3.9840     0 0.87 
OBS: 57331.241 z C3   41.504    2.625   99.000 31.2380 2.0990 10.8865 3.9133     0 0.94 
OBS: 57339.132 r C3   36.948    2.005   99.000 31.7800 2.7094 9.7012 3.9535     0 0.82 
OBS: 57339.202 g C3    4.478    2.231   99.000 30.8348 2.4491 4.1453 3.8931     0 0.95 
OBS: 57339.211 i C3   47.989    2.298   99.000 31.6060 2.0937 12.5362 3.9848 65536 0.87 
OBS: 57339.233 z C3   47.121    3.524   99.000 31.2261 2.6519 11.5376 3.9133     0 0.94 
OBS: 57345.255 g C3    1.202    2.281   99.000 30.8291 2.5854 4.1800 3.8800     0 0.96 
OBS: 57345.263 r C3   30.358    1.676   99.000 31.7954 2.3935 9.2655 3.9555     0 0.87 
OBS: 57345.287 i C3   39.935    2.642   99.000 31.6153 2.6315 11.3555 3.9706     0 0.88 
OBS: 57346.050 z C3   44.764    2.481   99.000 31.1942 1.7005 12.2716 3.9246 65536 0.98 
OBS: 57349.229 i C3   37.307    7.516   99.000 31.6170 2.2100 43.2200 4.1100 65536 0.92 
OBS: 57355.251 z C3   38.356    2.582   99.000 31.2012 1.8317 12.3848 3.9325     0 0.92 
