SURVEY:              DES 
SNID: 1301933 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    36.663719
DECL:    -4.970757
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              56949.746094    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.33065 +- 0.0005 
REDSHIFT_CMB: 0.3295996 +- 0.0005 
VPEC: -18.784709 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.02700 
MWEBV_ERR:   0.00190 

HOSTGAL_OBJID:       -888 
HOSTGAL_PHOTOZ:      -9.0000 +- -9.0000 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       -9.00 
HOSTGAL_LOGMASS:      10.006 +- 0.0995    #  OVERRIDE 
HOSTGAL_MAG:         888.00 888.00 888.00 888.00 
HOSTGAL_SB_FLUXCAL:  -0.15 0.02 0.18 0.03 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57039.041000 
PRIVATE(DES_mjd_trigger):        56943.192000 

# ---------------------- 
NOBS: 85
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 56903.237 g X3    2.700    3.366   99.000 30.7852 2.2008 6.5380 3.7600     0 0.88 
OBS: 56903.360 i X3   -3.981    5.672   99.000 31.1750 2.7269 15.8421 3.9168     0 0.76 
OBS: 56904.238 z X3    1.235    2.819   99.000 31.2754 2.0369 11.3412 3.8533     0 0.81 
OBS: 56912.211 z X3  -35.506   10.557   99.000 31.3449 1.9794 23.4606 3.6507 32768 0.84 
OBS: 56915.203 r X3   -2.859    6.305   99.000 31.8383 2.8192 17.8753 3.7067     0 0.84 
OBS: 56915.232 i X3   -5.075    5.282   99.000 31.6419 2.4589 16.8863 3.9016     0 0.76 
OBS: 56915.255 g X3   21.037    6.980   99.000 30.9585 2.6228 10.4846 3.7895     0 0.94 
OBS: 56916.195 g X3   -6.247    7.183   99.000 29.7451 2.2810 6.0774 3.7259 32768 0.91 
OBS: 56916.272 z X3    2.594    3.367   99.000 30.9483 1.6742 12.2964 3.8858     0 0.88 
OBS: 56924.193 r X3   -0.237    1.901   99.000 31.8657 2.0819 10.5134 3.6235     0 0.80 
OBS: 56924.209 i X3    1.715    1.779   99.000 31.6566 1.9507 10.7871 3.8003     0 0.77 
OBS: 56924.234 z X3    1.646    2.240   99.000 31.3033 1.9301 9.7350 3.8437     0 0.81 
OBS: 56925.179 g X3    3.901    2.276   99.000 30.9458 2.3090 4.6861 3.6421     0 0.82 
OBS: 56931.174 r X3    4.619    2.228   99.000 31.8637 2.0265 13.2012 3.6866     0 0.82 
OBS: 56931.191 i X3    5.819    1.957   99.000 31.6460 1.7319 13.0116 3.8710     0 0.77 
OBS: 56931.279 z X3    6.685    2.222   99.000 31.2834 1.6359 11.2861 3.8680     0 0.84 
OBS: 56932.152 g X3    9.794    4.969   99.000 30.8734 2.4589 9.9215 3.8112     0 0.95 
OBS: 56936.156 r X3   32.836    6.663   99.000 31.8298 2.8666 27.6515 3.8100     0 0.77 
OBS: 56936.174 i X3   30.486    4.756   99.000 31.6362 2.6698 19.2294 3.9754     0 0.83 
OBS: 56936.196 z X3   33.813    4.001   99.000 31.3138 2.4062 13.6874 3.8354     0 0.79 
OBS: 56943.192 g X3  161.311    5.206   99.000 30.9716 2.2914 11.4660 3.8062     0 0.93 
OBS: 56943.258 r X3  146.630    3.276   99.000 31.8737 2.2280 17.4830 3.7138     0 0.82 
OBS: 56943.273 i X3  134.762    2.457   99.000 31.6584 1.9847 13.5784 3.8712     0 0.77 
OBS: 56943.298 z X3  127.358    3.024   99.000 31.2992 2.2171 11.4863 3.8393     0 0.80 
OBS: 56949.125 g X3  205.351    6.027   99.000 29.9029 2.1317 5.2671 3.7303     0 0.93 
OBS: 56949.133 r X3  222.605    4.378   99.000 31.2165 2.3786 12.4351 3.7430     0 0.86 
OBS: 56949.151 i X3  195.523    2.444   99.000 31.5165 1.8224 12.5316 3.8937     0 0.83 
OBS: 56949.163 z X3  161.025    6.159   99.000 30.8511 1.9630 15.1258 3.8980 98304 0.81 
OBS: 56956.217 g X3  166.939    2.603   99.000 30.9139 1.8563 5.5887 3.6733     0 0.88 
OBS: 56956.226 r X3  221.558    2.433   99.000 31.7610 1.8306 12.4735 3.7169     0 0.88 
OBS: 56956.242 i X3  211.672    3.155   99.000 31.4590 2.1747 13.6281 3.8859     0 0.82 
OBS: 56956.266 z X3  147.141    3.173   99.000 31.0744 1.7519 12.4957 3.8831     0 0.82 
OBS: 56960.247 g X3  129.260    4.025   99.000 30.8709 3.5843 5.3246 3.6606     0 0.84 
OBS: 56960.284 r X3  195.923    3.993   99.000 31.6462 2.7869 13.9110 3.6961     0 0.81 
OBS: 56961.207 z X3  129.102    4.728   99.000 31.1151 2.0054 15.7223 3.8776 98304 0.85 
OBS: 56966.144 z X3   68.007    8.090   99.000 31.2914 1.9673 26.7402 3.7102 98304 0.85 
OBS: 56973.049 i X3  108.762    2.248   99.000 31.6304 1.8149 13.7611 3.8678     0 0.79 
OBS: 56973.087 g X3   45.391    2.148   99.000 30.9520 1.9589 4.9881 3.6336     0 0.88 
OBS: 56973.097 r X3  111.581    2.463   99.000 31.8497 1.8841 13.2369 3.6053 65536 0.77 
OBS: 56973.197 z X3   70.224    2.366   99.000 31.2737 1.7215 11.4095 3.8640     0 0.83 
OBS: 56980.079 g X3   23.516    2.011   99.000 30.9524 1.8158 5.1573 3.6801     0 0.82 
OBS: 56980.088 r X3   71.873    1.880   99.000 31.8411 1.6577 12.1126 3.7071     0 0.80 
OBS: 56980.106 i X3   97.040    2.174   99.000 31.6324 1.5123 16.4230 3.8877 65536 0.82 
OBS: 56980.128 z X3   75.232    2.372   99.000 31.2426 1.4229 13.2493 3.8654     0 0.87 
OBS: 56987.085 g X3   13.358    2.014   99.000 30.9869 1.9035 5.2595 3.6800     0 0.80 
OBS: 56987.094 r X3   44.159    1.878   99.000 31.8828 1.8034 11.5526 3.6193     0 0.82 
OBS: 56987.109 i X3   81.579    1.911   99.000 31.6639 1.6046 13.7733 3.8678     0 0.83 
OBS: 56987.133 z X3   75.732    2.341   99.000 31.3185 1.5332 13.0091 3.8578     0 0.85 
OBS: 56990.085 g X3   16.672    5.098   99.000 30.7245 2.0317 10.4642 3.8248     0 0.90 
OBS: 56990.094 r X3   40.604    3.210   99.000 31.6566 1.8846 18.3838 3.7215     0 0.80 
OBS: 56990.110 i X3   71.317    6.335   99.000 30.9530 1.7379 20.2875 3.9814     0 0.83 
OBS: 56990.130 z X3   75.487    2.656   99.000 31.2208 1.6359 12.7699 3.8732     0 0.83 
OBS: 57001.050 g X3    8.205    2.153   99.000 30.9818 2.2189 4.8706 3.6556     0 0.89 
OBS: 57001.060 r X3   23.632    1.748   99.000 31.8773 1.7792 10.6961 3.6198     0 0.82 
OBS: 57001.075 i X3   43.204    2.040   99.000 31.6487 1.7801 13.2928 3.8677     0 0.80 
OBS: 57001.099 z X3   44.784    2.756   99.000 31.2772 1.9095 12.0697 3.8655     0 0.80 
OBS: 57005.086 g X3   11.066    2.975   99.000 30.9811 3.1398 5.0364 3.6600     0 0.80 
OBS: 57005.095 r X3   22.474    2.344   99.000 31.8793 2.5209 11.1081 3.6004     0 0.81 
OBS: 57005.110 i X3   41.120    2.728   99.000 31.6476 2.3202 13.7723 3.8542     0 0.74 
OBS: 57005.142 z X3   40.503    3.996   99.000 31.2801 2.3649 13.7269 3.8398     0 0.80 
OBS: 57012.096 g X3    5.132    2.678   99.000 30.9894 2.8948 4.9094 3.6669     0 0.87 
OBS: 57012.105 r X3   20.146    2.149   99.000 31.8756 2.4367 10.2262 3.6000     0 0.79 
OBS: 57012.120 i X3   37.825    2.646   99.000 31.6537 2.5486 11.8229 3.8180     0 0.73 
OBS: 57012.151 z X3   33.543    5.133   99.000 31.0374 2.8049 12.3991 3.8742 32768 0.78 
OBS: 57018.099 g X3    7.475    2.939   99.000 30.9311 2.2664 6.9858 3.7644     0 0.81 
OBS: 57018.131 r X3   15.719    2.878   99.000 31.8228 2.7301 12.5315 3.6807     0 0.75 
OBS: 57018.153 i X3   26.797    3.836   99.000 31.6052 2.8029 15.2436 3.8633     0 0.75 
OBS: 57019.099 z X3   19.355    3.346   99.000 31.2511 2.5167 11.2274 3.8475     0 0.78 
