SURVEY:              DES 
SNID: 1328105 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:     8.187062
DECL:   -43.576935
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57301.359375    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.44259 +- 0.0005 
REDSHIFT_CMB: 0.4415401 +- 0.0005 
VPEC: 10.186139 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00580 
MWEBV_ERR:   0.00040 

HOSTGAL_OBJID:       21961 
HOSTGAL_PHOTOZ:      0.3088 +- 0.0704 
HOSTGAL_SPECZ:       0.4426 +- -9.0000 
HOSTGAL_SNSEP:       2.64 
HOSTGAL_LOGMASS:      11.204 +- 0.0815    #  OVERRIDE 
HOSTGAL_MAG:         22.01 20.43 19.90 19.56 
HOSTGAL_SB_FLUXCAL:  8.24 25.40 34.77 42.85 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57344.041000 
PRIVATE(DES_mjd_trigger):        57301.033000 

# ---------------------- 
NOBS: 99
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57265.209 g E1  -43.844   17.181   99.000 30.7490 2.4000 35.6900 4.2900     0 1.08 
OBS: 57265.212 r E1   -1.675   12.799   99.000 30.8040 2.4300 31.7200 4.0400     0 0.92 
OBS: 57265.214 i E1   -0.203    9.539   99.000 31.0030 2.1800 33.2800 4.0400     0 0.88 
OBS: 57265.217 z E1   11.592    8.669   99.000 30.6907 2.1526 20.9444 4.0709     0 1.03 
OBS: 57273.093 g E1   -0.327    6.673   99.000 30.6950 4.1500 6.7500 4.0000     0 1.10 
OBS: 57273.096 r E1    3.570    7.878   99.000 30.6740 3.3300 11.4800 3.9200     0 1.05 
OBS: 57273.098 i E1   14.411   10.944   99.000 30.9670 3.2500 23.5800 3.9800     0 0.99 
OBS: 57273.100 z E1   13.555   17.711   99.000 30.6786 3.4357 22.6352 4.0645     0 1.01 
OBS: 57277.084 g E1   -3.119    5.270   99.000 30.7500 3.4400 6.7400 4.0300     0 1.16 
OBS: 57277.088 i E1   21.535    8.150   99.000 30.9780 2.8100 19.3100 3.9800     0 1.06 
OBS: 57277.091 z E1   -2.774   10.460   99.000 30.6639 2.8633 18.1697 4.0547     0 1.07 
OBS: 57283.091 g E1    3.827   15.760   99.000 29.5080 2.6100 7.8600 4.1600     0 0.94 
