SURVEY:              DES 
SNID: 1285160 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    52.398907
DECL:   -28.647585
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57268.421875    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.75 +- 0.005 
REDSHIFT_CMB: 0.749319 +- 0.005 
VPEC: 2.642848 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.01010 
MWEBV_ERR:   0.00090 

HOSTGAL_OBJID:       5358 
HOSTGAL_PHOTOZ:      0.7850 +- 0.0789 
HOSTGAL_SPECZ:       -9.9900 +- -9.0000 
HOSTGAL_SNSEP:       0.28 
HOSTGAL_LOGMASS:      7.978 +- 0.345    #  OVERRIDE 
HOSTGAL_MAG:         27.38 26.33 25.90 26.00 
HOSTGAL_SB_FLUXCAL:  -0.08 0.24 0.49 0.38 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57311.308000 
PRIVATE(DES_mjd_trigger):        57257.282000 

# ---------------------- 
NOBS: 97
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57249.403 g C3    0.927    1.769   99.000 30.8512 2.3858 4.2358 4.1334     0 1.03 
OBS: 57249.412 r C3    2.962    1.789   99.000 31.8038 2.1383 12.4159 3.9146     0 0.99 
OBS: 57250.291 r C3    4.674    2.999   99.000 31.2204 2.4729 11.0977 3.9630     0 0.96 
OBS: 57250.305 i C3    9.946    4.619   99.000 30.7196 2.3774 12.3471 4.1269     0 0.98 
OBS: 57253.285 z C3   11.323    2.629   99.000 31.2253 2.3580 10.0966 4.0670     0 0.98 
OBS: 57255.334 g C3    6.776    2.794   99.000 30.4535 2.4008 4.4505 4.1326     0 1.02 
OBS: 57255.370 r C3   22.668    2.822   99.000 31.2022 2.1909 11.0099 3.9272     0 1.06 
OBS: 57257.281 i C3   25.937    2.446   99.000 31.5237 2.6381 10.5258 4.0000     0 1.01 
OBS: 57265.301 z C3   40.944    2.517   99.000 31.2264 1.9839 11.9136 4.0874     0 1.00 
OBS: 57265.347 r C3   40.454    4.427   99.000 31.8090 2.3496 25.6664 4.0800     0 1.00 
OBS: 57266.247 i C3   50.981    3.484   99.000 31.6071 2.2928 18.0371 4.1340     0 0.98 
OBS: 57268.254 g C3   11.421   12.857   99.000 30.7425 2.5896 15.9867 4.3721     0 0.94 
OBS: 57276.324 r C3   38.605    1.803   99.000 31.8173 2.9983 8.9334 3.8535     0 1.01 
OBS: 57277.322 z C3   42.645    1.787   99.000 31.2286 1.6263 10.0556 4.0743     0 1.00 
OBS: 57277.368 i C3   49.832    1.681   99.000 31.6408 1.9118 11.0564 3.9925     0 1.03 
OBS: 57278.247 g C3    2.760    1.705   99.000 30.8212 2.2462 4.1761 4.1532     0 0.97 
OBS: 57283.274 r C3   27.015    1.658   99.000 31.8060 2.0552 11.5432 3.8899     0 0.99 
OBS: 57284.354 i C3   42.078    1.988   99.000 31.5673 2.0860 11.4809 4.0070 32768 1.01 
OBS: 57287.190 z C3   34.101    3.725   99.000 31.1788 3.2341 9.3630 4.0707     0 0.95 
OBS: 57287.253 g C3    4.055    2.572   99.000 30.8460 3.3821 4.3642 4.1186     0 0.97 
OBS: 57287.351 r C3   21.401    2.060   99.000 31.8251 3.2312 9.1702 3.8704     0 1.00 
OBS: 57288.297 r C3   22.463    2.532   99.000 31.8116 3.7847 9.1214 3.8665     0 0.97 
OBS: 57288.317 i C3   31.823    2.858   99.000 31.6288 3.1678 11.3707 3.9722     0 1.01 
OBS: 57291.205 r C3   19.559    7.856   99.000 31.6764 2.5411 29.6455 4.0726     0 0.94 
OBS: 57292.180 z C3   28.055    4.577   99.000 31.2088 3.2735 13.8022 4.0444     0 1.01 
OBS: 57292.227 i C3   37.061    4.666   99.000 31.6319 2.8913 20.2577 4.1452     0 0.99 
OBS: 57297.248 g C3  -19.379    8.132   99.000 30.8512 3.1723 12.9672 4.3200     0 1.06 
OBS: 57297.346 r C3   17.907    4.613   99.000 31.8172 2.8746 20.0242 4.0103     0 1.07 
OBS: 57297.364 i C3   16.774    3.441   99.000 31.6339 2.6303 16.1770 4.0757     0 1.01 
OBS: 57299.155 z C3   19.956    6.397   99.000 30.3337 2.2871 12.4241 4.1109     0 1.02 
OBS: 57302.241 g C3    1.585    1.578   99.000 30.8598 2.2423 3.9106 4.0700     0 0.91 
OBS: 57302.251 r C3    8.753    1.548   99.000 31.8014 2.4744 9.2662 3.8938     0 0.93 
OBS: 57302.267 i C3   17.650    1.978   99.000 31.6393 2.6024 10.5031 3.9903     0 0.96 
OBS: 57304.304 z C3   22.026    4.070   99.000 30.8073 2.5334 9.1975 4.0972     0 1.05 
OBS: 57311.208 g C3    0.278    1.588   99.000 30.8364 2.1691 4.0164 4.0694     0 0.96 
OBS: 57311.216 r C3    5.482    1.169   99.000 31.8009 1.9597 8.6369 3.8664     0 1.03 
OBS: 57311.232 i C3    8.749    1.223   99.000 31.6265 1.7601 8.7412 3.9529     0 0.99 
OBS: 57311.304 z C3   16.300    2.041   99.000 31.1089 1.6409 9.5677 4.0787     0 1.02 
