SURVEY:              DES 
SNID: 1295921 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    42.614906
DECL:    -0.871765
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              56908.335938    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.525 +- 0.005 
REDSHIFT_CMB: 0.5239276 +- 0.005 
VPEC: -14.245788 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.06120 
MWEBV_ERR:   0.00240 

HOSTGAL_OBJID:       31619 
HOSTGAL_PHOTOZ:      0.6227 +- 0.0527 
HOSTGAL_SPECZ:       -9.9900 +- -9.0000 
HOSTGAL_SNSEP:       0.60 
HOSTGAL_LOGMASS:      9.097 +- 0.298    #  OVERRIDE 
HOSTGAL_MAG:         26.37 24.69 24.09 23.87 
HOSTGAL_SB_FLUXCAL:  0.80 2.63 3.80 5.61 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      56943.220000 
PRIVATE(DES_mjd_trigger):        56915.280000 

# ---------------------- 
NOBS: 93
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 56890.386 g S1   -0.339    8.520   99.000 30.7720 4.1700 9.3100 3.4100     0 0.99 
OBS: 56890.388 r S1   -0.855   10.516   99.000 30.7590 3.7700 14.6500 3.4500     0 0.96 
OBS: 56890.390 i S1   16.507   15.210   99.000 31.0250 3.8600 27.6200 3.5700     0 0.98 
OBS: 56890.393 z S1   17.867   16.678   99.000 30.7031 3.4028 26.4705 3.8343     0 0.98 
OBS: 56903.397 g S1   19.507    6.259   99.000 30.4980 2.5600 8.5600 3.4000     0 1.09 
OBS: 56903.399 r S1   49.519    8.742   99.000 30.4960 2.5800 13.9000 3.4600     0 1.07 
OBS: 56903.401 i S1   76.126   11.564   99.000 30.5640 2.3300 28.0000 3.5900     0 1.05 
OBS: 56903.404 z S1   52.683   14.564   99.000 30.2345 2.0549 26.1622 3.8500     0 0.97 
OBS: 56915.278 g S1   19.209   21.881   99.000 30.7340 2.9500 20.7000 3.5000     0 0.92 
OBS: 56915.280 r S1  158.753   30.431   99.000 30.7620 2.5800 25.0800 3.4700     0 1.01 
OBS: 56915.283 i S1   51.006   15.613   99.000 31.0200 2.3700 32.5100 3.5700     0 0.92 
OBS: 56915.285 z S1   77.734   13.649   99.000 30.6816 2.4708 24.7353 3.8100     0 0.97 
