SURVEY:              DES 
SNID: 1343533 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:     7.358388
DECL:   -42.267349
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57387.878906    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.36947 +- 0.0005 
REDSHIFT_CMB: 0.3684393 +- 0.0005 
VPEC: 10.792293 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00790 
MWEBV_ERR:   0.00060 

HOSTGAL_OBJID:       44395 
HOSTGAL_PHOTOZ:      0.3629 +- 0.0723 
HOSTGAL_SPECZ:       0.3695 +- -9.0000 
HOSTGAL_SNSEP:       0.13 
HOSTGAL_LOGMASS:      10.759 +- 0.1305    #  OVERRIDE 
HOSTGAL_MAG:         21.82 20.44 19.93 19.64 
HOSTGAL_SB_FLUXCAL:  33.83 130.78 217.94 291.09 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57407.049000 
PRIVATE(DES_mjd_trigger):        57386.042000 

# ---------------------- 
NOBS: 46
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57334.188 g E1   -6.275    5.068   99.000 30.6950 2.2600 8.3500 3.5100     0 1.15 
OBS: 57334.190 r E1   -3.480    6.443   99.000 30.7300 2.1000 11.4200 3.5200     0 1.18 
OBS: 57334.192 i E1   11.818    7.425   99.000 30.9880 1.8300 18.5200 3.6400     0 1.16 
OBS: 57334.195 z E1    2.630    7.966   99.000 30.6680 1.7170 17.5237 3.9000     0 1.11 
OBS: 57339.019 g E1   -1.177    6.772   99.000 30.7240 3.2700 9.3100 3.6200     0 1.08 
OBS: 57339.021 r E1   -3.300    9.243   99.000 30.7550 3.0900 12.4900 3.5200     0 1.08 
OBS: 57339.023 i E1   -6.187   10.687   99.000 30.9710 2.8500 22.6000 3.6600     0 0.88 
OBS: 57339.025 z E1    4.441   11.918   99.000 30.7132 2.7244 21.8850 3.9151     0 1.06 
OBS: 57344.036 r E1    7.469    9.133   99.000 30.4240 1.4900 19.2300 3.5900     0 1.10 
OBS: 57344.038 i E1   -4.616    8.291   99.000 30.9370 1.5400 25.4400 3.6800     0 0.95 
OBS: 57344.041 z E1    3.077    8.097   99.000 30.6143 1.4171 23.6568 3.9410     0 1.04 
OBS: 57355.142 g E1   25.475   11.107   99.000 30.6770 2.1800 20.9600 3.7500     0 1.03 
OBS: 57355.144 r E1   11.375    9.289   99.000 30.7180 2.0400 20.3800 3.5900     0 1.13 
OBS: 57355.146 i E1   -3.225    8.999   99.000 30.9690 1.7000 28.0400 3.7400     0 1.05 
OBS: 57355.149 z E1    0.104    9.007   99.000 30.6570 1.5297 24.2637 3.9151     0 1.00 
OBS: 57365.036 g E1    6.798    5.715   99.000 30.7020 2.4000 9.7800 3.6000     0 0.99 
OBS: 57365.039 r E1   10.230    6.713   99.000 30.7070 2.1900 11.7900 3.5200     0 1.06 
OBS: 57365.041 i E1    1.266    8.544   99.000 30.8800 1.8700 20.0100 3.6800     0 1.09 
OBS: 57365.044 z E1   -0.496    8.189   99.000 30.5723 1.6849 17.4263 3.9049     0 1.05 
OBS: 57372.034 r E1    5.565   20.003   99.000 30.1500 1.8600 20.9400 3.6100     0 0.85 
OBS: 57372.036 i E1   10.353    9.934   99.000 30.8230 1.7800 25.7100 3.6800     0 1.11 
OBS: 57372.039 z E1   13.955    8.545   99.000 30.6168 1.6387 19.7281 3.9617     0 1.02 
OBS: 57376.040 g E1   -5.849   22.994   99.000 30.7870 4.1800 23.0700 3.7400     0 0.94 
OBS: 57376.042 r E1   29.388   18.418   99.000 30.7610 3.5200 23.0100 3.6200     0 0.91 
OBS: 57376.044 i E1   29.734   17.750   99.000 30.9650 3.6800 30.3000 3.6900     0 1.03 
OBS: 57376.047 z E1   44.848   16.867   99.000 30.6608 3.5422 23.5959 3.9000     0 0.95 
OBS: 57379.044 g E1   85.106   14.584   99.000 30.7200 2.5000 28.4200 3.7600     0 1.14 
OBS: 57379.046 r E1   72.333   10.936   99.000 30.7460 2.2500 26.0100 3.6100     0 1.02 
OBS: 57379.048 i E1   66.752   11.416   99.000 31.0020 2.0300 33.4200 3.7300     0 0.95 
OBS: 57379.051 z E1   64.626   10.664   99.000 30.6572 1.8832 26.5128 3.9215     0 1.04 
OBS: 57386.042 g E1   71.803    7.175   99.000 30.7110 2.2900 13.0900 3.6700     0 0.94 
OBS: 57386.044 r E1  124.128    7.493   99.000 30.7400 2.0400 15.1700 3.5700     0 1.09 
OBS: 57386.046 i E1   96.524    9.211   99.000 30.9760 1.9200 27.8900 3.7400     0 0.94 
OBS: 57386.049 z E1  105.450   11.601   99.000 30.6403 1.9089 25.3220 3.9061     0 0.98 
OBS: 57394.057 g E1   55.941    6.492   99.000 30.6950 2.8100 8.5000 3.5100     0 1.17 
OBS: 57394.059 r E1  109.041    8.192   99.000 30.7310 2.5800 12.1100 3.5400     0 1.07 
OBS: 57394.061 i E1  122.858   10.283   99.000 30.9710 2.4500 22.5600 3.6800     0 1.11 
OBS: 57394.064 z E1  105.060   10.829   99.000 30.5899 2.0832 20.7925 3.9200     0 1.00 
OBS: 57400.101 g E1   46.232    9.720   99.000 30.5970 3.6300 9.7500 3.5800     0 1.06 
OBS: 57400.103 r E1   94.654   11.786   99.000 30.5860 3.1400 13.7900 3.5200     0 0.94 
OBS: 57400.105 i E1  117.578   13.969   99.000 30.8110 2.8400 23.3900 3.6600     0 1.12 
OBS: 57400.108 z E1   89.591   14.607   99.000 30.5280 2.6109 22.5037 3.8945     0 0.98 
OBS: 57407.042 g E1   11.760   16.745   99.000 30.6270 2.3200 27.9700 3.7600     0 1.00 
OBS: 57407.044 r E1   67.693   11.290   99.000 30.6930 2.1500 26.5200 3.6000     0 1.02 
OBS: 57407.046 i E1   65.326   11.413   99.000 30.9440 1.9900 31.5300 3.7400     0 0.98 
OBS: 57407.048 z E1   70.112   10.056   99.000 30.5560 1.7849 22.3968 3.9350     0 1.11 
