SURVEY:              DES 
SNID: 1294137 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    42.648834
DECL:     0.937952
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              56909.082031    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.4719 +- 0.0005 
REDSHIFT_CMB: 0.4708589 +- 0.0005 
VPEC: -16.587555 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.05630 
MWEBV_ERR:   0.00170 

HOSTGAL_OBJID:       32162 
HOSTGAL_PHOTOZ:      0.4074 +- 0.0524 
HOSTGAL_SPECZ:       0.4719 +- -9.0000 
HOSTGAL_SNSEP:       1.06 
HOSTGAL_LOGMASS:      9.392 +- 0.0705    #  OVERRIDE 
HOSTGAL_MAG:         23.14 22.31 22.08 21.86 
HOSTGAL_SB_FLUXCAL:  6.86 17.04 20.11 29.91 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      56956.145000 
PRIVATE(DES_mjd_trigger):        56915.280000 

# ---------------------- 
NOBS: 52
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 56890.388 r S1   -9.437    9.995   99.000 30.7700 3.8500 14.7200 3.5400     0 0.83 
OBS: 56903.399 r S1   29.923    8.961   99.000 30.4140 2.5700 15.4800 2.9900     0 1.07 
OBS: 56915.278 g S1  122.117   22.380   99.000 30.7090 2.9600 19.9800 3.7800     0 0.99 
OBS: 56915.280 r S1  141.766   21.215   99.000 30.7440 2.6000 24.1800 3.6200     0 1.01 
OBS: 56927.294 g S1   30.169    4.317   99.000 30.7600 2.6100 8.9800 3.6000     0 0.99 
OBS: 56932.270 g S1   22.973    3.947   99.000 30.7690 2.4000 8.2700 3.6200     0 1.01 
OBS: 56932.273 r S1   73.481    5.791   99.000 30.7730 2.1900 12.9400 3.5000     0 1.00 
OBS: 56943.218 r S1   12.057   13.953   99.000 30.7630 2.2300 21.7800 3.6300     0 1.04 
OBS: 56943.220 i S1   58.183    8.555   99.000 31.0270 1.9600 27.1700 3.6500     0 1.07 
OBS: 56943.222 z S1   52.019    6.755   99.000 30.7070 1.8392 19.0828 4.0044     0 0.97 
OBS: 56956.143 r S1   19.630    4.941   99.000 30.7310 1.5600 13.9100 3.5400     0 1.10 
OBS: 56956.145 i S1   33.971    7.000   99.000 30.9410 1.4100 23.4400 3.7300     0 0.78 
OBS: 56956.150 z S1   48.799   10.138   99.000 30.5630 1.3300 29.6300 4.0100 32768 0.85 
OBS: 56960.257 g S1   -0.996    5.856   99.000 30.7260 3.9200 9.0000 3.6100     0 1.00 
OBS: 56960.259 r S1  -25.501   10.108   99.000 30.7040 4.0100 13.3000 3.4900     0 1.04 
OBS: 56960.262 z S1   49.431   35.743   99.000 29.9150 3.6300 30.9400 3.9200 65536 0.92 
OBS: 56963.228 g S1    0.731   13.740   99.000 30.6130 2.8500 20.5100 3.7900     0 1.05 
OBS: 56963.230 r S1    0.834   16.060   99.000 30.5600 2.7600 25.0800 3.6100     0 1.13 
OBS: 56963.232 i S1   34.152   14.969   99.000 30.7770 2.4500 36.3100 3.7400     0 0.93 
OBS: 56963.234 z S1   24.119   17.385   99.000 30.3041 2.3718 29.2816 3.9926     0 0.92 
OBS: 56973.131 r S1    4.778    5.422   99.000 30.7770 2.1700 12.0000 3.5000     0 0.96 
OBS: 56980.192 g S1    6.977    3.172   99.000 30.7360 1.8300 8.5500 3.5600     0 0.96 
OBS: 56980.195 r S1    1.037    5.020   99.000 30.7440 1.6900 13.3800 3.5300     0 1.09 
OBS: 56980.197 i S1   17.621    7.390   99.000 30.9990 1.6100 27.3200 3.6800     0 0.91 
OBS: 56980.200 z S1   13.380    7.766   99.000 30.6201 1.4600 25.3886 3.9844     0 0.92 
OBS: 56987.193 g S1    0.938    3.652   99.000 30.7640 2.2600 8.9300 3.6200     0 0.97 
OBS: 56987.196 r S1    0.083    5.200   99.000 30.7840 1.9500 13.1700 3.5200     0 1.04 
OBS: 56990.194 g S1    5.494    5.804   99.000 30.4780 2.5500 10.3600 3.6800     0 1.01 
OBS: 56990.196 r S1   -0.214    6.053   99.000 30.7340 2.2900 13.6200 3.5500     0 0.98 
OBS: 56990.203 z S1    1.706   16.409   99.000 30.6140 2.2600 35.0100 3.9800 65536 0.99 
OBS: 57001.160 g S1    3.084   10.507   99.000 30.7020 2.5500 21.7800 3.8100     0 1.13 
OBS: 57001.162 r S1   -0.044    8.883   99.000 30.7810 2.3300 20.5700 3.6100     0 0.97 
OBS: 57005.200 g S1    5.770    5.822   99.000 30.6720 2.8500 12.4800 3.7100     0 1.02 
OBS: 57005.203 r S1   -1.989    7.919   99.000 30.7630 2.8400 15.7800 3.5700     0 0.85 
OBS: 57005.208 z S1   -6.517   13.049   99.000 30.6674 2.3548 27.2298 4.0047     0 1.02 
OBS: 57012.067 g S1    0.788    4.922   99.000 30.7590 3.0700 8.4100 3.5600     0 0.91 
OBS: 57018.056 g S1    9.759    8.493   99.000 30.6670 4.0200 13.2200 3.6900     0 0.98 
OBS: 57018.059 r S1   -4.906   11.428   99.000 30.7120 4.2900 14.0800 3.5500     0 1.03 
OBS: 57018.062 z S1   34.369   33.624   99.000 30.5780 4.2600 32.8500 3.9900 65536 1.04 
OBS: 57019.056 g S1   -5.301   11.901   99.000 30.6990 3.8600 14.7400 3.7500     0 1.08 
OBS: 57019.058 r S1   -2.831   11.269   99.000 30.7400 3.6200 15.8000 3.5500     0 1.08 
OBS: 57019.063 z S1   -4.579   10.981   99.000 30.6386 3.0377 19.3304 4.0060     0 0.98 
OBS: 57026.154 r S1    0.930   19.186   99.000 30.6560 2.1600 40.6900 3.6900     0 1.07 
OBS: 57026.159 z S1   10.176   11.275   99.000 30.5655 1.8851 30.7439 3.9749     0 0.96 
OBS: 57033.103 r S1   -0.737    5.662   99.000 30.7670 2.2000 12.7100 3.5200     0 0.97 
OBS: 57033.105 i S1   12.637    8.498   99.000 31.0120 1.9700 27.9900 3.7000     0 0.88 
OBS: 57033.106 z S1   -7.166   14.837   99.000 30.6830 1.8700 40.2000 3.9900 65536 0.83 
OBS: 57040.113 g S1   -3.626    3.446   99.000 30.6590 2.3300 8.2100 3.5600     0 0.96 
OBS: 57040.116 r S1    3.386    5.530   99.000 30.7270 2.1200 12.0200 3.5000     0 0.96 
OBS: 57040.118 z S1    5.904   16.150   99.000 30.6400 1.8000 32.4000 3.9700 65536 0.55 
OBS: 57045.106 g S1    1.562    6.032   99.000 30.6480 3.4000 8.9800 3.5900     0 0.97 
OBS: 57052.096 g S1   -9.561   20.774   99.000 30.6030 2.3800 32.3700 3.8400     0 1.02 
