SURVEY:              DES 
SNID: 1295256 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    53.719418
DECL:   -27.832769
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              56925.792969    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.443 +- 0.005 
REDSHIFT_CMB: 0.4424633 +- 0.005 
VPEC: 3.735911 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00930 
MWEBV_ERR:   0.00040 

HOSTGAL_OBJID:       23379 
HOSTGAL_PHOTOZ:      0.9483 +- 0.0742 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       0.81 
HOSTGAL_LOGMASS:      8.803 +- 0.3025    #  OVERRIDE 
HOSTGAL_MAG:         26.23 25.13 25.06 24.44 
HOSTGAL_SB_FLUXCAL:  0.62 1.91 2.50 2.93 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      56956.345000 
PRIVATE(DES_mjd_trigger):        56920.305000 

# ---------------------- 
NOBS: 99
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 56887.390 g C1   -6.662    4.880   99.000 30.7790 2.4800 11.4400 3.8200     0 0.96 
OBS: 56887.393 r C1    7.034    5.029   99.000 30.8020 2.1600 13.1500 3.6700     0 1.06 
OBS: 56887.395 i C1    0.565    5.632   99.000 31.0390 1.9300 20.9500 3.8200     0 0.89 
OBS: 56887.398 z C1  -14.472    7.617   99.000 30.7379 2.0966 19.8944 4.0100     0 1.00 
OBS: 56891.392 g C1   -0.717    3.481   99.000 30.7810 2.6300 7.3200 3.6200     0 0.96 
OBS: 56891.394 r C1   -0.168    4.757   99.000 30.8050 2.3600 12.0000 3.6500     0 1.07 
OBS: 56891.396 i C1    6.357    7.249   99.000 31.0280 2.2500 24.3400 3.7400     0 1.06 
OBS: 56891.399 z C1   -5.901   10.133   99.000 30.6909 2.3070 24.1402 3.9804     0 0.97 
OBS: 56904.295 g C1    1.467    4.048   99.000 30.7720 3.0200 7.4200 3.6500     0 0.94 
OBS: 56904.298 r C1    2.747    5.250   99.000 30.8010 2.8300 10.3000 3.5700     0 0.96 
OBS: 56904.300 i C1   13.354    7.198   99.000 31.0430 2.6800 18.5500 3.7200     0 0.99 
OBS: 56904.303 z C1   -2.591    8.213   99.000 30.6498 2.4346 18.1611 4.0202     0 1.07 
OBS: 56912.348 i C1   52.377    7.458   99.000 31.0640 1.8900 29.4100 3.8200     0 1.01 
OBS: 56912.350 z C1   20.335    7.971   99.000 30.7489 1.9189 24.2208 3.9758     0 0.94 
OBS: 56920.305 g C1   53.985    3.471   99.000 30.7950 2.3400 7.2000 3.6300     0 1.03 
OBS: 56920.307 r C1  120.580    4.734   99.000 30.8020 2.2000 10.3800 3.6400     0 1.03 
OBS: 56920.309 i C1   96.362    4.956   99.000 31.0410 1.9400 16.9600 3.7400     0 0.94 
OBS: 56920.312 z C1   85.724    5.729   99.000 30.7165 1.8200 15.5245 4.0295     0 0.92 
OBS: 56927.235 g C1   64.317    4.140   99.000 30.7660 2.4300 7.6300 3.6900     0 0.96 
OBS: 56927.237 r C1  141.339    5.217   99.000 30.7980 2.3000 11.3300 3.6200     0 1.05 
OBS: 56927.239 i C1  121.015    6.252   99.000 31.0180 2.2500 20.5300 3.7400     0 1.13 
OBS: 56927.242 z C1   93.220    7.885   99.000 30.6895 2.0788 19.7312 4.0200     0 0.95 
OBS: 56943.230 g C1   44.182    8.933   99.000 30.7630 2.3300 17.3700 3.8900     0 0.96 
