SURVEY:              DES 
SNID: 1341370 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:     8.963905
DECL:   -44.676697
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57372.824219    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.41 +- 0.005 
REDSHIFT_CMB: 0.4090042 +- 0.005 
VPEC: 11.653799 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00990 
MWEBV_ERR:   0.00060 

HOSTGAL_OBJID:       43169 
HOSTGAL_PHOTOZ:      0.5007 +- 0.0486 
HOSTGAL_SPECZ:       -9.9900 +- -9.0000 
HOSTGAL_SNSEP:       1.15 
HOSTGAL_LOGMASS:      8.648 +- 0.0555    #  OVERRIDE 
HOSTGAL_MAG:         25.28 23.95 23.75 23.59 
HOSTGAL_SB_FLUXCAL:  1.44 3.73 4.35 5.12 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57403.052000 
PRIVATE(DES_mjd_trigger):        57366.039000 

# ---------------------- 
NOBS: 51
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57325.010 g E2   -1.592    4.784   99.000 27.6430 2.4100 2.8100 2.7300 65536 0.97 
OBS: 57325.012 r E2    4.452    5.639   99.000 30.7700 2.4600 12.9600 3.6500     0 0.94 
OBS: 57325.014 i E2    2.193    7.954   99.000 31.0210 2.2700 24.5700 3.7700     0 1.01 
OBS: 57325.016 z E2   24.088   10.669   99.000 30.6930 2.2717 24.1004 3.9743     0 0.86 
OBS: 57329.028 g E2    1.422    4.233   99.000 30.7480 2.6300 7.1100 3.6800     0 1.01 
OBS: 57329.031 r E2    2.759    6.010   99.000 30.7680 2.7000 11.6000 3.6400     0 0.91 
OBS: 57329.033 i E2    1.776    8.552   99.000 31.0060 2.4500 23.1000 3.7900     0 1.02 
OBS: 57329.035 z E2    6.759   11.393   99.000 30.6689 2.6189 22.6944 4.0005     0 1.00 
OBS: 57334.224 g E2   -0.422    4.552   99.000 30.7340 2.9500 7.7000 3.7000     0 0.93 
OBS: 57334.226 r E2   -0.075    5.110   99.000 30.7600 2.3400 11.8900 3.7000     0 1.09 
OBS: 57334.228 i E2   11.928    5.672   99.000 31.0020 1.9300 21.6000 3.8500     0 0.94 
OBS: 57334.231 z E2   -7.305    7.650   99.000 30.6918 1.9461 21.0294 4.0200     0 1.06 
OBS: 57340.063 g E2    1.013    3.577   99.000 30.7640 2.3800 7.5000 3.6900     0 1.03 
OBS: 57340.066 r E2    0.854    3.975   99.000 30.7750 2.1400 11.1400 3.6400     0 1.01 
OBS: 57340.068 i E2    5.827    6.373   99.000 31.0110 1.9500 21.7000 3.8300     0 0.91 
OBS: 57340.071 z E2   11.238    7.802   99.000 30.7605 1.9457 22.4573 4.0049     0 0.96 
OBS: 57342.021 g E2    4.579    3.536   99.000 30.7290 1.8100 9.4500 3.8200     0 0.99 
OBS: 57342.024 r E2    1.260    4.572   99.000 30.6430 1.7200 13.0300 3.7000     0 0.95 
OBS: 57342.028 z E2   -5.792    8.440   99.000 30.4900 1.6095 24.2680 4.0034     0 1.00 
OBS: 57347.076 g E2    8.960    8.304   99.000 30.7230 1.9100 21.5100 3.9600     0 1.02 
OBS: 57347.079 r E2   -2.349    9.800   99.000 30.7360 2.3900 22.0900 3.7700     0 1.05 
OBS: 57347.081 i E2    1.486    7.324   99.000 31.0110 1.8200 30.2600 3.8400     0 1.09 
OBS: 57347.083 z E2  -10.828    8.165   99.000 30.6943 1.8205 24.1700 4.0025     0 1.02 
OBS: 57356.120 g E2    2.976    3.571   99.000 30.7200 2.0400 8.2400 3.7400     0 0.97 
OBS: 57356.122 r E2   28.815    4.022   99.000 30.7550 1.7400 11.8900 3.6500     0 0.99 
OBS: 57356.125 i E2   11.936    4.937   99.000 31.0060 1.6300 22.5100 3.7900     0 1.03 
OBS: 57356.129 z E2   28.783    7.175   99.000 30.7120 1.5100 28.2100 4.0200 65536 0.97 
OBS: 57366.039 g E2   59.932    4.156   99.000 30.7370 2.1800 8.6400 3.7600     0 1.04 
OBS: 57366.041 r E2   98.393    4.692   99.000 30.7580 1.9800 11.3000 3.6500     0 1.01 
OBS: 57366.043 i E2   90.946    5.846   99.000 30.9910 1.8600 21.2000 3.8500     0 1.05 
OBS: 57366.046 z E2   92.325    7.195   99.000 30.6435 1.7803 21.0574 4.0103     0 1.05 
OBS: 57373.036 g E2   65.150   11.201   99.000 30.7840 3.4800 16.3500 3.8700     0 1.03 
OBS: 57373.038 r E2  121.931    8.960   99.000 30.7980 2.9400 16.5900 3.6800     0 0.97 
OBS: 57373.040 i E2  129.062   11.492   99.000 31.0270 2.8500 27.2200 3.7600     0 1.00 
OBS: 57373.043 z E2  106.430   10.494   99.000 30.6822 2.5739 23.3345 3.9900     0 0.98 
OBS: 57385.092 g E2   33.442    5.993   99.000 30.7090 2.7000 9.7400 3.8200     0 0.96 
OBS: 57385.095 r E2  115.696    5.852   99.000 30.7560 2.2600 13.1900 3.6900     0 1.01 
OBS: 57385.097 i E2  122.297    6.620   99.000 31.0040 1.8900 23.8100 3.8300     0 1.06 
OBS: 57385.100 z E2   91.698    7.714   99.000 30.6957 1.8410 22.7756 4.0100     0 0.95 
OBS: 57389.057 g E2   31.992    4.532   99.000 30.7480 2.8700 7.8500 3.7200     0 1.05 
OBS: 57389.060 r E2   93.524    5.283   99.000 30.7650 2.4700 11.5200 3.6700     0 0.87 
OBS: 57389.062 i E2  101.585    7.257   99.000 31.0010 2.1800 23.8500 3.8100     0 1.08 
OBS: 57389.063 z E2   96.616   10.377   99.000 30.6648 2.3571 23.4864 3.9999     0 1.03 
OBS: 57396.044 g E2   18.579    6.588   99.000 30.7160 2.6100 11.7100 3.8600     0 0.98 
OBS: 57396.047 r E2   64.002    6.321   99.000 30.7500 2.3300 13.4800 3.7000     0 1.07 
