SURVEY:              DES 
SNID: 1302141 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:     7.830452
DECL:   -42.501400
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57274.593750    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.61 +- 0.005 
REDSHIFT_CMB: 0.6087981 +- 0.005 
VPEC: 7.301398 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00670 
MWEBV_ERR:   0.00050 

HOSTGAL_OBJID:       6672 
HOSTGAL_PHOTOZ:      0.6782 +- 0.1360 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       0.37 
HOSTGAL_LOGMASS:      9.429 +- 1.76    #  OVERRIDE 
HOSTGAL_MAG:         26.15 25.37 25.26 25.31 
HOSTGAL_SB_FLUXCAL:  0.61 1.51 2.97 1.68 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57290.056000 
PRIVATE(DES_mjd_trigger):        57273.096000 

# ---------------------- 
NOBS: 118
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57248.403 g E1  -10.403    6.824   99.000 30.6060 4.0700 7.2600 3.4500     0 1.03 
OBS: 57248.406 r E1    0.149    9.237   99.000 30.6820 3.9400 11.0400 3.5000     0 0.90 
OBS: 57248.408 i E1    8.716   12.656   99.000 30.9350 3.7200 21.1700 3.8200     0 1.02 
OBS: 57248.411 z E1  -24.275   16.939   99.000 30.6243 3.6926 21.4026 3.8784     0 0.93 
OBS: 57252.229 g E1    4.766    4.334   99.000 30.6860 2.8300 7.2800 3.4500     0 1.09 
OBS: 57252.231 r E1   -5.470    5.041   99.000 30.7440 2.3400 11.1300 3.5000     0 0.92 
OBS: 57252.233 i E1   -0.789    7.946   99.000 30.9830 2.5100 20.2800 3.8400     0 0.88 
OBS: 57252.236 z E1   -3.460    8.516   99.000 30.6899 2.2613 20.9682 3.9002     0 0.88 
OBS: 57256.209 g E1  -15.226    7.256   99.000 30.7120 4.4400 7.4500 3.4700     0 0.98 
OBS: 57256.211 r E1  -10.673    8.666   99.000 30.7480 3.9700 11.1100 3.4800     0 0.83 
OBS: 57256.213 i E1  -26.953   12.567   99.000 30.9800 4.1100 20.0000 3.7500     0 0.91 
OBS: 57256.216 z E1   13.460   15.550   99.000 30.6698 3.9174 20.0040 3.8859     0 0.98 
OBS: 57257.212 g E1    4.727    5.504   99.000 30.6120 2.6400 9.9200 3.5700     0 0.93 
OBS: 57257.214 r E1    0.167    6.905   99.000 30.6140 2.5100 12.6900 3.5300     0 0.91 
OBS: 57257.216 i E1   -7.130    7.656   99.000 30.8270 2.3200 19.4700 3.7800     0 0.89 
OBS: 57257.218 z E1   14.393    8.438   99.000 30.5174 2.3412 16.8128 3.8907     0 0.94 
OBS: 57265.209 g E1    7.659   26.252   99.000 30.6970 2.4000 38.1000 3.7400     0 1.12 
OBS: 57265.212 r E1   56.647   15.071   99.000 30.7380 2.4300 33.5600 3.6400     0 0.96 
OBS: 57265.214 i E1   36.488   10.586   99.000 30.9840 2.1900 34.1400 3.8400     0 1.04 
