SURVEY:              DES 
SNID: 1303004 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    35.294621
DECL:    -6.463124
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              56957.449219    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.296 +- 0.005 
REDSHIFT_CMB: 0.2949566 +- 0.005 
VPEC: -19.534832 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.02480 
MWEBV_ERR:   0.00080 

HOSTGAL_OBJID:       -888 
HOSTGAL_PHOTOZ:      -9.0000 +- -9.0000 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       -9.00 
HOSTGAL_LOGMASS:      9.369 +- 0.2945    #  OVERRIDE 
HOSTGAL_MAG:         888.00 888.00 888.00 888.00 
HOSTGAL_SB_FLUXCAL:  0.18 0.52 0.90 -0.64 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57033.042000 
PRIVATE(DES_mjd_trigger):        56949.112000 

# ---------------------- 
NOBS: 116
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 56904.221 g X2   -2.291   14.287   99.000 30.7750 3.1300 18.5500 4.1200     0 0.99 
OBS: 56904.223 r X2    7.845    8.063   99.000 30.7680 2.5600 17.7100 4.0100     0 0.94 
OBS: 56904.225 i X2  -10.337    8.257   99.000 31.0060 2.4100 24.1500 4.0200     0 0.92 
OBS: 56904.228 z X2   12.968    9.507   99.000 30.6722 2.2545 22.2554 3.9345     0 1.02 
OBS: 56915.292 g X2    3.095    7.172   99.000 30.7660 2.5200 15.1900 4.1100     0 0.89 
OBS: 56915.294 r X2    9.351    8.012   99.000 30.7750 2.4600 16.9900 4.0300     0 0.97 
OBS: 56915.296 i X2    1.297    7.094   99.000 31.0000 2.1500 23.5100 4.0300     0 1.03 
OBS: 56915.299 z X2   -3.591    8.612   99.000 30.6781 2.1948 20.5150 3.9500     0 1.00 
OBS: 56923.302 g X2    7.121    5.367   99.000 30.7250 3.7500 7.3500 3.8600     0 1.02 
OBS: 56923.304 r X2   -1.439    7.689   99.000 30.7660 3.3800 12.1800 3.9400     0 1.10 
OBS: 56923.306 i X2   -4.593    9.343   99.000 30.9900 3.1900 19.2100 3.9700     0 1.12 
OBS: 56923.309 z X2   -8.779   11.377   99.000 30.6727 3.0076 19.0211 3.9103     0 1.04 
OBS: 56924.180 g X2   -2.522    3.345   99.000 30.7510 2.4000 7.1000 3.8900     0 1.06 
OBS: 56924.182 r X2   -2.992    5.641   99.000 30.7620 2.6300 10.6500 3.9000     0 0.89 
OBS: 56924.184 i X2   -7.169    5.840   99.000 31.0000 2.1100 18.0000 3.9600     0 1.03 
OBS: 56924.187 z X2    4.351    6.623   99.000 30.6765 1.9887 17.4219 3.9200     0 1.02 
OBS: 56931.161 g X2    0.160    7.172   99.000 30.7380 2.9500 11.6200 4.1000     0 1.03 
OBS: 56931.163 r X2   18.699    7.441   99.000 30.7610 2.8700 14.2600 3.9800     0 0.88 
OBS: 56931.165 i X2    2.885    8.270   99.000 31.0000 2.2700 24.7100 4.0300     0 1.08 
OBS: 56931.168 z X2    4.952    9.764   99.000 30.6683 2.0789 24.4235 3.9253     0 0.94 
OBS: 56934.371 i X2  -12.049   15.919   99.000 30.9990 4.3900 24.1400 3.9800     0 0.98 
OBS: 56934.372 z X2    3.457   34.799   99.000 30.6150 4.4500 34.7000 3.9200 65536 1.11 
OBS: 56936.361 g X2    2.139   10.035   99.000 30.7330 2.6600 16.3100 4.1200     0 0.94 
OBS: 56936.363 r X2    4.922    8.015   99.000 30.7810 2.3400 19.0500 4.0400     0 0.95 
OBS: 56936.365 i X2   -6.154    8.646   99.000 31.0070 2.2100 27.4000 4.1000     0 0.92 
OBS: 56936.368 z X2   37.486    9.267   99.000 30.7106 2.0753 24.0161 3.9222     0 1.01 
OBS: 56943.245 g X2   36.936    8.992   99.000 30.7790 2.2600 17.9500 4.1200     0 1.06 
OBS: 56943.247 r X2   68.091    6.209   99.000 30.7910 1.8600 17.1700 4.0300     0 0.96 
OBS: 56943.249 i X2   57.953    5.641   99.000 31.0100 1.8700 20.6000 4.0900     0 0.94 
OBS: 56943.251 z X2   53.573    6.359   99.000 30.7130 1.9095 16.9172 3.9452     0 1.02 
OBS: 56949.112 g X2  172.312    8.179   99.000 30.2240 2.8400 8.0800 3.9800     0 1.09 
OBS: 56949.115 r X2  198.589   15.326   99.000 29.8760 2.4900 13.6200 4.0300     0 1.08 
OBS: 56949.119 z X2  132.313   18.106   99.000 29.9132 2.2010 21.6282 3.9760     0 1.04 
