SURVEY:              DES 
SNID: 1333438 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    52.352478
DECL:   -28.996702
TYPE:                 101    #  OVERRIDE 
PEAKMJD:              57323.250000    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.4 +- 0.0005 
REDSHIFT_CMB: 0.3994574 +- 0.0005 
VPEC: 4.605336 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00810 
MWEBV_ERR:   0.00020 

HOSTGAL_OBJID:       -888 
HOSTGAL_PHOTOZ:      -9.0000 +- -9.0000 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       -9.00 
HOSTGAL_LOGMASS:      10.682 +- 0.085    #  OVERRIDE 
HOSTGAL_MAG:         888.00 888.00 888.00 888.00 
HOSTGAL_SB_FLUXCAL:  56.83 154.52 216.84 308.09 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57331.191000 
PRIVATE(DES_mjd_trigger):        57325.182000 

# ---------------------- 
NOBS: 70
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57276.323 r C3   -3.783    2.494   99.000 31.8359 3.0747 9.5704 3.3389     0 0.91 
OBS: 57277.327 z C3   -5.623    4.765   99.000 31.1620 1.7922 19.7327 3.7896 98304 0.70 
OBS: 57277.368 i C3    6.963    2.293   99.000 31.6287 1.9901 11.8886 3.5181     0 0.82 
OBS: 57278.247 g C3    2.219    2.043   99.000 30.8095 2.5019 4.6380 3.3566     0 1.15 
OBS: 57283.275 r C3    2.395    2.205   99.000 31.8154 2.1866 12.4162 3.3456     0 0.99 
OBS: 57284.355 i C3    8.010    2.762   99.000 31.5604 2.1683 12.3459 3.5345 32768 0.83 
OBS: 57287.253 g C3    2.645    3.101   99.000 30.8278 3.5098 4.8265 3.3575     0 1.02 
OBS: 57287.352 r C3   -9.051    2.807   99.000 31.8374 3.2668 9.8379 3.3469     0 0.84 
OBS: 57288.295 r C3    1.338    4.468   99.000 31.8262 3.9804 11.9569 3.3254 32768 0.73 
OBS: 57288.319 i C3   -3.641    4.903   99.000 31.6352 3.1916 15.9528 3.5191 65536 0.77 
OBS: 57291.205 r C3    9.717   13.570   99.000 31.7430 2.5200 52.8200 3.5100 32768 0.87 
OBS: 57292.228 i C3   28.245   10.797   99.000 31.6311 3.0469 34.1092 3.6541 98304 0.78 
OBS: 57297.346 r C3   10.949    5.334   99.000 31.8279 3.0129 21.4403 3.4599     0 0.88 
OBS: 57297.364 i C3   -0.077    5.609   99.000 31.6347 2.6796 22.3292 3.5980 32768 0.75 
OBS: 57302.241 g C3    4.436    2.335   99.000 30.8446 2.3944 5.2998 3.3036 65536 1.18 
OBS: 57302.251 r C3    5.329    2.227   99.000 31.8005 2.5749 9.9744 3.3483     0 0.77 
OBS: 57302.267 i C3   12.378    2.941   99.000 31.6356 2.6531 11.2982 3.5156     0 0.81 
OBS: 57311.208 g C3   18.514    2.412   99.000 30.8301 2.3453 5.4199 3.3400 32768 1.11 
OBS: 57311.216 r C3   33.123    1.693   99.000 31.7907 2.0867 9.2775 3.3436     0 0.96 
OBS: 57311.232 i C3   41.152    1.934   99.000 31.6273 1.8579 10.4188 3.5073 32768 0.83 
OBS: 57311.292 z C3   31.008    5.071   99.000 31.1740 1.8352 20.8448 3.7900 98304 0.84 
OBS: 57317.157 g C3   52.382    9.217   99.000 30.8190 2.4200 18.5100 3.5100 32768 0.99 
OBS: 57317.188 r C3   75.363    3.115   99.000 31.7929 2.1870 19.1341 3.4048 32768 0.91 
