SURVEY:              DES 
SNID: 1343401 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    34.572121
DECL:    -5.654875
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57393.132812    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.38397 +- 0.0005 
REDSHIFT_CMB: 0.3828356 +- 0.0005 
VPEC: -16.43183 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.02410 
MWEBV_ERR:   0.00070 

HOSTGAL_OBJID:       44626 
HOSTGAL_PHOTOZ:      0.3934 +- 0.0425 
HOSTGAL_SPECZ:       0.3840 +- -9.0000 
HOSTGAL_SNSEP:       0.97 
HOSTGAL_LOGMASS:      10.74 +- 0.073    #  OVERRIDE 
HOSTGAL_MAG:         22.54 20.87 20.23 19.92 
HOSTGAL_SB_FLUXCAL:  19.57 100.63 168.74 227.42 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57427.057000 
PRIVATE(DES_mjd_trigger):        57379.061000 

# ---------------------- 
NOBS: 40
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57339.033 g X1    2.800    5.886   99.000 30.6580 3.2200 8.4300 3.4900     0 1.13 
OBS: 57339.035 r X1  -20.366    7.629   99.000 30.7000 2.9900 13.5900 3.4900     0 1.15 
OBS: 57339.037 i X1    0.492   10.910   99.000 30.9790 2.7400 25.2500 3.6100     0 1.00 
OBS: 57339.040 z X1   -5.555   11.946   99.000 30.6656 2.5959 25.3138 3.7386     0 1.10 
OBS: 57344.213 g X1    3.489    3.326   99.000 30.6990 2.1900 8.0800 3.4500     0 0.92 
OBS: 57344.216 r X1    5.805    4.469   99.000 30.6690 1.7800 12.5100 3.4800     0 1.02 
OBS: 57344.218 i X1   11.120    7.353   99.000 30.9140 1.8100 24.5700 3.6400     0 1.11 
OBS: 57344.220 z X1    5.389    8.243   99.000 30.5323 1.7449 23.8472 3.7600     0 0.98 
OBS: 57355.156 g X1    9.826    8.611   99.000 30.6550 1.7700 21.7100 3.6600     0 1.02 
OBS: 57355.159 r X1    6.145    6.594   99.000 30.7070 1.6600 20.9900 3.5500     0 1.12 
OBS: 57355.161 i X1    9.002    6.220   99.000 30.9590 1.5000 28.0500 3.7100     0 0.99 
OBS: 57355.163 z X1    2.529    7.384   99.000 30.6485 1.6742 24.3139 3.7648     0 1.05 
OBS: 57365.051 g X1    1.711    4.629   99.000 30.3880 2.2300 8.0000 3.4700     0 0.93 
OBS: 57365.054 r X1    5.275    5.067   99.000 30.5070 1.9000 11.1500 3.4600     0 1.11 
OBS: 57365.056 i X1    5.006    5.481   99.000 30.9140 1.6800 18.9400 3.5700     0 1.18 
OBS: 57365.059 z X1    6.751    6.089   99.000 30.5188 1.7462 16.6410 3.7893     0 1.10 
OBS: 57372.046 g X1    1.029    4.376   99.000 30.6900 2.2900 10.1300 3.5200     0 1.17 
OBS: 57372.048 r X1   12.342    5.003   99.000 30.7150 2.1500 12.0000 3.4400     0 1.19 
OBS: 57372.051 i X1   13.775    7.600   99.000 30.9570 2.2700 20.0000 3.6000     0 0.93 
OBS: 57372.053 z X1   19.151    6.997   99.000 30.6436 2.0713 18.6641 3.7385     0 0.99 
OBS: 57379.058 g X1   15.980   22.889   99.000 30.7690 2.3100 38.6500 3.6700     0 0.99 
OBS: 57379.061 r X1   95.612   17.081   99.000 30.7420 2.1400 37.3900 3.6200     0 1.01 
OBS: 57379.063 i X1   60.719   11.282   99.000 30.9880 2.0700 44.1400 3.7300     0 0.84 
OBS: 57379.066 z X1   65.240   10.972   99.000 30.6555 1.7905 32.0316 3.7647     0 1.05 
OBS: 57388.042 g X1  132.515    5.618   99.000 30.5740 2.0400 11.4300 3.5800     0 0.95 
OBS: 57388.045 r X1  176.192    7.344   99.000 30.4590 1.9300 14.1300 3.5000     0 0.96 
OBS: 57388.047 i X1  164.428    7.657   99.000 30.9180 1.9900 21.5100 3.6700     0 1.15 
OBS: 57388.049 z X1  137.829    9.257   99.000 30.4689 1.9466 21.1510 3.7800     0 0.98 
OBS: 57395.094 g X1  120.606    6.286   99.000 30.6930 3.2800 8.1600 3.4500     0 1.00 
OBS: 57395.096 r X1  203.278    7.178   99.000 30.7220 2.8700 11.9900 3.4200     0 1.03 
OBS: 57395.098 i X1  187.423   14.742   99.000 30.9660 3.4500 23.8700 3.6400     0 1.13 
OBS: 57395.100 z X1  148.051   19.284   99.000 30.5598 3.6844 23.6675 3.7626     0 1.00 
OBS: 57402.048 g X1   90.392    4.894   99.000 30.6490 1.7200 13.2800 3.5900     0 1.03 
OBS: 57402.051 r X1  182.300    5.377   99.000 30.7110 1.5600 15.0200 3.5000     0 1.07 
OBS: 57402.053 i X1  184.469    5.755   99.000 30.9620 1.4200 23.5700 3.6600     0 1.05 
OBS: 57402.056 z X1  140.968    6.178   99.000 30.6121 1.3800 21.8345 3.7849     0 1.08 
OBS: 57427.050 g X1   14.711    8.726   99.000 30.5710 3.7600 9.5900 3.5200     0 1.09 
OBS: 57427.052 r X1   46.266    8.763   99.000 30.6400 3.1700 14.2000 3.4600     0 1.07 
OBS: 57427.054 i X1   60.989   12.290   99.000 30.9300 3.1300 26.6400 3.6200     0 1.05 
OBS: 57427.057 z X1   76.852   15.966   99.000 30.5582 2.9448 26.4383 3.7958     0 1.01 
