SURVEY:              DES 
SNID: 1262214 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    53.502693
DECL:   -28.660202
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              56654.035156    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.69 +- 0.005 
REDSHIFT_CMB: 0.6893742 +- 0.005 
VPEC: 2.979435 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.00750 
MWEBV_ERR:   0.00030 

HOSTGAL_OBJID:       5346 
HOSTGAL_PHOTOZ:      0.7281 +- 0.0673 
HOSTGAL_SPECZ:       -9.9900 +- -9.0000 
HOSTGAL_SNSEP:       0.18 
HOSTGAL_LOGMASS:      8.864 +- 0.0575    #  OVERRIDE 
HOSTGAL_MAG:         26.72 25.43 24.59 24.33 
HOSTGAL_SB_FLUXCAL:  0.07 0.98 3.11 2.36 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      56695.046000 
PRIVATE(DES_mjd_trigger):        56645.067000 

# ---------------------- 
NOBS: 138
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 56602.105 g C2   -3.260    2.173   99.000 30.9110 1.5300 7.5500 3.6500     0 1.06 
OBS: 56602.107 r C2    0.441    2.642   99.000 30.8440 1.4000 11.2500 3.5500     0 0.89 
OBS: 56602.109 i C2   -1.611    4.323   99.000 31.0760 1.5100 21.6400 3.8000     0 0.99 
OBS: 56602.132 g C3    0.256    1.326   99.000 31.0886 1.8961 4.3879 3.7300     0 0.96 
OBS: 56602.276 i C3    3.587    2.207   99.000 31.7072 2.2379 13.6053 3.8395     0 0.99 
OBS: 56602.300 r C3    0.228    1.629   99.000 31.9208 2.1968 11.3655 3.7703     0 0.93 
OBS: 56607.069 g C3  -27.001    6.626   99.000 31.0001 4.2754 10.2341 3.9483     0 0.95 
OBS: 56607.276 i C3    2.723    2.465   99.000 31.7253 2.8424 11.6586 3.7669     0 1.02 
OBS: 56607.302 r C3   -0.203    2.089   99.000 31.9451 3.1162 10.0491 3.7268     0 1.01 
OBS: 56609.055 g C2   11.621   10.127   99.000 30.8470 2.1300 24.4700 3.8800     0 0.88 
OBS: 56609.057 r C2    8.510    8.035   99.000 30.7970 1.8600 23.5500 3.7000     0 1.07 
OBS: 56609.059 i C2   10.388    6.982   99.000 31.0280 1.7300 32.9900 3.8000     0 0.96 
