SURVEY:              DES 
SNID: 1319366 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    41.495522
DECL:    -1.088128
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57300.074219    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.23572 +- 0.0005 
REDSHIFT_CMB: 0.2348278 +- 0.0005 
VPEC: -27.772886 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.03160 
MWEBV_ERR:   0.00080 

HOSTGAL_OBJID:       21679 
HOSTGAL_PHOTOZ:      0.2734 +- 0.0418 
HOSTGAL_SPECZ:       0.2357 +- -9.0000 
HOSTGAL_SNSEP:       1.12 
HOSTGAL_LOGMASS:      9.611 +- 0.02    #  OVERRIDE 
HOSTGAL_MAG:         22.19 21.56 21.30 21.17 
HOSTGAL_SB_FLUXCAL:  25.73 50.49 62.25 74.56 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57403.099000 
PRIVATE(DES_mjd_trigger):        57291.222000 

# ---------------------- 
NOBS: 98
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57248.388 g S2   -6.294    8.498   99.000 30.5180 4.1400 8.2300 3.3700     0 0.98 
OBS: 57248.391 r S2   11.311   11.218   99.000 30.6270 4.0500 11.6100 3.6100     0 1.01 
OBS: 57248.393 i S2   -7.015   10.741   99.000 30.9560 3.8200 20.7300 3.9000     0 0.99 
OBS: 57248.395 z S2   -3.310   16.615   99.000 30.6495 3.7990 20.7230 3.8750     0 0.92 
OBS: 57252.303 g S2   15.503    5.762   99.000 30.6510 2.8000 8.5100 3.4000     0 1.03 
OBS: 57252.305 r S2    2.717    7.593   99.000 30.6990 2.7800 12.9400 3.6600     0 1.11 
OBS: 57252.307 i S2   -2.172    9.561   99.000 30.9770 2.4600 23.8800 3.8500     0 0.96 
OBS: 57252.310 z S2    3.198   11.721   99.000 30.6778 2.5893 24.0837 3.8812     0 0.98 
OBS: 57256.292 g S2  -10.175    8.661   99.000 30.5520 4.3500 8.4500 3.4000     0 1.01 
OBS: 57256.295 r S2  -13.796    9.877   99.000 30.7000 4.0300 12.2600 3.6300     0 1.08 
OBS: 57256.297 i S2  -16.809   10.232   99.000 30.9870 3.1800 21.4100 3.8600     0 1.03 
OBS: 57256.300 z S2   31.320   16.557   99.000 30.6724 3.6078 20.7850 3.8856     0 1.01 
OBS: 57265.286 g S2  -71.455   36.678   99.000 30.5270 2.9400 41.0900 3.8700     0 1.00 
OBS: 57265.288 r S2  -33.729   21.685   99.000 30.6990 2.5800 36.1300 3.8300     0 1.04 
OBS: 57265.291 i S2  -12.440   13.454   99.000 30.9650 2.3200 35.9800 3.9500     0 0.89 
OBS: 57265.293 z S2   -2.830   10.185   99.000 30.6616 2.2708 22.9476 3.8600     0 0.93 
OBS: 57276.312 r S2    7.817   12.461   99.000 30.0390 2.8100 11.6500 3.6200     0 0.93 
