SURVEY:              DES 
SNID: 1335868 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    55.089100
DECL:   -26.512669
TYPE:                 101    #  OVERRIDE 
PEAKMJD:              57345.785156    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.62 +- 0.005 
REDSHIFT_CMB: 0.6194229 +- 0.005 
VPEC: 2.400625 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.01200 
MWEBV_ERR:   0.00070 

HOSTGAL_OBJID:       -888 
HOSTGAL_PHOTOZ:      -9.0000 +- -9.0000 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       -9.00 
HOSTGAL_LOGMASS:      2.0 +- 2.0    #  OVERRIDE 
HOSTGAL_MAG:         888.00 888.00 888.00 888.00 
HOSTGAL_SB_FLUXCAL:  -0.18 -0.12 0.42 -0.10 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57385.156000 
PRIVATE(DES_mjd_trigger):        57332.077000 

# ---------------------- 
NOBS: 87
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57297.187 g C1  -58.092   25.925   99.000 30.6170 3.7800 24.2700 3.8200     0 0.95 
OBS: 57297.189 r C1   56.579   33.855   99.000 30.4470 3.4300 33.3200 3.8000     0 1.10 
OBS: 57297.191 i C1  -13.762   17.876   99.000 30.9810 3.9400 30.8300 3.8000     0 1.02 
OBS: 57297.193 z C1    2.269   19.916   99.000 30.6102 3.8908 25.1526 3.9736     0 1.04 
OBS: 57298.353 z C1  -22.499   16.322   99.000 30.1411 1.6733 30.4528 3.9800     0 1.02 
OBS: 57302.316 g C1   -2.492    7.269   99.000 30.6510 3.8700 7.7500 3.5700     0 0.82 
OBS: 57302.318 r C1    1.948    8.310   99.000 30.6100 3.6000 11.4000 3.6600     0 0.99 
OBS: 57302.320 i C1   24.194   15.128   99.000 30.7270 3.8500 20.2300 3.7700     0 1.11 
OBS: 57302.323 z C1  -11.269   16.269   99.000 30.4615 3.7489 18.3597 4.0343     0 0.96 
OBS: 57303.152 g C1   10.374   17.518   99.000 29.6970 4.3800 7.3600 3.6300     0 0.93 
OBS: 57303.154 r C1  -10.161   27.236   99.000 29.3680 3.8300 12.4700 3.7600     0 0.98 
OBS: 57303.156 i C1  -34.543   20.160   99.000 30.3110 3.3800 22.1100 3.8200     0 1.00 
OBS: 57303.159 z C1  -34.448   22.196   99.000 30.2865 3.9719 20.4918 3.9997     0 0.95 
OBS: 57304.177 g C1   -4.742    4.321   99.000 30.6650 2.9300 6.8700 3.6300     0 1.00 
OBS: 57304.180 r C1   -0.267    5.871   99.000 30.7190 2.8400 10.5800 3.6200     0 1.07 
OBS: 57304.182 i C1    5.786    9.231   99.000 30.6610 2.5500 20.1400 3.7800     0 0.95 
OBS: 57304.184 z C1   15.635   11.924   99.000 30.3435 2.6162 18.9929 4.0436     0 0.92 
OBS: 57311.355 g C1    0.342    3.330   99.000 30.6620 2.0500 7.6600 3.5900     0 1.05 
OBS: 57311.357 r C1   -7.791    4.239   99.000 30.7360 1.9600 11.5100 3.6700     0 0.97 
OBS: 57311.360 i C1   -1.010    5.842   99.000 30.9740 1.8700 19.8100 3.7800     0 1.15 
OBS: 57311.362 z C1   -7.342    7.926   99.000 30.4910 1.8128 19.4687 4.0328     0 1.00 
OBS: 57315.229 g C1   -2.510    4.598   99.000 30.6390 3.0200 7.0700 3.6600     0 1.00 
OBS: 57315.232 r C1   -9.302    6.271   99.000 30.7070 2.9100 10.6600 3.6400     0 0.94 
OBS: 57315.234 i C1    5.697    7.712   99.000 30.9920 2.7700 19.1100 3.7500     0 1.05 
OBS: 57315.236 z C1  -16.130   10.530   99.000 30.6539 2.8502 18.5320 3.9995     0 0.98 
OBS: 57319.149 r C1   30.689   16.100   99.000 30.7290 4.0400 23.8500 3.7600     0 0.97 
OBS: 57319.151 i C1   -7.705   15.539   99.000 30.9930 3.4600 29.8300 3.8200     0 1.04 
OBS: 57319.154 z C1    8.329   14.355   99.000 30.6577 3.1114 23.6372 3.9600     0 0.98 
OBS: 57325.120 g C1   35.704   24.707   99.000 30.6330 2.4000 28.2000 3.8500     0 0.91 
OBS: 57325.122 r C1   18.903   13.479   99.000 30.7040 2.0600 27.8700 3.8100     0 0.86 
OBS: 57325.124 i C1   21.560   10.226   99.000 30.9750 1.9000 34.1300 3.8400     0 1.01 
OBS: 57325.127 z C1   27.744    9.210   99.000 30.6605 1.8561 25.5510 3.9906     0 0.95 
OBS: 57329.211 g C1    6.352    4.514   99.000 30.7030 2.9100 7.4300 3.6200     0 1.07 
OBS: 57329.213 r C1   29.321    5.601   99.000 30.7290 2.6000 11.0200 3.6300     0 0.96 
OBS: 57329.216 i C1   24.430    7.483   99.000 30.9810 2.6000 20.2500 3.7800     0 1.03 
OBS: 57329.218 z C1   21.575   10.707   99.000 30.6567 2.7686 19.3184 4.0231     0 1.02 
OBS: 57332.074 g C1   17.377    5.481   99.000 30.6370 3.3800 7.3100 3.5400     0 1.02 
OBS: 57332.077 r C1   42.471    5.992   99.000 30.7090 2.6400 11.4300 3.6700     0 0.97 
OBS: 57332.079 i C1   36.086    7.766   99.000 30.9780 2.3600 22.1500 3.8100     0 0.82 
OBS: 57332.081 z C1   17.348    9.642   99.000 30.6975 2.3705 21.8314 3.9848     0 1.01 
OBS: 57339.295 g C1   20.211    4.217   99.000 30.6520 2.6600 7.3500 3.5800     0 0.93 
OBS: 57339.297 r C1   66.478    5.511   99.000 30.7060 2.3000 11.3800 3.6200     0 0.91 
OBS: 57339.300 i C1   59.868    8.471   99.000 30.9750 2.4800 22.5000 3.8000     0 1.02 
OBS: 57339.304 z C1   64.683   17.247   99.000 30.6870 2.7400 31.7300 3.9800 32768 0.97 
OBS: 57345.312 g C1   15.235    5.322   99.000 30.6720 3.2100 7.5000 3.6400     0 1.05 
OBS: 57345.314 r C1   73.657    6.584   99.000 30.7280 3.1800 10.8800 3.6500     0 1.06 
OBS: 57345.316 i C1   71.464    8.415   99.000 30.9910 2.8100 20.2500 3.7600     0 0.90 
OBS: 57345.319 z C1   57.188   11.047   99.000 30.7100 2.7966 21.3414 3.9800     0 1.06 
OBS: 57355.238 g C1   38.063   11.521   99.000 30.6590 2.2400 22.1800 3.8500     0 0.94 
OBS: 57355.240 r C1   57.911    8.542   99.000 30.7100 2.1200 20.7200 3.8000     0 1.07 
OBS: 57355.242 i C1   56.947    8.431   99.000 30.9710 1.9900 27.2000 3.8100     0 0.92 
OBS: 57355.245 z C1   71.299    8.288   99.000 30.6700 1.9440 21.9979 4.0051     0 1.03 
OBS: 57365.182 g C1    2.131    2.422   99.000 30.6710 1.6600 6.6700 3.6000     0 0.91 
OBS: 57365.185 r C1   39.179    3.252   99.000 30.7210 1.5100 9.5800 3.6200     0 1.09 
OBS: 57365.187 i C1   38.619    4.738   99.000 30.9630 1.4500 17.6100 3.8000     0 0.89 
OBS: 57365.189 z C1   56.424    4.934   99.000 30.6060 1.3750 16.8461 3.9950     0 0.98 
OBS: 57372.237 g C1    5.901    5.672   99.000 29.9520 1.8900 7.8100 3.6700     0 0.90 
OBS: 57372.239 r C1   36.384   10.013   99.000 29.8880 1.8200 12.4500 3.7200     0 1.03 
OBS: 57372.241 i C1   43.353   10.394   99.000 30.5260 1.7100 26.6800 3.8300     0 0.99 
OBS: 57375.046 g C1   -6.620    8.752   99.000 30.6770 2.5800 16.8900 3.7900     0 0.94 
OBS: 57375.048 r C1   30.561    7.649   99.000 30.7210 2.5700 17.5900 3.7600     0 0.98 
OBS: 57375.050 i C1   29.366    9.082   99.000 30.9750 2.1700 25.5400 3.8000     0 0.94 
OBS: 57375.052 z C1   37.561    9.320   99.000 30.6230 2.1832 21.5553 3.9902     0 1.04 
OBS: 57385.148 g C1   -3.775    6.974   99.000 30.6810 1.8500 18.1300 3.8300     0 1.08 
OBS: 57385.151 r C1   13.511    5.585   99.000 30.7320 1.6900 17.1300 3.7500     0 1.07 
OBS: 57385.153 i C1   19.508    5.767   99.000 30.9860 1.5900 23.3700 3.8400     0 1.01 
OBS: 57385.155 z C1   44.687    6.466   99.000 30.6526 1.6275 20.3187 4.0241     0 1.01 
OBS: 57389.149 g C1   -7.408    4.844   99.000 30.7110 3.1600 7.5600 3.5600     0 1.08 
OBS: 57389.152 r C1   19.475    5.378   99.000 30.7540 2.6000 10.6100 3.6400     0 0.87 
OBS: 57389.154 i C1    5.931    8.111   99.000 30.9940 2.3400 22.6800 3.8000     0 0.94 
OBS: 57389.156 z C1   34.459   10.892   99.000 30.6572 2.3820 22.9385 3.9854     0 1.06 
OBS: 57394.158 g C1   -7.662    4.571   99.000 30.6740 3.0500 6.9900 3.6500     0 0.94 
OBS: 57394.160 r C1    5.359    5.825   99.000 30.7260 2.6200 11.2300 3.6700     0 0.98 
OBS: 57394.162 i C1   27.967    9.600   99.000 30.9850 2.5100 24.8200 3.8000     0 1.02 
OBS: 57394.164 z C1   40.572   11.991   99.000 30.6109 2.3644 25.1657 4.0200     0 0.99 
OBS: 57401.136 g C1   -1.622    2.566   99.000 30.6660 1.7900 6.6400 3.5700     0 1.08 
OBS: 57401.138 r C1    1.608    3.254   99.000 30.7180 1.6200 9.4800 3.6000     0 1.11 
OBS: 57401.140 i C1    3.498    5.263   99.000 30.9610 1.6200 19.0900 3.7600     0 1.06 
OBS: 57401.143 z C1   20.457    6.000   99.000 30.6060 1.5831 18.5613 4.0600     0 0.96 
OBS: 57408.065 g C1    4.270   15.399   99.000 30.6660 2.0100 29.5100 3.8600     0 0.96 
OBS: 57408.067 r C1  -16.154    9.739   99.000 30.7130 1.7400 28.7500 3.8100     0 0.96 
OBS: 57408.069 i C1   14.879    9.989   99.000 30.9490 1.6600 35.4000 3.8800     0 0.97 
OBS: 57408.072 z C1   14.114    8.910   99.000 30.5539 1.5564 26.2075 4.0088     0 1.02 
OBS: 57425.146 g C1    3.008    5.915   99.000 30.5650 3.2400 8.1900 3.6400     0 1.07 
OBS: 57425.149 r C1    1.949    6.878   99.000 30.6690 2.8800 11.8900 3.6600     0 0.95 
OBS: 57425.151 i C1   10.060    9.828   99.000 30.9530 2.8400 23.9000 3.8300     0 0.87 
OBS: 57425.154 z C1   -7.011   14.613   99.000 30.6013 2.9064 24.5684 3.9709     0 0.97 
