SURVEY:              DES 
SNID: 1332059 
IAUC: UNKNOWN
FILTERS:             griz 
FAKE:                0 
RA:    40.865082
DECL:    -1.277357
TYPE:                 1    #  OVERRIDE 
PEAKMJD:              57318.593750    #  OVERRIDE 
PSF_UNIT:            SIGMA-PIXELS 
REDSHIFT_HELIO: 0.58 +- 0.005 
REDSHIFT_CMB: 0.578843 +- 0.005 
VPEC: -13.206454 +- 250.0
PIXSIZE:             0.270 # arcsec 
MWEBV:       0.03330 
MWEBV_ERR:   0.00100 

HOSTGAL_OBJID:       -888 
HOSTGAL_PHOTOZ:      -9.0000 +- -9.0000 
HOSTGAL_SPECZ:       -9.0000 +- -9.0000 
HOSTGAL_SNSEP:       -9.00 
HOSTGAL_LOGMASS:      2.0 +- 2.0    #  OVERRIDE 
HOSTGAL_MAG:         888.00 888.00 888.00 888.00 
HOSTGAL_SB_FLUXCAL:  0.42 -0.23 0.51 -1.30 


# Appended from HEADER-override file. 
PRIVATE(DES_mjd_latest_ml):      57345.229000 
PRIVATE(DES_mjd_trigger):        57315.208000 

# ---------------------- 
NOBS: 83
NVAR: 12
VARLIST:  MJD BAND FIELD FLUXCAL FLUXCALERR SIM_MAGOBS ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB
OBS: 57276.312 r S2   -1.815   10.717   99.000 30.0960 2.8400 11.4000 3.7600     0 0.87 
OBS: 57276.314 i S2   -5.116    7.667   99.000 30.9620 2.8800 17.8600 3.9000     0 1.02 
OBS: 57276.317 z S2   -7.175   10.964   99.000 30.6127 3.4552 16.7583 3.9400     0 0.97 
OBS: 57277.307 g S2    5.567    4.692   99.000 30.6880 2.8800 8.1600 3.6800     0 0.89 
OBS: 57277.310 r S2   -1.109    5.753   99.000 30.7400 2.5100 11.6700 3.7500     0 0.90 
OBS: 57277.312 i S2   -8.608    6.869   99.000 31.0050 2.4300 18.9300 3.9100     0 0.91 
OBS: 57277.315 z S2    2.251    9.534   99.000 30.6834 2.5330 18.5226 3.9944     0 1.06 
OBS: 57284.324 g S2    2.926    6.173   99.000 30.6190 3.6900 7.9600 3.6300     0 0.95 
OBS: 57284.326 r S2    4.777    8.334   99.000 30.7140 3.4100 12.8500 3.7700     0 0.92 
OBS: 57284.328 i S2  -15.829    8.932   99.000 30.9880 3.3300 18.7400 3.8700     0 1.12 
OBS: 57284.331 z S2  -13.408   11.903   99.000 30.5788 3.1868 17.8403 3.9344     0 1.08 
OBS: 57288.199 r S2  -16.471   16.046   99.000 30.6570 4.1900 18.2500 3.8100     0 0.98 
OBS: 57288.201 i S2   -6.729   13.504   99.000 30.9470 3.9600 21.9300 3.9600     0 0.97 
OBS: 57288.203 z S2   -9.976   13.221   99.000 30.6229 3.6304 17.9692 3.9210     0 0.97 
OBS: 57291.222 g S2    8.626   30.155   99.000 30.7730 2.9200 34.1800 3.8600     0 1.13 
OBS: 57291.224 r S2   -7.555   17.147   99.000 30.7060 2.7000 31.3900 3.8600     0 1.02 
OBS: 57291.226 i S2  -22.059   15.950   99.000 30.9690 2.6800 33.3600 4.0100     0 0.89 
OBS: 57291.229 z S2  -21.641   11.760   99.000 30.6605 2.5923 22.4047 3.9355     0 1.01 
OBS: 57299.218 g S2    4.711   11.830   99.000 30.0020 2.4800 13.7500 3.8000     0 1.00 
OBS: 57299.222 i S2   -8.652   21.127   99.000 30.1900 2.2700 31.0200 4.0300     0 0.97 
