VARNAMES: CID REDSHIFT_CMB_ERR
SN: 1998dm 0.000150
SN: 1998dx 0.000043
SN: 1998ec 0.000026
SN: 1998ef 0.000005
SN: 1998eg 0.000007
SN: 1998es 0.000150
SN: 19990 0.000062
SN: 19992 0.000500
SN: 1999X 0.000011
SN: 1999aa 0.000009
SN: 1999ac 0.000016
SN: 1999aw 0.001000
SN: 1999bh 0.000008
SN: 1999by 0.000044
SN: 1999cc 0.000009
SN: 1999cl 0.000048
SN: 1999cp 0.000193
SN: 1999cw 0.000150
SN: 1999da 0.000028
SN: 1999dg 0.000143
SN: 1999dk 0.000002
SN: 1999dq 0.000002
SN: 1999ee 0.000150
SN: 1999ef 0.000009
SN: 1999ej 0.000033
SN: 1999ek 0.000033
SN: 1999gd 0.000015
SN: 1999gh 0.000103
SN: 1999gp 0.000026
SN: 2000B 0.000054
SN: 2000E 0.000005
SN: 2000bh 0.000150
SN: 2000bk 0.000150
SN: 2000ca 0.000200
SN: 2000ce 0.000009
SN: 2000cf 0.000066
SN: 2000cn 0.000033
SN: 2000cp 0.000283
SN: 2000cu 0.000150
SN: 2000cw 0.000009
SN: 2000cx 0.000017
SN: 2000dg 0.000019
SN: 2000dk 0.000100
SN: 2000dm 0.000009
SN: 2000dn 0.000217
SN: 2000dr 0.000150
SN: 2000fa 0.000017
SN: 200132 0.010000
SN: 2001C 0.000117
SN: 2001E 0.000150
SN: 2001G 0.000011
SN: 2001N 0.000007
SN: 2001V 0.000904
SN: 2001ah 0.000015
SN: 2001ay 0.000009
SN: 2001az 0.000090
SN: 2001ba 0.000150
SN: 2001bf 0.000130
SN: 2001bg 0.000009
SN: 2001bp 0.000009
SN: 2001br 0.000203
SN: 2001bt 0.000150
SN: 2001cj 0.000017
SN: 2001ck 0.000357
SN: 2001cn 0.000127
SN: 2001cp 0.000021
SN: 2001cz 0.000150
SN: 2001da 0.000007
SN: 2001dl 0.000007
SN: 2001eh 0.000157
SN: 2001el 0.000013
SN: 2001en 0.000007
SN: 2001ep 0.000150
SN: 2001ex 0.000087
SN: 2001fe 0.000008
SN: 2001fh 0.000048
SN: 2001gb 0.000011
SN: 2001gc 0.000014
SN: 2001ic 0.000009
SN: 2001ie 0.000010
SN: 2002G 0.000010
SN: 2002ar 0.000009
SN: 2002aw 0.000011
SN: 2002bf 0.000007
SN: 2002bo 0.000013
SN: 2002bz 0.000009
SN: 2002cd 0.000007
SN: 2002cf 0.000048
SN: 2002ck 0.000011
SN: 2002cr 0.000193
SN: 2002cs 0.000030
SN: 2002cu 0.000044
SN: 2002cx 0.000011
SN: 2002de 0.000013
SN: 2002dj 0.000233
SN: 2002dl 0.000007
SN: 2002do 0.000046
SN: 2002dp 0.000007
SN: 2002eb 0.000297
SN: 2002ef 0.000150
SN: 2002el 0.000150
SN: 2002er 0.000014
SN: 2002es 0.000007
SN: 2002eu 0.000334
SN: 2002fb 0.000050
SN: 2002fk 0.000150
SN: 2002ha 0.000097
SN: 2002hd 0.000150
SN: 2002he 0.000080
SN: 2002hu 0.001000
SN: 2002hw 0.000007
SN: 2002jg 0.000007
SN: 2002jy 0.000033
SN: 2002kf 0.000090
SN: 20039 0.000057
SN: 2003D 0.000334
SN: 2003K 0.000012
SN: 2003U 0.000005
SN: 2003W 0.000002
SN: 2003Y 0.000012
SN: 2003ae 0.000008
SN: 2003ai 0.000010
SN: 2003cg 0.000041
SN: 2003ch 0.000120
SN: 2003cq 0.000016
SN: 2003du 0.000021
SN: 2003fa 0.000117
SN: 2003gn 0.000017
SN: 2003gq 0.000017
SN: 2003gs 0.000014
SN: 2003gt 0.000017
SN: 2003he 0.000150
SN: 2003hu 0.000090
SN: 2003hv 0.000150
SN: 2003ic 0.000016
SN: 2003it 0.000009
SN: 2003iv 0.000160
SN: 2003kc 0.000013
SN: 2003kf 0.000019
SN: 20040 0.000095
SN: 20048 0.000036
SN: 2004E 0.000067
SN: 2004K 0.000030
SN: 2004L 0.000010
SN: 2004S 0.000020
SN: 2004ap 0.000008
SN: 2004as 0.000015
SN: 2004at 0.000010
SN: 2004bd 0.000017
SN: 2004bg 0.000030
SN: 2004bk 0.000011
SN: 2004br 0.000009
SN: 2004bv 0.000150
SN: 2004bw 0.000150
SN: 2004dt 0.000009
SN: 2004ef 0.000021
SN: 2004eo 0.000048
SN: 2004ey 0.000011
SN: 2004fu 0.000019
SN: 2004fz 0.000015
SN: 2004gc 0.000060
SN: 2004gs 0.000008
SN: 2004gu 0.000021
SN: 20051 0.000010
SN: 2005A 0.000007
SN: 2005M 0.000050
SN: 2005W 0.000017
SN: 2005ag 0.000009
SN: 2005al 0.000050
SN: 2005am 0.000097
SN: 2005bc 0.000009
SN: 2005be 0.000011
SN: 2005bg 0.000011
SN: 2005bl 0.000006
SN: 2005bo 0.000027
SN: 2005cc 0.000050
SN: 2005cf 0.000060
SN: 2005de 0.000060
SN: 2005df 0.000013
SN: 2005df_ANU 0.000013
SN: 2005dm 0.000130
SN: 2005dv 0.000049
SN: 2005el 0.000123
SN: 2005eq 0.000015
SN: 2005eu 0.005000
SN: 2005ew 0.000070
SN: 2005gj 0.000500
SN: 2005hc 0.000016
SN: 2005hf 0.000190
SN: 2005hj 0.000013
SN: 2005hk 0.000013
SN: 2005iq 0.000123
SN: 2005ir 0.000010
SN: 2005kc 0.000002
SN: 2005ke 0.000007
SN: 2005ki 0.000008
SN: 2005ku 0.000008
SN: 2005ls 0.000220
SN: 2005lu 0.000110
SN: 2005lz 0.000140
SN: 2005mc 0.000006
SN: 2005ms 0.000011
SN: 2005mz 0.000037
SN: 2005na 0.000083
SN: 20064 0.000018
SN: 2006B 0.000007
SN: 2006D 0.000050
SN: 2006H 0.000050
SN: 2006N 0.000083
SN: 2006S 0.000010
SN: 2006X 0.000005
SN: 2006ac 0.000009
SN: 2006ah 0.000080
SN: 2006ak 0.000010
SN: 2006al 0.000020
SN: 2006an 0.000090
SN: 2006ar 0.000013
SN: 2006ax 0.000150
SN: 2006az 0.000011
SN: 2006bb 0.000008
SN: 2006bd 0.000110
SN: 2006bh 0.000150
SN: 2006bk 0.000013
SN: 2006bq 0.000120
SN: 2006br 0.000018
SN: 2006bt 0.000007
SN: 2006bu 0.006000
SN: 2006bw 0.000016
SN: 2006bz 0.000157
SN: 2006cc 0.000172
SN: 2006cf 0.000012
SN: 2006cg 0.000012
SN: 2006cj 0.000005
SN: 2006cm 0.000012
SN: 2006cp 0.000002
SN: 2006cq 0.000017
SN: 2006cs 0.000009
SN: 2006ct 0.000011
SN: 2006cz 0.000213
SN: 2006dd 0.000033
SN: 2006dm 0.000150
SN: 2006ef 0.000005
SN: 2006ej 0.000006
SN: 2006em 0.000147
SN: 2006en 0.000010
SN: 2006eq 0.000015
SN: 2006et 0.000150
SN: 2006eu 0.000163
SN: 2006ev 0.000014
SN: 2006fw 0.000008
SN: 2006gj 0.000100
SN: 2006gr 0.000009
SN: 2006gt 0.000018
SN: 2006ha 0.000009
SN: 2006hb 0.000150
SN: 2006hn 0.000037
SN: 2006hx 0.000011
SN: 2006is 0.000090
SN: 2006je 0.000009
SN: 2006ke 0.000017
SN: 2006kf 0.000009
SN: 2006le 0.000040
SN: 2006lf 0.000017
SN: 2006lu 0.000090
SN: 2006mo 0.000157
SN: 2006mp 0.005000
SN: 2006mq 0.000007
SN: 2006mr 0.000033
SN: 2006nz 0.000011
SN: 2006oa 0.000011
SN: 2006ob 0.000043
SN: 2006on 0.000015
SN: 2006or 0.000007
SN: 2006os 0.000187
SN: 2006ot 0.000150
SN: 2006ou 0.000002
SN: 2006py 0.000012
SN: 2006qo 0.000083
SN: 2006sr 0.000008
SN: 2006td 0.000090
SN: 2006te 0.000008
SN: 2007A 0.000087
SN: 2007F 0.000012
SN: 2007H 0.000200
SN: 2007N 0.000040
SN: 2007O 0.000008
SN: 2007R 0.000009
SN: 2007S 0.000017
SN: 2007ae 0.000357
SN: 2007af 0.000010
SN: 2007ai 0.000150
SN: 2007aj 0.005000
SN: 2007al 0.000150
SN: 2007ap 0.000038
SN: 2007ar 0.000013
SN: 2007as 0.000460
SN: 2007au 0.000044
SN: 2007ax 0.000042
SN: 2007ba 0.000013
SN: 2007bc 0.000008
SN: 2007bd 0.000100
SN: 2007bj 0.000150
SN: 2007bm 0.000063
SN: 2007bz 0.000007
SN: 2007ca 0.000010
SN: 2007cb 0.000103
SN: 2007cc 0.000030
SN: 2007cf 0.000060
SN: 2007cg 0.000150
SN: 2007ci 0.000008
SN: 2007cn 0.000654
SN: 2007co 0.000110
SN: 2007cp 0.000150
SN: 2007cq 0.000080
SN: 2007cs 0.000015
SN: 2007cv 0.000150
SN: 2007ev 0.000677
SN: 2007fb 0.000007
SN: 2007fq 0.000150
SN: 2007fr 0.000009
SN: 2007fs 0.000150
SN: 2007gi 0.000017
SN: 2007hg 0.000210
SN: 2007hj 0.000127
SN: 2007hu 0.000011
SN: 2007hx 0.000018
SN: 2007if 0.000150
SN: 2007ir 0.000190
SN: 2007is 0.000010
SN: 2007jd 0.000009
SN: 2007jg 0.000013
SN: 2007jh 0.000011
SN: 2007kd 0.000011
SN: 2007kf 0.000090
SN: 2007kg 0.005000
SN: 2007kh 0.005000
SN: 2007kk 0.000160
SN: 2007le 0.000010
SN: 2007mm 0.000015
SN: 2007nq 0.000060
SN: 2007ob 0.000009
SN: 2007ol 0.000016
SN: 2007on 0.000150
SN: 2007qe 0.000050
SN: 2007rx 0.004000
SN: 2007so 0.000173
SN: 2007sr 0.000017
SN: 2007ss 0.000010
SN: 2007st 0.000030
SN: 2007su 0.000008
SN: 2007sw 0.000060
SN: 2007ux 0.000012
SN: 2008050 0.000200
SN: 2008051 0.000060
SN: 20084 0.000008
SN: 20088 0.000033
SN: 2008A 0.000007
SN: 2008C 0.000013
SN: 2008J 0.000150
SN: 2008L 0.000090
SN: 2008O 0.000137
SN: 2008Q 0.000017
SN: 2008R 0.000150
SN: 2008Y 0.000018
SN: 2008Z 0.000014
SN: 2008ac 0.000094
SN: 2008ad 0.000007
SN: 2008ae 0.000010
SN: 2008af 0.000008
SN: 2008ai 0.000013
SN: 2008ar 0.000011
SN: 2008at 0.000163
SN: 2008bc 0.000120
SN: 2008bd 0.000150
SN: 2008bf 0.000989
SN: 2008bi 0.000731
SN: 2008bq 0.000143
SN: 2008bt 0.000150
SN: 2008bw 0.000044
SN: 2008by 0.000090
SN: 2008bz 0.000015
SN: 2008cc 0.000150
SN: 2008cd 0.000169
SN: 2008cf 0.000090
SN: 2008cl 0.000013
SN: 2008cm 0.000150
SN: 2008dh 0.000790
SN: 2008dr 0.000012
SN: 2008ds 0.000016
SN: 2008dt 0.000011
SN: 2008dx 0.004000
SN: 2008ec 0.000060
SN: 2008eg 0.000007
SN: 2008ei 0.000497
SN: 2008ek 0.000015
SN: 2008eo 0.000370
SN: 2008eq 0.000005
SN: 2008ff 0.000121
SN: 2008fk 0.000090
SN: 2008fl 0.000103
SN: 2008fp 0.000067
SN: 2008fr 0.002000
SN: 2008fu 0.000150
SN: 2008fv 0.000019
SN: 2008fv1 0.000019
SN: 2008fv2 0.000019
SN: 2008fv2_rev 0.000019
SN: 2008fv_comb 0.000019
SN: 2008fw 0.000150
SN: 2008gb 0.000090
SN: 2008ge 0.000057
SN: 2008gg 0.000150
SN: 2008gl 0.000163
SN: 2008go 0.000150
SN: 2008gp 0.000203
SN: 2008ha 0.000002
SN: 2008hj 0.000150
SN: 2008hm 0.000077
SN: 2008hs 0.000073
SN: 2008hu 0.000137
SN: 2008hv 0.000067
SN: 2008ia 0.000097
SN: 2009D 0.000120
SN: 2009F 0.000140
SN: 2009I 0.000013
SN: 2009J 0.000150
SN: 2009P 0.000150
SN: 2009Y 0.000150
SN: 2009aa 0.000183
SN: 2009ab 0.000080
SN: 2009ad 0.000005
SN: 2009ag 0.000009
SN: 2009al 0.000143
SN: 2009an 0.000008
SN: 2009bv 0.000063
SN: 2009cz 0.000009
SN: 2009dc 0.000007
SN: 2009do 0.000011
SN: 2009ds 0.000150
SN: 2009ee 0.000157
SN: 2009eu 0.001555
SN: 2009fv 0.000010
SN: 2009gf 0.000008
SN: 2009hn 0.000007
SN: 2009hp 0.000101
SN: 2009ig 0.000021
SN: 2009jb 0.000060
SN: 2009jr 0.000170
SN: 2009kk 0.000150
SN: 2009kq 0.000147
SN: 2009le 0.000103
SN: 2009lf 0.002000
SN: 2009li 0.000012
SN: 2009na 0.000008
SN: 2009nq 0.000012
SN: 20106 0.000500
SN: 2010A 0.000018
SN: 2010H 0.000067
SN: 2010Y 0.000007
SN: 2010ae 0.000150
SN: 2010ag 0.000016
SN: 2010ai 0.000044
SN: 2010ao 0.000013
SN: 2010cr 0.000009
SN: 2010dt 0.000017
SN: 2010dw 0.000150
SN: 2010el 0.000007
SN: 2010gn 0.000060
SN: 2010gp 0.000027
SN: 2010hs 0.005000
SN: 2010ih 0.000073
SN: 2010ii 0.000047
SN: 2010jn 0.000011
SN: 2010ju 0.000018
SN: 2010kg 0.000007
SN: 2010ko 0.000019
SN: 20111 0.000061
SN: 2011B 0.000014
SN: 2011M 0.000040
SN: 2011aa 0.000087
SN: 2011ao 0.000010
SN: 2011ay 0.000734
SN: 2011bd 0.000163
SN: 2011by 0.000016
SN: 2011de 0.000017
SN: 2011df 0.000019
SN: 2011dl 0.000008
SN: 2011dm 0.000002
SN: 2011dn 0.000024
SN: 2011dz 0.000771
SN: 2011eh 0.000045
SN: 2011ek 0.000417
SN: 2011fe 0.000016
SN: 2011fs 0.000009
SN: 2011gu 0.000061
SN: 2011hb 0.000223
SN: 2011ia 0.000009
SN: 2011im 0.000010
SN: 2011iv 0.000150
SN: 2012E 0.000026
SN: 2012V 0.000026
SN: 2012Z 0.000150
SN: 2012bh 0.000060
SN: 2012cg 0.000024
SN: 2012fr 0.000150
SN: 2012gl 0.000150
SN: 2012hr 0.000018
SN: 2012ht 0.000021
SN: 2012ij 0.000007
SN: 2013E 0.000083
SN: 2013Q 0.000008
SN: 2013aa 0.000150
SN: 2013ag 0.000036
SN: 2013bs 0.000117
SN: 2013cg 0.000150
SN: 2013cs 0.000024
SN: 2013dh 0.000010
SN: 2013dr 0.000177
SN: 2013dy 0.000117
SN: 2013eh 0.000010
SN: 2013eu 0.000060
SN: 2013ex 0.000019
SN: 2013fa 0.000041
SN: 2013fn 0.000053
SN: 2013fw 0.000027
SN: 2013fy 0.000150
SN: 2013gh 0.000150
SN: 2013gq 0.000041
SN: 2013gs 0.000023
SN: 2013gy 0.000020
SN: 2013hh 0.000026
SN: 2013hn 0.000103
SN: 20142 0.000500
SN: 20144 0.000500
SN: 2014I 0.000150
SN: 2014J 0.000050
SN: 2014R 0.000008
SN: 2014ai 0.000044
SN: 2014ao 0.000150
SN: 2014at 0.000127
SN: 2014bj 0.005000
SN: 2014bv 0.000137
SN: 2014cd 0.000087
SN: 2014dg 0.000092
SN: 2014dt 0.000017
SN: 2014eg 0.000150
SN: 2014ek 0.000007
SN: 2015F 0.000018
SN: 2015I 0.000007
SN: 2015N 0.000087
SN: 2015bo 0.000048
SN: 2015bp 0.000017
SN: 2015db 0.000008
SN: 2016W 0.000067
SN: 2016aew 0.000010
SN: 2016afk 0.000007
SN: 2016arc 0.000028
SN: 2016coj 0.000063
SN: 2016fbk 0.000012
SN: 2016ffh 0.000008
SN: 2016hpw 0.000180
SN: 2016hvl 0.000005
SN: 2017 0.000025
SN: 2017cbv 0.000150
SN: 2017cbv2 0.000150
SN: 2017cbv_wee 0.000150
SN: 2017cfd 0.000163
SN: 2017drh 0.000005
SN: 2017dws 0.005000
SN: 2017erp 0.000150
SN: 2017fgc 0.000017
SN: 2017gup 0.000090
SN: 2017hbi 0.005000
SN: 2017hoq 0.000090
SN: 20184 0.000500
SN: 20186 0.000500
SN: 2018aoz 0.000150
SN: 2018dem 0.000006
SN: 2018enc 0.000090
SN: 2018fop 0.000090
SN: 2018gv 0.000150
SN: 2018jjd 0.000090
SN: 2019ein 0.000010
SN: 2019np 0.000005
SN: 20208 0.000049
SN: 2021hpr 0.000019
SN: 2021pit 0.000013
SN: 20227 0.000063
SN: 20245 0.000030
SN: 2030 0.000500
SN: 2031 0.000500
SN: 20345 0.000500
SN: 20350 0.000030
SN: 20364 0.000018
SN: 20376 0.000805
SN: 20430 0.000500
SN: 20432 0.005000
SN: 20470 0.000500
SN: 20528 0.000025
SN: 20533 0.000500
SN: 20575 0.000025
SN: 20581 0.000012
SN: 20625 0.000016
SN: 20687 0.000022
SN: 20764 0.000021
SN: 20768 0.000102
SN: 20821 0.000500
SN: 20829 0.000046
SN: 20834 0.000034
SN: 20862 0.000071
SN: 20889 0.000077
SN: 20934 0.005000
SN: 20978 0.000500
SN: 21006 0.005000
SN: 2102 0.000500
SN: 21033 0.005000
SN: 21034 0.000008
SN: 21042 0.000500
SN: 21062 0.000016
SN: 21422 0.005000
SN: 21455 0.000035
SN: 21502 0.000023
SN: 21510 0.000029
SN: 2165 0.005000
SN: 21669 0.000027
SN: 21810 0.000500
SN: 21814 0.000019
SN: 21839 0.000067
SN: 21861 0.000029
SN: 22075 0.000018
SN: 22182 0.005000
SN: 22284 0.000600
SN: 2246 0.000500
SN: 2308 0.005000
SN: 2330 0.000500
SN: 2372 0.000023
SN: 2422 0.005000
SN: 2440 0.000006
SN: 2533 0.005000
SN: 2561 0.000021
SN: 2635 0.000500
SN: 2689 0.000046
SN: 2789 0.000056
SN: 2916 0.000500
SN: 2943 0.000500
SN: 2992 0.000017
SN: 300105 0.000007
SN: 300179 0.001000
SN: 3080 0.000023
SN: 3087 0.000015
SN: 310025 0.001000
SN: 310039 0.001000
SN: 310042 0.001000
SN: 310051 0.001000
SN: 310073 0.010000
SN: 310090 0.001000
SN: 310091 0.001000
SN: 310146 0.010000
SN: 310161 0.001000
SN: 310188 0.010000
SN: 310238 0.001000
SN: 310260 0.010000
SN: 310574 0.001000
SN: 3199 0.000500
SN: 320099 0.001000
SN: 320258 0.001000
SN: 320469 0.001000
SN: 3256 0.000009
SN: 330022 0.001000
SN: 330023 0.001000
SN: 330075 0.000009
SN: 330083 0.001000
SN: 330089 0.001000
SN: 330106 0.001000
SN: 330107 0.001000
SN: 330112 0.001000
SN: 330128 0.001000
SN: 330143 0.001000
SN: 330146 0.001000
SN: 3317 0.000030
SN: 3377 0.000500
SN: 340169 0.001000
SN: 340211 0.001000
SN: 340218 0.001000
SN: 340222 0.001000
SN: 340229 0.001000
SN: 340232 0.001000
SN: 340242 0.001000
SN: 340272 0.001000
SN: 340276 0.001000
SN: 340316 0.001000
SN: 340334 0.001000
SN: 3451 0.000039
SN: 3452 0.000023
SN: 350027 0.001000
SN: 350047 0.001000
SN: 350050 0.001000
SN: 350078 0.001000
SN: 350080 0.001000
SN: 350083 0.001000
SN: 350180 0.010000
SN: 350192 0.010000
SN: 350233 0.001000
SN: 350235 0.001000
SN: 350316 0.001000
SN: 350374 0.001000
SN: 350548 0.001000
SN: 350606 0.001000
SN: 350607 0.001000
SN: 350630 0.001000
SN: 350733 0.010000
SN: 3592 0.000047
SN: 360112 0.010000
SN: 360139 0.001000
SN: 360140 0.010000
SN: 360145 0.001000
SN: 360156 0.000011
SN: 370066 0.001000
SN: 370098 0.001000
SN: 370189 0.001000
SN: 370308 0.010000
SN: 370329 0.001000
SN: 370333 0.001000
SN: 370344 0.001000
SN: 370356 0.000060
SN: 370367 0.001000
SN: 370369 0.010000
SN: 370394 0.010000
SN: 370428 0.001000
SN: 370498 0.010000
SN: 370563 0.001000
SN: 370566 0.001000
SN: 370589 0.001000
SN: 370595 0.010000
SN: 380040 0.001000
SN: 380046 0.001000
SN: 380199 0.010000
SN: 380279 0.001000
SN: 380318 0.001000
SN: 380378 0.001000
SN: 3901 0.000008
SN: 390259 0.001000
SN: 390264 0.001000
SN: 390314 0.001000
SN: 390449 0.010000
SN: 390471 0.001000
SN: 390627 0.010000
SN: 4000 0.000122
SN: 4046 0.005000
SN: 420087 0.010000
SN: 420100 0.000019
SN: 420136 0.001000
SN: 420159 0.001000
SN: 420196 0.010000
SN: 420258 0.001000
SN: 420352 0.010000
SN: 420407 0.001000
SN: 420414 0.001000
SN: 420417 0.001000
SN: 4241 0.000500
SN: 430003 0.001000
SN: 430004 0.001000
SN: 440005 0.001000
SN: 440008 0.001000
SN: 440039 0.001000
SN: 440042 0.010000
SN: 440050 0.001000
SN: 440162 0.001000
SN: 440185 0.010000
SN: 440236 0.010000
SN: 440264 0.010000
SN: 440285 0.010000
SN: 440509 0.010000
SN: 440643 0.010000
SN: 450020 0.001000
SN: 450082 0.010000
SN: 450175 0.001000
SN: 450339 0.001000
SN: 4524 0.000500
SN: 460003 0.001000
SN: 460004 0.010000
SN: 460037 0.001000
SN: 460064 0.001000
SN: 460105 0.010000
SN: 4679 0.000500
SN: 470001 0.001000
SN: 470008 0.010000
SN: 470015 0.001000
SN: 470041 0.001000
SN: 470043 0.010000
SN: 470047 0.010000
SN: 470110 0.001000
SN: 470232 0.010000
SN: 470240 0.010000
SN: 470244 0.010000
SN: 480058 0.000009
SN: 480059 0.001000
SN: 480064 0.001000
SN: 480162 0.010000
SN: 480184 0.001000
SN: 480464 0.010000
SN: 490007 0.000008
SN: 490008 0.010000
SN: 490037 0.001000
SN: 490521 0.001000
SN: 490563 0.001000
SN: 500004 0.001000
SN: 500038 0.000010
SN: 500057 0.010000
SN: 500065 0.001000
SN: 500100 0.010000
SN: 500301 0.001000
SN: 500504 0.001000
SN: 500511 0.001000
SN: 510082 0.001000
SN: 510113 0.010000
SN: 510251 0.010000
SN: 510266 0.010000
SN: 5103 0.000010
SN: 510457 0.001000
SN: 510550 0.001000
SN: 510578 0.010000
SN: 510597 0.010000
SN: 510638 0.010000
SN: 5183 0.000500
SN: 520001 0.000020
SN: 520007 0.001000
SN: 520008 0.001000
SN: 520016 0.010000
SN: 520019 0.001000
SN: 520022 0.001000
SN: 520023 0.001000
SN: 520041 0.001000
SN: 520062 0.001000
SN: 520071 0.001000
SN: 520077 0.010000
SN: 520107 0.001000
SN: 520188 0.001000
SN: 530037 0.010000
SN: 530061 0.000037
SN: 530086 0.000018
SN: 530112 0.001000
SN: 530175 0.001000
SN: 530219 0.010000
SN: 530240 0.001000
SN: 530249 0.010000
SN: 530251 0.001000
SN: 5350 0.000500
SN: 5391 0.000500
SN: 5395 0.000500
SN: 540163 0.001000
SN: 550005 0.001000
SN: 550041 0.010000
SN: 550059 0.001000
SN: 550096 0.001000
SN: 550137 0.001000
SN: 550154 0.001000
SN: 550155 0.001000
SN: 550197 0.001000
SN: 550202 0.001000
SN: 550218 0.001000
SN: 5533 0.000018
SN: 5549 0.000019
SN: 5550 0.000015
SN: 5588 0.000089
SN: 560027 0.001000
SN: 560033 0.010000
SN: 560054 0.001000
SN: 560087 0.001000
SN: 560116 0.001000
SN: 560121 0.001000
SN: 560150 0.001000
SN: 560152 0.010000
SN: 5635 0.000070
SN: 570022 0.001000
SN: 570025 0.010000
SN: 570056 0.001000
SN: 570062 0.001000
SN: 5717 0.000500
SN: 5736 0.005000
SN: 5737 0.000500
SN: 5751 0.000013
SN: 580104 0.000500
SN: 580235 0.010000
SN: 580270 0.001000
SN: 580275 0.001000
SN: 580276 0.001000
SN: 580300 0.001000
SN: 580312 0.001000
SN: 580327 0.001000
SN: 5844 0.000500
SN: 590002 0.010000
SN: 590005 0.010000
SN: 590031 0.001000
SN: 590097 0.001000
SN: 590194 0.000018
SN: 590287 0.001000
SN: 5944 0.000016
SN: 5957 0.000024
SN: 5966 0.000025
SN: 5994 0.005000
SN: 6057 0.000009
SN: 6100 0.000500
SN: 6108 0.000500
SN: 6127 0.000017
SN: 6137 0.000500
SN: 6192 0.000031
SN: 6196 0.000055
SN: 6249 0.000012
SN: 6295 0.000019
SN: 6304 0.000026
SN: 6315 0.000500
SN: 6406 0.000013
SN: 6422 0.000029
SN: 6558 0.000013
SN: 6649 0.005000
SN: 6699 0.000500
SN: 6773 0.000500
SN: 6777 0.000500
SN: 6780 0.000029
SN: 6924 0.005000
SN: 6933 0.005000
SN: 6936 0.000027
SN: 7017 0.000500
SN: 7143 0.000029
SN: 7147 0.000020
SN: 722 0.000036
SN: 7243 0.000014
SN: 739 0.000018
SN: 744 0.000013
SN: 7473 0.005000
SN: 7475 0.005000
SN: 7512 0.005000
SN: 762 0.000024
SN: 774 0.000034
SN: 7779 0.000500
SN: 7847 0.000085
SN: 7876 0.000010
SN: 8030 0.005000
SN: 8046 0.000032
SN: 8151 0.000013
SN: 8213 0.000064
SN: 8495 0.000016
SN: 8598 0.000021
SN: 8719 0.000007
SN: 8921 0.000015
SN: 9032 0.000500
SN: 9045 0.000033
SN: 9207 0.000027
SN: 9457 0.000044
SN: 9467 0.000027
SN: ASASSN-14eu 0.000113
SN: ASASSN-14fa 0.000150
SN: ASASSN-14kd 0.002000
SN: ASASSN-14lw 0.000090
SN: ASASSN-15bc 0.000097
SN: ASASSN-15bm 0.000103
SN: ASASSN-15fa 0.000007
SN: ASASSN-15fs 0.000047
SN: ASASSN-15ga 0.000009
SN: ASASSN-15go 0.000150
SN: ASASSN-15hg 0.000010
SN: ASASSN-15hy 0.000220
SN: ASASSN-15il 0.000150
SN: ASASSN-15jl 0.000010
SN: ASASSN-15jt 0.000010
SN: ASASSN-15kx 0.000083
SN: ASASSN-15la 0.000008
SN: ASASSN-15lg 0.000009
SN: ASASSN-15lu 0.000009
SN: ASASSN-15mf 0.000008
SN: ASASSN-15mg 0.000012
SN: ASASSN-15mi 0.000005
SN: ASASSN-15np 0.000045
SN: ASASSN-15nq 0.000012
SN: ASASSN-15nr 0.000183
SN: ASASSN-15od 0.000013
SN: ASASSN-15oh 0.000107
SN: ASASSN-15pm 0.000150
SN: ASASSN-15pn 0.000005
SN: ASASSN-15pr 0.000150
SN: ASASSN-15py 0.000011
SN: ASASSN-15sb 0.000150
SN: ASASSN-15sf 0.001000
SN: ASASSN-15so 0.000011
SN: ASASSN-15ss 0.000117
SN: ASASSN-15tg 0.000057
SN: ASASSN-15ti 0.000055
SN: ASASSN-15tz 0.000030
SN: ASASSN-15uu 0.000007
SN: ASASSN-15uv 0.000017
SN: ASASSN-15uw 0.000150
SN: ASASSN-16ad 0.000012
SN: ASASSN-16aj 0.000083
SN: ASASSN-16av 0.000067
SN: ASASSN-16ay 0.000013
SN: ASASSN-16bc 0.000150
SN: ASASSN-16bn 0.000077
SN: ASASSN-16bq 0.000010
SN: ASASSN-16br 0.000150
SN: ASASSN-16ch 0.000008
SN: ASASSN-16ci 0.000028
SN: ASASSN-16cs 0.000015
SN: ASASSN-16ct 0.000036
SN: ASASSN-16cy 0.000008
SN: ASASSN-16db 0.000007
SN: ASASSN-16dn 0.000100
SN: ASASSN-16dw 0.000150
SN: ASASSN-16ej 0.000077
SN: ASASSN-16em 0.000090
SN: ASASSN-16es 0.000090
SN: ASASSN-16et 0.000007
SN: ASASSN-16ex 0.000014
SN: ASASSN-16fo 0.000213
SN: ASASSN-16fs 0.000010
SN: ASASSN-16hc 0.000011
SN: ASASSN-16hh 0.000090
SN: ASASSN-16hr 0.000008
SN: ASASSN-16hz 0.000150
SN: ASASSN-16ip 0.000100
SN: ASASSN-16jf 0.000013
SN: ASASSN-16la 0.000039
SN: ASASSN-16lc 0.000090
SN: ASASSN-16lg 0.000113
SN: ASASSN-16oz 0.002000
SN: ASASSN-17aj 0.000107
SN: ASASSN-17at 0.000009
SN: ASASSN-17bd 0.000010
SN: ASASSN-17bs 0.000020
SN: ASASSN-17co 0.000150
SN: ASASSN-17eb 0.000012
SN: ASASSN-17fd 0.000009
SN: ASASSN-18da 0.000090
SN: ASASSN-18iu 0.000090
SN: AT2016aj 0.000046
SN: AT2016blg 0.000117
SN: AT2016bln 0.000027
