VARNAMES: CID VPEC
SN: 1993H 64.054500
SN: 1993L -126.798200
SN: 1993O -131.156300
SN: 1993ac -203.337200
SN: 1993ae -424.063900
SN: 1993ag 96.226700
SN: 1993ah -175.058100
SN: 19940 -26.210800
SN: 1994M -110.130000
SN: 1994Q 253.015100
SN: 1994S 92.324600
SN: 1994T -55.058300
SN: 1994ae -144.588300
SN: 19953 -46.265800
SN: 1995D -114.034000
SN: 1995E -146.329700
SN: 1995ac 20.118500
SN: 1995ak -29.032600
SN: 1995al -242.468400
SN: 1995bd -41.496700
SN: 19968 -208.056000
SN: 19969 -39.703300
SN: 1996C -112.455500
SN: 1996X 405.571800
SN: 1996Z 149.868500
SN: 1996ab -8.879100
SN: 1996ai -194.781800
SN: 1996bk -236.978300
SN: 1996bl 63.545400
SN: 1996bo -98.646600
SN: 1996bv -79.131900
SN: 1997 -8.301100
SN: 1997E -184.243500
SN: 1997Y -127.659200
SN: 1997bp 201.131700
SN: 1997bq -255.902900
SN: 1997bq_B -255.902900
SN: 1997bq_JB -255.902900
SN: 1997br 405.571800
SN: 1997cn 205.021600
SN: 1997cw -104.478300
SN: 1997dg -99.210200
SN: 1997do -76.099000
SN: 1997dt -225.311500
SN: 1998D 7.796600
SN: 1998V -102.504700
SN: 1998ab -194.195800
SN: 1998aq 61.774300
SN: 1998bp -129.115200
SN: 1998bu 160.069200
SN: 1998co -137.164200
SN: 1998de -160.851700
SN: 1998dh -134.006000
SN: 1998dk -60.822000
SN: 1998dm -191.494100
SN: 1998dx -106.539300
SN: 1998ec -236.352700
SN: 1998ef -236.776200
SN: 1998eg -126.492600
SN: 1998es -28.215900
SN: 19990 -28.904200
SN: 19992 -32.321800
SN: 1999X -204.638200
SN: 1999aa -33.570600
SN: 1999ac -112.326000
SN: 1999aw 53.096300
SN: 1999bh -165.343600
SN: 1999by -194.183200
SN: 1999cc 46.979900
SN: 1999cl 9.006200
SN: 1999cp 129.580700
SN: 1999cw -61.160200
SN: 1999da -255.252600
SN: 1999dg 194.004800
SN: 1999dk 31.294400
SN: 1999dq 64.756100
SN: 1999ee -138.704700
SN: 1999ef -26.489200
SN: 1999ej -45.897100
SN: 1999ek 9.834200
SN: 1999gd -110.595000
SN: 1999gh 252.389900
SN: 1999gp -258.628500
SN: 2000B 67.947000
SN: 2000E -362.261300
SN: 2000bh 25.488500
SN: 2000bk -192.632600
SN: 2000ca 185.437700
SN: 2000ce -224.861500
SN: 2000cf -178.209400
SN: 2000cn -112.159100
SN: 2000cp 379.439500
SN: 2000cu 105.612100
SN: 2000cw -153.644200
SN: 2000cx -84.423300
SN: 2000dg 80.306400
SN: 2000dk -240.339600
SN: 2000dm -35.473600
SN: 2000dn -192.919700
SN: 2000dr -72.529600
SN: 2000fa -173.537000
SN: 200132 -29.047100
SN: 2001C -78.258800
SN: 2001E 40.336000
SN: 2001G -126.684900
SN: 2001N 50.543700
SN: 2001V 102.366300
SN: 2001ah -138.059600
SN: 2001ay 24.839700
SN: 2001az -120.832900
SN: 2001ba 117.018400
SN: 2001bf -72.364000
SN: 2001bg -174.165600
SN: 2001bp -38.334200
SN: 2001br -127.601900
SN: 2001bt 378.659400
SN: 2001cj -9.298100
SN: 2001ck -209.706100
SN: 2001cn -20.005200
SN: 2001cp 136.814000
SN: 2001cz 183.107800
SN: 2001da -175.600100
SN: 2001dl -194.815400
SN: 2001eh -283.424200
SN: 2001el 71.559700
SN: 2001en -45.897100
SN: 2001ep 65.689100
SN: 2001ex -216.400400
SN: 2001fe -56.649100
SN: 2001fh -139.263800
SN: 2001gb 8.847900
SN: 2001gc -213.683600
SN: 2001ic -316.774600
SN: 2001ie -150.773300
SN: 2002G -203.358300
SN: 2002ar -207.100400
SN: 2002aw 437.275800
SN: 2002bf -91.716000
SN: 2002bo -209.569800
SN: 2002bz -130.599100
SN: 2002cd -275.416800
SN: 2002cf 85.704900
SN: 2002ck 95.429900
SN: 2002cr 129.580700
SN: 2002cs -154.799400
SN: 2002cu -55.521300
SN: 2002cx -246.907100
SN: 2002de 289.981600
SN: 2002dj 280.753600
SN: 2002dl -44.512500
SN: 2002do -182.133400
SN: 2002dp -34.465800
SN: 2002eb -284.346600
SN: 2002ef -142.233700
SN: 2002el -207.475500
SN: 2002er -157.182100
SN: 2002es -129.752700
SN: 2002eu -342.829300
SN: 2002fb 161.173600
SN: 2002fk -152.591200
SN: 2002ha -112.613500
SN: 2002hd 57.722600
SN: 2002he -146.355600
SN: 2002hu -326.810600
SN: 2002hw -140.991300
SN: 2002jg -79.752800
SN: 2002jy -453.051100
SN: 2002kf -156.973800
SN: 20039 -33.400100
SN: 2003D -117.895900
SN: 2003K -54.358300
SN: 2003U -113.641000
SN: 2003W 14.604500
SN: 2003Y -124.573200
SN: 2003ae -216.565300
SN: 2003ai -248.913400
SN: 2003cg 60.141600
SN: 2003ch -71.229700
SN: 2003cq -159.415700
SN: 2003du -244.617700
SN: 2003fa -119.776600
SN: 2003gn -170.659600
SN: 2003gq -144.327100
SN: 2003gs -160.791800
SN: 2003gt -117.105600
SN: 2003he -252.988300
SN: 2003hu -147.064200
SN: 2003hv -174.465000
SN: 2003ic 198.527400
SN: 2003it -284.914900
SN: 2003iv -405.522800
SN: 2003kc -200.586700
SN: 2003kf -75.353100
SN: 20040 -21.829600
SN: 20048 -35.949500
SN: 2004E -256.741200
SN: 2004K 78.904000
SN: 2004L -83.470800
SN: 2004S -183.950300
SN: 2004ap 0.799200
SN: 2004as -136.073600
SN: 2004at -99.446500
SN: 2004bd -161.049800
SN: 2004bg -56.867500
SN: 2004bk 155.849900
SN: 2004br -110.130000
SN: 2004bv -90.758300
SN: 2004bw 266.522900
SN: 2004dt -249.369800
SN: 2004ef -99.554400
SN: 2004eo -117.105600
SN: 2004ey -176.103800
SN: 2004fu -292.118900
SN: 2004fz -287.202600
SN: 2004gc -206.042700
SN: 2004gs -79.750600
SN: 2004gu 18.531200
SN: 20051 -26.623700
SN: 2005A -72.570900
SN: 2005M -42.117600
SN: 2005W 15.894700
SN: 2005ag 42.091400
SN: 2005al 148.663600
SN: 2005am -63.957400
SN: 2005bc -91.359300
SN: 2005be 2.231600
SN: 2005bg -59.059400
SN: 2005bl -279.770200
SN: 2005bo 118.876400
SN: 2005cc -175.190400
SN: 2005cf -21.247100
SN: 2005de -72.364000
SN: 2005df 86.177700
SN: 2005df_ANU 86.177700
SN: 2005dm -78.570200
SN: 2005dv -332.432100
SN: 2005el -46.329800
SN: 2005eq 23.078800
SN: 2005eu -427.554500
SN: 2005ew 51.615000
SN: 2005gj -91.656000
SN: 2005hc -228.690800
SN: 2005hf -279.769300
SN: 2005hj -217.877500
SN: 2005hk -21.551000
SN: 2005iq -141.550600
SN: 2005ir -83.860100
SN: 2005kc -167.358900
SN: 2005ke -67.508600
SN: 2005ki 88.401000
SN: 2005ku -120.600100
SN: 2005ls -468.020100
SN: 2005lu -62.817700
SN: 2005lz -292.459400
SN: 2005mc -83.841800
SN: 2005ms -217.485200
SN: 2005mz 322.058800
SN: 2005na -88.881700
SN: 20064 -61.704900
SN: 2006B -30.543900
SN: 2006D 120.873300
SN: 2006H 362.656700
SN: 2006N -89.215000
SN: 2006S -240.120700
SN: 2006X -90.728300
SN: 2006ac -107.473300
SN: 2006ah -33.917900
SN: 2006ak -324.538800
SN: 2006al 60.414700
SN: 2006an 94.364900
SN: 2006ar -136.799500
SN: 2006ax 81.232000
SN: 2006az -124.251100
SN: 2006bb -207.675900
SN: 2006bd -242.390100
SN: 2006bh 40.408700
SN: 2006bk -67.768200
SN: 2006bq -131.500000
SN: 2006br -245.897700
SN: 2006bt 349.339600
SN: 2006bu 59.202300
SN: 2006bw -166.504600
SN: 2006bz -429.156100
SN: 2006cc -287.122900
SN: 2006cf -129.538400
SN: 2006cg -411.106100
SN: 2006cj 2.323700
SN: 2006cm -149.004400
SN: 2006cp 277.724800
SN: 2006cq -44.668500
SN: 2006cs 131.683000
SN: 2006ct -215.746500
SN: 2006cz -49.949500
SN: 2006dd -191.491800
SN: 2006dm -197.621900
SN: 2006ef -118.109700
SN: 2006ej -285.871000
SN: 2006em -411.414800
SN: 2006en -236.153700
SN: 2006eq 36.016300
SN: 2006et -126.053700
SN: 2006eu -8.713000
SN: 2006ev -149.122900
SN: 2006fw -73.759300
SN: 2006gj -95.749100
SN: 2006gr -220.636800
SN: 2006gt -282.870200
SN: 2006ha -66.268500
SN: 2006hb -62.275200
SN: 2006hn -247.489200
SN: 2006hx -166.742100
SN: 2006is 228.091400
SN: 2006je -342.829300
SN: 2006ke -338.334700
SN: 2006kf 23.475600
SN: 2006le -370.778900
SN: 2006lf 133.744600
SN: 2006lu 291.109100
SN: 2006mo -249.262800
SN: 2006mp 96.824700
SN: 2006mq 150.254600
SN: 2006mr -191.491800
SN: 2006nz 74.714500
SN: 2006oa -33.080600
SN: 2006ob -179.423700
SN: 2006on -60.917200
SN: 2006or 197.876800
SN: 2006os -239.410200
SN: 2006ot 85.934900
SN: 2006ou 73.408100
SN: 2006py 14.337500
SN: 2006qo -77.261000
SN: 2006sr -237.713300
SN: 2006td 161.173600
SN: 2006te -227.180200
SN: 2007A -104.478300
SN: 2007F 9.672000
SN: 2007H -17.506600
SN: 2007N 282.427600
SN: 2007O -245.945000
SN: 2007R -140.276200
SN: 2007S -18.404600
SN: 2007ae -135.085300
SN: 2007af 31.576300
SN: 2007ai -141.191400
SN: 2007aj -152.025300
SN: 2007al -1.401400
SN: 2007ap 18.619700
SN: 2007ar -84.661300
SN: 2007as -31.298700
SN: 2007au 48.065100
SN: 2007ax -171.097000
SN: 2007ba 266.820600
SN: 2007bc 163.393800
SN: 2007bd 62.701400
SN: 2007bj 120.525700
SN: 2007bm 54.928400
SN: 2007bz 307.337400
SN: 2007ca 197.317600
SN: 2007cb 254.571500
SN: 2007cc 195.530400
SN: 2007cf 407.575500
SN: 2007cg 356.647900
SN: 2007ci -103.556400
SN: 2007cn -87.090500
SN: 2007co -221.822800
SN: 2007cp 221.645900
SN: 2007cq -83.967400
SN: 2007cs -202.482200
SN: 2007cv -73.359900
SN: 2007ev -252.383000
SN: 2007fb -156.633500
SN: 2007fq -187.386900
SN: 2007fr 24.870100
SN: 2007fs -98.053000
SN: 2007gi -242.802500
SN: 2007hg -85.765800
SN: 2007hj -110.604200
SN: 2007hu -94.253500
SN: 2007hx -72.372000
SN: 2007if -120.289400
SN: 2007ir -312.247900
SN: 2007is 253.015100
SN: 2007jd -73.508100
SN: 2007jg -297.735200
SN: 2007jh -415.609200
SN: 2007kd -224.074300
SN: 2007kf -145.208200
SN: 2007kg -276.248100
SN: 2007kh -250.683800
SN: 2007kk -446.685800
SN: 2007le -230.400600
SN: 2007mm -155.211000
SN: 2007nq -212.648700
SN: 2007ob 56.587200
SN: 2007ol -208.056000
SN: 2007on -67.508600
SN: 2007qe -227.140500
SN: 2007rx -354.339400
SN: 2007so -199.319600
SN: 2007sr 265.999100
SN: 2007ss -97.161300
SN: 2007st 12.891700
SN: 2007su -231.919500
SN: 2007sw -50.839200
SN: 2007ux -233.209000
SN: 2008050 6.386800
SN: 2008051 -109.175200
SN: 20084 -46.737500
SN: 20088 -33.225800
SN: 2008A -21.232600
SN: 2008C -83.408100
SN: 2008J -89.772600
SN: 2008L -129.752700
SN: 2008O 267.872800
SN: 2008Q -84.423300
SN: 2008R 40.654500
SN: 2008Y -79.046600
SN: 2008Z 82.559300
SN: 2008ac -29.393300
SN: 2008ad 73.833500
SN: 2008ae -78.733400
SN: 2008af 2.231600
SN: 2008ai -183.151000
SN: 2008ar -342.800500
SN: 2008at -70.475800
SN: 2008bc 78.504000
SN: 2008bd -72.752000
SN: 2008bf -30.044900
SN: 2008bi -68.965700
SN: 2008bq 328.616100
SN: 2008bt -57.125000
SN: 2008bw -194.689500
SN: 2008by -134.104500
SN: 2008bz 88.721200
SN: 2008cc 207.828100
SN: 2008cd 336.818700
SN: 2008cf 29.569700
SN: 2008cl -39.995700
SN: 2008cm -32.371700
SN: 2008dh -202.232500
SN: 2008dr -51.053300
SN: 2008ds -350.957800
SN: 2008dt -94.253500
SN: 2008dx -277.423100
SN: 2008ec -166.157400
SN: 2008eg -266.486000
SN: 2008ei -139.345600
SN: 2008ek 379.439500
SN: 2008eo -78.297200
SN: 2008eq -136.252900
SN: 2008ff -151.222500
SN: 2008fk -79.393600
SN: 2008fl -119.920200
SN: 2008fp 34.259700
SN: 2008fr -110.971500
SN: 2008fu 14.807100
SN: 2008fv -255.902900
SN: 2008fv1 -255.902900
SN: 2008fv2 -255.902900
SN: 2008fv2_rev -255.902900
SN: 2008fv_comb -255.902900
SN: 2008fw 439.284000
SN: 2008gb -447.193600
SN: 2008ge 12.676800
SN: 2008gg -18.695500
SN: 2008gl -75.147700
SN: 2008go -60.229400
SN: 2008gp -257.668800
SN: 2008ha -318.785300
SN: 2008hj -111.992700
SN: 2008hm -437.282500
SN: 2008hs -411.414800
SN: 2008hu 55.260500
SN: 2008hv -42.963000
SN: 2008ia 76.496100
SN: 2009D 65.340900
SN: 2009F 3.964100
SN: 2009I -62.106800
SN: 2009J 50.482800
SN: 2009P -5.674200
SN: 2009Y 161.694600
SN: 2009aa 25.317200
SN: 2009ab 99.065100
SN: 2009ad -30.492700
SN: 2009ag -184.227500
SN: 2009al -42.204700
SN: 2009an -311.409400
SN: 2009bv -287.734300
SN: 2009cz -82.890400
SN: 2009dc 123.080700
SN: 2009do -206.575900
SN: 2009ds 40.336000
SN: 2009ee -403.713400
SN: 2009eu -103.764200
SN: 2009fv -103.764200
SN: 2009gf 205.329300
SN: 2009hn -25.115000
SN: 2009hp 119.668300
SN: 2009ig -43.067400
SN: 2009jb 51.617600
SN: 2009jr -91.732600
SN: 2009kk 68.550500
SN: 2009kq -35.018500
SN: 2009le -131.589800
SN: 2009lf -224.025800
SN: 2009li -184.345600
SN: 2009na 10.304500
SN: 2009nq -146.874600
SN: 20106 -23.214000
SN: 2010A -6.681500
SN: 2010H -127.370000
SN: 2010Y -269.900500
SN: 2010ae 190.467100
SN: 2010ag 3.241000
SN: 2010ai 270.964000
SN: 2010ao 155.849900
SN: 2010cr 212.718200
SN: 2010dt -69.118800
SN: 2010dw -89.871000
SN: 2010el -117.449500
SN: 2010gn -70.044900
SN: 2010gp 74.493500
SN: 2010hs -129.295600
SN: 2010ih -85.305900
SN: 2010ii -294.381600
SN: 2010jn -42.117600
SN: 2010ju 34.368400
SN: 2010kg -167.485100
SN: 2010ko -74.594200
SN: 20111 -31.566700
SN: 2011B -238.157300
SN: 2011M -370.778900
SN: 2011aa -146.329700
SN: 2011ao -81.526700
SN: 2011ay -317.951400
SN: 2011bd 3.240300
SN: 2011by 61.774300
SN: 2011de -155.210800
SN: 2011df -268.950700
SN: 2011dl 84.324400
SN: 2011dm -324.652100
SN: 2011dn -205.825200
SN: 2011dz 211.146100
SN: 2011eh -257.193200
SN: 2011ek -190.770400
SN: 2011fs -157.596600
SN: 2011gu -106.840000
SN: 2011hb -131.722400
SN: 2011ia -177.205400
SN: 2011im -164.779700
SN: 2011iv -219.284200
SN: 2012E 9.352100
SN: 2012V -300.758200
SN: 2012Z -152.591200
SN: 2012bh -50.839200
SN: 2012fr -67.508600
SN: 2012gl -78.644600
SN: 2012hr -75.745200
SN: 2012ht -0.297300
SN: 2012ij -39.376100
SN: 2013E 77.064900
SN: 2013Q -131.671600
SN: 2013aa 440.865800
SN: 2013ag 463.324400
SN: 2013bs -21.354900
SN: 2013cg 85.287600
SN: 2013cs 280.753600
SN: 2013dh 54.084700
SN: 2013dr -60.594800
SN: 2013dy -413.100200
SN: 2013eh -422.991900
SN: 2013eu -234.921200
SN: 2013ex -74.594200
SN: 2013fa -126.778200
SN: 2013fn -18.053900
SN: 2013fw -253.347700
SN: 2013fy 71.487600
SN: 2013gh -189.641500
SN: 2013gq 11.984100
SN: 2013gs -82.599500
SN: 2013gy 18.071400
SN: 2013hh 33.775300
SN: 2013hn 148.663600
SN: 20142 -25.524400
SN: 20144 -23.967800
SN: 2014I 262.343800
SN: 2014J -83.408900
SN: 2014R -89.348800
SN: 2014ai 10.201900
SN: 2014ao -95.818400
SN: 2014at 79.741200
SN: 2014bj -53.160400
SN: 2014bv -255.967500
SN: 2014cd 18.367300
SN: 2014dg -271.042800
SN: 2014dt 15.899500
SN: 2014eg 46.955500
SN: 2014ek -227.550800
SN: 2015F 80.577700
SN: 2015I -143.618200
SN: 2015N -120.629000
SN: 2015bo 205.021600
SN: 2015bp 34.109300
SN: 2015db -45.278900
SN: 2016W -411.414800
SN: 2016aew 141.164100
SN: 2016afk -172.356200
SN: 2016arc 299.456900
SN: 2016coj -242.802500
SN: 2016fbk -233.257800
SN: 2016ffh -41.110800
SN: 2016hpw -41.718600
SN: 2016hvl -49.884100
SN: 2017 -23.393300
SN: 2017cbv 440.865800
SN: 2017cbv2 440.865800
SN: 2017cbv_wee 440.865800
SN: 2017cfd -244.553600
SN: 2017drh -220.761800
SN: 2017dws 27.052100
SN: 2017erp 147.138200
SN: 2017fgc -137.765100
SN: 2017gup -42.967500
SN: 2017hbi -477.736300
SN: 2017hoq 137.153500
SN: 20184 -26.225000
SN: 20186 -24.009800
SN: 2018aoz 456.870400
SN: 2018dem -42.973600
SN: 2018enc 280.998900
SN: 2018fop -395.682500
SN: 2018gv -18.777000
SN: 2018jjd 74.540900
SN: 2019ein -134.568100
SN: 20208 -237.938700
SN: 2021hpr -255.902900
SN: 2021pit -55.350100
SN: 20227 -27.164100
SN: 20245 -25.438600
SN: 2030 -16.072800
SN: 2031 -23.047400
SN: 20345 -31.131300
SN: 20350 -27.437700
SN: 20364 -33.605300
SN: 20376 -22.473300
SN: 20430 -24.048700
SN: 20432 -15.881100
SN: 20470 -42.267200
SN: 20528 -42.839500
SN: 20533 -19.777500
SN: 20575 -27.285000
SN: 20581 -31.716200
SN: 20625 -62.261600
SN: 20687 -41.250800
SN: 20764 -43.786300
SN: 20768 -27.891600
SN: 20821 -29.156300
SN: 20829 -23.541300
SN: 20834 -39.108300
SN: 20862 -29.093800
SN: 20889 -28.371700
SN: 20934 -25.433500
SN: 20978 -23.102800
SN: 21006 -22.434900
SN: 2102 -36.699600
SN: 21033 -33.196100
SN: 21034 -62.882600
SN: 21042 -15.622600
SN: 21062 -42.079400
SN: 21422 -30.914400
SN: 21455 -28.286000
SN: 21502 -68.185000
SN: 21510 -50.270100
SN: 2165 -28.005200
SN: 21669 -55.134500
SN: 21810 -34.623500
SN: 21814 -60.857800
SN: 21839 -41.492700
SN: 21861 -36.858700
SN: 22075 -53.867100
SN: 22182 -54.713300
SN: 22284 -41.371500
SN: 2246 -29.399300
SN: 2308 -45.265200
SN: 2330 -37.774200
SN: 2372 -35.798600
SN: 2422 -30.534100
SN: 2440 -35.059000
SN: 2533 -22.841600
SN: 2561 -49.764600
SN: 2635 -35.688100
SN: 2689 -43.616000
SN: 2789 -25.583900
SN: 2916 -33.607000
SN: 2943 -31.198600
SN: 2992 -38.395700
SN: 300105 -65.652900
SN: 300179 -39.888700
SN: 3080 -41.544000
SN: 3087 -43.144800
SN: 310025 -35.262800
SN: 310039 -34.807600
SN: 310042 -29.447200
SN: 310051 -27.942700
SN: 310073 10.799400
SN: 310090 -22.382200
SN: 310091 -16.844000
SN: 310146 3.830100
SN: 310161 -29.432000
SN: 310188 -19.947100
SN: 310238 -23.120500
SN: 310260 -12.923100
SN: 310574 -32.328000
SN: 3199 -26.311800
SN: 320099 -17.565100
SN: 320258 -18.686300
SN: 320469 -17.508800
SN: 3256 -46.970600
SN: 330022 -24.934100
SN: 330023 -34.236300
SN: 330075 -288.229300
SN: 330083 -30.836600
SN: 330089 -18.129800
SN: 330106 -15.216700
SN: 330107 -29.881900
SN: 330112 -28.354700
SN: 330128 -20.150800
SN: 330143 -38.960400
SN: 330146 -42.362400
SN: 3317 -45.321200
SN: 3377 -24.773900
SN: 340169 -18.785400
SN: 340211 -22.008800
SN: 340218 -36.115800
SN: 340222 -24.915400
SN: 340229 -41.663600
SN: 340232 10.427800
SN: 340242 3.756100
SN: 340272 -28.658600
SN: 340276 4.299700
SN: 340316 -40.150800
SN: 340334 -28.137900
SN: 3451 -26.373800
SN: 3452 -28.273400
SN: 350027 -28.197500
SN: 350047 -35.657500
SN: 350050 -22.709600
SN: 350078 -24.118100
SN: 350080 -25.372600
SN: 350083 -20.922800
SN: 350180 5.524400
SN: 350192 18.504100
SN: 350233 28.134700
SN: 350235 -20.739600
SN: 350316 -69.207200
SN: 350374 -15.937400
SN: 350548 -39.066100
SN: 350606 3.835100
SN: 350607 2.304800
SN: 350630 -29.235700
SN: 350733 14.214000
SN: 3592 -76.222300
SN: 360112 -36.674200
SN: 360139 -14.464800
SN: 360140 -22.399400
SN: 360145 -41.736600
SN: 360156 46.504400
SN: 370066 -62.187800
SN: 370098 23.954900
SN: 370189 -58.980700
SN: 370308 -33.121000
SN: 370329 13.352000
SN: 370333 -84.051700
SN: 370344 17.633000
SN: 370356 -50.839200
SN: 370367 12.879000
SN: 370369 27.765700
SN: 370394 -22.704300
SN: 370428 -27.599400
SN: 370498 -19.240900
SN: 370563 27.869500
SN: 370566 -92.109800
SN: 370589 17.097800
SN: 370595 29.917000
SN: 380040 9.740800
SN: 380046 43.442300
SN: 380199 -16.984000
SN: 380279 15.934100
SN: 380318 16.289000
SN: 380378 -26.561800
SN: 3901 -146.681600
SN: 390259 -61.863600
SN: 390264 -30.573400
SN: 390314 -35.418300
SN: 390449 -35.089900
SN: 390471 -20.228600
SN: 390627 -41.434900
SN: 4000 -27.195200
SN: 4046 -28.606500
SN: 420087 -30.535100
SN: 420100 -56.175600
SN: 420136 -22.869800
SN: 420159 -34.841000
SN: 420196 -25.099500
SN: 420258 -28.625900
SN: 420352 -17.329800
SN: 420407 -25.581400
SN: 420414 -22.474600
SN: 420417 -18.461900
SN: 4241 -24.515100
SN: 430003 -19.758900
SN: 430004 -31.203900
SN: 440005 5.829900
SN: 440008 10.502300
SN: 440039 -31.080200
SN: 440042 -37.144500
SN: 440050 -24.129300
SN: 440162 -19.160800
SN: 440185 5.186800
SN: 440236 -15.403800
SN: 440264 -22.531700
SN: 440285 -32.333900
SN: 440509 -19.254800
SN: 440643 6.070400
SN: 450020 -99.777400
SN: 450082 -30.840600
SN: 450175 3.346800
SN: 450339 -16.862400
SN: 4524 -91.656000
SN: 460003 -43.848400
SN: 460004 -29.474600
SN: 460037 5.141400
SN: 460064 5.021000
SN: 460105 -33.244200
SN: 4679 -25.308400
SN: 470001 12.940800
SN: 470008 7.312800
SN: 470015 5.445900
SN: 470041 -22.741500
SN: 470043 -79.720400
SN: 470047 -73.738700
SN: 470110 4.820900
SN: 470232 -35.835400
SN: 470240 -19.101700
SN: 470244 -20.778900
SN: 480058 -267.034200
SN: 480059 -27.066300
SN: 480064 -30.134700
SN: 480162 15.118900
SN: 480184 -22.210200
SN: 480464 22.981300
SN: 490007 -80.938600
SN: 490008 -51.583400
SN: 490037 14.999000
SN: 490521 17.027700
SN: 490563 -107.855500
SN: 500004 -26.516400
SN: 500038 42.525500
SN: 500057 -20.381000
SN: 500065 -26.090000
SN: 500100 -24.387200
SN: 500301 -22.331100
SN: 500504 -34.151600
SN: 500511 -16.390600
SN: 510082 51.674600
SN: 510113 -16.840200
SN: 510251 -37.844500
SN: 510266 -16.693100
SN: 5103 -46.156900
SN: 510457 -11.986300
SN: 510550 -37.278400
SN: 510578 -24.662500
SN: 510597 -12.673000
SN: 510638 -34.348100
SN: 5183 -16.747400
SN: 520001 -90.163300
SN: 520007 -31.672300
SN: 520008 -32.332600
SN: 520016 -12.337800
SN: 520019 -33.395700
SN: 520022 -52.609100
SN: 520023 -34.265000
SN: 520041 -10.034400
SN: 520062 -29.949100
SN: 520071 -19.039200
SN: 520077 -36.563800
SN: 520107 -11.518600
SN: 520188 -25.234500
SN: 530037 -22.917000
SN: 530061 -57.206700
SN: 530086 66.950600
SN: 530112 -21.663300
SN: 530175 -44.575200
SN: 530219 -23.684500
SN: 530240 -56.117400
SN: 530249 -28.235400
SN: 530251 -17.714200
SN: 5350 -17.976100
SN: 5391 -19.575800
SN: 5395 -46.665800
SN: 540163 -20.257300
SN: 550005 16.018700
SN: 550041 -28.599600
SN: 550059 -23.688900
SN: 550096 4.534800
SN: 550137 -16.753200
SN: 550154 -29.108600
SN: 550155 -13.902600
SN: 550197 -26.898400
SN: 550202 -19.034200
SN: 550218 -18.061500
SN: 5533 -26.836800
SN: 5549 -58.077300
SN: 5550 -47.389300
SN: 5588 -21.672200
SN: 560027 -16.165300
SN: 560033 -74.418400
SN: 560054 -17.506400
SN: 560087 -24.224800
SN: 560116 -62.037500
SN: 560121 -17.747300
SN: 560150 -32.203400
SN: 560152 -27.020300
SN: 5635 -33.296900
SN: 570022 -25.237500
SN: 570025 -22.619000
SN: 570056 -22.174400
SN: 570062 -54.479500
SN: 5717 -31.617100
SN: 5736 -30.164000
SN: 5737 -21.059400
SN: 5751 -56.210100
SN: 580104 -19.269900
SN: 580235 17.051200
SN: 580270 -25.265600
SN: 580275 4.894300
SN: 580276 5.421000
SN: 580300 -30.118300
SN: 580312 -16.230300
SN: 580327 -16.851900
SN: 5844 -18.770300
SN: 590002 27.561500
SN: 590005 31.776300
SN: 590031 15.369300
SN: 590097 -24.913400
SN: 590194 -65.547500
SN: 590287 34.998000
SN: 5944 -228.690800
SN: 5957 -26.351300
SN: 5966 -27.097500
SN: 5994 -20.977800
SN: 6057 -6.331700
SN: 6100 -21.679300
SN: 6108 -31.030200
SN: 6127 -23.592900
SN: 6137 -12.679600
SN: 6192 -28.699200
SN: 6196 -23.800100
SN: 6249 -27.108300
SN: 6295 -76.284700
SN: 6304 -40.129900
SN: 6315 -15.969800
SN: 6406 -44.457000
SN: 6422 -37.146700
SN: 6558 -217.877500
SN: 6649 -24.562900
SN: 6699 -16.934100
SN: 6773 -30.202400
SN: 6777 -14.107500
SN: 6780 -28.156100
SN: 6924 -25.523800
SN: 6933 -37.511800
SN: 6936 -27.388400
SN: 7017 -27.735400
SN: 7143 -24.249600
SN: 7147 -58.362200
SN: 722 -76.001800
SN: 7243 -28.341000
SN: 739 -64.930100
SN: 744 -41.926300
SN: 7473 -35.404700
SN: 7475 -25.404600
SN: 7512 -26.272400
SN: 762 -38.781600
SN: 774 -66.764000
SN: 7779 -10.947500
SN: 7847 -34.042200
SN: 7876 -83.860100
SN: 8030 -18.581400
SN: 8046 -27.900400
SN: 8151 -21.551000
SN: 8213 -38.712200
SN: 8495 -28.686700
SN: 8598 -19.935300
SN: 8719 -58.058700
SN: 8921 -34.888400
SN: 9032 -26.021000
SN: 9045 -19.864000
SN: 9207 -23.299900
SN: 9457 -25.758600
SN: 9467 -27.806600
SN: ASASSN-14eu 252.744900
SN: ASASSN-14fa -159.488300
SN: ASASSN-14kd -93.913300
SN: ASASSN-14lw 146.657300
SN: ASASSN-15bc -330.399400
SN: ASASSN-15bm 249.434500
SN: ASASSN-15fa -57.825400
SN: ASASSN-15fs -196.215400
SN: ASASSN-15ga -30.452800
SN: ASASSN-15go 107.133100
SN: ASASSN-15hg -105.007500
SN: ASASSN-15hy -51.217000
SN: ASASSN-15il 232.325900
SN: ASASSN-15jl -56.229200
SN: ASASSN-15jt 17.470500
SN: ASASSN-15kx -70.133100
SN: ASASSN-15la -166.734500
SN: ASASSN-15lg 224.978100
SN: ASASSN-15lu -168.231900
SN: ASASSN-15mf -14.010600
SN: ASASSN-15mg -289.796000
SN: ASASSN-15mi -241.958300
SN: ASASSN-15np -150.196200
SN: ASASSN-15nq 4.042400
SN: ASASSN-15nr -101.958800
SN: ASASSN-15od -57.138000
SN: ASASSN-15oh -24.628500
SN: ASASSN-15pm -170.030900
