VARNAMES: CID VPEC
SN: ASASSN-15pn -314.396800
SN: ASASSN-15pr -217.887100
SN: ASASSN-15py -71.343300
SN: ASASSN-15sb 58.820800
SN: ASASSN-15sf -241.912600
SN: ASASSN-15so -249.338800
SN: ASASSN-15ss -19.524900
SN: ASASSN-15tg -241.331600
SN: ASASSN-15ti -61.285700
SN: ASASSN-15tz -424.048600
SN: ASASSN-15uu -153.682600
SN: ASASSN-15uv -143.279800
SN: ASASSN-15uw -208.767700
SN: ASASSN-16ad -21.232600
SN: ASASSN-16aj 289.929600
SN: ASASSN-16av -284.498100
SN: ASASSN-16ay -124.578000
SN: ASASSN-16bc 45.268900
SN: ASASSN-16bn 35.573600
SN: ASASSN-16bq 141.164100
SN: ASASSN-16br -162.175300
SN: ASASSN-16ch -348.537300
SN: ASASSN-16ci 299.456900
SN: ASASSN-16cs -194.645500
SN: ASASSN-16ct -155.752200
SN: ASASSN-16cy -211.015700
SN: ASASSN-16db -408.931700
SN: ASASSN-16dn -13.369200
SN: ASASSN-16dw 371.740200
SN: ASASSN-16ej -184.928100
SN: ASASSN-16em -275.079400
SN: ASASSN-16es -214.518800
SN: ASASSN-16et -91.716000
SN: ASASSN-16ex -228.653600
SN: ASASSN-16fo -122.178900
SN: ASASSN-16fs 135.189600
SN: ASASSN-16hc 40.677000
SN: ASASSN-16hh -126.591100
SN: ASASSN-16hr -300.269100
SN: ASASSN-16hz -175.763800
SN: ASASSN-16ip -135.070100
SN: ASASSN-16jf -166.919600
SN: ASASSN-16la -1.394700
SN: ASASSN-16lc -278.073900
SN: ASASSN-16lg -66.589900
SN: ASASSN-16oz 42.873600
SN: ASASSN-17aj -6.690300
SN: ASASSN-17at -204.188200
SN: ASASSN-17bd 267.682200
SN: ASASSN-17bs -125.067000
SN: ASASSN-17co -102.666300
SN: ASASSN-17eb -213.562400
SN: ASASSN-17fd 259.991900
SN: ASASSN-18da -38.785000
SN: ASASSN-18iu -15.514100
SN: AT2016aj 17.263200
SN: AT2016blg 18.939800
SN: AT2016bln -12.091500
SN: AT2016cor -201.718200
SN: AT2016cvv -97.443500
SN: AT2016cvw -75.032600
SN: AT2016cyt -274.779700
SN: AT2016eoa -331.622900
SN: AT2016ews -54.408700
SN: AT2016fbk -233.257800
SN: AT2016ghq -84.202800
SN: AT2016gky -400.722000
SN: AT2016gmg -72.714000
SN: AT2016gsu -129.563100
SN: AT2016hnk 32.317600
SN: AT2016hns -105.312300
SN: AT2016htm -67.491100
SN: AT2016htn 20.941200
SN: AT2017cfb 339.031800
SN: AT2017cfc -39.469800
SN: AT2017cfd -244.553600
SN: AT2017dfq -20.164400
SN: AT2017lm -83.303300
SN: AT2017ns -138.084100
SN: AT2017oz 78.855800
SN: AT2017po -156.239000
SN: AT2017wb -70.018700
SN: AT2017ya -125.232100
SN: AT2017yk 207.291200
SN: AT2017zd 230.523900
SN: ATLAS16agv -119.844000
SN: ATLAS16ahj -82.133300
SN: ATLAS16bdg 282.427600
SN: ATLAS16bwu -47.779700
SN: ATLAS16cpu -41.110800
SN: ATLAS16cxr -72.364000
SN: ATLAS16dod 111.275500
SN: ATLAS16dpb 68.066600
SN: ATLAS16dqf -41.718600
SN: ATLAS16dtf -49.884100
SN: ATLAS16eej 160.283400
SN: ATLAS17ajn 28.509000
SN: ATLAS17ajs -232.654800
SN: ATLAS17axb 351.466000
SN: ATLAS17bas -76.110900
SN: ATLAS17dzg -232.131000
SN: Anguta -15.962800
SN: Aphrodite 1.605600
SN: Borg -9.757600
SN: CSS151120-0 10.036800
SN: CSS160129 -8.760600
SN: CSS160428 -196.002000
SN: CSS161013 -115.748800
SN: Eagle -11.717800
SN: Elvis -13.472800
SN: Ferguson -11.720500
SN: Frodo 2.371900
SN: Gabi -10.976900
SN: Gaia16acv -72.081800
SN: Gaia16agf 130.451700
SN: Gaia16aki 15.296400
SN: Gaia16bba -161.216200
SN: Gaia17bci -21.670600
SN: Greenburg 1.744700
SN: Hawk -20.431900
SN: Inanna 1.644200
SN: Jay -11.619700
SN: Koekemoer -10.343400
SN: LSQ11ot 60.920700
SN: LSQ12gdj -175.715100
SN: LSQ13crf -112.030400
SN: LSQ13ddu 202.860400
SN: LSQ13ry -29.707200
SN: Lancaster -10.291700
SN: MASTERJ0134 60.648100
SN: MASTERJ2222 -22.971700
SN: MASTEROTJ08 111.160900
SN: MASTEROTJ15 24.788700
SN: Manipogo -13.310400
SN: Mcenroe -12.810200
SN: Mcguire 1.566600
SN: Nanna -10.882900
SN: Ombo 1.933100
SN: PS1-14xw 74.493500
SN: PS15adh 64.997200
SN: PS15ahs -36.771500
SN: PS15aii -26.350700
SN: PS15akf -174.961200
SN: PS15asb -107.069800
SN: PS15atx 136.355400
SN: PS15bbn -64.026100
SN: PS15bdr -60.541800
SN: PS15bif 27.754900
SN: PS15bjg -77.801400
SN: PS15brr 40.267800
SN: PS15bsq -179.377300
SN: PS15bst -38.126700
SN: PS15bwh -27.116000
SN: PS15bzz -83.733700
SN: PS15cfn -3.532600
SN: PS15cge -75.483900
SN: PS15cku -301.900400
SN: PS15cms -69.583000
SN: PS15coh -126.668900
SN: PS15cwx -232.022400
SN: PS15cze -414.188000
SN: PS15dpl -258.965500
SN: PS15mt -2.230800
SN: PS15zn -54.943600
SN: PS16aer -71.052300
SN: PS16amf -91.819500
SN: PS16axi -93.280100
SN: PS16ayd 45.732900
SN: PS16bby -108.878400
SN: PS16bnz -135.380800
SN: PS16ccn -183.014800
SN: PS16cqa -252.758000
SN: PS16cvc -206.272500
SN: PS16dnp -70.970400
SN: PS16drf 120.760200
SN: PS16ejh 166.362000
SN: PS16el -126.333800
SN: PS16em 84.908200
SN: PS16eqv -3.754800
SN: PS16evk 165.109600
SN: PS16ez 33.988300
SN: PS16fa -74.087300
SN: PS16fbb 91.739800
SN: PS16n -119.126200
SN: PS17akj 8.607900
SN: PS17bii 58.342200
SN: PS17cjo -183.506400
SN: PS17ckg -6.462100
SN: PS17tn -116.656700
SN: PS17yt -73.428700
SN: PSNJ0107203 -240.339600
SN: PSNJ0153424 -237.619900
SN: PSNJ0252467 -197.780100
SN: PSNJ0309425 -477.611100
SN: PSNJ0717457 -143.618200
SN: PSNJ0859349 -185.720300
SN: PSNJ1204051 -123.441600
SN: PSNJ1300323 -21.837600
SN: PSNJ1602512 -37.135900
SN: PSNJ1628383 287.062700
SN: PSNJ2043531 -126.778200
SN: PSNJ2310226 -42.784200
SN: PSNJ2352371 -208.215700
SN: PTF09dnp -176.980200
SN: PTF10bjs -193.776100
SN: PTF10icb -273.134800
SN: PTSS-16efw -76.081300
SN: PTSS17-niq 35.461600
SN: Patuxent -12.157300
SN: Primo 1.438500
SN: Qiqirn -16.489900
SN: Rakke 2.358800
SN: Ramone -12.274300
SN: SCP05D0 -8.439100
SN: SCP05D6 -7.086800
SN: SCP06C0 9.357000
SN: SCP06G4 -2.449700
SN: SCP06H5 -2.614600
SN: SCP06K0 -2.383700
SN: SCP06R12 -7.084200
SN: SCP06U4 2.979100
SN: SN2016ajf -460.506200
SN: SN2016aqa -90.822500
SN: SN2016aqb 100.695300
SN: SN2016aqt 52.679300
SN: SN2016ayg -60.562600
SN: SN2016blh 257.550700
SN: SN2016blm 14.113900
SN: SN2016coj -242.802500
SN: SN2016cuv -54.540400
SN: SN2016esh -273.169800
SN: SN2016gfr -122.824900
SN: SN2016glp -121.995400
SN: SN2016glz -294.353000
SN: SN2016gmb -343.702000
SN: SN2016grz -133.260700
SN: SN2016hhv -151.965100
SN: SN2016hpx 254.849000
SN: SN2016ixf 32.316200
SN: SN2017cii 138.770200
SN: SN2017ciy -206.067000
SN: SN2017cjv -37.283800
SN: SN2017ckx -229.768400
SN: SN2017cne 273.037700
SN: SN2017coa -143.561100
SN: SN2017cpu 78.293200
SN: SN2017dez 92.139500
SN: SN2017dfu 121.271900
SN: SN2017dgi 189.001800
SN: SN2017drh -220.761800
SN: SN2017hn -189.322500
SN: SN2017jl 11.821500
SN: SN2017lc 10.036300
SN: SN2017mf 59.011400
SN: SN2017ms -156.121400
SN: SN2017mu -2.723600
SN: SN2017nw 67.203600
SN: SNF20071021-000 -215.716000
SN: SNF20080514-002 212.718200
SN: SNF20080909-030 -282.083600
SN: Sasquatch -9.520700
SN: Spock -13.482900
SN: Strolger -11.643100
SN: Thames -12.273600
SN: Thoth 1.594400
SN: Vilas -12.437200
SN: Yowie -21.616900
SN: camille -10.348400
SN: carter 5.486900
SN: colfax -7.266100
SN: colfax2 -7.437400
SN: colfax3 -7.235400
SN: garner -11.320600
SN: geta -5.029100
SN: iPTF13dge -237.138700
SN: iPTF13ebh 367.496800
SN: iPTF14atg 463.324400
SN: iPTF14bdn 96.361400
SN: iPTF16auf 68.159600
SN: iPTF17dz -26.345500
SN: iPTF17fs -86.649400
SN: rutledge -6.887200
SN: stone -8.195500
SN: trajan 0.669400
SN: vespasian -3.888600
SN: washington 1.590400
SN: wilson -5.291100
SN: 1995al_v2 -291.471106
