VARNAMES: CID REDSHIFT_CMB
SN: AT2016cor 0.049955
SN: AT2016cvv 0.044044
SN: AT2016cvw 0.037606
SN: AT2016cyt 0.029649
SN: AT2016eoa 0.019928
SN: AT2016ews 0.046117
SN: AT2016fbk 0.034955
SN: AT2016ghq 0.021019
SN: AT2016gky 0.004099
SN: AT2016gmg 0.048392
SN: AT2016gsu 0.075289
SN: AT2016hnk 0.015099
SN: AT2016hns 0.037040
SN: AT2016htm 0.042653
SN: AT2016htn 0.052289
SN: AT2017cfb 0.023816
SN: AT2017cfc 0.024988
SN: AT2017cfd 0.012218
SN: AT2017dfq 0.022572
SN: AT2017lm 0.030023
SN: AT2017ns 0.028019
SN: AT2017oz 0.056413
SN: AT2017po 0.032009
SN: AT2017wb 0.030925
SN: AT2017ya 0.068706
SN: AT2017yk 0.047636
SN: AT2017zd 0.030482
SN: ATLAS16agv 0.047774
SN: ATLAS16ahj 0.073590
SN: ATLAS16bdg 0.014823
SN: ATLAS16bwu 0.070742
SN: ATLAS16cpu 0.018514
SN: ATLAS16cxr 0.015179
SN: ATLAS16dod 0.016320
SN: ATLAS16dpb 0.022381
SN: ATLAS16dqf 0.020195
SN: ATLAS16dtf 0.013526
SN: ATLAS16eej 0.048268
SN: ATLAS17ajn 0.029876
SN: ATLAS17ajs 0.033704
SN: ATLAS17axb 0.032641
SN: ATLAS17bas 0.023314
SN: ATLAS17dzg 0.052784
SN: Anguta 0.670665
SN: Aphrodite 1.299122
SN: Borg 1.340933
SN: CSS151120-0 0.071833
SN: CSS160129 0.068408
SN: CSS160428 0.030809
SN: CSS161013 0.077993
SN: Eagle 1.019804
SN: Elvis 0.839731
SN: Ferguson 1.020805
SN: Frodo 0.734335
SN: Gabi 1.120847
SN: Gaia16acv 0.078332
SN: Gaia16agf 0.025533
SN: Gaia16aki 0.073984
SN: Gaia16bba 0.029344
SN: Gaia17bci 0.018884
SN: Greenburg 1.139180
SN: Hawk 0.490596
SN: Inanna 1.306122
SN: Jay 1.030811
SN: Koekemoer 1.230886
SN: LSQ11ot 0.027345
SN: LSQ12gdj 0.028862
SN: LSQ13crf 0.059345
SN: LSQ13ddu 0.058181
SN: LSQ13ry 0.031075
SN: Lancaster 1.235891
SN: MASTERJ0134 0.043906
SN: MASTERJ2222 0.022834
SN: MASTEROTJ08 0.031565
SN: MASTEROTJ15 0.056904
SN: Manipogo 0.854738
SN: Mcenroe 0.899756
SN: Mcguire 1.356096
SN: Nanna 1.141847
SN: Ombo 0.974243
SN: PS1-14xw 0.024363
SN: PS15adh 0.103868
SN: PS15ahs 0.025217
SN: PS15aii 0.047682
SN: PS15akf 0.059493
SN: PS15asb 0.049516
SN: PS15atx 0.073010
SN: PS15bbn 0.036015
SN: PS15bdr 0.070939
SN: PS15bif 0.078547
SN: PS15bjg 0.067584
SN: PS15brr 0.050628
SN: PS15bsq 0.033087
SN: PS15bst 0.087247
SN: PS15bwh 0.071486
SN: PS15bzz 0.079007
SN: PS15cfn 0.109424
SN: PS15cge 0.083868
SN: PS15cku 0.022219
SN: PS15cms 0.066027
SN: PS15coh 0.017961
SN: PS15cwx 0.030065
SN: PS15cze 0.038913
SN: PS15dpl 0.026416
SN: PS15mt 0.071926
SN: PS15zn 0.055898
SN: PS16aer 0.056678
SN: PS16amf 0.090235
SN: PS16axi 0.040565
SN: PS16ayd 0.054848
SN: PS16bby 0.054298
SN: PS16bnz 0.063976
SN: PS16ccn 0.023947
SN: PS16cqa 0.044326
SN: PS16cvc 0.028443
SN: PS16dnp 0.049983
SN: PS16drf 0.056299
SN: PS16ejh 0.049638
SN: PS16el 0.048960
SN: PS16em 0.071130
SN: PS16eqv 0.084568
SN: PS16evk 0.053200
SN: PS16ez 0.092904
SN: PS16fa 0.047342
SN: PS16fbb 0.051386
SN: PS16n 0.052676
SN: PS17akj 0.047802
SN: PS17bii 0.074672
SN: PS17cjo 0.057157
SN: PS17ckg 0.050900
SN: PS17tn 0.045492
SN: PS17yt 0.070464
SN: PSNJ0107203 0.016005
SN: PSNJ0153424 0.024744
SN: PSNJ0252467 0.027485
SN: PSNJ0309425 0.019540
SN: PSNJ0717457 0.008123
SN: PSNJ0859349 0.028744
SN: PSNJ1204051 0.045020
SN: PSNJ1300323 0.024067
SN: PSNJ1602512 0.020391
SN: PSNJ1628383 0.029912
SN: PSNJ2043531 0.014493
SN: PSNJ2310226 0.037869
SN: PSNJ2352371 0.025248
SN: PTF09dnp 0.037572
SN: PTF10bjs 0.030550
SN: PTF10icb 0.009005
SN: PTSS-16efw 0.035416
SN: PTSS17-niq 0.069095
SN: Patuxent 0.970780
SN: Primo 1.549026
SN: Qiqirn 0.640658
SN: Rakke 0.738333
SN: Ramone 0.954779
SN: SCP05D0 1.012359
SN: SCP05D6 1.313114
SN: SCP06C0 1.094404
SN: SCP06G4 1.351337
SN: SCP06H5 1.232234
SN: SCP06K0 1.416311
SN: SCP06R12 1.210219
SN: SCP06U4 1.048190
SN: SN2016ajf 0.019776
SN: SN2016aqa 0.055888
SN: SN2016aqb 0.064195
SN: SN2016aqt 0.051238
SN: SN2016ayg 0.043283
SN: SN2016blh 0.024695
SN: SN2016blm 0.031095
SN: SN2016coj 0.004887
SN: SN2016cuv 0.083322
SN: SN2016esh 0.044881
SN: SN2016gfr 0.016297
SN: SN2016glp 0.083656
SN: SN2016glz 0.039746
SN: SN2016gmb 0.057083
SN: SN2016grz 0.086556
SN: SN2016hhv 0.060675
SN: SN2016hpx 0.033699
SN: SN2016ixf 0.067228
SN: SN2017cii 0.033366
SN: SN2017ciy 0.037625
SN: SN2017cjv 0.060789
SN: SN2017ckx 0.027787
SN: SN2017cne 0.034403
SN: SN2017coa 0.040450
SN: SN2017cpu 0.055292
SN: SN2017dez 0.024717
SN: SN2017dfu 0.045942
SN: SN2017dgi 0.055520
SN: SN2017drh 0.005423
SN: SN2017hn 0.024923
SN: SN2017jl 0.015293
SN: SN2017lc 0.061195
SN: SN2017mf 0.026182
SN: SN2017ms 0.025378
SN: SN2017mu 0.082674
SN: SN2017nw 0.078270
SN: SNF20071021-000 0.026396
SN: SNF20080514-002 0.022920
SN: SNF20080909-030 0.030132
SN: Sasquatch 1.390956
SN: Spock 0.839732
SN: Strolger 1.027810
SN: Thames 0.954779
SN: Thoth 1.304117
SN: Vilas 0.935771
SN: Yowie 0.457582
SN: camille 1.222887
SN: carter 1.542947
SN: colfax 2.261295
SN: colfax2 2.161255
SN: colfax3 2.281303
SN: garner 1.070827
SN: geta 1.697016
SN: iPTF13dge 0.015812
SN: iPTF13ebh 0.012383
SN: iPTF14atg 0.022238
SN: iPTF14bdn 0.016355
SN: iPTF16auf 0.015659
SN: iPTF17dz 0.092836
SN: iPTF17fs 0.108310
SN: rutledge 1.614988
SN: stone 1.801112
SN: trajan 1.517549
SN: vespasian 1.203627
SN: washington 1.329108
SN: wilson 1.911601
SN: 1995al_v2 0.005919
