VARNAMES: CID REDSHIFT_CMB
SN: 1998de 0.015395
SN: 1998dh 0.007692
SN: 1998dk 0.011972
SN: 1998dm 0.005665
SN: 1998dx 0.049804
SN: 1998ec 0.020141
SN: 1998ef 0.016100
SN: 1998eg 0.023582
SN: 1998es 0.009567
SN: 19990 0.248835
SN: 19992 0.226321
SN: 1999X 0.025783
SN: 1999aa 0.015790
SN: 1999ac 0.009793
SN: 1999aw 0.039280
SN: 1999bh 0.017744
SN: 1999by 0.002570
SN: 1999cc 0.031317
SN: 1999cl 0.008535
SN: 1999cp 0.009975
SN: 1999cw 0.011166
SN: 1999da 0.012498
SN: 1999dg 0.022631
SN: 1999dk 0.014000
SN: 1999dq 0.013337
SN: 1999ee 0.010277
SN: 1999ef 0.037717
SN: 1999ej 0.015343
SN: 1999ek 0.017610
SN: 1999gd 0.018997
SN: 1999gh 0.008828
SN: 1999gp 0.026028
SN: 2000B 0.019402
SN: 2000E 0.004222
SN: 2000bh 0.024212
SN: 2000bk 0.026684
SN: 2000ca 0.024541
SN: 2000ce 0.016458
SN: 2000cf 0.036456
SN: 2000cn 0.022596
SN: 2000cp 0.034239
SN: 2000cu 0.019019
SN: 2000cw 0.028962
SN: 2000cx 0.006975
SN: 2000dg 0.037246
SN: 2000dk 0.016488
SN: 2000dm 0.014717
SN: 2000dn 0.030814
SN: 2000dr 0.017650
SN: 2000fa 0.021806
SN: 200132 0.208561
SN: 2001C 0.011096
SN: 2001E 0.020330
SN: 2001G 0.017272
SN: 2001N 0.022097
SN: 2001V 0.015920
SN: 2001ah 0.058373
SN: 2001ay 0.030932
SN: 2001az 0.040593
SN: 2001ba 0.031363
SN: 2001bf 0.015560
SN: 2001bg 0.007963
SN: 2001bp 0.095050
SN: 2001br 0.020465
SN: 2001bt 0.014073
SN: 2001cj 0.024912
SN: 2001ck 0.035436
SN: 2001cn 0.015087
SN: 2001cp 0.022446
SN: 2001cz 0.012746
SN: 2001da 0.016583
SN: 2001dl 0.019830
SN: 2001eh 0.036266
SN: 2001el 0.003573
SN: 2001en 0.015343
SN: 2001ep 0.013055
SN: 2001ex 0.026566
SN: 2001fe 0.014478
SN: 2001fh 0.012412
SN: 2001gb 0.026529
SN: 2001gc 0.019350
SN: 2001ic 0.042802
SN: 2001ie 0.031088
SN: 2002G 0.036313
SN: 2002ar 0.031181
SN: 2002aw 0.026424
SN: 2002bf 0.024936
SN: 2002bo 0.005426
SN: 2002bz 0.037813
SN: 2002cd 0.009725
SN: 2002cf 0.016228
SN: 2002ck 0.030198
SN: 2002cr 0.009975
SN: 2002cs 0.015377
SN: 2002cu 0.022173
SN: 2002cx 0.024998
SN: 2002de 0.030497
SN: 2002dj 0.010512
SN: 2002dl 0.015170
SN: 2002do 0.014258
SN: 2002dp 0.010491
SN: 2002eb 0.026331
SN: 2002ef 0.022242
SN: 2002el 0.027783
SN: 2002er 0.008527
SN: 2002es 0.017257
SN: 2002eu 0.036718
SN: 2002fb 0.014452
SN: 2002fk 0.006680
SN: 2002ha 0.012204
SN: 2002hd 0.031542
SN: 2002he 0.024692
SN: 2002hu 0.035915
SN: 2002hw 0.016307
SN: 2002jg 0.013881
SN: 2002jy 0.018702
SN: 2002kf 0.019478
SN: 20039 0.245392
SN: 2003D 0.023343
SN: 2003K 0.021897
SN: 2003U 0.027936
SN: 2003W 0.020868
SN: 2003Y 0.017322
SN: 2003ae 0.033690
SN: 2003ai 0.036953
SN: 2003cg 0.005227
SN: 2003ch 0.028949
SN: 2003cq 0.033230
SN: 2003du 0.006644
SN: 2003fa 0.040148
SN: 2003gn 0.033161
SN: 2003gq 0.020298
SN: 2003gs 0.003981
SN: 2003gt 0.014221
SN: 2003he 0.024043
SN: 2003hu 0.074704
SN: 2003hv 0.004984
SN: 2003ic 0.051959
SN: 2003it 0.024128
SN: 2003iv 0.033513
SN: 2003kc 0.034098
SN: 2003kf 0.007694
SN: 20040 0.286555
SN: 20048 0.183879
SN: 2004E 0.030670
SN: 2004K 0.036983
SN: 2004L 0.033443
SN: 2004S 0.009800
SN: 2004ap 0.025187
SN: 2004as 0.032496
SN: 2004at 0.022869
SN: 2004bd 0.010084
SN: 2004bg 0.022143
SN: 2004bk 0.024051
SN: 2004br 0.024259
SN: 2004bv 0.009914
SN: 2004bw 0.022069
SN: 2004dt 0.018502
SN: 2004ef 0.029782
SN: 2004eo 0.014202
SN: 2004ey 0.014669
SN: 2004fu 0.008670
SN: 2004fz 0.016459
SN: 2004gc 0.031960
SN: 2004gs 0.028295
SN: 2004gu 0.046701
SN: 20051 0.233710
SN: 2005A 0.018355
SN: 2005M 0.025838
SN: 2005W 0.008607
SN: 2005ag 0.080243
SN: 2005al 0.016288
SN: 2005am 0.008414
SN: 2005bc 0.012616
SN: 2005be 0.034172
SN: 2005bg 0.024140
SN: 2005bl 0.025008
SN: 2005bo 0.015033
SN: 2005cc 0.007848
SN: 2005cf 0.007029
SN: 2005de 0.014946
SN: 2005df 0.004354
SN: 2005df_ANU 0.004354
SN: 2005dm 0.016013
SN: 2005dv 0.010378
SN: 2005el 0.014829
SN: 2005eq 0.028309
SN: 2005eu 0.033686
SN: 2005ew 0.008578
SN: 2005gj 0.060903
SN: 2005hc 0.044955
SN: 2005hf 0.042058
SN: 2005hj 0.056314
SN: 2005hk 0.011836
SN: 2005iq 0.032920
SN: 2005ir 0.074897
SN: 2005kc 0.013855
SN: 2005ke 0.004489
SN: 2005ki 0.020655
SN: 2005ku 0.043971
SN: 2005ls 0.020584
SN: 2005lu 0.031479
SN: 2005lz 0.045409
SN: 2005mc 0.025973
SN: 2005ms 0.025950
SN: 2005mz 0.017022
SN: 2005na 0.027171
SN: 20064 0.103515
SN: 2006B 0.015237
SN: 2006D 0.009656
SN: 2006H 0.013933
SN: 2006N 0.014157
SN: 2006S 0.033099
SN: 2006X 0.006336
SN: 2006ac 0.023953
SN: 2006ah 0.054068
SN: 2006ak 0.038933
SN: 2006al 0.069078
SN: 2006an 0.065192
SN: 2006ar 0.022875
SN: 2006ax 0.017742
SN: 2006az 0.031580
SN: 2006bb 0.025338
SN: 2006bd 0.026625
SN: 2006bh 0.010417
SN: 2006bk 0.049823
SN: 2006bq 0.022256
SN: 2006br 0.025647
SN: 2006bt 0.032409
SN: 2006bu 0.084992
SN: 2006bw 0.030749
SN: 2006bz 0.029031
SN: 2006cc 0.033094
SN: 2006cf 0.042232
SN: 2006cg 0.028804
SN: 2006cj 0.068657
SN: 2006cm 0.015235
SN: 2006cp 0.023338
SN: 2006cq 0.049282
SN: 2006cs 0.024449
SN: 2006ct 0.032167
SN: 2006cz 0.042508
SN: 2006dd 0.005515
SN: 2006dm 0.021608
SN: 2006ef 0.016939
SN: 2006ej 0.019260
SN: 2006em 0.018511
SN: 2006en 0.030812
SN: 2006eq 0.048247
SN: 2006et 0.021402
SN: 2006eu 0.022914
SN: 2006ev 0.027589
SN: 2006fw 0.082550
SN: 2006gj 0.027699
SN: 2006gr 0.033519
SN: 2006gt 0.043657
SN: 2006ha 0.029587
SN: 2006hb 0.014965
SN: 2006hn 0.017487
SN: 2006hx 0.044288
SN: 2006is 0.031494
SN: 2006je 0.037001
SN: 2006ke 0.017127
SN: 2006kf 0.019545
SN: 2006le 0.017277
SN: 2006lf 0.012956
SN: 2006lu 0.054486
SN: 2006mo 0.036158
SN: 2006mp 0.022886
SN: 2006mq 0.004022
SN: 2006mr 0.005515
SN: 2006nz 0.037025
SN: 2006oa 0.061416
SN: 2006ob 0.057605
SN: 2006on 0.070677
SN: 2006or 0.021968
SN: 2006os 0.032120
SN: 2006ot 0.052318
SN: 2006ou 0.014618
SN: 2006py 0.056583
SN: 2006qo 0.028714
SN: 2006sr 0.023067
SN: 2006td 0.015043
SN: 2006te 0.032115
SN: 2007A 0.016461
SN: 2007F 0.024203
SN: 2007H 0.043604
SN: 2007N 0.014018
SN: 2007O 0.037325
SN: 2007R 0.031258
SN: 2007S 0.015024
SN: 2007ae 0.064845
SN: 2007af 0.006353
SN: 2007ai 0.032115
SN: 2007aj 0.030551
SN: 2007al 0.013338
SN: 2007ap 0.015989
SN: 2007ar 0.053225
SN: 2007as 0.017914
SN: 2007au 0.019922
SN: 2007ax 0.007469
SN: 2007ba 0.035329
SN: 2007bc 0.021866
SN: 2007bd 0.031411
SN: 2007bj 0.017057
SN: 2007bm 0.007456
SN: 2007bz 0.023173
SN: 2007ca 0.015089
SN: 2007cb 0.037523
SN: 2007cc 0.030020
SN: 2007cf 0.033479
SN: 2007cg 0.034223
SN: 2007ci 0.022954
SN: 2007cn 0.024121
SN: 2007co 0.026549
SN: 2007cp 0.037633
SN: 2007cq 0.024814
SN: 2007cs 0.016355
SN: 2007cv 0.013613
SN: 2007ev 0.041532
SN: 2007fb 0.016796
SN: 2007fq 0.041603
SN: 2007fr 0.049541
SN: 2007fs 0.016326
SN: 2007gi 0.005053
SN: 2007hg 0.028993
SN: 2007hj 0.012878
SN: 2007hu 0.035183
SN: 2007hx 0.078492
SN: 2007if 0.073358
SN: 2007ir 0.034572
SN: 2007is 0.029530
SN: 2007jd 0.071958
SN: 2007jg 0.036525
SN: 2007jh 0.040227
SN: 2007kd 0.025062
SN: 2007kf 0.046513
SN: 2007kg 0.005983
SN: 2007kh 0.049438
SN: 2007kk 0.041296
SN: 2007le 0.005523
SN: 2007mm 0.065349
SN: 2007nq 0.042752
SN: 2007ob 0.032626
SN: 2007ol 0.054901
SN: 2007on 0.004599
SN: 2007qe 0.022796
SN: 2007rx 0.031116
SN: 2007so 0.029076
SN: 2007sr 0.006603
SN: 2007ss 0.016187
SN: 2007st 0.020607
SN: 2007su 0.026604
SN: 2007sw 0.024999
SN: 2007ux 0.031834
SN: 2008050 0.046273
SN: 2008051 0.038348
SN: 20084 0.138336
SN: 20088 0.243155
SN: 2008A 0.015554
SN: 2008C 0.017088
SN: 2008J 0.015210
SN: 2008L 0.017337
SN: 2008O 0.039398
SN: 2008Q 0.007221
SN: 2008R 0.012597
SN: 2008Y 0.070279
SN: 2008Z 0.021465
SN: 2008ac 0.053531
SN: 2008ad 0.056401
SN: 2008ae 0.031175
SN: 2008af 0.034038
SN: 2008ai 0.036000
SN: 2008ar 0.027316
SN: 2008at 0.034973
SN: 2008bc 0.015725
SN: 2008bd 0.031336
SN: 2008bf 0.024513
SN: 2008bi 0.014421
SN: 2008bq 0.032793
SN: 2008bt 0.016584
SN: 2008bw 0.032286
SN: 2008by 0.045837
SN: 2008bz 0.061299
SN: 2008cc 0.010037
SN: 2008cd 0.008511
SN: 2008cf 0.046924
SN: 2008cl 0.063410
SN: 2008cm 0.011511
SN: 2008dh 0.035650
SN: 2008dr 0.039960
SN: 2008ds 0.019977
SN: 2008dt 0.035183
SN: 2008dx 0.035923
SN: 2008ec 0.015061
SN: 2008eg 0.032685
SN: 2008ei 0.036541
SN: 2008ek 0.034278
SN: 2008eo 0.015389
SN: 2008eq 0.056800
SN: 2008ff 0.018718
SN: 2008fk 0.071165
SN: 2008fl 0.019386
SN: 2008fp 0.006296
SN: 2008fr 0.037897
SN: 2008fu 0.051457
SN: 2008fv 0.009932
SN: 2008fv1 0.009932
SN: 2008fv2 0.009932
SN: 2008fv2_rev 0.009932
SN: 2008fv_comb 0.009932
SN: 2008fw 0.009349
SN: 2008gb 0.036410
SN: 2008ge 0.003932
SN: 2008gg 0.031073
SN: 2008gl 0.032462
SN: 2008go 0.061156
SN: 2008gp 0.032446
SN: 2008ha 0.003414
SN: 2008hj 0.036430
SN: 2008hm 0.019178
SN: 2008hs 0.018346
SN: 2008hu 0.050713
SN: 2008hv 0.013602
SN: 2008ia 0.022568
SN: 2009D 0.024757
SN: 2009F 0.012918
SN: 2009I 0.025436
SN: 2009J 0.016076
SN: 2009P 0.026339
SN: 2009Y 0.010502
SN: 2009aa 0.028273
SN: 2009ab 0.011886
SN: 2009ad 0.028340
SN: 2009ag 0.009308
SN: 2009al 0.023280
SN: 2009an 0.009210
SN: 2009bv 0.037485
SN: 2009cz 0.023146
SN: 2009dc 0.021787
SN: 2009do 0.040272
SN: 2009ds 0.020330
SN: 2009ee 0.036446
SN: 2009eu 0.030719
SN: 2009fv 0.030719
SN: 2009gf 0.019247
SN: 2009hn 0.021192
SN: 2009hp 0.020307
SN: 2009ig 0.008009
SN: 2009jb 0.023244
SN: 2009jr 0.015619
SN: 2009kk 0.012436
SN: 2009kq 0.012472
SN: 2009le 0.017394
SN: 2009lf 0.044051
SN: 2009li 0.039293
SN: 2009na 0.022089
SN: 2009nq 0.015266
SN: 20106 0.331368
SN: 2010A 0.020792
SN: 2010H 0.016055
SN: 2010Y 0.011422
SN: 2010ae 0.004229
SN: 2010ag 0.033361
SN: 2010ai 0.019176
SN: 2010ao 0.024219
SN: 2010cr 0.023676
SN: 2010dt 0.052915
SN: 2010dw 0.038713
SN: 2010el 0.004984
SN: 2010gn 0.031231
SN: 2010gp 0.024363
SN: 2010hs 0.075141
SN: 2010ih 0.007866
SN: 2010ii 0.027038
SN: 2010jn 0.026023
SN: 2010ju 0.015344
SN: 2010kg 0.015948
SN: 2010ko 0.010964
SN: 20111 0.242674
SN: 2011B 0.004581
SN: 2011M 0.017277
SN: 2011aa 0.012406
SN: 2011ao 0.011675
SN: 2011ay 0.020796
SN: 2011bd 0.028010
SN: 2011by 0.003693
SN: 2011de 0.029222
SN: 2011df 0.014018
SN: 2011dl 0.034321
SN: 2011dm 0.004450
SN: 2011dn 0.024429
SN: 2011dz 0.024826
SN: 2011eh 0.007218
SN: 2011ek 0.004218
SN: 2011fe 0.001223
SN: 2011fs 0.018218
SN: 2011gu 0.018002
SN: 2011hb 0.027748
SN: 2011ia 0.018038
SN: 2011im 0.014928
SN: 2011iv 0.005943
SN: 2012E 0.019573
SN: 2012V 0.010457
SN: 2012Z 0.006680
SN: 2012bh 0.024998
SN: 2012cg 0.002564
SN: 2012fr 0.004599
SN: 2012gl 0.010444
SN: 2012hr 0.007885
SN: 2012ht 0.004646
SN: 2012ij 0.011577
SN: 2013E 0.010423
SN: 2013Q 0.016122
SN: 2013ag 0.022239
SN: 2013bs 0.028590
SN: 2013cg 0.008815
SN: 2013cs 0.010295
SN: 2013dh 0.013781
SN: 2013dr 0.016692
SN: 2013dy 0.002932
SN: 2013eh 0.035086
SN: 2013eu 0.009357
SN: 2013ex 0.010964
SN: 2013fa 0.014295
SN: 2013fn 0.027243
SN: 2013fw 0.015704
SN: 2013fy 0.030994
SN: 2013gh 0.007747
SN: 2013gq 0.014574
SN: 2013gs 0.017480
SN: 2013gy 0.013088
SN: 2013hh 0.014265
SN: 2013hn 0.016288
SN: 20142 0.312587
SN: 20144 0.220148
SN: 2014I 0.030281
SN: 2014J 0.001106
SN: 2014R 0.025647
SN: 2014ai 0.023165
SN: 2014ao 0.015716
SN: 2014at 0.031418
SN: 2014bj 0.042392
SN: 2014bv 0.005476
SN: 2014cd 0.020568
SN: 2014dg 0.003623
SN: 2014dt 0.006386
SN: 2014eg 0.018511
SN: 2014ek 0.021968
SN: 2015F 0.005152
SN: 2015I 0.008123
SN: 2015N 0.011562
SN: 2015bo 0.016935
SN: 2015bp 0.006033
SN: 2015db 0.011354
SN: 2016W 0.018554
SN: 2016aew 0.025819
SN: 2016afk 0.046773
SN: 2016arc 0.012189
SN: 2016coj 0.004887
SN: 2016fbk 0.034955
SN: 2016ffh 0.018514
SN: 2016hpw 0.020195
SN: 2016hvl 0.013526
SN: 2017 0.261624
SN: 2017cbv 0.004781
SN: 2017cbv2 0.004781
SN: 2017cbv_wee 0.004781
SN: 2017cfd 0.012218
SN: 2017drh 0.005423
SN: 2017dws 0.082471
SN: 2017erp 0.007265
SN: 2017fgc 0.006671
SN: 2017gup 0.022603
SN: 2017hbi 0.039248
SN: 2017hoq 0.023499
SN: 20184 0.322411
SN: 20186 0.349567
SN: 2018aoz 0.007009
SN: 2018dem 0.058643
SN: 2018enc 0.024495
SN: 2018fop 0.020165
SN: 2018gv 0.005957
SN: 2018jjd 0.025465
SN: 2019ein 0.008373
SN: 20208 0.042450
SN: 2021hpr 0.009578
SN: 2021pit 0.003659
SN: 20227 0.275739
SN: 20245 0.287235
SN: 2030 0.232383
SN: 2031 0.151859
SN: 20345 0.260776
SN: 20350 0.128261
SN: 20364 0.217285
SN: 20376 0.208310
SN: 20430 0.165934
SN: 20432 0.303844
SN: 20470 0.130807
SN: 20528 0.134903
SN: 20533 0.303516
SN: 20575 0.197349
SN: 20581 0.203356
SN: 20625 0.106839
SN: 20687 0.190256
SN: 20764 0.164781
SN: 20768 0.237347
SN: 20821 0.195343
SN: 20829 0.303354
SN: 20834 0.189606
SN: 20862 0.264550
SN: 20889 0.208753
SN: 20934 0.303121
SN: 20978 0.323707
SN: 21006 0.292411
SN: 2102 0.094010
SN: 21033 0.230061
SN: 21034 0.107509
SN: 21042 0.309549
SN: 21062 0.137291
SN: 21422 0.267796
SN: 21455 0.267612
SN: 21502 0.087840
SN: 21510 0.148238
SN: 2165 0.288823
SN: 21669 0.122816
SN: 21810 0.176703
SN: 21814 0.100561
SN: 21839 0.091557
SN: 21861 0.185893
SN: 22075 0.128999
SN: 22182 0.073029
SN: 22284 0.136152
SN: 2246 0.194222
SN: 2308 0.149229
SN: 2330 0.211793
SN: 2372 0.179591
SN: 2422 0.265695
SN: 2440 0.190296
SN: 2533 0.341008
SN: 2561 0.117412
SN: 2635 0.143110
SN: 2689 0.160357
SN: 2789 0.288902
SN: 2916 0.123030
SN: 2943 0.264054
SN: 2992 0.126083
SN: 300105 0.091812
SN: 300179 0.178957
SN: 3080 0.173152
SN: 3087 0.164311
SN: 310025 0.156668
SN: 310039 0.171559
SN: 310042 0.238492
SN: 310051 0.270453
SN: 310073 0.149575
SN: 310090 0.346855
SN: 310091 0.507162
SN: 310146 0.479427
SN: 310161 0.252474
SN: 310188 0.318927
SN: 310238 0.283954
SN: 310260 0.518789
SN: 310574 0.236490
SN: 3199 0.249615
SN: 320099 0.379891
SN: 320258 0.340900
SN: 320469 0.370868
SN: 3256 0.106940
SN: 330022 0.263865
SN: 330023 0.180642
SN: 330075 0.057498
SN: 330083 0.223729
SN: 330089 0.348724
SN: 330106 0.530911
SN: 330107 0.230752
SN: 330112 0.208950
SN: 330128 0.320954
SN: 330143 0.186648
SN: 330146 0.135097
SN: 3317 0.159907
SN: 3377 0.244485
SN: 340169 0.391058
SN: 340211 0.291738
SN: 340218 0.162446
SN: 340222 0.254595
SN: 340229 0.141076
SN: 340232 0.151560
SN: 340242 0.452473
SN: 340272 0.195546
SN: 340276 0.439473
SN: 340316 0.149068
SN: 340334 0.306684
SN: 3451 0.248353
SN: 3452 0.229669
SN: 350027 0.305683
SN: 350047 0.233637
SN: 350050 0.404724
SN: 350078 0.300781
SN: 350080 0.285768
SN: 350083 0.367804
SN: 350180 0.289517
SN: 350192 0.301497
SN: 350233 0.169345
SN: 350235 0.263844
SN: 350316 0.079656
SN: 350374 0.500901
SN: 350548 0.180671
SN: 350606 0.344502
SN: 350607 0.549385
SN: 350630 0.305252
SN: 350733 0.431671
SN: 3592 0.085439
SN: 360112 0.180712
SN: 360139 0.385936
SN: 360140 0.230828
SN: 360145 0.198599
SN: 360156 0.046726
SN: 370066 0.090662
SN: 370098 0.221414
SN: 370189 0.130564
SN: 370308 0.200735
SN: 370329 0.477927
SN: 370333 0.075574
SN: 370344 0.331546
SN: 370356 0.024998
SN: 370367 0.471698
SN: 370369 0.191391
SN: 370394 0.330797
SN: 370428 0.177802
SN: 370498 0.260864
SN: 370563 0.185379
SN: 370566 0.071343
SN: 370589 0.306500
SN: 370595 0.181376
SN: 380040 0.671942
SN: 380046 0.099766
SN: 380199 0.460553
SN: 380279 0.349458
SN: 380318 0.338249
SN: 380378 0.271294
SN: 3901 0.061702
SN: 390259 0.122079
SN: 390264 0.292075
SN: 390314 0.139758
SN: 390449 0.250076
SN: 390471 0.370528
SN: 390627 0.160453
SN: 4000 0.276562
SN: 4046 0.277643
SN: 420087 0.248476
SN: 420100 0.096320
SN: 420136 0.285478
SN: 420159 0.180594
SN: 420196 0.298417
SN: 420258 0.274441
SN: 420352 0.388865
SN: 420407 0.245120
SN: 420414 0.292461
SN: 420417 0.361385
SN: 4241 0.330519
SN: 430003 0.328426
SN: 430004 0.231496
SN: 440005 0.305507
SN: 440008 0.146561
SN: 440039 0.248475
SN: 440042 0.159063
SN: 440050 0.285467
SN: 440162 0.419273
SN: 440185 0.349518
SN: 440236 0.428878
SN: 440264 0.298447
SN: 440285 0.179067
SN: 440509 0.318922
SN: 440643 0.189547
SN: 450020 0.063706
SN: 450082 0.248477
SN: 450175 0.519426
SN: 450339 0.409270
SN: 4524 0.060903
SN: 460003 0.150670
SN: 460004 0.209026
SN: 460037 0.302536
SN: 460064 0.241531
SN: 460105 0.210708
SN: 4679 0.331041
SN: 470001 0.093704
SN: 470008 0.239535
SN: 470015 0.337519
SN: 470041 0.331790
SN: 470043 0.070612
SN: 470047 0.080614
SN: 470110 0.345469
SN: 470232 0.200685
SN: 470240 0.430818
SN: 470244 0.360814
SN: 480058 0.033318
SN: 480059 0.177799
SN: 480064 0.242713
SN: 480162 0.041205
SN: 480184 0.330796
SN: 480464 0.221409
SN: 490007 0.055129
SN: 490008 0.120671
SN: 490037 0.423555
SN: 490521 0.341547
SN: 490563 0.048711
SN: 500004 0.250522
SN: 500038 0.108099
SN: 500057 0.380517
SN: 500065 0.285481
SN: 500100 0.310770
SN: 500301 0.325504
SN: 500504 0.199477
SN: 500511 0.334905
SN: 510082 0.080250
SN: 510113 0.290899
SN: 510251 0.240043
SN: 510266 0.440586
SN: 5103 0.160596
SN: 510457 0.502996
SN: 510550 0.241062
SN: 510578 0.370116
SN: 510597 0.460979
SN: 510638 0.270057
SN: 5183 0.389096
SN: 520001 0.067870
SN: 520007 0.260673
SN: 520008 0.258662
SN: 520016 0.450997
SN: 520019 0.263093
SN: 520022 0.119409
SN: 520023 0.268037
SN: 520041 0.545395
SN: 520062 0.308054
SN: 520071 0.411519
SN: 520077 0.250041
SN: 520107 0.520030
SN: 520188 0.280489
SN: 530037 0.268497
SN: 530061 0.087718
SN: 530086 0.050759
SN: 530112 0.314436
SN: 530175 0.148601
SN: 530219 0.328377
SN: 530240 0.117033
SN: 530249 0.278436
SN: 530251 0.411313
SN: 5350 0.174310
SN: 5391 0.300219
SN: 5395 0.116354
SN: 540163 0.329429
SN: 550005 0.073572
SN: 550041 0.258466
SN: 550059 0.318391
SN: 550096 0.224513
SN: 550137 0.419306
SN: 550154 0.210032
SN: 550155 0.513782
SN: 550197 0.247513
SN: 550202 0.420267
SN: 550218 0.387354
SN: 5533 0.218870
SN: 5549 0.119919
SN: 5550 0.154928
SN: 5588 0.409466
SN: 560027 0.438835
SN: 560033 0.078687
SN: 560054 0.479797
SN: 560087 0.306411
SN: 560116 0.075151
SN: 560121 0.364912
SN: 560150 0.199570
SN: 560152 0.248506
SN: 5635 0.178393
SN: 570022 0.301410
SN: 570025 0.298447
SN: 570056 0.289981
SN: 570062 0.123628
SN: 5717 0.250374
SN: 5736 0.253945
SN: 5737 0.391607
SN: 5751 0.129287
SN: 580104 0.322144
SN: 580235 0.331543
SN: 580270 0.295758
SN: 580275 0.382503
SN: 580276 0.338506
SN: 580300 0.240724
SN: 580312 0.402859
SN: 580327 0.398863
SN: 5844 0.309296
SN: 590002 0.201393
SN: 590005 0.171368
SN: 590031 0.378589
SN: 590097 0.231038
SN: 590194 0.090152
SN: 590287 0.151343
SN: 5944 0.044955
SN: 5957 0.279235
SN: 5966 0.308220
SN: 5994 0.188011
SN: 6057 0.066517
SN: 6100 0.316134
SN: 6108 0.258003
SN: 6127 0.287040
SN: 6137 0.298878
SN: 6192 0.270910
SN: 6196 0.279803
SN: 6249 0.293536
SN: 6295 0.078494
SN: 6304 0.189793
SN: 6315 0.265764
SN: 6406 0.123767
SN: 6422 0.185006
SN: 6558 0.056314
SN: 6649 0.315089
SN: 6699 0.309150
SN: 6773 0.089320
SN: 6777 0.402762
SN: 6780 0.202676
SN: 6924 0.328600
SN: 6933 0.213833
SN: 6936 0.178901
SN: 7017 0.267876
SN: 7143 0.303542
SN: 7147 0.108860
SN: 722 0.085043
SN: 7243 0.203228
SN: 739 0.106426
SN: 744 0.126942
SN: 7473 0.216772
SN: 7475 0.322651
SN: 7512 0.220552
SN: 762 0.190093
SN: 774 0.092274
SN: 7779 0.379863
SN: 7847 0.211603
SN: 7876 0.074897
SN: 8030 0.423133
SN: 8046 0.257605
SN: 8151 0.011836
SN: 8213 0.184684
SN: 8495 0.213532
SN: 8598 0.360237
SN: 8719 0.116282
SN: 8921 0.144095
SN: 9032 0.252490
SN: 9045 0.389284
SN: 9207 0.348859
SN: 9457 0.256722
SN: 9467 0.218855
SN: ASASSN-14eu 0.023407
SN: ASASSN-14fa 0.022619
SN: ASASSN-14kd 0.022742
SN: ASASSN-14lw 0.020266
SN: ASASSN-15bc 0.036388
SN: ASASSN-15bm 0.021094
SN: ASASSN-15fa 0.027212
SN: ASASSN-15fs 0.028501
SN: ASASSN-15ga 0.007633
SN: ASASSN-15go 0.019277
SN: ASASSN-15hg 0.031068
SN: ASASSN-15hy 0.017056
SN: ASASSN-15il 0.023738
SN: ASASSN-15jl 0.034925
SN: ASASSN-15jt 0.023959
SN: ASASSN-15kx 0.016966
SN: ASASSN-15la 0.028449
SN: ASASSN-15lg 0.021210
SN: ASASSN-15lu 0.035770
SN: ASASSN-15mf 0.026906
SN: ASASSN-15mg 0.043071
SN: ASASSN-15mi 0.035012
SN: ASASSN-15np 0.038317
SN: ASASSN-15nq 0.030247
SN: ASASSN-15nr 0.023087
SN: ASASSN-15od 0.016784
SN: ASASSN-15oh 0.015790
SN: ASASSN-15pm 0.047773
SN: ASASSN-15pn 0.038003
SN: ASASSN-15pr 0.031893
SN: ASASSN-15py 0.045485
SN: ASASSN-15sb 0.023012
SN: ASASSN-15sf 0.023494
SN: ASASSN-15so 0.007730
SN: ASASSN-15ss 0.035921
SN: ASASSN-15tg 0.034454
SN: ASASSN-15ti 0.016713
SN: ASASSN-15tz 0.022204
SN: ASASSN-15uu 0.025789
SN: ASASSN-15uv 0.021042
SN: ASASSN-15uw 0.030039
SN: ASASSN-16ad 0.015222
SN: ASASSN-16aj 0.030527
SN: ASASSN-16av 0.026757
SN: ASASSN-16ay 0.028953
SN: ASASSN-16bc 0.033140
SN: ASASSN-16bn 0.022527
SN: ASASSN-16bq 0.025819
SN: ASASSN-16br 0.029004
SN: ASASSN-16ch 0.027696
SN: ASASSN-16ci 0.012189
SN: ASASSN-16cs 0.018389
SN: ASASSN-16ct 0.042521
SN: ASASSN-16cy 0.035140
SN: ASASSN-16db 0.035890
SN: ASASSN-16dn 0.014061
SN: ASASSN-16dw 0.035650
SN: ASASSN-16ej 0.027426
SN: ASASSN-16em 0.022962
SN: ASASSN-16es 0.029734
SN: ASASSN-16et 0.025453
SN: ASASSN-16ex 0.041311
SN: ASASSN-16fo 0.029938
SN: ASASSN-16fs 0.029901
SN: ASASSN-16hc 0.051650
SN: ASASSN-16hh 0.029350
SN: ASASSN-16hr 0.029799
SN: ASASSN-16hz 0.024057
SN: ASASSN-16ip 0.016324
SN: ASASSN-16jf 0.010398
SN: ASASSN-16la 0.014240
SN: ASASSN-16lc 0.020015
SN: ASASSN-16lg 0.020933
SN: ASASSN-16oz 0.032069
SN: ASASSN-17aj 0.022528
SN: ASASSN-17at 0.026431
SN: ASASSN-17bd 0.034793
SN: ASASSN-17bs 0.020135
SN: ASASSN-17co 0.017914
SN: ASASSN-17eb 0.049695
SN: ASASSN-17fd 0.026409
SN: ASASSN-18da 0.021570
SN: ASASSN-18iu 0.022021
SN: AT2016aj 0.067313
SN: AT2016blg 0.062164
SN: AT2016bln 0.024252
