SURVEY: ASASSN
SNTYPE: 1
SNID: ASASSN-16es 
IAUC: 2016cbx
RA:   177.727380
DECL:     2.306880 
RA_HOST:   177.726232
DEC_HOST:     2.307243
FILTERS: abcdghij
SEARCH_PEAKMJD: 57527
REDSHIFT_HELIO: 0.0285 +- 9e-05 
REDSHIFT_CMB: 0.029734 +- 9e-05 
VPEC: -214.5188 +- 250.0
NVAR: 7
NOBS: 29
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 57506.40580000 b NULL 16.9780 0.0560 16173.35056 834.55747
OBS: 57508.72760000 b NULL 16.7730 0.0510 19534.39656 917.92152
OBS: 57510.80950000 b NULL 16.6510 0.0440 21857.47549 886.02755
OBS: 57519.35200000 b NULL 16.5960 0.0410 22993.23087 868.48585
OBS: 57527.37970000 b NULL 17.0770 0.0700 14763.86278 952.52098
OBS: 57534.73750000 b NULL 17.3840 0.0610 11127.56142 625.50958
OBS: 57506.40780000 d NULL 16.9620 0.0540 16413.45467 816.67352
OBS: 57508.72970000 d NULL 16.7260 0.0430 20398.58300 808.08615
OBS: 57510.81150000 d NULL 16.6640 0.0460 21597.32681 915.29993
OBS: 57512.50400000 d NULL 16.5160 0.0760 24751.41318 1733.97916
OBS: 57519.35400000 d NULL 16.6730 0.0470 21419.03991 927.48985
OBS: 57522.75060000 d NULL 16.9680 0.1110 16323.00073 1671.68688
OBS: 57527.38170000 d NULL 17.2620 0.0630 12450.87864 722.86951
OBS: 57534.73960000 d NULL 17.3360 0.0580 11630.54323 621.59886
OBS: 57506.40680000 c NULL 17.3130 0.0740 11879.55028 810.29580
OBS: 57508.72870000 c NULL 17.2620 0.0720 12450.87864 826.27847
OBS: 57510.81050000 c NULL 17.2870 0.0460 12167.46204 515.65998
OBS: 57512.50260000 c NULL 17.2520 0.0820 12566.08520 949.95345
OBS: 57519.35300000 c NULL 17.3350 0.0750 11641.26029 804.78945
OBS: 57522.74910000 c NULL 17.8170 0.1490 7467.92590 1028.07379
OBS: 57534.73860000 c NULL 17.9690 0.1140 6492.32123 682.93319
OBS: 57506.35490000 a NULL 16.9810 0.0720 16128.72362 1070.35154
OBS: 57506.40480000 a NULL 16.9550 0.0730 16519.61798 1111.54156
OBS: 57508.72670000 a NULL 16.7880 0.0800 19266.37460 1420.88383
OBS: 57510.80850000 a NULL 16.7070 0.0480 20758.69270 918.03318
OBS: 57519.35100000 a NULL 16.9350 0.0620 16826.74061 961.39835
OBS: 57527.37870000 a NULL 17.4940 0.0990 10055.41502 918.14762
OBS: 57528.70190000 a NULL 17.7180 0.1430 8180.87958 1080.60409
OBS: 57534.73650000 a NULL 18.2360 0.1240 5076.91626 581.08689
END:
