SURVEY: ASASSN
SNTYPE: 1
SNID: 2017gup 
IAUC: 2017gup
RA:    52.392710
DECL:    10.973110 
RA_HOST:    52.392490
DEC_HOST:    10.973770
FILTERS: abcdghij
SEARCH_PEAKMJD: 58031
REDSHIFT_HELIO: 0.02316 +- 9e-05 
REDSHIFT_CMB: 0.0226029 +- 9e-05 
VPEC: -42.9675 +- 250.0
NOBS: 48
NVAR: 7
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 58027.63570000 a NULL 17.4733 0.0760 10248.96476 717.99906
OBS: 58028.99200000 a NULL 17.5613 0.0980 9451.04868 854.22308
OBS: 58031.35160000 i NULL 16.8810 0.0490 17684.79378 798.39752
OBS: 58033.39990000 i NULL 16.9400 0.0380 16749.42876 586.33786
OBS: 58039.39990000 i NULL 17.3760 0.0330 11209.85513 340.76618
OBS: 58041.43430000 i NULL 17.3310 0.0410 11684.22738 441.32929
OBS: 58043.43410000 i NULL 17.4560 0.0460 10413.57862 441.32998
OBS: 58045.43430000 i NULL 17.5070 0.0440 9935.73501 402.76083
OBS: 58048.40110000 i NULL 17.4510 0.0330 10461.64551 318.02150
OBS: 58050.39970000 i NULL 17.5670 0.0400 9401.56169 346.44469
OBS: 58052.39960000 i NULL 17.4250 0.0330 10715.19305 325.72904
OBS: 58029.41180000 j NULL 16.9730 0.0300 16248.00335 449.00605
OBS: 58032.42540000 j NULL 17.0160 0.1070 15617.08593 1541.56636
OBS: 58033.38690000 j NULL 17.0650 0.0440 14927.94410 605.12797
OBS: 58039.38680000 j NULL 17.4120 0.0410 10844.26196 409.60264
OBS: 58041.42450000 j NULL 17.4670 0.0320 10308.60740 303.87049
OBS: 58043.42430000 j NULL 17.6330 0.0310 8847.08093 252.63667
OBS: 58045.42450000 j NULL 17.6780 0.0610 8487.89503 477.12697
OBS: 58048.38670000 j NULL 17.7490 0.0490 7950.60175 358.93778
OBS: 58050.38650000 j NULL 17.8210 0.0410 7440.46366 281.03651
OBS: 58052.38640000 j NULL 17.7720 0.0360 7783.94933 258.14146
OBS: 58027.63980000 c NULL 17.2069 0.0520 13099.05604 627.60305
OBS: 58028.99600000 c NULL 17.6109 0.2420 9029.00721 2029.18233
OBS: 58027.63840000 d NULL 16.7745 0.0370 19507.42743 664.90785
OBS: 58028.99470000 d NULL 16.8275 0.0620 18578.04455 1061.45937
OBS: 58029.40290000 g NULL 17.6310 0.0630 8863.39287 514.58830
OBS: 58031.33480000 g NULL 17.6780 0.0720 8487.89503 563.28273
OBS: 58032.41880000 g NULL 17.6300 0.0670 8871.56012 547.80511
OBS: 58033.37680000 g NULL 17.7610 0.0610 7863.21227 442.01191
OBS: 58039.37650000 g NULL 18.2030 0.0700 5233.59365 337.65606
OBS: 58041.41830000 g NULL 18.2620 0.0520 4956.78407 237.48984
OBS: 58043.41810000 g NULL 18.4630 0.0770 4119.07785 292.36838
OBS: 58045.41830000 g NULL 18.7770 0.0550 3084.60814 156.32344
OBS: 58048.37640000 g NULL 18.8720 0.0440 2826.18118 114.56375
OBS: 58050.37610000 g NULL 19.0750 0.0540 2344.22882 116.64026
OBS: 58027.63700000 b NULL 16.9564 0.0410 16498.33053 623.16456
OBS: 58028.99330000 b NULL 17.0254 0.0910 15482.46119 1299.16833
OBS: 58029.43130000 h NULL 17.2160 0.0500 12989.72629 598.41046
OBS: 58031.35630000 h NULL 17.3980 0.0610 10984.99845 617.49574
OBS: 58032.43800000 h NULL 17.3290 0.0780 11705.77036 841.67376
OBS: 58033.40630000 h NULL 17.2630 0.0600 12439.41624 687.77749
OBS: 58039.40630000 h NULL 17.8730 0.0620 7092.51071 405.23167
OBS: 58041.43930000 h NULL 17.6230 0.0570 8928.94196 468.97535
OBS: 58043.43900000 h NULL 17.8870 0.0640 7001.64359 412.95918
OBS: 58045.43920000 h NULL 17.9380 0.0570 6680.36205 350.87305
OBS: 58048.40620000 h NULL 17.6870 0.0600 8417.82708 465.42312
OBS: 58050.40610000 h NULL 17.8070 0.0650 7537.02577 451.49031
OBS: 58052.40630000 h NULL 17.5930 0.0720 9179.09786 609.15307
END:
