SURVEY: ASASSN
SNTYPE: 1
SNID: 2017hoq 
IAUC: 2017hoq
RA:    79.834540
DECL:   -17.611590 
RA_HOST:    79.833782
DEC_HOST:   -17.612951
FILTERS: abcdghij
SEARCH_PEAKMJD: 58063
REDSHIFT_HELIO: 0.02341 +- 9e-05 
REDSHIFT_CMB: 0.0234985 +- 9e-05 
VPEC: 137.1535 +- 250.0
NOBS: 75
NVAR: 7
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 58057.14350000 d NULL 16.1384 0.0410 35046.12455 1323.74017
OBS: 58067.51980000 d NULL 16.0684 0.0540 37380.06050 1859.89520
OBS: 58069.24280000 d NULL 16.1664 0.0450 34153.87621 1415.96503
OBS: 58063.37710000 g NULL 16.0592 0.0470 37698.14669 1632.40970
OBS: 58065.42010000 g NULL 16.1152 0.0830 35803.04794 2739.66013
OBS: 58067.43060000 g NULL 16.2202 0.0390 32502.74196 1167.76022
OBS: 58070.41920000 g NULL 16.4002 0.0700 27537.21402 1776.62001
OBS: 58072.47540000 g NULL 16.5432 0.0770 24139.04031 1713.36700
OBS: 58075.37670000 g NULL 16.8542 0.0540 18126.75229 901.92095
OBS: 58079.37700000 g NULL 17.2822 0.0600 12221.37303 675.72184
OBS: 58081.37760000 g NULL 17.4522 0.0510 10450.08926 491.04981
OBS: 58083.37700000 g NULL 17.6762 0.0590 8501.97845 462.23349
OBS: 58089.44070000 g NULL 18.0592 0.1310 5974.75361 722.63699
OBS: 58095.32750000 g NULL 18.5522 0.0810 3794.19808 283.32408
OBS: 58097.32750000 g NULL 18.7942 0.0650 3036.12746 181.87308
OBS: 58099.25950000 g NULL 18.7432 0.1120 3182.14526 328.83926
OBS: 58101.25110000 g NULL 18.8542 0.0550 2872.89663 145.59421
OBS: 58105.32440000 g NULL 19.0032 0.1190 2504.49403 275.05010
OBS: 58057.14210000 b NULL 16.0852 0.0320 36806.11680 1084.94702
OBS: 58061.07800000 b NULL 15.9452 0.0490 41871.64276 1890.33675
OBS: 58069.24140000 b NULL 16.1132 0.0380 35869.06037 1255.64808
OBS: 58063.38980000 h NULL 16.6990 0.0610 20912.21330 1175.53068
OBS: 58065.43280000 h NULL 16.6730 0.0910 21419.03991 1797.32008
OBS: 58067.44440000 h NULL 16.7790 0.0750 19426.74323 1343.01937
OBS: 58070.43180000 h NULL 17.0400 0.0560 15275.66058 788.23597
OBS: 58075.39030000 h NULL 17.5130 0.0590 9880.97954 537.20669
OBS: 58079.39060000 h NULL 17.5430 0.0660 9611.69542 584.63801
OBS: 58081.39120000 h NULL 17.5590 0.0750 9471.09079 654.76021
OBS: 58089.45320000 h NULL 17.2890 0.0610 12145.06938 682.70639
OBS: 58095.35170000 h NULL 17.3930 0.0500 11035.70290 508.39255
OBS: 58097.36110000 h NULL 17.4630 0.0480 10346.65576 457.57088
OBS: 58099.28090000 h NULL 17.6770 0.0960 8495.71627 752.16418
OBS: 58101.28140000 h NULL 17.7930 0.0920 7634.84105 647.71371
OBS: 58103.28670000 h NULL 17.9360 0.0910 6692.67907 561.59784
OBS: 58105.35800000 h NULL 18.1110 0.0580 5696.39373 304.44596
OBS: 58107.28250000 h NULL 18.1710 0.0970 5390.13944 482.19754
OBS: 58117.26170000 h NULL 18.6630 0.0900 3426.09972 284.32525
OBS: 58063.38600000 i NULL 15.9464 0.0470 41825.39007 1811.12809
OBS: 58065.42900000 i NULL 15.9084 0.0370 43315.16768 1476.39124
OBS: 58067.44130000 i NULL 16.0364 0.0550 38498.16238 1951.03067
OBS: 58070.42800000 i NULL 16.2474 0.0400 31698.59404 1168.08356
OBS: 58075.38720000 i NULL 16.6303 0.0570 22278.19495 1170.11895
OBS: 58079.38750000 i NULL 16.8034 0.0560 18995.03071 980.15836
OBS: 58083.38760000 i NULL 16.8264 0.0500 18596.87620 856.72054
OBS: 58089.44950000 i NULL 16.9383 0.0500 16775.67485 772.82147
OBS: 58095.34570000 i NULL 17.1724 0.0430 13521.97099 535.67042
OBS: 58097.35500000 i NULL 17.2774 0.0470 12275.52288 531.55617
OBS: 58099.27480000 i NULL 17.4093 0.0510 10871.26294 510.84077
OBS: 58101.27230000 i NULL 17.5384 0.0600 9652.50422 533.68864
OBS: 58103.27460000 i NULL 17.6334 0.0530 8843.82214 431.88092
OBS: 58105.35200000 i NULL 17.7074 0.0430 8261.14034 327.26357
OBS: 58107.27340000 i NULL 17.7753 0.0540 7760.32661 386.12549
OBS: 58117.25260000 i NULL 18.2254 0.0540 5126.72474 255.08709
OBS: 58057.14080000 a NULL 16.1162 0.0730 35770.08729 2406.83159
OBS: 58061.07660000 a NULL 15.9542 0.0770 41525.99047 2947.47682
OBS: 58069.24000000 a NULL 16.3282 0.0760 29425.23907 2061.40760
OBS: 58063.38230000 j NULL 15.9672 0.0230 41031.74622 869.27261
OBS: 58065.42510000 j NULL 15.9502 0.0230 41679.26004 882.99043
OBS: 58067.43810000 j NULL 16.0382 0.0500 38434.39065 1770.59478
OBS: 58070.42420000 j NULL 16.1492 0.0480 34699.24298 1534.54059
OBS: 58075.38400000 j NULL 16.4842 0.0530 25487.07518 1244.64075
OBS: 58079.38440000 j NULL 16.7092 0.0410 20716.67247 782.49712
OBS: 58083.38440000 j NULL 16.8512 0.0500 18176.90762 837.37344
OBS: 58089.44570000 j NULL 17.1382 0.0610 13954.68379 784.42959
OBS: 58095.33960000 j NULL 17.4502 0.0430 10469.35678 414.74166
OBS: 58097.34900000 j NULL 17.5982 0.0510 9135.24081 429.26507
OBS: 58099.26870000 j NULL 17.7662 0.0650 7825.64243 468.77930
