SURVEY: ASASSN
SNTYPE: 1
SNID: ASASSN-18iu 
IAUC: 2018aye
RA:   269.417470
DECL:    50.038590 
RA_HOST:   269.418903
DEC_HOST:    50.033576
FILTERS: abcdghij
SEARCH_PEAKMJD: 58251 
REDSHIFT_HELIO: 0.0223 +- 9e-05 
REDSHIFT_CMB: 0.0220207 +- 9e-05 
VPEC: -15.5141 +- 250.0
NOBS: 165
NVAR: 7
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 58231.45960000 g NULL 17.0715 0.0430 14838.84164 587.83801
OBS: 58232.45950000 g NULL 16.7645 0.0490 19687.92744 888.83097
OBS: 58234.45920000 g NULL 16.3625 0.0400 28510.18268 1050.59157
OBS: 58242.45930000 g NULL 15.7035 0.0390 52311.84048 1879.46255
OBS: 58243.45910000 g NULL 15.6695 0.0640 53975.91336 3183.51667
OBS: 58245.37640000 g NULL 15.7835 0.0750 48595.94143 3359.55903
OBS: 58246.45950000 g NULL 15.7755 0.0340 48955.33198 1533.29449
OBS: 58249.37640000 g NULL 15.9205 0.0690 42835.12119 2724.06250
OBS: 58251.45950000 g NULL 16.0565 0.0530 37792.01080 1845.54235
OBS: 58252.45970000 g NULL 16.1225 0.0410 35563.13186 1343.26825
OBS: 58254.37660000 g NULL 16.2955 0.0570 30324.94347 1592.75880
OBS: 58255.37660000 g NULL 16.3925 0.0690 27733.20105 1763.66894
OBS: 58257.37670000 g NULL 16.6315 0.0610 22253.58578 1250.93277
OBS: 58262.45960000 g NULL 17.1215 0.0500 14170.98375 652.82861
OBS: 58263.37640000 g NULL 17.2295 0.0550 12829.21254 650.16576
OBS: 58267.45980000 g NULL 17.5985 0.0880 9132.71700 741.02651
OBS: 58268.46000000 g NULL 17.7185 0.0540 8177.11301 406.86326
OBS: 58268.46000000 g NULL 17.7145 0.0790 8207.29417 597.70366
OBS: 58269.37690000 g NULL 17.8175 0.0470 7464.48758 323.22814
OBS: 58271.46000000 g NULL 18.0025 0.0520 6295.06183 301.60952
OBS: 58272.45990000 g NULL 18.0775 0.0420 5874.89353 227.31771
OBS: 58274.47340000 g NULL 18.1695 0.0680 5397.59134 338.27389
OBS: 58276.46000000 g NULL 18.3095 0.0470 4744.60432 205.45143
OBS: 58278.45990000 g NULL 18.4865 0.0450 4030.88121 167.11388
OBS: 58280.46000000 g NULL 18.5495 0.0460 3803.64520 161.19940
OBS: 58282.37750000 g NULL 18.4955 0.0720 3997.60611 265.29340
OBS: 58285.45970000 g NULL 18.7445 0.0820 3178.33741 240.27153
OBS: 58288.45960000 g NULL 18.7835 0.0530 3066.19662 149.73524
OBS: 58292.29280000 g NULL 18.8905 0.0560 2778.43346 143.36933
OBS: 58295.29250000 g NULL 18.9165 0.0710 2712.68896 177.51846
OBS: 58296.29260000 g NULL 18.8845 0.0520 2793.83015 133.85822
OBS: 58300.29280000 g NULL 18.9775 0.0430 2564.48404 101.59157
OBS: 58304.29270000 g NULL 19.0255 0.0490 2453.57874 110.76924
OBS: 58308.30110000 g NULL 19.0715 0.0500 2351.79791 108.34258
OBS: 58314.29970000 g NULL 19.1935 0.0530 2101.84168 102.64174
OBS: 58321.29980000 g NULL 19.3385 0.0490 1839.07737 83.02697
OBS: 58270.33590000 c NULL 17.1384 0.0790 13952.11348 1016.07535
OBS: 58279.43610000 c NULL 17.2344 0.1050 12771.44390 1237.03426
OBS: 58288.15940000 c NULL 17.7864 0.0690 7681.39326 488.49156
OBS: 58293.33980000 c NULL 18.0305 0.0730 6134.79422 412.78671
OBS: 58318.33510000 c NULL 18.9685 0.0590 2585.83018 140.58579
OBS: 58321.35760000 c NULL 19.0525 0.0720 2393.31576 158.82777
OBS: 58231.46860000 h NULL 17.3705 0.0650 11266.78482 674.91399
OBS: 58232.46850000 h NULL 17.1064 0.0530 14369.44518 701.72026
OBS: 58234.46820000 h NULL 16.6994 0.0550 20904.51038 1059.41007
OBS: 58242.46830000 h NULL 16.3325 0.0610 29308.93245 1647.53242
OBS: 58243.46510000 h NULL 16.4184 0.0930 27079.46002 2322.36013
OBS: 58245.38570000 h NULL 16.3564 0.1050 28670.81246 2777.03740
OBS: 58246.46670000 h NULL 16.4724 0.0520 25765.58456 1234.48280
OBS: 58249.38490000 h NULL 16.6085 0.0620 22730.02953 1298.68365
OBS: 58251.46560000 h NULL 16.7445 0.0560 20053.95333 1034.79959
OBS: 58252.46580000 h NULL 16.8845 0.0580 17627.87653 942.12865
OBS: 58254.38350000 h NULL 17.0735 0.0780 14811.53264 1064.98573
OBS: 58255.38350000 h NULL 17.1635 0.0560 13633.26888 703.48728
OBS: 58257.38360000 h NULL 17.3134 0.0660 11875.17450 722.31569
OBS: 58263.38340000 h NULL 17.3465 0.0500 11518.60804 530.63902
OBS: 58267.46480000 h NULL 17.1285 0.0680 14079.91393 882.40606
OBS: 58268.47790000 h NULL 17.1145 0.0650 14262.64261 854.37480
OBS: 58269.38520000 h NULL 17.1764 0.0800 13472.24587 993.57023
OBS: 58271.47780000 h NULL 17.1425 0.0680 13899.52631 871.10093
OBS: 58272.48330000 h NULL 16.9925 0.0720 15958.79147 1059.07432
OBS: 58274.48500000 h NULL 16.9545 0.0800 16527.22730 1218.87332
OBS: 58276.47150000 h NULL 17.1244 0.0620 14133.18357 807.50157
OBS: 58278.47150000 h NULL 17.1764 0.0530 13472.24587 657.90625
OBS: 58280.47160000 h NULL 17.3725 0.0610 11246.04974 632.17013
OBS: 58282.38570000 h NULL 17.4865 0.0570 10125.11583 531.80206
OBS: 58285.47130000 h NULL 17.6225 0.0600 8933.05484 493.91016
OBS: 58288.47120000 h NULL 17.7705 0.0750 7794.71068 538.86785
OBS: 58292.30910000 h NULL 18.0185 0.0660 6202.97456 377.30021
OBS: 58295.30890000 h NULL 18.0585 0.0690 5978.60691 380.20434
OBS: 58296.33160000 h NULL 17.9865 0.1330 6388.51619 784.53608
OBS: 58300.33190000 h NULL 18.3345 0.0920 4636.60394 393.35357
