SURVEY: ASASSN
SNTYPE: 1
SNID: ASASSN-16hh 
IAUC: 2016daj
RA:    31.155870
DECL:    21.586060 
RA_HOST:    31.151964
DEC_HOST:    21.592157
FILTERS: abcdghij
SEARCH_PEAKMJD: 57589
REDSHIFT_HELIO: 0.03026 +- 9e-05 
REDSHIFT_CMB: 0.0293503 +- 9e-05 
VPEC: -126.5911 +- 250.0
NOBS: 40
NVAR: 7
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 57587.16240000 a NULL 16.8152 0.0690 18789.70666 1194.91515
OBS: 57587.37280000 a NULL 16.7412 0.0730 20114.99829 1353.46087
OBS: 57589.18590000 a NULL 16.6192 0.0860 22507.12381 1784.62991
OBS: 57594.77110000 a NULL 16.6002 0.0640 22904.45698 1350.91221
OBS: 57598.78530000 a NULL 16.8612 0.0670 18010.26073 1112.10574
OBS: 57604.33260000 a NULL 17.2972 0.0620 12053.68950 688.68936
OBS: 57606.07880000 a NULL 17.5622 0.0960 9443.21766 836.05077
OBS: 57608.32660000 a NULL 17.6922 0.0850 8377.60732 656.53540
OBS: 57611.70070000 a NULL 18.0842 0.1330 5838.75161 717.02273
OBS: 57614.41660000 a NULL 18.4072 0.1680 4336.30678 673.65354
OBS: 57587.16560000 c NULL 17.0242 0.0850 15499.58250 1214.66956
OBS: 57587.37630000 c NULL 16.8812 0.1390 17681.53642 2269.84492
OBS: 57589.18940000 c NULL 17.1192 0.1050 14201.03507 1375.50359
OBS: 57594.77430000 c NULL 17.1382 0.0800 13954.68379 1029.14974
OBS: 57598.78850000 c NULL 17.3962 0.1000 11003.22516 1014.86793
OBS: 57604.33650000 c NULL 17.8142 0.0770 7487.20975 531.43530
OBS: 57606.08270000 c NULL 17.9272 0.1060 6747.14432 659.76799
OBS: 57608.33050000 c NULL 18.1362 0.0940 5565.70265 482.46515
OBS: 57611.70450000 c NULL 17.8592 0.1120 7183.23377 742.30718
OBS: 57614.42050000 c NULL 17.6942 0.1250 8362.18940 964.86084
OBS: 57587.16470000 d NULL 16.7356 0.0490 20219.01526 912.80745
OBS: 57589.18850000 d NULL 16.5526 0.0570 23930.95334 1256.92688
OBS: 57594.77340000 d NULL 16.6206 0.0640 22478.12076 1325.76677
OBS: 57598.78750000 d NULL 16.6986 0.0500 20919.91907 963.73843
OBS: 57604.33520000 d NULL 17.0636 0.0260 14947.20531 357.97322
OBS: 57606.08140000 d NULL 17.1346 0.0350 14001.03045 451.41807
OBS: 57608.32920000 d NULL 17.2876 0.0350 12160.73991 392.08384
OBS: 57611.70330000 d NULL 17.3186 0.0540 11818.43579 588.04217
OBS: 57614.41920000 d NULL 17.4286 0.0550 10679.72328 541.23278
OBS: 57587.13070000 b NULL 16.7229 0.0410 20456.90838 772.68548
OBS: 57587.16370000 b NULL 16.6809 0.0500 21263.75697 979.57835
OBS: 57587.37400000 b NULL 16.5809 0.0770 23315.24589 1654.89483
OBS: 57589.18720000 b NULL 16.5919 0.0680 23080.22297 1446.46683
OBS: 57594.77240000 b NULL 16.5719 0.0880 23509.31635 1907.54041
OBS: 57598.78660000 b NULL 16.6899 0.0750 21088.22371 1457.88167
OBS: 57604.33390000 b NULL 16.9619 0.0350 16414.96647 529.24765
OBS: 57606.08010000 b NULL 17.0449 0.0480 15206.87584 672.50943
OBS: 57608.32790000 b NULL 17.2439 0.0560 12660.18349 653.27531
OBS: 57611.70190000 b NULL 17.4029 0.0830 10935.53412 836.79040
OBS: 57614.41790000 b NULL 17.4849 0.0820 10140.04775 766.55324
END:
