SURVEY: ASASSN
SNTYPE: 1
SNID: ASASSN-16lc 
IAUC: 2016gtr
RA:   292.252130
DECL:   -51.971040 
RA_HOST:   292.256150
DEC_HOST:   -51.970430
FILTERS: abcdghij
SEARCH_PEAKMJD: 57667
REDSHIFT_HELIO: 0.02033 +- 9e-05 
REDSHIFT_CMB: 0.0200154 +- 9e-05 
VPEC: -278.0739 +- 250.0
NOBS: 40
NVAR: 7
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 57663.90320000 a NULL 15.7046 0.0750 52258.86823 3612.78632
OBS: 57665.84760000 a NULL 15.5976 0.0430 57671.33437 2284.63940
OBS: 57667.85520000 a NULL 15.5806 0.0440 58581.43421 2374.69165
OBS: 57670.04590000 a NULL 15.6516 0.1000 54873.16369 5061.15373
OBS: 57670.06070000 a NULL 15.6686 0.0390 54020.67419 1940.85761
OBS: 57680.02080000 a NULL 16.3286 0.0660 29414.40041 1789.15123
OBS: 57689.02450000 a NULL 17.1366 0.0460 13975.26333 592.27504
OBS: 57690.76410000 a NULL 17.2886 0.0430 12149.54461 481.30200
OBS: 57692.44320000 a NULL 17.4126 0.0390 10838.27085 389.39796
OBS: 57706.77110000 a NULL 18.4996 0.1030 3982.53866 378.37647
OBS: 57663.90450000 b NULL 15.8127 0.0360 47306.41093 1568.83675
OBS: 57665.84890000 b NULL 15.6837 0.0370 53274.57576 1815.85623
OBS: 57667.83140000 b NULL 15.5947 0.0290 57825.58033 1544.70416
OBS: 57667.85650000 b NULL 15.6097 0.0330 57032.18363 1733.71012
OBS: 57670.06200000 b NULL 15.5927 0.0590 57932.19715 3149.64359
OBS: 57676.07110000 b NULL 15.7047 0.0580 52254.05523 2792.73811
OBS: 57680.02210000 b NULL 15.9857 0.0360 40338.52370 1337.75861
OBS: 57689.02620000 b NULL 16.4237 0.0310 26947.59428 769.51374
OBS: 57690.76580000 b NULL 16.4847 0.0260 25475.34065 610.11336
OBS: 57692.44590000 b NULL 16.5527 0.0240 23928.74932 528.98370
OBS: 57706.77380000 b NULL 17.2907 0.0420 12126.06802 469.19490
OBS: 57663.90550000 c NULL 16.2565 0.0740 31434.02542 2144.09284
OBS: 57665.84990000 c NULL 16.2415 0.0720 31871.31627 2115.07825
OBS: 57667.85750000 c NULL 16.2695 0.0540 31059.89620 1545.42692
OBS: 57670.06300000 c NULL 16.4185 0.0610 27076.96602 1522.06770
OBS: 57680.02310000 c NULL 16.8495 0.0700 18205.39055 1174.55822
OBS: 57689.02900000 c NULL 17.0995 0.0910 14461.05574 1213.45989
OBS: 57690.76900000 c NULL 16.9895 0.0470 16002.94822 692.96160
OBS: 57692.44890000 c NULL 16.9295 0.0540 16912.19588 841.48906
OBS: 57706.77720000 c NULL 17.2265 0.0550 12864.70998 651.96472
OBS: 57663.90640000 d NULL 15.8180 0.0420 47076.04833 1821.51721
OBS: 57665.85090000 d NULL 15.7290 0.0420 51097.54091 1977.12113
OBS: 57667.85850000 d NULL 15.6110 0.0370 56963.93733 1941.60759
OBS: 57670.06390000 d NULL 15.5890 0.0540 58129.95677 2892.33421
OBS: 57676.07310000 d NULL 15.7790 0.0770 48797.77273 3463.62127
OBS: 57680.02400000 d NULL 16.0320 0.0320 38654.49466 1139.43232
OBS: 57689.02760000 d NULL 16.4400 0.0400 26546.05562 978.21408
OBS: 57690.76770000 d NULL 16.4290 0.0340 26816.37067 839.89612
OBS: 57692.44760000 d NULL 16.3880 0.0360 27848.38408 923.54435
OBS: 57706.77550000 d NULL 16.9910 0.0420 15980.85459 618.34845
END:
