SURVEY: ASASSN
SNTYPE: 1
SNID: 2017cbv 
IAUC: 2017cbv
RA:   218.143420
DECL:   -44.134090 
RA_HOST:   218.169750
DEC_HOST:   -44.174420
FILTERS: abcdghij
SEARCH_PEAKMJD: 57840
MWEBV: 0.14511
REDSHIFT_HELIO: 0.004113 +- 0.00015 
REDSHIFT_CMB: 0.0047809 +- 0.00015 
VPEC: 440.8658 +- 250.0
NOBS: 185
NVAR: 7
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 57822.78510000 b NULL 15.1634 0.0650 86028.03438 5153.33565
OBS: 57823.73130000 b NULL 14.4984 0.0410 158723.04992 5995.18721
OBS: 57824.75100000 b NULL 14.1034 0.0400 228370.49855 8415.38347
OBS: 57824.78610000 b NULL 14.0894 0.0350 231334.28375 7458.62787
OBS: 57825.98450000 b NULL 13.7014 0.0420 330704.42040 12795.97193
OBS: 57827.90730000 b NULL 13.0944 0.0420 578415.60338 22380.68005
OBS: 57828.75140000 b NULL 12.8854 0.0400 701196.92034 25838.89342
OBS: 57829.87120000 b NULL 12.6064 0.0420 906650.69751 35081.10614
OBS: 57830.95490000 b NULL 12.3944 0.0270 1102148.21089 27410.95745
OBS: 57832.10040000 b NULL 12.2264 0.0360 1286589.49184 42667.55483
OBS: 57833.11610000 b NULL 12.1374 0.0500 1396496.97726 64333.79624
OBS: 57834.04480000 b NULL 12.0314 0.0440 1539713.79204 62414.74849
OBS: 57835.05050000 b NULL 11.9094 0.0450 1722820.37769 71425.37452
OBS: 57835.85890000 b NULL 11.8694 0.0370 1787475.09721 60925.83087
OBS: 57837.10470000 b NULL 11.8364 0.0550 1842637.90155 93382.19875
OBS: 57838.50470000 b NULL 11.7344 0.0410 2024137.44935 76454.44659
OBS: 57840.50410000 b NULL 11.6844 0.0390 2119532.10840 76150.66073
OBS: 57844.38550000 b NULL 11.7034 0.0380 2082763.70071 72910.14096
OBS: 57845.87660000 b NULL 11.7284 0.0370 2035354.21078 69374.75470
OBS: 57848.07470000 b NULL 11.7884 0.0480 1925927.79079 85172.30076
OBS: 57850.07080000 b NULL 11.9254 0.0100 1697618.11161 15635.86169
OBS: 57851.88000000 b NULL 11.9714 0.0400 1627196.49461 59961.69632
OBS: 57854.00160000 b NULL 12.1004 0.0440 1444907.34914 58571.61848
OBS: 57855.50130000 b NULL 12.2014 0.0420 1316558.01095 50941.68178
OBS: 57857.50530000 b NULL 12.3154 0.0490 1185331.97528 53512.98499
OBS: 57859.50520000 b NULL 12.4244 0.0440 1072111.61233 43459.75011
OBS: 57861.50140000 b NULL 12.5344 0.0410 968813.09426 36593.39883
OBS: 57863.54640000 b NULL 12.6174 0.0630 897511.45455 52107.46047
OBS: 57867.00140000 b NULL 12.8134 0.0320 749272.85662 22086.58304
OBS: 57870.24600000 b NULL 13.0134 0.0550 623218.01680 31583.77925
OBS: 57872.75250000 b NULL 13.1114 0.0350 569429.54909 18359.41926
OBS: 57876.36240000 b NULL 13.3354 0.0540 463276.21103 23050.93118
OBS: 57878.55480000 b NULL 13.4204 0.0390 428390.66637 15391.24232
OBS: 57881.51310000 b NULL 13.5654 0.0390 374834.88253 13467.08731
OBS: 57885.46450000 b NULL 13.6744 0.0370 339031.46009 11555.83842
OBS: 57888.00160000 b NULL 13.7794 0.0370 307779.71985 10490.62736
OBS: 57892.00170000 b NULL 13.8914 0.0390 277613.12829 9974.09903
OBS: 57898.67460000 b NULL 14.0554 0.0380 238693.17428 8355.79811
OBS: 57905.00160000 b NULL 14.2134 0.0450 206366.88083 8555.64047
OBS: 57914.04240000 b NULL 14.4614 0.0430 164225.27584 6505.75438
OBS: 57925.37310000 b NULL 14.6934 0.0410 132629.45957 5009.59653
OBS: 57934.75860000 b NULL 14.9124 0.0410 108402.67520 4094.51766
OBS: 57944.73790000 b NULL 15.1524 0.0420 86904.04672 3362.58506
OBS: 57970.11280000 b NULL 15.6954 0.0510 52703.56585 2476.54117
OBS: 57998.41150000 b NULL 16.2044 0.0390 32979.19116 1184.87811
OBS: 57822.54130000 a NULL 15.6126 0.0990 56880.05400 5193.64800
OBS: 57822.78340000 a NULL 15.2286 0.0390 81013.98589 2910.67473
OBS: 57823.72960000 a NULL 14.5756 0.0400 147829.12285 5447.45825
