SURVEY: ASASSN
SNTYPE: 1
SNID: 2016hpw 
IAUC: 2016hpw
RA:   317.282867
DECL:   -18.103900 
RA_HOST:   317.280840
DEC_HOST:   -18.102180
FILTERS: abcdghij
SEARCH_PEAKMJD: 57702.8
REDSHIFT_HELIO: 0.02117 +- 0.00018 
REDSHIFT_CMB: 0.0201945 +- 0.00018 
VPEC: -41.7186 +- 250.0
NVAR: 7
NOBS: 59
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 57695.06250000 d NULL 16.5336 0.0420 24353.42232 942.30887
OBS: 57697.40970000 d NULL 16.2276 0.0180 32281.96780 535.21476
OBS: 57702.80710000 d NULL 15.9646 0.0190 41130.12222 719.79934
OBS: 57702.83330000 d NULL 15.9126 0.0310 43147.93343 1232.12957
OBS: 57705.49660000 d NULL 15.9466 0.0220 41817.68626 847.39926
OBS: 57707.46510000 d NULL 15.9816 0.0430 40491.13961 1604.04912
OBS: 57709.48610000 d NULL 16.0546 0.0160 37858.20338 557.91930
OBS: 57711.45560000 d NULL 16.1786 0.0400 33772.25035 1244.49716
OBS: 57713.46850000 d NULL 16.3146 0.0380 29796.13958 1043.05675
OBS: 57715.47170000 d NULL 16.4106 0.0420 27274.70111 1055.34214
OBS: 57717.46500000 d NULL 16.6236 0.0430 22416.09714 888.00960
OBS: 57718.79150000 d NULL 16.6786 0.0180 21308.84940 353.28734
OBS: 57720.78820000 d NULL 16.7316 0.0340 20293.64225 635.60247
OBS: 57722.42020000 d NULL 16.7766 0.0220 19469.73319 394.53731
OBS: 57722.42790000 d NULL 16.7816 0.0200 19380.27789 357.01810
OBS: 57734.04160000 d NULL 16.9836 0.0560 16090.14656 830.26408
OBS: 57695.06110000 b NULL 16.5498 0.0520 23992.74841 1149.54253
OBS: 57697.40830000 b NULL 16.2448 0.0330 31774.59326 965.90961
OBS: 57702.80570000 b NULL 15.9848 0.0160 40371.97540 594.96495
OBS: 57702.83190000 b NULL 15.9558 0.0320 41464.84058 1222.27388
OBS: 57705.49530000 b NULL 15.9588 0.0360 41350.42713 1371.31667
OBS: 57707.46380000 b NULL 16.0188 0.0440 39127.31079 1586.08780
OBS: 57709.48470000 b NULL 16.0818 0.0210 36921.55639 714.17074
OBS: 57711.45430000 b NULL 16.1888 0.0450 33456.46102 1387.05131
OBS: 57713.46720000 b NULL 16.2378 0.0330 31980.11344 972.15717
OBS: 57717.46360000 b NULL 16.4688 0.0590 25851.15788 1405.46946
OBS: 57718.79010000 b NULL 16.5778 0.0210 23381.91083 452.27445
OBS: 57720.78680000 b NULL 16.7358 0.0300 20215.29112 558.64021
OBS: 57722.42660000 b NULL 16.7878 0.0310 19269.92392 550.27069
OBS: 57734.04020000 b NULL 17.2718 0.0720 12339.00102 818.85393
OBS: 57692.48370000 a NULL 17.1150 0.0350 14256.07594 459.64119
OBS: 57695.05950000 a NULL 16.5240 0.0280 24569.70828 633.69729
OBS: 57697.40670000 a NULL 16.2560 0.0350 31448.50465 1013.95560
OBS: 57702.80400000 a NULL 16.0350 0.0320 38547.83577 1136.28829
OBS: 57702.83030000 a NULL 15.9870 0.0290 40290.25351 1076.28011
OBS: 57705.49350000 a NULL 16.1250 0.0380 35481.33892 1242.07534
OBS: 57707.46210000 a NULL 16.1930 0.0350 33327.28996 1074.53098
OBS: 57709.48310000 a NULL 16.3160 0.0310 29757.74377 849.76019
OBS: 57711.42380000 a NULL 16.4620 0.0310 26013.57257 742.84188
OBS: 57711.45260000 a NULL 16.4290 0.0220 26816.37067 543.41057
OBS: 57713.46550000 a NULL 16.6360 0.0260 22161.54326 530.75065
OBS: 57717.46200000 a NULL 16.9700 0.0730 16292.96033 1096.29063
OBS: 57718.78840000 a NULL 17.1200 0.0230 14190.57522 300.63255
OBS: 57720.78510000 a NULL 17.2610 0.0310 12462.35160 355.87410
OBS: 57722.42490000 a NULL 17.5200 0.0360 9817.47943 325.58003
OBS: 57695.06410000 c NULL 16.7630 0.0700 19715.14611 1271.96321
OBS: 57697.41100000 c NULL 16.5710 0.0370 23528.81202 801.97616
OBS: 57702.83460000 c NULL 16.4790 0.0440 25609.43517 1038.11920
OBS: 57705.49790000 c NULL 16.6750 0.0420 21379.62090 827.24334
OBS: 57707.46640000 c NULL 16.6780 0.0730 21320.62836 1434.58308
OBS: 57709.48740000 c NULL 16.7350 0.0460 20230.19179 857.36042
OBS: 57711.45690000 c NULL 16.9110 0.0550 17202.83406 871.81452
OBS: 57713.46980000 c NULL 17.0990 0.0500 14467.71683 666.49850
OBS: 57717.46630000 c NULL 17.4070 0.0590 10894.31680 592.29956
OBS: 57718.79280000 c NULL 17.4340 0.0500 10626.73865 489.55239
OBS: 57720.78950000 c NULL 17.5030 0.0540 9972.40712 496.19053
OBS: 57722.42150000 c NULL 17.4190 0.0430 10774.57131 426.83268
OBS: 57722.42920000 c NULL 17.3850 0.0480 11117.31727 491.65264
OBS: 57734.04300000 c NULL 17.1630 0.0770 13639.54868 968.12269
END:
