SURVEY: ASASSN
SNTYPE: 1
SNID: ASASSN-15so 
IAUC: UNKNOWN
RA:   168.546361
DECL:    48.318662 
RA_HOST:   168.545385
DEC_HOST:    48.318615
MWEBV: .01263 +- 0.0
FILTERS: abcdghij
SEARCH_PEAKMJD: 57349
REDSHIFT_HELIO: 0.00702235 +- 1.05675e-05 
REDSHIFT_CMB: 0.0077296 +- 1.05675e-05 
VPEC: -249.3388 +- 250.0
SEARCH_PEAKMJD: 57342.62131288
HOSTGAL_LOGMASS: 10.637 +- 0.001
NVAR: 7
NOBS: 26
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 57356.52350000 d NULL 14.5230 0.0380 155167.22739 5431.85212
OBS: 57360.37150000 d NULL 14.6520 0.0380 137784.38434 4823.34068
OBS: 57362.48390000 d NULL 14.7050 0.0380 131219.98990 4593.54461
OBS: 57372.33650000 d NULL 15.0190 0.0380 98265.25828 3439.91679
OBS: 57374.50740000 d NULL 15.1330 0.0380 88470.80929 3097.04801
OBS: 57378.32590000 d NULL 15.4860 0.0390 63914.58892 2296.32670
OBS: 57380.51410000 d NULL 15.5720 0.0390 59047.29404 2121.45428
OBS: 57360.37050000 c NULL 15.2890 0.0580 76630.20723 4095.53094
OBS: 57362.48290000 c NULL 15.2080 0.0590 82565.76326 4488.91531
OBS: 57372.33560000 c NULL 15.1940 0.0580 83637.29916 4470.02767
OBS: 57374.50640000 c NULL 15.3290 0.0570 73858.41781 3879.27005
OBS: 57378.32480000 c NULL 15.6780 0.0580 53554.99708 2862.26745
OBS: 57380.51300000 c NULL 15.7920 0.0580 48216.97939 2576.97503
OBS: 57356.52000000 a NULL 14.5860 0.0360 146419.86429 4855.76606
OBS: 57360.36850000 a NULL 15.1340 0.0360 88389.36217 2931.28304
OBS: 57362.48090000 a NULL 15.3480 0.0380 72577.16503 2540.66812
OBS: 57372.33340000 a NULL 16.3630 0.0480 28497.05627 1260.25485
OBS: 57374.50430000 a NULL 16.5750 0.0410 23442.28815 885.44736
OBS: 57378.32270000 a NULL 16.6940 0.0440 21008.73969 851.62269
OBS: 57380.51080000 a NULL 16.7880 0.0430 19266.37460 763.23392
OBS: 57356.52110000 b NULL 14.2460 0.0330 200262.66903 6087.74545
OBS: 57360.36950000 b NULL 14.5690 0.0320 148730.48700 4384.18157
OBS: 57372.33450000 b NULL 15.2080 0.0330 82565.76326 2509.90038
OBS: 57374.50530000 b NULL 15.3830 0.0330 70274.86177 2136.27169
OBS: 57378.32370000 b NULL 15.6410 0.0330 55411.51190 1684.44364
OBS: 57380.51190000 b NULL 15.7040 0.0330 52287.75553 1589.48519
END:
