SURVEY: ASASSN
SNTYPE: 1
SNID: ASASSN-16bn 
IAUC: 2016adn
RA:    47.643750
DECL:     4.269670 
RA_HOST:    47.631740
DEC_HOST:     4.271610
FILTERS: abcdghij
SEARCH_PEAKMJD: 57427
REDSHIFT_HELIO: 0.023166 +- 7.7e-05 
REDSHIFT_CMB: 0.0225266 +- 7.7e-05 
VPEC: 35.5736 +- 250.0
NOBS: 33
NVAR: 7
VARLIST: MJD FLT FIELD MAG MAGERR FLUXCAL FLUXCALERR
OBS: 57428.05130000 b NULL 16.1390 0.0340 35026.76269 1097.04786
OBS: 57429.78910000 b NULL 16.1640 0.0270 34229.45623 851.30308
OBS: 57432.04390000 b NULL 16.1500 0.0290 34673.68505 926.24380
OBS: 57440.03640000 b NULL 16.5850 0.0570 23227.36796 1219.97242
OBS: 57441.77480000 b NULL 16.6310 0.0330 22263.83630 676.79398
OBS: 57443.76510000 b NULL 16.8330 0.0400 18484.17195 681.13612
OBS: 57451.75520000 b NULL 17.1200 0.0270 14190.57522 352.92645
OBS: 57428.05370000 d NULL 16.1036 0.0360 36187.61823 1200.10088
OBS: 57429.79130000 d NULL 16.1336 0.0400 35201.40517 1297.16108
OBS: 57432.04590000 d NULL 16.1216 0.0470 35592.62345 1541.23608
OBS: 57440.03900000 d NULL 16.6266 0.0300 22354.24467 617.74921
OBS: 57441.77760000 d NULL 16.8406 0.0410 18355.23715 693.30247
OBS: 57443.76780000 d NULL 16.9296 0.0730 16910.63828 1137.85181
OBS: 57446.41760000 d NULL 16.8946 0.0250 17464.65456 402.17407
OBS: 57428.05260000 c NULL 16.7085 0.0540 20730.03331 1031.45070
OBS: 57429.79040000 c NULL 16.7035 0.0540 20825.71880 1036.21166
OBS: 57432.04490000 c NULL 16.7615 0.0420 19742.40241 763.89432
OBS: 57433.42890000 c NULL 16.7395 0.1070 20146.51818 1988.66772
OBS: 57440.03770000 c NULL 17.5295 0.1170 9731.95294 1050.75569
OBS: 57441.77620000 c NULL 17.4595 0.1100 10380.06325 1053.44309
OBS: 57443.76650000 c NULL 17.4565 0.0840 10408.78409 806.09854
OBS: 57446.41610000 c NULL 17.4005 0.0700 10959.73366 707.08976
OBS: 57451.75670000 c NULL 17.3315 0.0470 11678.84783 505.71888
OBS: 57428.05030000 a NULL 16.2185 0.0260 32553.67325 779.63358
OBS: 57429.78810000 a NULL 16.2815 0.0640 30718.49964 1811.78696
OBS: 57432.04290000 a NULL 16.3565 0.0290 28668.17191 765.81755
OBS: 57440.03500000 a NULL 16.8925 0.0490 17498.46689 789.98560
OBS: 57441.77350000 a NULL 17.1025 0.0630 14421.15352 837.25916
OBS: 57443.76380000 a NULL 17.3315 0.0980 11678.84783 1055.58036
OBS: 57445.76240000 a NULL 17.5305 0.0640 9722.99360 573.46528
OBS: 57446.41290000 a NULL 17.5165 0.0590 9849.17831 535.47773
OBS: 57448.75910000 a NULL 17.6545 0.1440 8673.61218 1153.74721
OBS: 57451.75380000 a NULL 18.1645 0.1150 5422.50549 575.42041
END:
