Host	ra	dec        ID    period V-I  sigma  I  sigma  metal-8.69  HST
------------------------------------------------------------------------------
N1309 50.527070 -15.408150 87828 73.21  1.04  0.31 25.03 0.60 0.02 HST
N1309 50.514710 -15.404910 146584 74.13  0.94  0.20 25.03 0.43 -0.16 HST
N1309 50.526840 -15.407730 88762 84.42  1.28  0.33 24.91 0.63 0.03 HST
N1309 50.540840 -15.390800 24251 90.09  1.31  0.10 25.26 0.25 -0.14 HST
N1365 53.448780 -36.135890 72773 15.83  0.96  0.22 25.88 0.47 -0.11 HST
N1365 53.466970 -36.149480 135091 15.84  0.94  0.19 26.09 0.41 -0.34 HST
N1365 53.468230 -36.154760 140975 16.36  1.23  0.20 25.61 0.42 -0.38 HST
N1365 53.435410 -36.169570 123989 16.63  0.85  0.23 25.61 0.50 -0.18 HST
N1365 53.448980 -36.163300 132389 16.90  1.07  0.21 26.47 0.46 -0.25 HST
N1365 53.444760 -36.149450 103384 16.92  0.94  0.23 26.29 0.49 -0.12 HST
N1365 53.447770 -36.144930 98429 18.03  0.97  0.23 25.77 0.48 -0.13 HST
N1365 53.440830 -36.157210 111940 19.58  0.66  0.19 25.90 0.42 -0.13 HST
N1365 53.429160 -36.153460 72687 19.65  1.58  0.32 25.41 0.60 0.01 HST
N1365 53.436370 -36.154930 97780 20.60  1.09  0.19 25.17 0.42 -0.07 HST
N1365 53.457360 -36.162070 138893 21.99  0.95  0.13 25.25 0.30 -0.32 HST
N1365 53.431400 -36.151650 73303 22.02  0.87  0.33 26.13 0.65 -0.00 HST
N1365 53.435540 -36.144140 60205 25.16  1.18  0.20 25.28 0.42 -0.00 HST
N1365 53.465100 -36.152740 136735 25.57  0.89  0.12 25.30 0.28 -0.34 HST
N1365 53.440420 -36.135130 43927 25.57  1.17  0.21 25.69 0.45 -0.02 HST
N1365 53.426190 -36.165260 101154 25.94  0.98  0.32 25.44 0.62 -0.06 HST
N1365 53.432630 -36.161380 106082 26.38  0.84  0.22 24.92 0.46 -0.08 HST
N1365 53.426910 -36.156130 74699 26.44  1.23  0.32 25.36 0.60 0.01 HST
N1365 53.445370 -36.136220 63449 26.81  1.35  0.21 24.76 0.45 -0.08 HST
N1365 53.462490 -36.157290 138773 26.83  1.04  0.15 25.24 0.33 -0.34 HST
N1365 53.426260 -36.165180 101112 26.88  0.98  0.25 25.03 0.51 -0.06 HST
N1365 53.443040 -36.160620 120972 27.30  1.04  0.15 25.43 0.34 -0.18 HST
N1365 53.455360 -36.153640 126914 27.33  0.80  0.19 25.93 0.40 -0.26 HST
N1365 53.429440 -36.143930 40364 27.34  0.91  0.27 24.94 0.55 0.06 HST
N1365 53.446770 -36.135500 65336 27.79  0.89  0.17 25.41 0.37 -0.09 HST
N1365 53.438930 -36.166810 124631 29.17  1.02  0.16 25.08 0.34 -0.19 HST
N1365 53.458140 -36.153810 130859 29.21  0.98  0.12 25.37 0.28 -0.28 HST
N1365 53.460390 -36.154000 133465 29.29  1.34  0.17 25.58 0.39 -0.31 HST
N1365 53.431580 -36.162200 105797 30.17  1.28  0.20 25.50 0.42 -0.08 HST
N1365 53.427610 -36.166050 106470 30.23  0.93  0.18 25.01 0.37 -0.08 HST
N1365 53.438980 -36.153360 100027 31.20  0.66  0.12 24.82 0.29 -0.09 HST
N1365 53.427360 -36.155310 73421 33.32  0.91  0.28 25.06 0.52 0.01 HST
N1365 53.449180 -36.155950 122163 33.91  1.23  0.13 25.13 0.30 -0.21 HST
N1365 53.459330 -36.160820 139368 34.28  1.09  0.11 25.17 0.28 -0.33 HST
N1365 53.449310 -36.140060 87703 34.92  1.22  0.12 24.46 0.28 -0.13 HST
N1365 53.445800 -36.156130 117850 35.09  1.04  0.13 25.00 0.31 -0.17 HST
N1365 53.427530 -36.151730 61628 36.80  1.63  0.21 25.06 0.41 0.03 HST
N1365 53.447760 -36.146770 103387 36.88  0.94  0.11 25.36 0.28 -0.14 HST
N1365 53.449180 -36.137880 80315 36.90  1.20  0.14 24.65 0.32 -0.12 HST
N1365 53.457280 -36.166540 142648 36.94  0.93  0.09 24.88 0.24 -0.35 HST
N1365 53.433170 -36.155400 90510 38.84  1.05  0.15 24.84 0.32 -0.04 HST
N1365 53.437550 -36.170950 128912 40.51  1.14  0.15 24.33 0.31 -0.21 HST
N1365 53.440370 -36.153510 103704 40.63  1.43  0.12 25.06 0.29 -0.10 HST
N1365 53.432210 -36.161300 104907 42.66  1.11  0.14 24.33 0.30 -0.08 HST
N1365 53.431420 -36.172780 123489 42.77  0.95  0.12 24.71 0.29 -0.18 HST
N1365 53.447670 -36.149730 109560 46.44  1.54  0.10 24.88 0.25 -0.15 HST
N1365 53.437390 -36.155420 101731 46.99  0.90  0.13 24.32 0.30 -0.08 HST
N1448 56.168190 -44.622680 158151 20.93  0.71  0.22 25.83 0.42 -0.08 HST
N1448 56.159280 -44.626870 166102 34.08  1.29  0.19 25.03 0.39 -0.03 HST
N1448 56.162720 -44.625870 167078 36.66  1.29  0.14 25.14 0.30 -0.05 HST
N1448 56.179270 -44.621080 171465 18.75  1.29  0.22 26.04 0.42 -0.16 HST
N1448 56.158720 -44.628200 173152 19.52  0.87  0.27 26.18 0.50 -0.02 HST
N1448 56.154990 -44.632840 191496 20.66  1.52  0.26 25.92 0.48 -0.00 HST
N1448 56.165720 -44.629310 191614 27.45  1.20  0.14 25.70 0.31 -0.08 HST
N1448 56.166250 -44.629130 191617 19.68  1.25  0.18 25.44 0.36 -0.08 HST
N1448 56.161960 -44.635440 212673 39.47  1.29  0.12 25.32 0.27 -0.08 HST
N1448 56.184070 -44.605500 3027680 27.11  1.05  0.17 25 0.32 -0.19 HST
N1448 56.167300 -44.624320 3086935 17.98  1.10  0.21 26.22 0.42 -0.08 HST
N1448 56.173670 -44.597050 15492 17.26  0.95  0.17 25.86 0.35 -0.24 HST
N1448 56.172840 -44.599300 21705 26.27  0.74  0.19 25.28 0.36 -0.22 HST
N1448 56.175580 -44.599150 24383 49.68  1.15  0.08 24.77 0.22 -0.22 HST
N1448 56.179460 -44.599330 29779 30.41  1.26  0.14 25.23 0.31 -0.22 HST
N1448 56.177530 -44.600500 31952 16.21  1.09  0.23 26.04 0.45 -0.21 HST
N1448 56.180460 -44.600030 34054 30.20  0.90  0.18 25.03 0.39 -0.21 HST
N1448 56.178010 -44.602130 40111 22.09  1.00  0.14 25.40 0.32 -0.19 HST
N1448 56.173990 -44.603650 40957 35.10  0.81  0.13 25.81 0.32 -0.18 HST
N1448 56.181430 -44.601360 41900 26.76  1.52  0.17 25.33 0.32 -0.20 HST
N1448 56.176630 -44.603320 43728 20.04  0.76  0.17 25.87 0.38 -0.19 HST
N1448 56.176460 -44.603550 44594 18.40  0.67  0.18 25.68 0.37 -0.18 HST
N1448 56.180630 -44.602730 47657 48.60  1.39  0.10 24.72 0.23 -0.19 HST
N1448 56.176380 -44.604170 47758 16.04  0.69  0.25 26.24 0.54 -0.18 HST
N1448 56.153200 -44.611890 47852 24.40  0.81  0.16 26.17 0.35 -0.15 HST
N1448 56.166960 -44.608030 51671 32.30  0.94  0.13 24.97 0.29 -0.15 HST
N1448 56.183120 -44.602880 52885 53.86  0.70  0.11 24.27 0.26 -0.20 HST
N1448 56.164290 -44.609390 54303 23.36  1.20  0.22 26.64 0.43 -0.14 HST
N1448 56.138480 -44.618870 59564 22.58  1.05  0.16 25.80 0.33 -0.16 HST
N1448 56.183930 -44.604320 62888 33.30  0.96  0.15 25.41 0.33 -0.19 HST
N1448 56.177550 -44.606870 65502 19.21  1.03  0.18 25.40 0.41 -0.16 HST
N1448 56.184620 -44.604610 66023 83.27  1.06  0.08 23.61 0.22 -0.20 HST
N1448 56.179000 -44.606900 68909 22.66  0.88  0.24 26.28 0.49 -0.17 HST
N1448 56.172330 -44.609160 69146 28.20  0.90  0.17 25.74 0.38 -0.14 HST
N1448 56.180100 -44.606720 70168 89.51  0.97  0.07 23.79 0.20 -0.17 HST
N1448 56.152380 -44.616060 71036 25.43  0.70  0.14 25.59 0.31 -0.11 HST
N1448 56.163230 -44.612890 74170 39.61  1.19  0.11 24.75 0.25 -0.11 HST
N1448 56.186470 -44.605220 74472 47.47  1.11  0.10 25.09 0.24 -0.20 HST
N1448 56.166110 -44.612220 76166 18.45  0.82  0.23 25.83 0.45 -0.11 HST
N1448 56.186080 -44.605810 77768 39.15  0.92  0.11 24.85 0.26 -0.20 HST
N1448 56.181390 -44.607480 78573 59.11  0.90  0.16 24.48 0.32 -0.17 HST
N1448 56.144780 -44.620130 82252 16.27  1.18  0.24 26.25 0.48 -0.10 HST
N1448 56.177360 -44.609320 82312 36.44  0.98  0.12 24.98 0.27 -0.15 HST
N1448 56.181590 -44.607960 82672 44.04  1.00  0.10 24.73 0.24 -0.17 HST
N1448 56.148460 -44.619500 86785 86.03  1.10  0.07 23.88 0.20 -0.08 HST
N1448 56.159210 -44.616080 87850 85.63  1.51  0.09 23.92 0.22 -0.09 HST
N1448 56.176920 -44.610200 87880 32.23  1.26  0.20 25.85 0.38 -0.15 HST
N1448 56.145630 -44.621270 93157 50.97     1  0.11 24.66 0.26 -0.08 HST
N1448 56.179770 -44.610670 98759 15.26  1.00  0.29 26.58 0.59 -0.16 HST
N1448 56.148710 -44.621020 99077 37.45  1.14  0.14 25.45 0.28 -0.06 HST
N1448 56.154960 -44.618970 99183 16.20  0.70  0.26 26.08 0.50 -0.07 HST
N1448 56.164530 -44.615810 99307 28.47  0.77  0.18 25.64 0.38 -0.09 HST
N1448 56.156550 -44.618680 101108 27.65  1.16  0.19 25.02 0.41 -0.07 HST
N1448 56.162790 -44.616830 102798 57.14  1.07  0.10 24.07 0.25 -0.08 HST
N1448 56.151040 -44.621140 105945 35.13  0.98  0.13 24.97 0.29 -0.05 HST
N1448 56.162770 -44.617420 107327 112.4  1.39  0.10 23.84 0.23 -0.07 HST
N1448 56.161060 -44.618210 109089 39.19  0.88  0.16 24.80 0.34 -0.07 HST
N1448 56.162620 -44.618010 111372 26.96  1.12  0.21 25.85 0.41 -0.07 HST
N1448 56.145170 -44.623810 111546 50.25  1.27  0.09 24.55 0.23 -0.05 HST
N1448 56.139530 -44.626220 115534 15.82  1.43  0.24 26.34 0.48 -0.05 HST
N1448 56.177210 -44.613910 117074 33.63  1.07  0.12 24.90 0.29 -0.14 HST
N1448 56.146100 -44.624330 117651 24.63  1.22  0.21 25.33 0.40 -0.04 HST
N1448 56.150820 -44.623660 124407 20.66  0.86  0.20 25.53 0.41 -0.03 HST
N1448 56.179370 -44.616150 138686 21.53  0.75  0.17 25.88 0.35 -0.15 HST
N1448 56.170300 -44.619460 140889 20.52  0.84  0.21 25.56 0.42 -0.09 HST
N1448 56.143710 -44.628690 143725 63.18  1.52  0.14 24.92 0.30 0.00 HST
N1448 56.142590 -44.629100 143989 57.77  1.17  0.16 25.25 0.32 0.00 HST
N1448 56.180950 -44.616390 144136 25.39  1.36  0.14 25.37 0.30 -0.16 HST
N1448 56.167900 -44.621400 148800 15.77  0.93  0.22 25.96 0.44 -0.08 HST
N1448 56.145490 -44.629170 150991 72.36  1.23  0.10 24.04 0.25 0.01 HST
N1448 56.145620 -44.629260 151920 26.68  0.96  0.23 25.32 0.49 0.01 HST
N1448 56.144820 -44.629790 153747 65.52  0.99  0.11 24.30 0.27 0.02 HST
N1448 56.170830 -44.629150 198918 18.74  1.73  0.24 26.25 0.47 -0.12 HST

N2442 114.12289 -69.544010 21919 36.46  1.76  0.18 25.23 0.37 0.05 HST
N2442 114.12175 -69.549660 32407 19.94  1.50  0.36 27.02 0.68 0.03 HST
N2442 114.11535 -69.542770 34478 28.71  1.54  0.21 25.40 0.44 0.07 HST
N2442 114.11565 -69.544700 36736 36.29  1.67  0.23 26.05 0.45 0.06 HST
N2442 114.11309 -69.543530 39931 29.58  1.39  0.33 26.22 0.61 0.06 HST
N2442 114.11317 -69.544160 40679 68.22  1.25  0.19 25.22 0.37 0.06 HST
N2442 114.12924 -69.566030 42211 29.59  1.51  0.22 26.02 0.45 -0.07 HST
N2442 114.11063 -69.542030 42432 36.59  1.76  0.18 25.53 0.38 0.07 HST
N2442 114.11396 -69.547580 44251 40.08  1.34  0.18 25.60 0.38 0.04 HST
N2442 114.10824 -69.542420 47676 26.88  1.55  0.29 26.16 0.57 0.07 HST
N2442 114.10732 -69.541630 48310 27.31  1.33  0.33 26.05 0.61 0.08 HST
N2442 114.10764 -69.542370 48763 33.28  1.61  0.23 25.78 0.46 0.07 HST
N2442 114.10951 -69.547980 53926 30.42  1.65  0.30 25.96 0.58 0.05 HST
N2442 114.10329 -69.540310 54566 32.04  1.80  0.34 25.45 0.63 0.09 HST
N2442 114.11098 -69.550470 54872 22.75  1.67  0.39 26.36 0.67 0.03 HST
N2442 114.10460 -69.542880 56040 20.01  1.27  0.32 26.09 0.69 0.07 HST
N2442 114.10854 -69.548200 56415 71.22  1.83  0.18 24.89 0.35 0.05 HST
N2442 114.10558 -69.545240 57767 31.11  1.13  0.29 25.85 0.54 0.06 HST
N2442 114.10765 -69.548560 58841 27.13  1.36  0.34 26.31 0.67 0.04 HST
N2442 114.10902 -69.550770 59600 24.35  1.82  0.33 26.41 0.64 0.03 HST
N2442 114.12163 -69.567180 59747 34.43  1.24  0.18 25.66 0.37 -0.07 HST
N2442 114.12130 -69.566860 59877 86.83  1.63  0.12 24.73 0.26 -0.06 HST
N2442 114.10669 -69.548900 61648 27.28  1.43  0.30 25.64 0.54 0.04 HST
N2442 114.10200 -69.543770 63188 26.68  2.08  0.32 26.28 0.64 0.07 HST
N2442 114.12031 -69.567660 63537 34.63  1.49  0.18 25.55 0.34 -0.07 HST
N2442 114.10127 -69.544450 66077 35.97  1.58  0.26 25.29 0.51 0.07 HST
N2442 114.10108 -69.545090 67594 55.98  1.80  0.14 25.43 0.32 0.06 HST
N2442 114.08102 -69.549150 122993 45.51  1.50  0.30 25.49 0.56 0.04 HST
N2442 114.08167 -69.551800 126480 47.48  1.59  0.31 25.43 0.61 0.03 HST
N2442 114.07848 -69.549700 130538 34.32  1.56  0.28 25.29 0.52 0.04 HST
N2442 114.07675 -69.548740 133095 30.85  1.28  0.32 25.74 0.57 0.04 HST
N2442 114.09080 -69.567920 134914 23.14  1.53  0.23 25.52 0.49 -0.06 HST
N2442 114.07534 -69.549240 137731 23.02  0.81  0.35 26.02 0.68 0.04 HST
N2442 114.09103 -69.571020 140621 32.82  1.98  0.22 25.98 0.41 -0.08 HST
N2442 114.06512 -69.537470 140806 49.75  1.95  0.25 25.52 0.45 0.07 HST
N2442 114.06993 -69.544080 141516 39.03  1.38  0.30 25.59 0.57 0.05 HST
N2442 114.07132 -69.547960 145843 41.34  1.91  0.28 25.23 0.50 0.04 HST
N2442 114.07959 -69.559550 147648 20.43  1.32  0.29 25.67 0.59 -0.02 HST
N2442 114.07284 -69.550860 147801 46.68  1.34  0.28 25.28 0.52 0.03 HST
N2442 114.07746 -69.559000 152295 35.03  1.63  0.22 25.54 0.43 -0.01 HST
N2442 114.08649 -69.572280 155446 45.53  1.18  0.17 25.44 0.37 -0.09 HST
N2442 114.08901 -69.575540 155453 46.01  1.52  0.29 26.05 0.54 -0.11 HST
N2442 114.05625 -69.533900 157403 27.58  1.26  0.34 26.01 0.62 0.06 HST
N2442 114.06032 -69.539870 158852 51.63  1.56  0.22 25.00 0.42 0.05 HST
N2442 114.08488 -69.572690 160766 28.17  1.48  0.23 25.60 0.48 -0.09 HST
N2442 114.07469 -69.560830 163613 25.05  1.61  0.29 25.65 0.59 -0.02 HST
N2442 114.07654 -69.563490 164185 26.92  1.56  0.28 26.08 0.57 -0.04 HST
N2442 114.07045 -69.556520 166120 42.72  1.36  0.23 25.12 0.41 -0.00 HST
N2442 114.07268 -69.561520 170438 25.22  1.32  0.29 25.97 0.58 -0.03 HST
N2442 114.05403 -69.537700 171361 54.05  1.63  0.28 25.33 0.51 0.05 HST
N2442 114.07439 -69.564490 171908 36.65  1.70  0.26 25.74 0.50 -0.04 HST
N2442 114.05666 -69.543910 177033 30.21  2.08  0.31 25.91 0.58 0.04 HST
N2442 114.08037 -69.575330 178251 25.95  1.89  0.30 26.00 0.55 -0.11 HST
N2442 114.08111 -69.576460 178690 44.60  1.55  0.17 25.84 0.36 -0.11 HST
N2442 114.04958 -69.536770 181329 66.80  2.02  0.21 25.01 0.40 0.04 HST
N2442 114.07171 -69.565720 181646 23.93  1.46  0.31 26.07 0.58 -0.05 HST
N2442 114.04816 -69.535390 182280 25.19  1.00  0.31 25.79 0.60 0.04 HST
N2442 114.03302 -69.548680 250100 40.29  1.69  0.28 25.97 0.50 -0.02 HST
N2442 114.04597 -69.569890 258122 28.98  1.64  0.29 25.75 0.55 -0.09 HST
N2442 114.02872 -69.548370 259904 37.44  1.47  0.26 25.78 0.49 -0.02 HST
N2442 114.02439 -69.542740 259977 26.46  1.40  0.23 25.70 0.46 -0.02 HST
N2442 114.03305 -69.555690 262896 41.95  2.04  0.30 25.74 0.53 -0.04 HST
N2442 114.02915 -69.550610 262964 44.03  1.58  0.27 25.97 0.52 -0.03 HST
N2442 114.03617 -69.560760 264641 30.87  1.68  0.26 25.91 0.51 -0.06 HST
N2442 114.03551 -69.563080 270215 34.37  1.81  0.25 25.15 0.46 -0.07 HST
N2442 114.03488 -69.563270 271834 45.00  2.02  0.26 25.16 0.49 -0.07 HST
N2442 114.04125 -69.572840 273945 72.54  1.71  0.10 24.57 0.24 -0.11 HST
N2442 114.02700 -69.557380 278903 35.98  1.53  0.29 25.89 0.56 -0.06 HST
N2442 114.02860 -69.560000 279660 60.03  1.74  0.20 25.52 0.38 -0.06 HST
N2442 114.02439 -69.556350 282382 36.28  1.41  0.26 25.56 0.48 -0.06 HST
N2442 114.03053 -69.564930 283157 28.69  1.51  0.30 25.68 0.59 -0.08 HST
N2442 114.02326 -69.556450 284444 36.84  1.66  0.31 25.84 0.57 -0.06 HST
N2442 114.01928 -69.551490 284785 36.35  1.59  0.19 25.36 0.37 -0.05 HST
N2442 114.02089 -69.555030 286642 52.35  1.70  0.20 25.48 0.40 -0.06 HST
N2442 114.02425 -69.559750 287069 46.01  1.41  0.17 25.38 0.37 -0.07 HST
N2442 114.02068 -69.556520 288758 66.11  1.61  0.18 24.93 0.36 -0.06 HST
N2442 114.02435 -69.561300 288774 29.30  1.24  0.27 25.99 0.52 -0.08 HST
N2442 114.02198 -69.559460 290184 63.66  1.39  0.13 24.49 0.29 -0.07 HST
N2442 114.02031 -69.559350 292511 53.36  1.54  0.18 24.76 0.37 -0.07 HST
N2442 114.10712 -69.553000 67770 21.94  1.63  0.39 26.11 0.67 0.02 HST
N2442 114.09916 -69.545660 72824 21.93  1.10  0.32 26.04 0.64 0.06 HST
N2442 114.11566 -69.567920 74345 55.39  1.33  0.13 25.23 0.30 -0.07 HST
N2442 114.11510 -69.567510 74961 58.02  1.77  0.12 25.16 0.27 -0.06 HST
N2442 114.10081 -69.549740 76294 24.08  1.84  0.40 25.60 0.70 0.04 HST
N2442 114.09554 -69.545020 80074 35.97  1.60  0.26 24.54 0.51 0.06 HST
N2442 114.10001 -69.551910 82045 47.74  1.03  0.21 25.56 0.43 0.03 HST
N2442 114.09867 -69.551850 85037 32.73  1.50  0.34 25.52 0.65 0.03 HST
N2442 114.11086 -69.567650 85051 27.04  1.66  0.29 26.07 0.52 -0.06 HST
N2442 114.09907 -69.552520 85372 36.49  1.63  0.30 25.15 0.57 0.03 HST
N2442 114.09708 -69.553430 91611 63.14  1.61  0.15 24.51 0.31 0.02 HST
N2442 114.09706 -69.553500 91761 36.54  1.75  0.28 25.33 0.52 0.02 HST
N2442 114.10924 -69.569610 92414 32.30  1.72  0.30 25.98 0.55 -0.07 HST
N2442 114.08893 -69.543370 92612 29.75  1.72  0.36 25.83 0.68 0.07 HST
N2442 114.09672 -69.554010 93516 22.91  1.70  0.38 26.44 0.68 0.02 HST
N2442 114.09121 -69.547390 94513 21.99  1.54  0.32 26.25 0.58 0.05 HST
N2442 114.09282 -69.550850 97063 61.62  1.96  0.30 25.88 0.55 0.03 HST
N2442 114.08109 -69.539420 104078 43.30  1.79  0.35 26.21 0.66 0.08 HST
N2442 114.09043 -69.552580 105969 100.2  1.39  0.20 24.40 0.37 0.03 HST
N2442 114.08295 -69.543830 107775 29.83  1.98  0.34 25.62 0.60 0.07 HST
N2442 114.08949 -69.552670 108461 28.95  1.41  0.35 25.73 0.70 0.02 HST
N2442 114.08521 -69.547680 109466 47.55  1.72  0.33 26.31 0.58 0.05 HST
N2442 114.08349 -69.546720 112044 29.61  1.70  0.30 25.81 0.60 0.05 HST
N2442 114.08592 -69.550090 112452 50.30  1.41  0.35 25.44 0.65 0.04 HST
N2442 114.09152 -69.559740 117002 24.60  1.82  0.31 26.36 0.55 -0.01 HST
N2442 114.07236 -69.536110 119467 33.09  1.65  0.27 25.46 0.51 0.08 HST
N2442 114.06575 -69.558950 183703 46.06  1.80  0.24 25.39 0.49 -0.02 HST
N2442 114.04937 -69.537660 183834 44.40  1.60  0.21 25.11 0.42 0.04 HST
N2442 114.05182 -69.541970 186166 39.75  1.87  0.29 25.45 0.56 0.03 HST
N2442 114.04920 -69.540010 189255 72.61  1.77  0.18 24.98 0.35 0.03 HST
N2442 114.05049 -69.542900 191932 35.70  1.67  0.35 25.46 0.66 0.03 HST
N2442 114.06755 -69.570500 203530 26.65  1.99  0.26 25.66 0.51 -0.08 HST
N2442 114.06058 -69.563960 208890 45.82  1.64  0.24 25.39 0.46 -0.05 HST
N2442 114.06445 -69.569390 209744 21.89  1.81  0.28 25.90 0.55 -0.08 HST
N2442 114.04652 -69.550100 218035 55.45  1.91  0.19 25.16 0.38 0.00 HST
N2442 114.05336 -69.559840 219668 26.93  1.74  0.34 25.81 0.61 -0.03 HST
N2442 114.04035 -69.544510 223011 58.27  1.58  0.25 24.99 0.45 0.01 HST
N2442 114.03878 -69.543700 225544 53.60  1.44  0.26 25.29 0.49 0.01 HST
N2442 114.03882 -69.543890 225826 50.70  1.72  0.28 25.24 0.52 0.01 HST
N2442 114.04897 -69.559340 230295 33.63  1.55  0.34 25.94 0.65 -0.04 HST
N2442 114.05109 -69.562750 231639 32.54  1.85  0.32 25.32 0.59 -0.05 HST
N2442 114.05772 -69.572660 234211 68.17  1.74  0.16 24.97 0.30 -0.10 HST
N2442 114.05958 -69.575260 234644 35.96  1.56  0.25 25.91 0.47 -0.11 HST
N2442 114.05406 -69.571220 240802 40.73  1.66  0.18 25.56 0.37 -0.09 HST
N2442 114.04277 -69.556900 241499 57.97  1.65  0.16 24.79 0.32 -0.03 HST
N2442 114.09128 -69.572960 143928 48.01  2.17  0.25 25.77 0.45 -0.09 HST
N2442 114.06674 -69.573300 211726 62.78  2.32  0.19 24.86 0.33 -0.10 HST

N3021 147.73713 33.560080 114118 20.50  1.11  0.26 27.12 0.55 0.05 HST
N3021 147.74693 33.556620 80760 20.91  1.17  0.28 26.36 0.60 0.05 HST
N3021 147.72586 33.555800 145276 22.17  1.40  0.19 26.27 0.43 0.05 HST
N3021 147.72082 33.555130 155661 22.87  0.99  0.09 26.71 0.24 -0.05 HST
N3021 147.72677 33.556130 143080 23.83  1.26  0.29 26.43 0.62 0.07 HST
N3021 147.72645 33.559990 145318 25.05  0.95  0.15 26.15 0.36 0.02 HST
N3021 147.73211 33.548780 124526 26.65  1.19  0.21 26.05 0.44 0.03 HST
N3021 147.74791 33.550320 74434 31.52  1.01  0.35 25.71 0.65 0.09 HST
N3021 147.73688 33.559300 114576 33.01  1.11  0.33 25.94 0.65 0.08 HST
N3021 147.73288 33.560150 127220 35.13  1.47  0.17 26.76 0.40 0.06 HST
N3021 147.72788 33.558920 141178 36.20  1.27  0.14 25.96 0.35 0.06 HST
N3021 147.73249 33.548850 123439 39.21  1.19  0.18 25.55 0.38 0.04 HST
N3021 147.74113 33.547810 95209 40.98  1.39  0.26 26.39 0.54 0.08 HST
N3021 147.75115 33.554130 65081 57.79  0.87  0.10 25.17 0.27 0.02 HST

N3370 161.76213 17.287620 42916 23.97  1.49  0.35 26.59 0.62 -0.14 HST
N3370 161.75881 17.280070 40625 23.98  1.20  0.36 26.67 0.65 -0.03 HST
N3370 161.78689 17.259980 170179 24.53  1.06  0.11 26.61 0.26 -0.37 HST
N3370 161.76105 17.260540 77247 24.79  1.03  0.13 26.46 0.29 -0.28 HST
N3370 161.77441 17.255950 138183 24.85  1.11  0.12 26.44 0.28 -0.21 HST
N3370 161.77627 17.259570 140127 25.31  1.41  0.25 26.08 0.47 -0.14 HST
N3370 161.76132 17.262320 75776 26.29  1.27  0.16 26.20 0.35 -0.22 HST
N3370 161.75961 17.268060 60692 26.56  1.22  0.21 26.40 0.44 -0.13 HST
N3370 161.78219 17.272660 144079 26.71  1.19  0.19 26.38 0.40 -0.30 HST
N3370 161.78069 17.257190 157064 28.38  1.26  0.22 26.40 0.41 -0.25 HST
N3370 161.76554 17.285840 58859 28.87  1.27  0.16 26.31 0.36 -0.12 HST
N3370 161.78091 17.273740 138531 29.40  1.01  0.18 26.79 0.37 -0.27 HST
N3370 161.75647 17.283200 27391 29.66  1.24  0.34 26.36 0.64 -0.11 HST
N3370 161.75791 17.280250 36935 30.02  1.01  0.29 26.20 0.57 -0.05 HST
N3370 161.78297 17.271850 147636 30.19  1.39  0.18 26.17 0.39 -0.31 HST
N3370 161.75647 17.280520 30963 30.26  1.29  0.33 26.34 0.62 -0.10 HST
N3370 161.75212 17.285760 10141 31.08  1.38  0.17 26.46 0.36 -0.25 HST
N3370 161.76744 17.282420 71353 31.19  1.18  0.23 26.50 0.48 -0.04 HST
N3370 161.75831 17.288930 26623 31.25  1.03  0.14 26.31 0.33 -0.19 HST
N3370 161.77156 17.284010 85290 31.34  1.13  0.16 26.24 0.35 -0.19 HST
N3370 161.76487 17.267000 83026 32.28  1.40  0.33 25.96 0.62 0.01 HST
N3370 161.75512 17.281060 25332 32.41  1.39  0.19 26.03 0.40 -0.14 HST
N3370 161.76118 17.268630 66128 32.66  1.25  0.17 25.90 0.38 -0.06 HST
N3370 161.76923 17.286410 72754 34.92  1.35  0.17 25.99 0.34 -0.20 HST
N3370 161.78007 17.264190 147159 35.11  1.28  0.16 26.12 0.35 -0.17 HST
N3370 161.78414 17.260890 163049 35.13  1.10  0.12 26.03 0.29 -0.30 HST
N3370 161.76910 17.289520 67708 35.58  1.02  0.07 25.81 0.21 -0.29 HST
N3370 161.78077 17.260970 153082 35.59  1.15  0.13 25.94 0.31 -0.21 HST
N3370 161.75620 17.283530 25985 36.31  1.23  0.31 26.30 0.60 -0.12 HST
N3370 161.78547 17.265800 161906 36.46  1.18  0.10 25.98 0.25 -0.34 HST
N3370 161.77252 17.281380 92881 37.31  1.17  0.20 25.90 0.41 -0.14 HST
N3370 161.77587 17.258440 140125 38.21  1.25  0.20 26.27 0.41 -0.16 HST
N3370 161.76844 17.284120 72864 38.42  0.97  0.17 25.37 0.36 -0.12 HST
N3370 161.77731 17.274320 121969 38.61  1.18  0.21 25.73 0.43 -0.15 HST
N3370 161.77276 17.282280 92511 39.06  1.04  0.15 25.38 0.33 -0.18 HST
N3370 161.75980 17.282350 41321 40.81  1.33  0.26 26.14 0.50 -0.03 HST
N3370 161.75695 17.282740 29755 42.33  1.25  0.30 25.21 0.58 -0.10 HST
N3370 161.76774 17.283240 71357 44.11  1.30  0.13 25.74 0.31 -0.07 HST
N3370 161.75713 17.283090 29983 42.74  1.36  0.24 25.31 0.49 -0.10 HST
N3370 161.75761 17.282140 33115 45.19  1.32  0.27 25.46 0.52 -0.08 HST
N3370 161.78023 17.275230 134313 46.38  1.24  0.17 25.44 0.36 -0.27 HST
N3370 161.76514 17.264910 87112 47.47  1.13  0.22 25.52 0.41 -0.04 HST
