Host	ra	dec        ID    period V-I  sigma  I  sigma  metal-8.69  HST
------------------------------------------------------------------------------
M101 210.70545 54.337260 280928 24.81  1.08  0.07 23.52 0.21 0.08 HST
M101 210.74425 54.328720 89050 24.82  1.22  0.10 23.56 0.24 0.12 HST
M101 210.72139 54.340740 227088 25.25  1.33  0.08 23.70 0.22 0.10 HST
M101 210.70501 54.333670 272146 26.10     1  0.08 23.43 0.23 0.07 HST
M101 210.69629 54.324570 282449 26.23  1.47  0.07 23.66 0.20 0.05 HST
M101 210.74296 54.350230 161100 26.44  0.99  0.08 23.36 0.23 0.13 HST
M101 210.68994 54.318840 292617 26.88  1.25  0.06 23.52 0.20 0.04 HST
M101 210.73659 54.334590 141245 27.23  1.19  0.07 23.75 0.20 0.11 HST
M101 210.75813 54.326330 20978 29.02  0.95  0.14 23.04 0.31 0.13 HST
M101 210.70320 54.325330 255017 29.50  1.53  0.05 23.69 0.19 0.06 HST

N1015 39.535000 -1.3108400 19278 54.90  1.29  0.13 26.01 0.28 0.03 HST
N1015 39.541000 -1.3035700 29149 49.55  1.30  0.15 26.16 0.31 -0.08 HST
N1015 39.534930 -1.3222100 34521 102.2  1.27  0.09 24.84 0.22 0.03 HST
N1015 39.537340 -1.3213300 43096 26.15  1.02  0.23 26.42 0.46 0.06 HST
N1015 39.545360 -1.3042800 48456 62.85  1.55  0.13 25.56 0.28 -0.07 HST
N1015 39.544840 -1.3057900 48921 40.42  1.20  0.15 25.88 0.33 -0.04 HST
N1015 39.546710 -1.3040300 54696 57.75  1.63  0.14 26.25 0.30 -0.08 HST
N1015 39.543650 -1.3152400 62557 39.06  0.84  0.23 26.23 0.49 0.11 HST
N1015 39.548950 -1.3040200 66846 63.80  1.35  0.10 25.72 0.25 -0.09 HST
N1015 39.552230 -1.3056600 89556 114.7  1.25  0.09 25.31 0.23 -0.07 HST
N1015 39.546340 -1.3274700 106697 71.57  1.32  0.14 25.58 0.31 0.02 HST
N1015 39.545680 -1.3297400 108085 35.00  1.50  0.20 26.24 0.41 -0.02 HST
N1015 39.554360 -1.3096400 111232 61.35  1.24  0.14 25.43 0.30 -0.00 HST
N1015 39.549150 -1.3353900 138253 72.17  1.20  0.11 25.59 0.26 -0.12 HST
N1015 39.553840 -1.3266200 143334 26.20  1.32  0.23 26.75 0.47 0.04 HST
N1015 39.552740 -1.3309500 146206 29.55  0.94  0.33 27.21 0.67 -0.03 HST
N1015 39.560220 -1.3146900 150222 82.32  1.22  0.11 25.94 0.26 0.03 HST
N1015 39.555070 -1.3328700 158254 32.54  1.42  0.24 26.66 0.46 -0.07 HST
N1015 39.552460 -1.3409500 160102 86.08  1.02  0.13 25.89 0.27 -0.23 HST
N1015 39.559140 -1.3323700 168174 84.78  1.13  0.07 24.83 0.21 -0.06 HST
N1015 39.559310 -1.3333600 169479 35.36  0.95  0.15 26.05 0.31 -0.08 HST

N1309 50.513050 -15.412250 154632 37.89  1.06  0.11 26.52 0.28 -0.29 HST
N1309 50.514080 -15.405860 149317 39.09  1.36  0.26 26.37 0.51 -0.19 HST
N1309 50.535240 -15.411000 50511 39.39  1.01  0.15 26.79 0.33 -0.08 HST
N1309 50.537010 -15.412100 42756 39.20  1.14  0.14 26.25 0.32 -0.13 HST
N1309 50.536140 -15.385800 40303 39.28  0.99  0.15 26.15 0.33 -0.16 HST
N1309 50.538490 -15.410260 36275 39.30  1.29  0.23 26.79 0.46 -0.12 HST
N1309 50.534050 -15.388290 50270 39.61  1.17  0.14 26.42 0.33 -0.08 HST
N1309 50.516100 -15.386100 136479 40.79  1.15  0.11 26.34 0.27 -0.24 HST
N1309 50.528230 -15.408660 82654 41.70  1.02  0.26 25.99 0.51 0.01 HST
N1309 50.540170 -15.394110 27150 41.88  1.03  0.24 25.83 0.46 -0.08 HST
N1309 50.535840 -15.413390 48337 42.80  1.23  0.21 25.68 0.42 -0.15 HST
N1309 50.533920 -15.386940 50545 43.89  1.17  0.31 26.29 0.56 -0.11 HST
N1309 50.534590 -15.392310 48826 44.08  1.67  0.22 26.08 0.44 0.00 HST
N1309 50.522460 -15.384870 103930 44.35  0.87  0.13 25.77 0.31 -0.17 HST
N1309 50.535980 -15.411550 47351 45.20  1.01  0.16 25.96 0.34 -0.11 HST
N1309 50.513220 -15.403900 152242 47.55  0.97  0.30 26.15 0.58 -0.19 HST
N1309 50.514140 -15.404030 2117990 47.92  1.21  0.28 26.04 0.53 -0.17 HST
N1309 50.517600 -15.403870 134187 47.60  1.34  0.33 25.42 0.65 -0.08 HST
N1309 50.513500 -15.398810 150120 48.18  1.51  0.16 25.76 0.36 -0.17 HST
N1309 50.541640 -15.396450 22773 49.30  1.34  0.10 26.30 0.26 -0.10 HST
N1309 50.539400 -15.409770 32796 50.30  1.03  0.30 25.88 0.54 -0.13 HST
N1309 50.530380 -15.386760 66971 51.10  1.13  0.12 25.79 0.29 -0.09 HST
N1309 50.532360 -15.415880 65208 51.73  1.42  0.11 25.85 0.26 -0.18 HST
N1309 50.526790 -15.409480 89446 52.20  1.06  0.23 25.96 0.47 -0.01 HST
N1309 50.529580 -15.408920 76474 55.23  1.00  0.21 25.52 0.44 0.01 HST
N1309 50.531500 -15.389480 62523 56.50  1.11  0.17 25.70 0.37 -0.03 HST
N1309 50.530220 -15.390540 68651 58.59  1.30  0.17 26.01 0.39 0.01 HST
N1309 50.539920 -15.408670 30721 60.11  1.18  0.13 25.47 0.30 -0.12 HST
N1309 50.530640 -15.409850 71680 61.70  1.43  0.21 25.75 0.40 -0.02 HST
N1309 50.520670 -15.408220 121441 63.70  1.01  0.27 26.22 0.54 -0.07 HST
N1309 50.515040 -15.407650 145875 64.27  1.54  0.13 26.20 0.30 -0.18 HST
N1309 50.520350 -15.400170 120871 64.48  1.40  0.35 25.22 0.68 0.01 HST
N1309 50.528410 -15.417520 83989 63.84  1.32  0.08 25.58 0.24 -0.21 HST
N1309 50.540590 -15.394620 25808 67.32  1.25  0.22 25.56 0.42 -0.09 HST
N1309 50.528070 -15.409240 83493 57.59  1.38  0.19 26.12 0.40 -0.00 HST
N1309 50.536050 -15.412330 47225 68.95  1.10  0.10 25.74 0.25 -0.12 HST
N1309 50.537890 -15.406430 37762 68.92  1.09  0.12 25.52 0.29 -0.04 HST
N1309 50.535540 -15.414100 49918 71.09  1.06  0.17 25.86 0.36 -0.16 HST
