SURVEY:  PS1_LOWZ_COMBINED(CFA2)
SNID: 1998dk 
IAUC: 1998dk
RA:     3.634000 deg
DECL:    -0.736360 deg 
RA_HOST:     3.632710
DEC_HOST:    -0.737560
MWEBV: 0.044 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.013163 +- 1.3e-05 
REDSHIFT_CMB: 0.0119722 +- 1.3e-05 
VPEC: -60.822 +- 250.0
HOSTGAL_LOGMASS: 9.87 +- 0.07
PRIVATE(COSMO): 1
SEARCH_PEAKMJD:  51056.520
FILTERS:    abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVRI -> GHIJK
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  30
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
OBS: 51075.719  G  NULL    20893.      1058.4      16.700   0.055
OBS: 51075.719  H  NULL    25258.      535.06      16.494   0.023
OBS: 51075.719  I  NULL    59374.      656.23      15.566   0.012
OBS: 51075.719  J  NULL    67050.      1235.1      15.434   0.020
OBS: 51075.719  K  NULL    65705.      1149.8      15.456   0.019
OBS: 51077.820  G  NULL    16429.      635.51      16.961   0.042
OBS: 51077.820  H  NULL    19953.      367.54      16.750   0.020
OBS: 51077.820  I  NULL    54100.      398.63      15.667   0.008
OBS: 51077.820  J  NULL    66988.      802.08      15.435   0.013
OBS: 51077.820  K  NULL    69056.      890.44      15.402   0.014
OBS: 51079.762  G  NULL    12776.      564.83      17.234   0.048
OBS: 51079.762  H  NULL    16734.      400.73      16.941   0.026
OBS: 51079.762  I  NULL    50443.      603.97      15.743   0.013
OBS: 51079.762  J  NULL    64923.      1016.5      15.469   0.017
OBS: 51079.762  K  NULL    71187.      1376.9      15.369   0.021
OBS: 51102.621  G  NULL    4694.6      350.24      18.321   0.081
OBS: 51102.621  H  NULL    5286.9      136.34      18.192   0.028
OBS: 51102.621  I  NULL    16581.      198.53      16.951   0.013
OBS: 51102.621  J  NULL    25165.      463.56      16.498   0.020
OBS: 51102.621  K  NULL    33113.      701.46      16.200   0.023
OBS: 51110.789  G  NULL    3981.1      238.34      18.500   0.065
OBS: 51110.789  H  NULL    4738.0      96.006      18.311   0.022
OBS: 51110.789  I  NULL    13231.      158.42      17.196   0.013
OBS: 51110.789  J  NULL    19770.      345.96      16.760   0.019
OBS: 51110.789  K  NULL    23163.      448.02      16.588   0.021
OBS: 51136.730  G  NULL    2030.5      108.47      19.231   0.058
OBS: 51136.730  H  NULL    3432.4      56.905      18.661   0.018
OBS: 51136.730  I  NULL    6924.7      70.157      17.899   0.011
OBS: 51136.730  J  NULL    9011.6      149.40      17.613   0.018
OBS: 51136.730  K  NULL    7856.0      130.24      17.762   0.018
END: 
