SURVEY:  PS1_LOWZ_COMBINED(CFA4p1)
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID: 2008ar 
IAUC: 2008ar
RA:   186.158000 deg
DECL:    10.838170 deg 
RA_HOST:   186.156500
DEC_HOST:    10.839030
MWEBV: 0.037300000 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.026173 +- 1.1e-05 
REDSHIFT_CMB: 0.027316 +- 1.1e-05 
VPEC: -342.8005 +- 250.0
HOSTGAL_LOGMASS: 10.4080 +- 0.052
PRIVATE(COSMO): 1
FILTERS: abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> klmno
SEARCH_PEAKMJD: 54534.727
NOBS: 104
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      54526.5     l      md      17668.5    363.971    16.8820    0.0206000
OBS:      54529.4     l      md      25084.2    459.041    16.5015    0.0183000
OBS:      54532.4     l      md      28392.3    1181.12    16.3670    0.0416000
OBS:      54533.4     l      md      28973.5    718.542    16.3450    0.0248000
OBS:      54534.5     l      md      28721.0    674.944    16.3545    0.0235000
OBS:      54535.3     l      md      28261.8    508.713    16.3720    0.0180000
OBS:      54537.2     l      md      26915.4    476.402    16.4250    0.0177000
OBS:      54538.4     l      md      26073.5    430.214    16.4595    0.0165000
OBS:      54540.4     l      md      23388.4    460.751    16.5775    0.0197000
OBS:      54557.4     l      md      4733.69    187.928    18.3120    0.0397000
OBS:      54558.3     l      md      3594.18    696.912    18.6110    0.193900
OBS:      54565.4     l      md      2601.36    272.362    18.9620    0.104700
OBS:      54568.3     l      md      1891.47    282.586    19.3080    0.149400
OBS:      54570.3     l      md      1966.07    195.428    19.2660    0.0994000
OBS:      54582.2     l      md      1364.58    211.237    19.6625    0.154800
OBS:      54584.3     l      md      1002.77    231.940    19.9970    0.231300
OBS:      54585.3     l      md      1308.58    167.629    19.7080    0.128100
OBS:      54587.1     l      md      1323.12    212.229    19.6960    0.160400
OBS:      54594.2     l      md      1207.81    177.428    19.7950    0.146900
OBS:      54597.3     l      md      1210.04    294.524    19.7930    0.243400
OBS:      54615.3     l      md      1073.00    285.096    19.9235    0.265700
OBS:      54617.2     l      md      658.567    174.849    20.4535    0.265500
OBS:      54621.3     l      md      808.724    199.674    20.2305    0.246900
OBS:      54624.2     l      md      507.224    120.517    20.7370    0.237600
OBS:      54526.5     m      md      17538.8    308.683    16.8900    0.0176000
OBS:      54529.4     m      md      23681.0    483.093    16.5640    0.0204000
OBS:      54533.4     m      md      28589.0    488.873    16.3595    0.0171000
OBS:      54534.5     m      md      28602.3    437.615    16.3590    0.0153000
OBS:      54535.3     m      md      28813.8    443.732    16.3510    0.0154000
OBS:      54537.2     m      md      28523.3    490.601    16.3620    0.0172000
OBS:      54538.4     m      md      27517.0    451.278    16.4010    0.0164000
OBS:      54540.4     m      md      26133.6    418.138    16.4570    0.0160000
OBS:      54543.4     m      md      23120.6    541.023    16.5900    0.0234000
OBS:      54557.4     m      md      11518.6    236.131    17.3465    0.0205000
OBS:      54565.4     m      md      7125.25    188.819    17.8680    0.0265000
OBS:      54568.3     m      md      5964.85    290.488    18.0610    0.0487000
OBS:      54570.3     m      md      5076.92    196.477    18.2360    0.0387000
OBS:      54578.3     m      md      3505.90    177.048    18.6380    0.0505000
OBS:      54582.2     m      md      3464.18    161.777    18.6510    0.0467000
OBS:      54584.3     m      md      2940.35    135.550    18.8290    0.0461000
OBS:      54585.3     m      md      3358.92    143.426    18.6845    0.0427000
OBS:      54587.1     m      md      3147.75    163.683    18.7550    0.0520000
OBS:      54594.2     m      md      2585.83    132.395    18.9685    0.0512000
OBS:      54597.3     m      md      2618.18    143.476    18.9550    0.0548000
OBS:      54603.3     m      md      2392.21    185.397    19.0530    0.0775000
OBS:      54615.3     m      md      1919.55    222.476    19.2920    0.115900
OBS:      54617.2     m      md      1528.97    119.413    19.5390    0.0781000
OBS:      54621.3     m      md      1380.38    147.149    19.6500    0.106600
OBS:      54526.5     n      md      16842.2    574.320    16.9340    0.0341000
OBS:      54529.4     n      md      22709.1    522.309    16.6095    0.0230000
OBS:      54532.4     n      md      24110.1    1024.68    16.5445    0.0425000
OBS:      54533.4     n      md      27214.5    688.526    16.4130    0.0253000
OBS:      54534.4     n      md      27618.5    475.038    16.3970    0.0172000
OBS:      54535.3     n      md      28028.5    639.050    16.3810    0.0228000
OBS:      54537.2     n      md      27631.2    558.151    16.3965    0.0202000
OBS:      54538.4     n      md      27252.1    812.112    16.4115    0.0298000
OBS:      54540.4     n      md      25810.7    668.497    16.4705    0.0259000
OBS:      54543.4     n      md      22243.3    578.327    16.6320    0.0260000
OBS:      54557.4     n      md      13848.4    808.748    17.1465    0.0584000
OBS:      54558.3     n      md      12876.6    596.185    17.2255    0.0463000
OBS:      54565.4     n      md      10129.8    375.815    17.4860    0.0371000
OBS:      54568.3     n      md      8264.18    350.401    17.7070    0.0424000
OBS:      54570.3     n      md      7783.95    251.422    17.7720    0.0323000
OBS:      54578.3     n      md      5316.18    393.929    18.1860    0.0741000
OBS:      54582.2     n      md      5090.97    344.658    18.2330    0.0677000
OBS:      54584.3     n      md      4293.39    279.929    18.4180    0.0652000
OBS:      54585.3     n      md      4265.80    252.535    18.4250    0.0592000
OBS:      54587.1     n      md      4153.36    222.620    18.4540    0.0536000
OBS:      54594.2     n      md      3326.60    198.930    18.6950    0.0598000
OBS:      54597.3     n      md      3076.09    202.407    18.7800    0.0658000
OBS:      54603.3     n      md      2443.43    189.854    19.0300    0.0777000
OBS:      54615.3     n      md      1804.68    144.735    19.3590    0.0802000
OBS:      54617.2     n      md      1576.16    342.814    19.5060    0.217500
OBS:      54621.3     n      md      1432.85    306.916    19.6095    0.214200
OBS:      54624.2     n      md      1276.44    216.229    19.7350    0.169400
OBS:      54634.2     n      md      647.441    182.060    20.4720    0.281200
OBS:      54526.5     o      md      12268.7    399.961    17.2780    0.0326000
OBS:      54529.3     o      md      15848.9    542.034    17.0000    0.0342000
OBS:      54532.4     o      md      15588.3    420.885    17.0180    0.0270000
OBS:      54533.4     o      md      15958.8    473.976    16.9925    0.0297000
OBS:      54534.4     o      md      15184.5    566.382    17.0465    0.0373000
OBS:      54535.3     o      md      15381.6    364.543    17.0325    0.0237000
OBS:      54537.2     o      md      14859.4    802.406    17.0700    0.0540000
OBS:      54538.4     o      md      14514.4    393.341    17.0955    0.0271000
OBS:      54540.4     o      md      13495.9    410.274    17.1745    0.0304000
OBS:      54543.4     o      md      11814.1    511.550    17.3190    0.0433000
OBS:      54557.4     o      md      9453.66    365.856    17.5610    0.0387000
OBS:      54558.3     o      md      10106.5    347.663    17.4885    0.0344000
OBS:      54565.4     o      md      9221.47    403.901    17.5880    0.0438000
OBS:      54568.3     o      md      7921.36    533.108    17.7530    0.0673000
OBS:      54570.3     o      md      6956.65    331.137    17.8940    0.0476000
OBS:      54578.3     o      md      4269.73    261.307    18.4240    0.0612000
OBS:      54582.2     o      md      4068.18    343.761    18.4765    0.0845000
OBS:      54584.3     o      md      3386.88    289.578    18.6755    0.0855000
OBS:      54585.3     o      md      3340.41    285.271    18.6905    0.0854000
OBS:      54587.1     o      md      2967.56    230.876    18.8190    0.0778000
OBS:      54594.2     o      md      2360.48    457.225    19.0675    0.193700
OBS:      54597.3     o      md      1630.80    341.326    19.4690    0.209300
OBS:      54603.3     o      md      947.981    271.881    20.0580    0.286800
OBS:      54615.3     o      md      1028.96    341.719    19.9690    0.332100
OBS:      54617.2     o      md      1038.01    252.962    19.9595    0.243700
OBS:      54621.3     o      md      801.678    317.785    20.2400    0.396400
OBS:      54624.2     o      md      900.326    177.634    20.1140    0.197300
OBS:      54634.2     o      md      621.727    195.595    20.5160    0.314600
END: 
