SURVEY:  PS1_LOWZ_COMBINED(CFA4p1)
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID: 2007fb 
IAUC: 2007fb
RA:   359.218210 deg
DECL:     5.508830 deg 
RA_HOST:   359.214790
DEC_HOST:     5.508420
MWEBV: 0.055600000 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.018026 +- 7e-06 
REDSHIFT_CMB: 0.0167958 +- 7e-06 
VPEC: -156.6335 +- 250.0
HOSTGAL_LOGMASS: 10.2720 +- 3.866
PRIVATE(COSMO): 1
FILTERS: abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # UBVri -> klmno
SEARCH_PEAKMJD: 54288.078
NOBS: 115
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      54288.5     l      md      50816.0    1595.62    15.7350    0.0314000
OBS:      54292.4     l      md      42383.8    885.822    15.9320    0.0209000
OBS:      54297.5     l      md      28379.2    618.666    16.3675    0.0218000
OBS:      54298.5     l      md      26351.2    777.360    16.4480    0.0295000
OBS:      54300.4     l      md      19660.7    381.418    16.7660    0.0194000
OBS:      54310.5     l      md      6237.35    518.323    18.0125    0.0831000
OBS:      54312.5     l      md      6367.96    379.530    17.9900    0.0596000
OBS:      54346.4     l      md      1555.97    352.426    19.5200    0.226500
OBS:      54348.4     l      md      1782.38    187.685    19.3725    0.105300
OBS:      54350.4     l      md      1623.30    391.865    19.4740    0.241400
OBS:      54351.4     l      md      1609.16    150.135    19.4835    0.0933000
OBS:      54352.2     l      md      1576.16    334.776    19.5060    0.212400
OBS:      54353.4     l      md      1631.55    184.202    19.4685    0.112900
OBS:      54354.3     l      md      1488.67    225.534    19.5680    0.151500
OBS:      54355.3     l      md      1571.09    170.306    19.5095    0.108400
OBS:      54357.3     l      md      1411.89    192.440    19.6255    0.136300
OBS:      54361.4     l      md      1360.19    210.014    19.6660    0.154400
OBS:      54363.3     l      md      1332.91    230.993    19.6880    0.173300
OBS:      54372.4     l      md      1532.50    456.224    19.5365    0.297700
OBS:      54375.4     l      md      1332.29    247.674    19.6885    0.185900
OBS:      54377.3     l      md      1190.14    160.074    19.8110    0.134500
OBS:      54379.3     l      md      1702.16    408.177    19.4225    0.239800
OBS:      54394.2     l      md      894.540    244.478    20.1210    0.273300
OBS:      54401.3     l      md      1068.56    297.595    19.9280    0.278500
OBS:      54404.2     l      md      646.249    193.099    20.4740    0.298800
OBS:      54406.2     l      md      727.444    151.745    20.3455    0.208600
OBS:      54407.3     l      md      593.199    170.663    20.5670    0.287700
OBS:      54408.2     l      md      656.447    138.313    20.4570    0.210700
OBS:      54292.4     m      md      48439.6    770.189    15.7870    0.0159000
OBS:      54297.5     m      md      36677.5    575.837    16.0890    0.0157000
OBS:      54298.5     m      md      34450.9    2139.40    16.1570    0.0621000
