SURVEY:  PS1_LOWZ_COMBINED(CFA4p2)
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID: 2009kq 
IAUC: 2009kq
RA:   129.062880 deg
DECL:    28.067140 deg 
RA_HOST:   129.064210
DEC_HOST:    28.060330
MWEBV: 0.041000000 MW E(B-V) (SFD98)
REDSHIFT_HELIO: 0.011691 +- 0.000147 
REDSHIFT_CMB: 0.0124723 +- 0.000147 
VPEC: -35.0185 +- 250.0
HOSTGAL_LOGMASS: 10.1860 +- 0.104
PRIVATE(COSMO): 1
FILTERS: abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # BVri -> pqrs
SEARCH_PEAKMJD: 55155.23
NOBS: 82
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      55150.5     p      md      121060.    5859.30    14.7925    0.0484000
OBS:      55151.5     p      md      127292.    7713.88    14.7380    0.0606000
OBS:      55153.5     p      md      136521.    14908.1    14.6620    0.109200
OBS:      55155.5     p      md      137658.    12760.9    14.6530    0.0927000
OBS:      55157.5     p      md      128825.    13681.2    14.7250    0.106200
OBS:      55158.5     p      md      124624.    11988.8    14.7610    0.0962000
OBS:      55160.3     p      md      115345.    15064.1    14.8450    0.130600
OBS:      55176.4     p      md      26865.8    7020.04    16.4270    0.261300
OBS:      55177.5     p      md      25398.0    5176.12    16.4880    0.203800
OBS:      55181.4     p      md      18230.6    262.520    16.8480    0.0144000
OBS:      55185.5     p      md      13304.5    202.229    17.1900    0.0152000
OBS:      55205.3     p      md      6444.66    137.916    17.9770    0.0214000
OBS:      55208.3     p      md      6931.06    100.500    17.8980    0.0145000
OBS:      55212.3     p      md      6376.76    102.028    17.9885    0.0160000
OBS:      55232.4     p      md      5435.00    101.635    18.1620    0.0187000
OBS:      55242.2     p      md      5016.49    85.7820    18.2490    0.0171000
OBS:      55244.2     p      md      4438.13    150.453    18.3820    0.0339000
OBS:      55247.2     p      md      4138.09    95.5899    18.4580    0.0231000
OBS:      55267.2     p      md      3144.85    52.8335    18.7560    0.0168000
OBS:      55150.5     q      md      120005.    2736.12    14.8020    0.0228000
OBS:      55151.5     q      md      128115.    3202.88    14.7310    0.0250000
OBS:      55153.5     q      md      137658.    3950.77    14.6530    0.0287000
